query,query_type,vanilla,agentic,agentic-graph,graphrag,oracle_pipeline,oracle_f1
What structural limit-load envelope exceedance drives the EMS to reduce manoeuvre rate and assert the structural exceedance flag?,1-hop,0.8000000000000002,1.0,0.8666666666666667,0.7111333333333333,agentic,1.0
What test demonstrates the receiver meets integrity alert timing for unresolved protection-level exceedances under simulated satellite-fault conditions?,1-hop,0.7555666666666667,0.7555666666666667,0.7111333333333333,0.7111333333333333,vanilla,0.7555666666666667
What test evidence shows linked-mode pilot commands meet the ground-station latency requirement while being received and routed by the command data link?,2-hop,0.3333,0.0,0.13333333333333333,0.75,graphrag,0.75
"What top-level built-in test objective ultimately traces through the software requirement and logic design into the command/data link implementation, and what downstream design obligation does it impose?",3+-hop,0.0,0.0,0.0,0.0,vanilla,0.0
What upstream GNSS timing output and interfaces justify the navigation fusion function’s 1 Hz bus time-synchronisation service and GPS-derived accuracy source?,1-hop,0.6793666666666667,0.8000000000000002,0.6555666666666666,0.6476000000000001,agentic,0.8000000000000002
What upstream navigation timing service requirement justifies the payload computer’s UTC sensor timestamping accuracy and source-selection behavior?,1-hop,0.5793666666666667,0.43333333333333335,0.5,0.7238000000000001,graphrag,0.7238000000000001
What upstream navigation-state interface and update rate support the ground station’s real-time aircraft state display requirement?,1-hop,0.8000000000000002,0.4666666666666666,0.43333333333333335,0.8000000000000002,vanilla,0.8000000000000002
What verification demonstrates authenticated-command or tamper-triggered cryptographic zeroise completes within 200 ms on all key-bearing LRUs?,1-hop,0.5714,0.5476,0.5714,0.5,vanilla,0.5714
"What verification demonstrates emergency-mode entry on each triggering fault, including transition timing and operator annunciation performance?",1-hop,0.8889,0.8889,0.8222333333333333,0.7778,vanilla,0.8889
What verification demonstrates the autoland centreline touchdown accuracy required for AUTOLAND-certified Stratos-7 operations?,1-hop,0.8000000000000002,0.8000000000000002,0.5333333333333333,0.8000000000000002,vanilla,0.8000000000000002
What verification evidence demonstrates the navigation solution’s 5 ms end-to-end publish-latency requirement at 200 Hz is met?,1-hop,0.6,0.0,0.0,0.6,vanilla,0.6
"When GPS is valid, can the navigation fusion timing service meet the flight control computer’s UTC alignment requirement through the GNSS time outputs?",2-hop,0.9166666666666666,0.9047333333333333,0.9523666666666667,0.8571,agentic-graph,0.9523666666666667
"When a flight-plan change is uplinked from the ground, how is it routed through the data link to the FMS, and what operator confirmation must the HMI enforce before activation?",2-hop,0.6667,0.0,0.3015666666666667,0.8214,graphrag,0.8214
"When a validated DAA advisory arrives, how quickly must the GCS alert the crew, and what manoeuvre rates can the autopilot command in resolution mode?",2-hop,1.0,0.0,0.0,0.9523666666666667,vanilla,1.0
"When an uplinked flight-plan change is received, what operator-confirmation workflow and full-diff display are required before activation, and what record must be stored afterward?",2-hop,0.9047333333333333,0.2222333333333333,0.7111333333333333,0.9523666666666667,graphrag,0.9523666666666667
"When coalition sensor handover control arrives over the tactical datalink, what operator-authenticated engagement constraints apply before the autopilot can enter a commanded mode?",2-hop,0.5555666666666667,0.3703666666666667,0.5,0.6667,graphrag,0.6667
"When emergency inner-loop conditions assert, how must the autopilot mode logic support the EMS emergency transition and FCC coordination?",1-hop,0.5793666666666667,0.0,0.11109999999999999,0.5714,vanilla,0.5793666666666667
"When flying an LPV or LNAV/VNAV approach, what SBAS processing and resulting GPS-aided NAV accuracy must be maintained, and what minima remain if SBAS is lost?",2-hop,0.75,0.2857,0.0,0.6944666666666667,vanilla,0.75
"When generator loss is induced on the iron-bird, which loads must drop during the transition to single-generator operation while flight-critical buses stay powered within limits?",2-hop,0.9523666666666667,0.0,0.0,0.9047333333333333,vanilla,0.9523666666666667
"When the PMC is qualified to the specified DO-160G environment and EMC limits, what GNSS frequencies and constellations must remain operable without interference via DLNK coexistence?",2-hop,0.6349333333333332,0.7666666666666666,0.6277666666666667,1.0,graphrag,1.0
"When the power module detects an APU exceedance and commands shutdown, what flight data recording rates and fault-window capture are required?",1-hop,0.8000000000000002,0.24443333333333336,0.37776666666666664,0.6667,vanilla,0.8000000000000002
"When weight-on-wheels permits ground maintenance, what authentication must be enforced on the battery management unit’s service interface for firmware updates and calibration?",2-hop,0.6349333333333332,0.0,0.0,0.6944666666666667,graphrag,0.6944666666666667
Which ADS test requirement verifies support for the flight management system’s ±10 s RTA accuracy requirement under higher cruise wind profiles?,1-hop,0.8000000000000002,1.0,1.0,1.0,agentic,1.0
"Which APM requirement is ultimately traced from the EPS power-distribution requirement through the intermediate EPS dependencies, and what system function does that end requirement govern?",3+-hop,0.2814666666666667,0.12119999999999999,0.45106666666666667,0.0,agentic-graph,0.45106666666666667
Which GNSS dilution-of-precision outputs feed the navigation fusion QoS score computation for operator display?,1-hop,0.7222333333333334,0.7778,1.0,0.7666666666666666,agentic-graph,1.0
"Which GPS requirement fulfills the security control that references the EMS constraint and ultimately satisfies the INS requirement, and what end-to-end traceability justifies that linkage?",3+-hop,0.7606999999999999,0.2660666666666667,0.7296333333333335,0.7963,graphrag,0.7963
Which GPS requirement is ultimately fulfilled via the security control referenced by the navigation requirement traced from the original GPS requirement?,3+-hop,0.9047333333333333,0.5857,0.8333333333333334,0.8214,vanilla,0.9047333333333333
"Which GPS requirement traces through the security and emergency-management requirements to ultimately satisfy the navigation requirement, and what end-to-end rationale links them?",3+-hop,0.9259333333333334,0.7333333333333334,0.8518666666666667,0.6944666666666667,vanilla,0.9259333333333334
Which HIL lost-link test demonstrates verification that the autopilot enters RTB within one second and tracks to the rally point?,1-hop,0.7111333333333333,0.7111333333333333,0.6793666666666667,0.7111333333333333,vanilla,0.7111333333333333
Which HMI requirement defines the suspend/resume controls and state indication needed to support the FMS suspended-mode resume behavior?,1-hop,1.0,1.0,1.0,0.8666666666666667,vanilla,1.0
"Which HMI requirement implements the FMS uplinked flight-plan change confirmation, including full-diff display before activation?",1-hop,1.0,1.0,1.0,1.0,vanilla,1.0
Which HMI requirement implements the flight control single-engine-out detection and automatic rudder-trim alerting behavior for operator notification?,1-hop,1.0,1.0,1.0,0.8000000000000002,vanilla,1.0
Which HMI requirement references the flight-control requirement for joystick deadband and roll/pitch rate limiting on direct manual control?,1-hop,1.0,1.0,1.0,1.0,vanilla,1.0
Which INIT-mode navigation database loading requirement fulfills the security requirement for signed load authentication and rejection of invalid or expired data?,1-hop,1.0,0.0,0.3333333333333333,1.0,vanilla,1.0
Which INS state publication requirement satisfies the FCC need for 200 Hz inertial data delivery with no more than 5 ms end-to-end latency?,1-hop,1.0,0.7111333333333333,0.7555666666666667,1.0,vanilla,1.0
"Which INS-published state elements support the flight data recorder’s mandatory attitude, position, and velocity parameter capture?",1-hop,0.37776666666666664,0.13333333333333333,0.19046666666666667,0.44813333333333333,graphrag,0.44813333333333333
Which SAR status message fields and update rate provide the health input the built-in test function aggregates into the overall payload health report?,1-hop,1.0,0.6,0.9333333333333332,1.0,vanilla,1.0
Which actuator-command saturation limits and rates must the anti-windup logic use to prevent integrator growth when surface commands are clamped?,1-hop,0.8000000000000002,0.8000000000000002,0.8000000000000002,0.8000000000000002,vanilla,0.8000000000000002
Which airframe general requirement references the FCC cross-channel data link timing and integrity requirement to justify dissimilar-redundant routing separation?,1-hop,0.7778,0.6666666666666666,0.4444666666666666,0.8889,graphrag,0.8889
Which application module requirement provides the 1 Hz battery state-of-charge data that the power subsystem uses to inhibit NORMAL mode entry below 85%?,1-hop,1.0,0.0,0.3333333333333333,1.0,vanilla,1.0
Which asymmetric signature algorithms in the crypto selection table are mandated for verifying loadable software and data signatures?,1-hop,1.0,1.0,1.0,1.0,vanilla,1.0
"Which automatic control requirement satisfies the security need, and what emergency management reference chain does it depend on to fully justify compliance?",3+-hop,0.0,0.14813333333333334,0.5327333333333334,0.0,agentic-graph,0.5327333333333334
"Which autonomous control requirement fulfills the security constraint and, through its referenced autonomy behavior, ultimately traces to the radar interface requirement?",3+-hop,0.7887333333333334,0.2963,0.8889,0.8592666666666666,agentic-graph,0.8889
Which autonomous tracking requirement ultimately depends on the EO/IR target characterization specification through the radar detection and handoff chain?,3+-hop,0.48146666666666665,0.0,0.0,0.6444666666666666,graphrag,0.6444666666666666
"Which autonomy requirement is ultimately supported by the security control referenced by the communications verification requirement, and what communications item provides the verification evidence?",3+-hop,0.6667,0.7301666666666667,1.0,0.8571,agentic-graph,1.0
Which autonomy requirement is ultimately traced from the referenced security control through the data link requirement and subsequent security/autonomy satisfaction links?,3+-hop,0.4000000000000001,0.0,0.5185,0.46293333333333336,agentic-graph,0.5185
Which avionics processing requirement traces through the security and built-in test specifications to the inspection criterion it ultimately satisfies?,3+-hop,0.0,0.0,0.0,0.0,vanilla,0.0
Which built-in test function traces through flight control computer requirements to the EMS requirement ultimately supported by the referenced downstream control logic?,3+-hop,0.0,0.0,0.0,0.0,vanilla,0.0
"Which built-in test requirement is ultimately driven by the power requirement through the linked security and flight-control requirements, and what end-to-end rationale connects them?",3+-hop,0.0,0.0,0.0,0.0,vanilla,0.0
Which built-in test requirement ultimately satisfies the security control referenced by the flight data recorder requirement through the flight control computer trace chain?,3+-hop,0.0,0.0,0.0,0.0,vanilla,0.0
"Which built-in test verifies the power requirement tied to the cited security control, and what ground-control interface constraint is ultimately referenced through that chain?",3+-hop,0.75,0.8214,0.9333333333333332,0.7222333333333334,agentic-graph,0.9333333333333332
Which cockpit display requirement cited by the ice-protection specification links through the flight-control computer safety requirement to the security requirement that references the display data-link requirement?,3+-hop,0.0,0.19999999999999998,0.0,0.0,agentic,0.19999999999999998
"Which command-and-data handling requirement ultimately supports the ground control system need, through the intermediate command/data link allocations and lower-level decomposition?",3+-hop,0.25,0.08333333333333333,0.20740000000000003,0.2833333333333334,graphrag,0.2833333333333334
"Which command-and-data-link requirement ultimately fulfills the secure communications requirement, and through what EMS reference path is that satisfaction traced across subsystems?",3+-hop,0.0,0.19999999999999998,0.0,0.8214,graphrag,0.8214
Which command-authentication fault-injection verification demonstrates compliance with the cited security assurance activities reference set?,1-hop,0.4000000000000001,0.4666666666666666,0.4000000000000001,0.5370333333333334,graphrag,0.5370333333333334
"Which command-frame definition governs the GCS operator command interface, and what fields must that message include?",1-hop,0.5555666666666667,0.4444666666666666,0.6667,0.5793666666666667,agentic-graph,0.6667
"Which command/data link capability ultimately satisfies the ground control system requirement through the referenced flight control computer functions, and how is that end-to-end trace established?",3+-hop,0.1818,0.34813333333333335,0.24073333333333333,0.4444333333333333,graphrag,0.4444333333333333
"Which command/data link verification requirement ultimately traces through the security controls to the flight control computer constraint, and how does that chain close back to the same security requirement?",3+-hop,0.0,0.6309333333333333,0.18183333333333332,0.4444000000000001,agentic,0.6309333333333333
"Which communications capability document is explicitly excluded from the tactical Link‑16 terminal scope, and what assurance levels govern it?",1-hop,0.3555333333333333,0.3555333333333333,0.37776666666666664,0.6666666666666666,graphrag,0.6666666666666666
Which communications links must demonstrate DO-160G Category Y EMC coexistence without mutual interference with the radar altimeter and GPS?,1-hop,0.2857,0.37776666666666664,0.3555333333333333,0.5370333333333334,graphrag,0.5370333333333334
Which communications requirement is ultimately fulfilled by the automatic control requirement through the referenced security and command/data link requirements?,3+-hop,0.0,0.060599999999999994,0.0,0.0,agentic,0.060599999999999994
Which communications requirement is ultimately satisfied by the fuel-system requirement through the referenced security control and command/data link implementation chain?,3+-hop,0.0,0.4219333333333333,0.5463,0.34496666666666664,agentic-graph,0.5463
"Which communications requirement, linked through the security constraint referenced by the fuel requirement, ultimately traces to the EMS requirement, and what end-to-end dependency does that establish?",3+-hop,0.0,0.0,0.14813333333333334,0.0,agentic-graph,0.14813333333333334
"Which control law requirement, ultimately linked from the fuel system requirement through the payload design trace, is referenced by the same control document and then traced onward to the flight control computer?",3+-hop,0.0,0.0,0.13333333333333333,0.0,agentic-graph,0.13333333333333333
Which data link requirement is ultimately implicated by the flight control requirement that references a security control via an intermediate control requirement?,3+-hop,0.0,0.08333333333333333,0.5052666666666666,0.0,agentic-graph,0.5052666666666666
"Which data-link requirement ultimately constrains the security and EMS references inherited by the automatic function, and how does that end-to-end trace propagate across those subsystems?",3+-hop,0.0,0.16743333333333332,0.12119999999999999,0.0,agentic,0.16743333333333332
"Which display-level operator need ultimately traces through SAR processing and payload design to both EO/IR and radar sensing constraints, and what subsystem dependencies drive that allocation?",3+-hop,0.20000000000000004,0.0,0.0,0.22656666666666667,graphrag,0.22656666666666667
Which endurance-capacity requirement is referenced by the laboratory discharge verification for the 30-minute RTB load profile?,1-hop,1.0,0.0,0.0,1.0,vanilla,1.0
"Which engineering constraint is ultimately traced from the test case’s referenced flight dynamics requirement through its verification link and subsequent references, and how does that end-to-end chain justify compliance?",3+-hop,0.0,0.0,0.0,0.0,vanilla,0.0
"Which essential-bus LRUs, including the data link, must continue operating through a 50 ms Category Z interruption, and how is that verified?",2-hop,0.2857,0.36366666666666664,0.5238,0.5303333333333333,graphrag,0.5303333333333333
Which flight computer control requirement is ultimately justified by the flight data recorder requirement through the linked security and built-in-test trace chain?,3+-hop,0.0,0.0,0.0,0.0,vanilla,0.0
"Which flight computer security requirement flows through the data link to satisfy the communication subsystem requirement, and what intermediate security rationale connects them?",3+-hop,0.0,0.5193333333333333,0.24239999999999998,0.15,agentic,0.5193333333333333
Which flight control computer BIT status interface requirement satisfies the BIT aggregation requirement for 1 Hz health reporting to the GCS and FDR?,1-hop,0.8666666666666667,0.5,0.7000000000000001,0.8000000000000002,vanilla,0.8666666666666667
Which flight control computer function is ultimately justified by the GPS requirement through the linked security and built-in test requirements across the chain?,3+-hop,0.0,0.46823333333333333,0.0,0.0,agentic,0.46823333333333333
Which flight control computer function ultimately fulfills the security-driven navigation requirement chain through GPS and inertial sensing dependencies?,3+-hop,0.0,0.0,0.0,0.0,vanilla,0.0
Which flight control computer requirement is ultimately implicated by the flight data recorder verification path through navigation and GPS references?,3+-hop,0.0,0.0,0.0,0.0,vanilla,0.0
"Which flight control computer requirement is ultimately referenced by the power verification path through the communications data link, and what upstream power requirement does it trace back to?",3+-hop,0.0,0.19046666666666667,0.08333333333333333,0.0,agentic,0.19046666666666667
"Which flight control computer requirement is ultimately satisfied by the flight data recorder requirement through the navigation, GPS, and inertial navigation traceability chain?",3+-hop,0.0,0.21316666666666664,0.1717,0.0,agentic,0.21316666666666664
Which flight control computer requirement ultimately traces the EMS command/data link interface constraint back to the originating EMS behavior requirement?,3+-hop,0.0,0.3222333333333333,0.33959999999999996,0.18786666666666665,agentic-graph,0.33959999999999996
"Which flight control computer requirement, referenced by the command/data link specification and tracing onward to the automation subsystem, governs this end-to-end interface behavior?",3+-hop,0.7238000000000001,0.19046666666666667,0.5237999999999999,0.5,vanilla,0.7238000000000001
"Which flight control requirement is ultimately traced from the referenced air data requirement through the intermediate air data dependency, and how does that end-to-end linkage propagate across the ADS–FCC boundary?",3+-hop,0.0,0.19046666666666667,0.0,0.0,agentic,0.19046666666666667
Which flight control requirement ultimately depends on the upstream control architecture baseline through an intermediate derived requirement and successive referenced guidance constraints?,3+-hop,0.14393333333333333,0.40906666666666663,0.6203666666666666,0.21666666666666667,agentic-graph,0.6203666666666666
"Which flight control requirement ultimately drives the cockpit interface behavior referenced through the control-chain dependency, and how does that end-to-end traceability flow across avionics and HMI?",3+-hop,0.0,0.037033333333333335,0.08333333333333333,0.0,agentic-graph,0.08333333333333333
"Which flight control requirement ultimately traces through the GPS subsystem to an inertial navigation requirement, and what end-to-end behavior or dependency does that chain establish?",3+-hop,0.0,0.13333333333333333,0.13333333333333333,0.0,agentic,0.13333333333333333
"Which flight control software requirement ultimately traces through detailed design to the flight data recording requirement for timestamped fault-event capture, and what intermediate control and recorder requirements connect them?",3+-hop,0.0,0.0,0.06666666666666667,0.0,agentic-graph,0.06666666666666667
Which flight data recorder requirement captures APM battery/APU data around fault transitions to support the APU health exceedance shutdown logging requirement?,1-hop,1.0,0.8666666666666667,0.6666666666666666,0.8000000000000002,vanilla,1.0
Which flight data recorder requirement is ultimately referenced by the emergency monitoring requirement cited by the autonomous function verification requirement?,3+-hop,0.0,0.0,0.0,0.0,vanilla,0.0
Which flight data recorder requirement is verified by the flight control computer’s obligation to log every mode transition for the last 50 flight hours?,1-hop,1.0,0.6666666666666666,1.0,1.0,vanilla,1.0
Which flight data recorder requirement traces to the power subsystem’s 10 Hz real-time power-status telemetry publication to the recorder?,1-hop,1.0,0.36190000000000005,0.37776666666666664,0.8000000000000002,vanilla,1.0
Which flight dynamics verification requirement traces through navigation references to the downstream navigation requirement governing the related guidance behavior?,3+-hop,0.0,0.0,0.0,0.0,vanilla,0.0
Which flight management 4D trajectory and RTA capability underpins the flight control computer’s continuous conformance monitoring and deviation alerting for civil operations?,1-hop,0.7555666666666667,0.7111333333333333,0.7111333333333333,0.7111333333333333,vanilla,0.7555666666666667
"Which flight management function, via its cockpit display interaction, leads to the display verification requirement, and how is that end-to-end traceability established across FMS, HMI, and CDL?",3+-hop,0.47503333333333336,0.39896666666666664,0.2846,0.45713333333333334,vanilla,0.47503333333333336
"Which flight management function, via the flight data recorder linkage, ultimately traces to the data link requirement, and how is that end-to-end dependency justified across subsystems?",3+-hop,0.0,0.0,0.16666666666666666,0.0,agentic-graph,0.16666666666666666
"Which flight management interface requirement traces through the security control to satisfy the top-level flight management requirement, and what end-to-end rationale links them?",3+-hop,0.0,0.07406666666666667,0.12223333333333335,0.060599999999999994,agentic-graph,0.12223333333333335
"Which flight-control built-in test requirement traces through security constraints to the autopilot mode behavior, and what security requirement is referenced at both ends of that chain?",3+-hop,0.0,0.0,0.0,0.0,vanilla,0.0
"Which flight-control capability traces through the security and ground-control requirements to ultimately satisfy the aircraft power-management requirement, and what intermediate constraints must be met end-to-end?",3+-hop,0.0,0.0,0.13446666666666665,0.0,agentic-graph,0.13446666666666665
"Which flight-control communication requirement ultimately traces from the cockpit display link, through the controller and automation references, to the final automation behavior requirement?",3+-hop,0.0,0.11616666666666665,0.4127,0.7926000000000001,graphrag,0.7926000000000001
"Which flight-control computer display behavior is validated by the HMI verification requirement through the linked display logic reference, and what upstream cockpit interface requirement does it trace back to?",3+-hop,0.0,0.0,0.0,0.0,vanilla,0.0
"Which flight-control computer requirement is ultimately traced back to the ground-control system through the security requirement and BIT reference chain, and how is that linkage justified?",3+-hop,0.0,0.5185333333333334,0.0,0.0,agentic,0.5185333333333334
Which flight-control cross-channel data link timing and integrity behavior must BIT monitor to satisfy CBIT consistency-check verification?,1-hop,0.5238,0.3277666666666667,0.3555333333333333,0.5714,graphrag,0.5714
"Which flight-control initialization constraint governs the termination-mode full nose-down, throttle-cut command before subsequent recovery commands are rejected?",1-hop,0.4000000000000001,0.0,0.13333333333333333,0.33966666666666673,vanilla,0.4000000000000001
Which flight-control requirement provides the engine-out detection and automatic rudder-trim behavior referenced by the autopilot single-engine-out altitude-hold test?,1-hop,0.8000000000000002,0.5,0.6349333333333332,0.6667,vanilla,0.8000000000000002
"Which flight-control requirement ultimately drives the GPS timing/power dependency through the referenced power allocation chain, and how does that dependency propagate across the involved subsystems?",3+-hop,0.4615,0.6,0.5299666666666667,0.45766666666666667,agentic,0.6
"Which flight-control requirement, traced from the built-in test function through the environmental monitoring requirement it satisfies, ultimately references the final EMS requirement?",3+-hop,0.27853333333333335,0.09523333333333334,0.09523333333333334,0.0,vanilla,0.27853333333333335
"Which flight-control requirement, via the pilot interface logic, ultimately traces to the navigation constraint on lateral guidance behavior?",3+-hop,0.0,0.0,0.0,0.0,vanilla,0.0
Which flight-control runaway-actuator fault response satisfies the emergency-management requirement for coordinated emergency mode entry?,1-hop,0.6667,0.5142666666666668,0.6667,0.6667,vanilla,0.6667
Which flight-control test requirement verifies the payload-jettison general requirement’s preconfigured transient attitude compensation and its 100 ms execution timing?,1-hop,0.7778,0.6667,0.6667,0.6667,vanilla,0.7778
"Which flight-control verification requirement traces through power constraints to the GPS interface dependency, and what end-to-end rationale links those subsystems?",3+-hop,0.0,0.6444666666666666,0.7629666666666667,0.6318333333333334,agentic-graph,0.7629666666666667
"Which flight-test verification demonstrates that EO/IR geolocation from line-of-sight, navigation, and ranging meets 10 m CEP out to 15 km?",1-hop,0.8571333333333334,0.9333333333333332,0.9333333333333332,0.8000000000000002,agentic,0.9333333333333332
Which fuel-totaling requirement feeds the flight management function that computes destination and alternate fuel predictions and minimum-fuel alerts?,1-hop,0.7778,0.0,0.4666666666666666,0.6349333333333332,vanilla,0.7778
Which human-machine interface requirement ultimately traces back to the autonomous control behavior through the security and energy management requirements?,3+-hop,0.2889,0.2828,0.6389,0.319,agentic-graph,0.6389
"Which inertial navigation requirement fulfills the security constraint that, through its referenced security rationale, ultimately traces to the GPS requirement it satisfies?",3+-hop,0.5555666666666667,0.4126666666666667,0.5238,0.5,vanilla,0.5555666666666667
Which inertial-system QoS input does navigation fusion reference when deriving the operator-displayed 2 Hz 0–100 quality score?,1-hop,1.0,0.9333333333333332,0.9333333333333332,1.0,vanilla,1.0
"Which integration-rig HIL test verifies the backup GCS cold-standby switchover requirement, including two-minute recovery and retained control authority?",1-hop,1.0,1.0,1.0,1.0,vanilla,1.0
"Which interface power requirement defines the 50 ms ride-through capability, and which general requirement establishes the DO-160G Category Z interruption profile?",1-hop,0.2526333333333333,0.16666666666666666,0.09523333333333334,0.0,vanilla,0.2526333333333333
Which landing-gear weight-on-wheels discretes must the inertial system rely on to enable ZUPT while stationary on the ground?,1-hop,0.5,0.0,0.0,0.8666666666666667,graphrag,0.8666666666666667
Which load-shed table entry defines the priority-2 load failure condition that forces the EMS into CAUTION within 500 ms?,1-hop,1.0,0.2222333333333333,0.3333333333333333,1.0,vanilla,1.0
Which navigation requirement is ultimately supported by the security control satisfied by the GPS timing-reference requirement cited by the higher-level GPS requirement?,3+-hop,0.4444000000000001,0.12119999999999999,0.12963333333333335,0.49626666666666663,graphrag,0.49626666666666663
"Which operational modes are defined for the INS, and what preconditions and timing govern transitions between them?",1-hop,0.8000000000000002,0.0,0.0,0.6667,vanilla,0.8000000000000002
"Which operator command categories must the fuel subsystem accept via the command/data link interface, and how are those commands routed?",1-hop,0.6031666666666666,0.5793666666666667,0.48889999999999995,0.5370333333333334,vanilla,0.6031666666666666
Which payload command ID ranges must the PMC dispatch to each sensor or external store under the payload command routing table?,1-hop,1.0,1.0,0.9333333333333332,0.8666666666666667,vanilla,1.0
Which payload design requirement ultimately traces through command/data handling and flight-control security constraints to the final flight-control compliance obligation?,3+-hop,0.0,0.13333333333333333,0.5175,0.3535333333333333,agentic-graph,0.5175
Which payload requirement is ultimately satisfied by the security control referenced through the flight-control communication link that fulfills the communication requirement?,3+-hop,0.0,0.3518333333333333,0.3852,0.38786666666666664,graphrag,0.38786666666666664
Which payload-bus implementation and platform-specific bandwidths support the EOIR’s STANAG 4586 control/status and RTP/RTSP video interface to the mission computer?,1-hop,1.0,0.9333333333333332,1.0,0.8666666666666667,vanilla,1.0
Which power hold-up requirement ensures the EMS maintains state through a 50 ms essential-bus interruption?,1-hop,0.8666666666666667,0.0,0.0,1.0,graphrag,1.0
Which power requirement provides the FCC’s hold-up energy basis for maintaining uninterrupted inner-loop operation through a 50 ms primary power interruption?,1-hop,0.9333333333333332,0.0,0.6,1.0,graphrag,1.0
Which power requirement provides the continuously available hold-up energy the CDL relies on to ride through a 50 ms Category Z interruption?,1-hop,0.8889,0.0,0.0,1.0,graphrag,1.0
"Which power requirement traces through the built-in test and security controls to satisfy the instrumentation requirement, and what security constraint is referenced at both ends of that path?",3+-hop,0.75,0.2857,0.5714,0.75,vanilla,0.75
Which power-system verification artifact traces through the automation and emergency-management requirements to the automation requirement ultimately satisfied by the emergency-management function?,3+-hop,0.39053333333333334,0.42960000000000004,0.39443333333333336,0.23146666666666668,agentic,0.42960000000000004
"Which power-system verification evidence traces through the referenced power-management analysis to the flight design rationale, and what upstream electrical requirement does it ultimately substantiate?",3+-hop,0.0,0.41746666666666665,0.31479999999999997,0.42960000000000004,graphrag,0.42960000000000004
Which published fuel-status data does the flight control computer rely on to constrain commanded thrust to available fuel?,1-hop,0.5,0.0,0.0,0.8000000000000002,graphrag,0.8000000000000002
Which published inertial navigation state data and timing are required to support SAR motion compensation and absolute geolocation accuracy?,1-hop,0.4127,0.0,0.0,0.5,graphrag,0.5
"Which radar altimeter mode requirement supports terrain-avoidance advisory coupling, and which autopilot requirement governs autonomous DAA resolution engagement?",1-hop,0.6667,0.0,0.0,0.6667,vanilla,0.6667
"Which security requirement cited by the payload design is ultimately satisfied by the autonomy function, and where is that same security constraint referenced again downstream?",3+-hop,0.0,0.2814666666666667,0.5555666666666667,0.0,agentic-graph,0.5555666666666667
Which security requirement is ultimately traceable from the initial CDL requirement through the referenced FMS and downstream CDL verification chain?,3+-hop,0.3286,0.33403333333333335,0.36506666666666665,0.5023333333333334,graphrag,0.5023333333333334
"Which security requirement referenced by the autonomy control requirement is satisfied by the same control requirement and, through that linkage, points to the downstream autonomy interface requirement?",3+-hop,0.8000000000000002,0.7238000000000001,0.6667,0.8571,graphrag,0.8571
"Which security requirement referenced by the navigation function ultimately traces to the GPS requirement it satisfies, and how does that navigation requirement connect the two?",3+-hop,1.0,0.9047333333333333,0.9523666666666667,0.9523666666666667,vanilla,1.0
Which security requirement traces through autonomy functions to the radar interface constraint ultimately governing the referenced radar behavior?,3+-hop,0.41480000000000006,0.19046666666666667,0.37776666666666664,0.6496,graphrag,0.6496
Which sensor safety interlocks must the SAR mode logic enforce before allowing transition from standby into any transmitting mode?,1-hop,0.33966666666666673,0.37776666666666664,0.4000000000000001,0.5476,graphrag,0.5476
Which structural requirement defines the dedicated payload-bus routing and shielding needed to support the payload controller’s single-LRU installation near the bay rack?,1-hop,0.6667,0.4444666666666666,0.6667,0.6667,vanilla,0.6667
"Which structural requirement drives the payload allocation that ultimately traces to the downlink interface constraint, and how is that linkage justified across the structure, payload, and communications modules?",3+-hop,0.6444666666666666,0.43183333333333335,0.3897333333333333,0.5636666666666666,vanilla,0.6444666666666666
Which system-level security requirement is realized by the flight control computer’s command validation and rejection of invalid GCS commands?,1-hop,0.8000000000000002,0.8000000000000002,0.7111333333333333,0.7111333333333333,vanilla,0.8000000000000002
Which tactical datalink verification requirement demonstrates coordinated flight-plan separation compliance for coalition multi-aircraft FMS operation?,1-hop,1.0,1.0,1.0,1.0,vanilla,1.0
Which test evidence verifies the flight control computer’s 200 Hz inner-loop timing and jitter compliance under nominal and full-payload conditions?,1-hop,1.0,1.0,1.0,0.7778,vanilla,1.0
"Which test requirement verifies, by RF-simulator satellite-fault injection, the FDE requirement to detect and exclude an unhealthy satellite within six seconds?",1-hop,0.8000000000000002,0.7555666666666667,0.8000000000000002,0.8000000000000002,vanilla,0.8000000000000002
"Which transceiver fault condition forces EMS into CAUTION, and what communication subsystem response and operator notification are required?",1-hop,0.8000000000000002,0.8000000000000002,0.8000000000000002,0.8000000000000002,vanilla,0.8000000000000002
"Which verification requirement demonstrates, by negative UHF secure-mode testing, compliance with the no-valid-key transmit-inhibit voice-encryption requirement?",1-hop,1.0,1.0,1.0,1.0,vanilla,1.0
Will the GNSS receiver maintain operation and preserve sensor state and pointing through a 50 ms Category Z power interruption using essential-bus hold-up energy?,2-hop,1.0,0.7000000000000001,0.6793666666666667,1.0,vanilla,1.0
Will the flight control computer maintain uninterrupted inner-loop operation and preserve sensor state and pointing during a 50 ms Category Z power interruption using essential-bus hold-up energy?,2-hop,1.0,0.4285666666666667,0.4285666666666667,0.8412666666666667,vanilla,1.0
