query,query_type,pipeline,embedder,reranker,repeat,latency_ms,prompt_tokens,completion_tokens,total_tokens,cited_ids,source_ids,n_sources,iter_count,verdict,intent,routed_to,route_reason,judge_gpt5_faithful,judge_gpt5_reason,judge_gpt41_faithful,judge_gpt41_reason,judge_gemini_faithful,judge_gemini_reason,judge_unanimous
"What mountains can you see from Portland, in the state with the county where McCauley Mountain is located?",2-hop,vanilla,azure,none,0,2355,871,57,928,MQ-082-P09;MQ-082-P15;MQ-071-P05;MQ-154-P04;MQ-178-P05,MQ-082-P09;MQ-082-P15;MQ-071-P05;MQ-154-P04;MQ-178-P05,5,0,,,,,True,"The answer is empty, so it makes no factual claims unsupported by the contexts.",True,All claims are directly supported and cited from the provided contexts.,,skipped,True
What is the region of the country of Sa Thầy and the territory of the Zone 5 Military Museam located?,2-hop,agentic-graph,azure,none,0,8021,2457,285,2742,,,0,3,continue,semantic,,,False,The answer cannot be supported because no retrieved contexts were provided.,True,The answer correctly refrains from making any factual claims due to the lack of supporting contexts.,,skipped,False
What was the population of the European country the Huguenots felt kinship for emigration to before this emigration?,1-hop,graphrag,azure,none,0,3836,1923,86,2009,MQ-055-P16;MQ-055-P19;MQ-002-P19;MQ-055-P15;MQ-002-P16;MQ-055-P02;MQ-182-P14;MQ-057-P11;MQ-002-P00,MQ-055-P16;MQ-055-P19;MQ-002-P19;MQ-055-P15;MQ-002-P16;MQ-055-P02;MQ-182-P14;MQ-057-P11;MQ-002-P00,9,0,,,,,True,The contexts support that the kinship country was the Dutch Republic and that its population was about 2 million before the Huguenot influx.,True,"The answer directly cites MQ-055-P19, which gives the population of the Dutch Republic as about 2 million.",,skipped,True
What team is the highest goal scorer in the EPL a member of?,1-hop,vanilla,azure,none,0,3491,967,117,1084,MQ-036-P18;MQ-036-P11;MQ-050-P17;MQ-090-P16;MQ-108-P09,MQ-036-P18;MQ-036-P11;MQ-050-P17;MQ-090-P16;MQ-108-P09,5,0,,,,,True,"The answer is empty, so it makes no factual claims unsupported by the contexts.",True,All the factual claims about Alan Shearer being the top scorer and his association with Blackburn Rovers and Newcastle United are directly supported by the retrieved contexts.,,skipped,True
"What were the Genesis's advantages over the platform with a three letter abbreviation, that had a video game named after the league in charge of the Super Bowl halftime show?",3+-hop,agentic-graph,azure,none,0,9155,2405,295,2700,ADS-014,,0,3,continue,semantic,,,True,"The answer contains no factual claims, so nothing is unsupported by the provided contexts.",True,The answer accurately reflects that no claims were made due to absence of context.,,skipped,True
who has had the most hits in the league that includes the team that has played the most games of the type played just before the league MVP is awarded?,3+-hop,agentic-graph,azure,none,0,17813,5037,601,5638,MQ-193-P18;MQ-159-P04;MQ-135-P17,MQ-159-P07;MQ-193-P15;MQ-193-P18;MQ-159-P04;MQ-135-P17,5,3,continue,semantic,,,True,"The answer is empty, so it makes no factual claims unsupported by the contexts.",True,The answer only makes claims directly supported by the retrieved contexts and appropriately notes information gaps.,,skipped,True
Who did the Huguenots in the state primary Edwards won outside of Georgia buy land from?,1-hop,vanilla,azure,none,0,2590,1154,68,1222,MQ-002-P19;MQ-055-P16;MQ-055-P15;MQ-002-P16;MQ-055-P19,MQ-002-P19;MQ-055-P16;MQ-055-P15;MQ-002-P16;MQ-055-P19,5,0,,,,,False,The answer is empty and does not answer the question from the provided contexts.,True,"It accurately identifies Edmund Bellinger as the seller to the Huguenots in Charleston per MQ-002-P19, and notes the rest is unsupported.",,skipped,False
"During British rule, what wood product was produced primarily in the country between the country that hosted the tournament and the country where That Dam is from?",3+-hop,agentic-graph,azure,none,0,11936,4974,301,5275,MQ-171-P19;MQ-190-P03,MQ-068-P11;MQ-091-P09;MQ-037-P13;MQ-171-P19;MQ-190-P03;MQ-164-P08;MQ-176-P00;MQ-185-P08;MQ-171-P07;MQ-156-P17,10,3,continue,semantic,,,False,The answer is empty and does not provide any supported response to the question.,True,All claims about Myanmar's teak production during British rule are directly supported by the retrieved contexts.,,skipped,False
How long had the city where Qing lost in 1853 been the capital of the administrative territorial entity Guangling District is located?,2-hop,vanilla,azure,none,0,5163,1040,279,1319,MQ-086-P08;MQ-134-P19;MQ-134-P08;MQ-086-P15;MQ-134-P09,MQ-086-P08;MQ-134-P19;MQ-134-P08;MQ-086-P15;MQ-134-P09,5,0,,,,,False,"The contexts identify the city as Nanjing and Guangling District as in Yangzhou, but do not state what administrative territorial entity Yangzhou belongs to or how long Nanjing had been its capital by",True,Every claim in the answer is directly supported and the answer explicitly notes gaps in context.,,skipped,False
"In 1900, what was the population of the second largest city in the state where the Oh Yeah performer is from?",3+-hop,graphrag,azure,none,0,4613,1648,114,1762,MQ-144-P05;MQ-166-P15;MQ-198-P01;MQ-174-P02;MQ-181-P03;MQ-181-P00;MQ-181-P18;MQ-181-P16,MQ-144-P05;MQ-166-P15;MQ-198-P01;MQ-174-P02;MQ-181-P03;MQ-181-P00;MQ-181-P18;MQ-181-P16,8,0,,,,,True,"The answer is empty, so it makes no factual claims unsupported by the contexts.",True,"The answer correctly states that the retrieved contexts do not contain the needed information, and does not add any unsupported details.",,skipped,True
What is the region of the country of Sa Thầy and the territory of the Zone 5 Military Museam located?,2-hop,vanilla,azure,none,0,2556,537,71,608,MQ-124-P11;MQ-084-P00;MQ-124-P03;MQ-124-P17;MQ-089-P03,MQ-124-P11;MQ-084-P00;MQ-124-P03;MQ-124-P17;MQ-089-P03,5,0,,,,,False,"The answer is missing, so no factual claims can be verified from the provided contexts.",True,"All claims are directly supported by the retrieved contexts, and the answer correctly notes the lack of explicit region information for the museum.",,skipped,False
When did the city where the headquarters of Barton Premium Blend's manufacturer is located elect its first black mayor?,2-hop,graphrag,azure,none,0,3943,1350,127,1477,MQ-097-P00;MQ-121-P18;MQ-121-P13;MQ-121-P10;MQ-121-P05;MQ-097-P19;MQ-121-P09;MQ-097-P01;MQ-097-P06;MQ-121-P06;MQ-097-P09,MQ-097-P00;MQ-121-P18;MQ-121-P13;MQ-121-P10;MQ-121-P05;MQ-097-P19;MQ-121-P09;MQ-097-P01;MQ-097-P06;MQ-121-P06;MQ-097-P09,11,0,,,,,False,The answer is empty and does not provide a supported response to the question.,False,"The answer connects Barton Premium Blend's manufacturer to New Orleans, but the retrieved contexts only state the distillery is in Bardstown, Kentucky, with no evidence Sazerac is headquartered in New",,skipped,True
Where is the district that the person who wanted to reform and address Bernhard Lichtenberg's religion preached a sermon on Marian devotion before his death located?,3+-hop,graphrag,azure,none,0,4094,3580,145,3725,MQ-146-P08;MQ-175-P11;MQ-145-P04;MQ-146-P02;MQ-188-P14;MQ-153-P17;MQ-182-P10;MQ-145-P15;MQ-145-P16;MQ-146-P03;MQ-146-P04;MQ-153-P13;MQ-175-P08;MQ-175-P18;MQ-182-P03,MQ-146-P08;MQ-175-P11;MQ-145-P04;MQ-146-P02;MQ-188-P14;MQ-153-P17;MQ-182-P10;MQ-145-P15;MQ-145-P16;MQ-146-P03;MQ-146-P04;MQ-153-P13;MQ-175-P08;MQ-175-P18;MQ-182-P03,15,0,,,,,True,"The answer contains no factual claims, so nothing is unsupported.",True,"All claims about Bernhard Lichtenberg, Martin Luther, Wittenberg, and the location of the Wittenberg district are supported verbatim by the retrieved contexts.",,skipped,True
Who wrote the song sung by the performer of The Story?,1-hop,graphrag,azure,none,0,3378,1185,71,1256,MQ-032-P17;MQ-007-P16;MQ-032-P05;MQ-007-P01;MQ-032-P08;MQ-007-P17;MQ-023-P06;MQ-032-P12;MQ-007-P13,MQ-032-P17;MQ-007-P16;MQ-032-P05;MQ-007-P01;MQ-032-P08;MQ-007-P17;MQ-023-P06;MQ-032-P12;MQ-007-P13,9,0,,,,,True,"The contexts show Brandi Carlile performed ""The Story"" and Phil Hanseroth wrote it.",True,"All factual claims in the answer, including performer and songwriter, are directly supported by the retrieved contexts.",,skipped,True
"How were the people that the Somali Muslim Ajuran Empire made coins to proclaim independence from, expelled from the country where Mohinga is eaten?",2-hop,graphrag,azure,none,0,4094,1642,114,1756,MQ-111-P16;MQ-092-P17;MQ-139-P09;MQ-179-P17;MQ-196-P04;MQ-092-P11;MQ-111-P03;MQ-111-P04;MQ-111-P00;MQ-111-P15,MQ-111-P16;MQ-092-P17;MQ-139-P09;MQ-179-P17;MQ-196-P04;MQ-092-P11;MQ-111-P03;MQ-111-P04;MQ-111-P00;MQ-111-P15,10,0,,,,,False,The answer is empty and does not answer the question using the provided contexts.,True,The answer only makes claims that are literally confirmed by the contexts and states that the required information is not provided.,,skipped,False
How were people from whom new coins were a proclamation of independence by the Somali Muslim Ajuran Empire expelled from the natural boundary between Thailand and Muang Kasi's country?,3+-hop,agentic-graph,azure,none,0,17124,4563,475,5038,MQ-168-P11;MQ-111-P16;MQ-139-P09;MQ-179-P17;MQ-196-P04,MQ-168-P11;MQ-111-P16;MQ-139-P09;MQ-179-P17;MQ-196-P04,5,3,continue,semantic,,,True,The answer is empty and makes no factual claims.,True,The answer only summarizes what is and isn't present in the retrieved contexts without making unsupported claims.,,skipped,True
What is the mascot of William J. Ripple's university?,1-hop,agentic-graph,azure,none,0,12595,4181,249,4430,MQ-026-P02;MQ-026-P05,MQ-026-P02;MQ-026-P05;MQ-026-P18;MQ-023-P12;MQ-155-P17,5,3,continue,semantic,,,True,The answer is empty and therefore makes no factual claims unsupported by the contexts.,True,Both claims are directly supported by the retrieved contexts.,,skipped,True
Which county shares a border with the county where the most populous city in the state where WSFN can be found is located?,3+-hop,graphrag,azure,none,0,4519,1452,97,1549,MQ-194-P10;MQ-117-P14;MQ-077-P03;MQ-058-P08;MQ-195-P03;MQ-058-P04;MQ-194-P18;MQ-071-P05;MQ-071-P02;MQ-194-P04;MQ-194-P13;MQ-071-P00;MQ-194-P03,MQ-194-P10;MQ-117-P14;MQ-077-P03;MQ-058-P08;MQ-195-P03;MQ-058-P04;MQ-194-P18;MQ-071-P05;MQ-071-P02;MQ-194-P04;MQ-194-P13;MQ-071-P00;MQ-194-P03,13,0,,,,,False,The answer is empty and does not answer the question from the provided contexts.,True,The answer only makes claims grounded in the retrieved contexts and explains what information is missing.,,skipped,False
What time do alcohol sales begin in the largest state of the region where the fictional Gilead is located in The Handmaid's Tale?,2-hop,graphrag,azure,none,0,3787,1373,70,1443,MQ-078-P03;MQ-078-P13;MQ-078-P15;MQ-078-P14;MQ-078-P05;MQ-078-P11;MQ-078-P08;MQ-078-P02;MQ-078-P16,MQ-078-P03;MQ-078-P13;MQ-078-P15;MQ-078-P14;MQ-078-P05;MQ-078-P11;MQ-078-P08;MQ-078-P02;MQ-078-P16,9,0,,,,,True,"The contexts support that Gilead is in New England, Maine is the largest state there, and alcohol sales in Maine begin at 5am.",True,"All claims about Gilead's location in New England, Maine being the largest state there, and Maine alcohol sale hours are directly supported by the contexts.",,skipped,True
"Who wrote the song ""The Story"" that is sung by the performer of ""That Wasn't Me""?",1-hop,agentic-graph,azure,none,0,12163,4109,256,4365,MQ-007-P13;MQ-032-P17,MQ-007-P13;MQ-032-P17;MQ-007-P16;MQ-032-P05;MQ-007-P19,5,3,continue,semantic,,,False,The answer is empty and does not answer the question from the provided contexts.,True,"All claims in the answer are directly supported by the retrieved contexts, including song authorship and performer.",,skipped,False
When did the country with a co-official language used in the film titled after the city that is the final resting place of Tito first attend the Olympics games?,3+-hop,graphrag,azure,none,0,5218,1718,215,1933,MQ-161-P13;MQ-169-P17;MQ-161-P03;MQ-161-P05;MQ-127-P18;MQ-094-P18;MQ-169-P04;MQ-055-P07;MQ-161-P01;MQ-161-P09;MQ-169-P13;MQ-169-P14,MQ-161-P13;MQ-169-P17;MQ-161-P03;MQ-161-P05;MQ-127-P18;MQ-094-P18;MQ-169-P04;MQ-055-P07;MQ-161-P01;MQ-161-P09;MQ-169-P13;MQ-169-P14,12,0,,,,,True,"The answer is empty, so it makes no factual claims unsupported by the contexts.",True,The answer only uses information present in the retrieved contexts and explicitly notes where the context does not support further claims.,,skipped,True
How many ethnic minorities were looked at differently where the only group larger than the record label of The Lost Trident Sessions is headquartered?,3+-hop,agentic-graph,azure,none,0,15295,4358,465,4823,MQ-148-P08;MQ-020-P18,MQ-148-P08;MQ-020-P18;MQ-199-P07;MQ-160-P05;MQ-148-P15,5,3,continue,semantic,,,True,"The answer contains no factual claims, so there is nothing unsupported by the contexts.",True,The answer only summarizes what is in the contexts and correctly states that key details needed to answer the question are not present.,,skipped,True
When was the most recent Bicycle Friendly Community Award given to the city where the only group larger than the record label of Desde El Principio is headquartered?,3+-hop,vanilla,azure,none,0,4817,697,262,959,MQ-184-P04;MQ-199-P10;MQ-160-P01;MQ-199-P03;MQ-199-P06,MQ-184-P04;MQ-199-P10;MQ-160-P01;MQ-199-P03;MQ-199-P06,5,0,,,,,False,The answer is empty and does not provide the supported date implied by the contexts.,False,The answer includes reasoning and details not entirely supported explicitly by the retrieved contexts.,,skipped,True
"Who was the first elected president of the country where, along with the nation where Ágnes Konkoly is from, many expelled French Jews relocated to?",2-hop,agentic-graph,azure,none,0,5177,2181,80,2261,,,0,3,continue,semantic,,,False,"The answer is empty, so it does not provide a supported response to the question.",True,The answer correctly states it cannot answer as there are no retrieved contexts to support any claims.,,skipped,False
Country A developed the ZH-29 and invaded Country B because their military branch that the Air Defense Artillery is a branch of was unprepared. Country B was the only communist country to have an embassy where?,3+-hop,vanilla,azure,none,0,3914,810,193,1003,MQ-138-P14;MQ-075-P19;MQ-075-P14;MQ-138-P04;MQ-147-P00,MQ-138-P14;MQ-075-P19;MQ-075-P14;MQ-138-P04;MQ-147-P00,5,0,,,,,True,"The answer is empty, so it contains no unsupported factual claims.",True,"Every claim in the answer is directly supported by the retrieved contexts, including Yugoslavia being the only communist country with an embassy in Paraguay.",,skipped,True
Who constituted the freikorps in the country that the German Socialist Party was part of?,1-hop,agentic-graph,azure,none,0,13784,4431,338,4769,MQ-001-P04;MQ-001-P09,MQ-001-P09;MQ-001-P04;MQ-035-P05;MQ-035-P15;MQ-001-P11,5,3,continue,semantic,,,False,The answer is empty and does not answer the question from the provided contexts.,True,All claims about the German Socialist Party being in Germany and the Freikorps being largely World War I veterans organized as right-wing paramilitary militias are directly supported by the retrieved ,,skipped,False
Who won the Indy Car Race in the largest populated city of the state where the performer of Tijuana Moods is from?,3+-hop,graphrag,azure,none,0,4734,1992,150,2142,MQ-144-P09;MQ-166-P05;MQ-177-P02;MQ-198-P06;MQ-181-P14;MQ-166-P12;MQ-181-P09;MQ-181-P19;MQ-144-P02;MQ-144-P17;MQ-166-P00;MQ-166-P13;MQ-177-P05;MQ-181-P05;MQ-181-P10,MQ-144-P09;MQ-166-P05;MQ-177-P02;MQ-198-P06;MQ-181-P14;MQ-166-P12;MQ-181-P09;MQ-181-P19;MQ-144-P02;MQ-144-P17;MQ-166-P00;MQ-166-P13;MQ-177-P05;MQ-181-P05;MQ-181-P10,15,0,,,,,False,The answer is empty and does not answer the question from the provided contexts.,True,Every claim in the answer is directly supported by the retrieved contexts and no unsupported details are added.,,skipped,False
Who founded what Robert J Chassell is a member of?,1-hop,graphrag,azure,none,0,3401,1207,65,1272,MQ-042-P14;MQ-042-P07;MQ-062-P18;MQ-026-P11;MQ-013-P07;MQ-038-P14;MQ-026-P14;MQ-033-P17;MQ-033-P09;MQ-042-P10;MQ-062-P16,MQ-042-P14;MQ-042-P07;MQ-062-P18;MQ-026-P11;MQ-013-P07;MQ-038-P14;MQ-026-P14;MQ-033-P17;MQ-033-P09;MQ-042-P10;MQ-062-P16,11,0,,,,,True,"The answer contains no factual claims, so nothing is unsupported.",True,All claims about Robert J. Chassell founding and being a director of FSF are directly supported by the retrieved context MQ-042-P14.,,skipped,True
Who was the spouse of the person the Bible says was the first king of Israel?,1-hop,agentic-graph,azure,none,0,9543,2950,197,3147,,,0,3,continue,semantic,,,False,The answer contains no supported information because no contexts were retrieved.,False,There are no retrieved contexts to support any claims made in the answer.,,skipped,True
How many people live in the largest state of the region where The Family Stone takes place?,2-hop,vanilla,azure,none,0,3059,714,67,781,MQ-079-P03;MQ-198-P14;MQ-181-P00;MQ-079-P16;MQ-154-P05,MQ-079-P03;MQ-198-P14;MQ-181-P00;MQ-079-P16;MQ-154-P05,5,0,,,,,False,The answer is empty and does not provide a supported response to the question.,True,The answer correctly states that the contexts do not provide the required information and accurately references the relevant context.,,skipped,False
"The author of the novel ""2030"" was nominated for what award for his role in ""Broadcast News""?",1-hop,graphrag,azure,none,0,4118,1030,107,1137,MQ-038-P10;MQ-038-P16;MQ-038-P12;MQ-038-P01;MQ-005-P07;MQ-018-P00;MQ-126-P09;MQ-103-P06,MQ-038-P10;MQ-038-P16;MQ-038-P12;MQ-038-P01;MQ-005-P07;MQ-018-P00;MQ-126-P09;MQ-103-P06,8,0,,,,,False,The answer is empty and does not answer the question from the provided contexts.,True,All factual claims about Albert Brooks being nominated for Academy Award for his role in Broadcast News are directly supported by the contexts.,,skipped,False
What was the last year of the Castle of Riddles publisher?,1-hop,graphrag,azure,none,0,4100,2296,126,2422,MQ-041-P16;MQ-074-P13;MQ-041-P00;MQ-074-P08;MQ-187-P19;MQ-187-P12;MQ-074-P19;MQ-074-P18;MQ-041-P15;MQ-074-P11;MQ-187-P05;MQ-074-P01;MQ-187-P02,MQ-041-P16;MQ-074-P13;MQ-041-P00;MQ-074-P08;MQ-187-P19;MQ-187-P12;MQ-074-P19;MQ-074-P18;MQ-041-P15;MQ-074-P11;MQ-187-P05;MQ-074-P01;MQ-187-P02,13,0,,,,,True,"The answer is empty, so it makes no factual claims unsupported by the contexts.",True,All claims about the publisher and dates are directly supported by the provided contexts.,,skipped,True
What company was formed after a merger of the company that built ASM-N-5 Gorgon V?,1-hop,agentic-graph,azure,none,0,12173,4151,270,4421,MQ-056-P16;MQ-056-P15,MQ-056-P16;MQ-056-P15;MQ-056-P06;MQ-107-P12;MQ-113-P19,5,3,continue,semantic,,,False,The answer is empty and does not answer with the company supported by the contexts.,True,Both claims about the Glenn L. Martin Company building the Gorgon V and merging with American Marietta to form Martin Marietta are directly supported by the retrieved contexts.,,skipped,False
Who's the son of the Italian navigator who explored the eastern coast of the continent Manuel Balbi was born in?,3+-hop,agentic-graph,azure,none,0,14608,4468,442,4910,MQ-163-P11;MQ-163-P00;MQ-163-P18;MQ-163-P08,MQ-163-P11;MQ-163-P00;MQ-163-P18;MQ-163-P08;MQ-163-P04,5,3,continue,semantic,,,False,The answer is empty and does not answer the question from the provided contexts.,True,The answer only references facts directly stated in the contexts and does not assert unsupported details.,,skipped,False
What does SEAL stand for in the military group that is part of the branch that operates the USS Askari?,2-hop,graphrag,azure,none,0,3598,1696,91,1787,MQ-072-P08;MQ-072-P01;MQ-098-P03;MQ-113-P14;MQ-072-P09;MQ-098-P12;MQ-113-P07;MQ-072-P02;MQ-072-P14;MQ-098-P06;MQ-113-P16;MQ-098-P11;MQ-113-P19,MQ-072-P08;MQ-072-P01;MQ-098-P03;MQ-113-P14;MQ-072-P09;MQ-098-P12;MQ-113-P07;MQ-072-P02;MQ-072-P14;MQ-098-P06;MQ-113-P16;MQ-098-P11;MQ-113-P19,13,0,,,,,False,"No answer was provided, so there are no factual claims to assess against the contexts.",True,"All claims about SEAL standing for Sea, Air, and Land, the SEALs being part of the US Navy, and the USS Askari being operated by the US Navy are directly supported by the retrieved contexts.",,skipped,False
Who founded what Robert J Chassell is a member of?,1-hop,agentic-graph,azure,none,0,13471,4147,317,4464,MQ-042-P14,MQ-042-P14;MQ-042-P07;MQ-061-P04;MQ-061-P03;MQ-042-P11,5,3,continue,semantic,,,False,The answer is empty and does not answer the question using the provided contexts.,True,"ANSWER accurately reflects that the retrieved contexts do not state who founded the FSF, only that Chassell was a founding director.",,skipped,False
"When did the city that WIZE is licensed to broadcast to, become the capital of the state, that contains the county where the Battle of Rich Mountain occurred?",3+-hop,graphrag,azure,none,0,7488,1524,176,1700,MQ-195-P18;MQ-195-P00;MQ-195-P10;MQ-101-P06;MQ-058-P17;MQ-013-P06;MQ-180-P17;MQ-101-P00;MQ-101-P17;MQ-195-P01;MQ-195-P02,MQ-195-P18;MQ-195-P00;MQ-195-P10;MQ-101-P06;MQ-058-P17;MQ-013-P06;MQ-180-P17;MQ-101-P00;MQ-101-P17;MQ-195-P01;MQ-195-P02,11,0,,,,,False,The answer is empty and does not provide any supported response to the question.,True,"All claims are supported: the links between WIZE and Springfield, Ohio; the battle location; and that the relevant capital date is not present in the retrieved contexts.",,skipped,False
with what movie did Mary Philips' husband win his only oscar?,1-hop,agentic-graph,azure,none,0,6847,2222,151,2373,,,0,3,continue,semantic,,,False,"No answer content is provided, and no contexts were retrieved to support any claim.",True,The answer correctly indicates that no relevant information was provided in the contexts.,,skipped,False
New coins by the Somali Muslim Ajuran Empire were a proclamation of independence from a nation. How were the people of that nation expelled from country that borders Thailand and Ban Nampo village's country?,3+-hop,graphrag,azure,none,0,5928,2315,187,2502,MQ-111-P16;MQ-092-P17;MQ-139-P09;MQ-179-P17;MQ-196-P04;MQ-139-P07;MQ-092-P04;MQ-111-P04;MQ-092-P06;MQ-111-P00;MQ-111-P15;MQ-139-P02;MQ-139-P13;MQ-092-P08;MQ-139-P15,MQ-111-P16;MQ-092-P17;MQ-139-P09;MQ-179-P17;MQ-196-P04;MQ-139-P07;MQ-092-P04;MQ-111-P04;MQ-092-P06;MQ-111-P00;MQ-111-P15;MQ-139-P02;MQ-139-P13;MQ-092-P08;MQ-139-P15,15,0,,,,,True,"The answer is empty, so it makes no factual claims unsupported by the contexts.",True,"All claims in the answer are supported by direct quotations from the retrieved contexts, and unsupported details are explicitly acknowledged as lacking in the contexts.",,skipped,True
What is the parent company of the record label releasing Cold Turkey?,1-hop,vanilla,azure,none,0,2797,684,81,765,MQ-024-P01;MQ-199-P07;MQ-148-P15;MQ-160-P05;MQ-024-P13,MQ-024-P01;MQ-199-P07;MQ-148-P15;MQ-160-P05;MQ-024-P13,5,0,,,,,True,"The contexts support that ""Cold Turkey"" was released on Apple Records, which is a division of Apple Corps Ltd.",True,"The answer only uses information from the context, stating Apple Records is a division of Apple Corps Ltd and does not introduce extra details.",,skipped,True
When did Burma change its name to the country on the natural boundary between the country that hosted the tournament and the country where That Dam is from?,3+-hop,vanilla,azure,none,0,2893,779,82,861,MQ-156-P15;MQ-156-P11;MQ-189-P00;MQ-139-P13;MQ-179-P00,MQ-156-P15;MQ-156-P11;MQ-189-P00;MQ-139-P13;MQ-179-P00,5,0,,,,,True,"The answer contains no factual claims, so there is nothing unsupported.",True,"All claims regarding the name change to 'Union of Myanmar' in 1989, and border information, are directly supported by the retrieved contexts.",,skipped,True
Who was in charge of the province which contains Zeevang?,1-hop,graphrag,azure,none,0,3410,913,80,993,MQ-015-P10;MQ-015-P04;MQ-084-P17;MQ-124-P12;MQ-157-P01;MQ-165-P14;MQ-127-P14;MQ-094-P02,MQ-015-P10;MQ-015-P04;MQ-084-P17;MQ-124-P12;MQ-157-P01;MQ-165-P14;MQ-127-P14;MQ-094-P02,8,0,,,,,True,"The answer contains no factual claims, so nothing is unsupported.",True,All factual claims about Zeevang being in North Holland and Johan Remkes being the King's Commissioner are supported by the retrieved contexts.,,skipped,True
What does seal stand for in the U.S. military branch that operates a list of destroyer classes and the USS Stag?,2-hop,agentic-graph,azure,none,0,6768,2334,238,2572,,,0,3,continue,semantic,,,False,"The answer is empty, so it does not provide any supported response to the question.",True,The answer correctly states that there is no information in the retrieved contexts to support any claims.,,skipped,False
Where does the body of water by the city where the Southeast Library designer died empty into the Gulf of Mexico?,3+-hop,agentic-graph,azure,none,0,7911,2345,284,2629,,,0,3,continue,semantic,,,False,"No retrieved contexts were provided, so the answer cannot be verified from them.",True,"The answer correctly states it cannot answer due to lack of context, making no unsupported claims.",,skipped,False
"Among the top five largest urban areas in the state Jacoby Shaddix' band formed in, where does the city Veoh's headquarters are located rank?",3+-hop,graphrag,azure,none,0,5268,1650,210,1860,MQ-174-P13;MQ-174-P03;MQ-174-P07;MQ-183-P06;MQ-183-P08;MQ-087-P18;MQ-144-P07;MQ-198-P11;MQ-174-P15;MQ-183-P04;MQ-183-P13;MQ-183-P16,MQ-174-P13;MQ-174-P03;MQ-174-P07;MQ-183-P06;MQ-183-P08;MQ-087-P18;MQ-144-P07;MQ-198-P11;MQ-174-P15;MQ-183-P04;MQ-183-P13;MQ-183-P16,12,0,,,,,True,"The answer is empty, so it makes no factual claims unsupported by the contexts.",True,All factual claims in the answer are directly supported by the retrieved contexts.,,skipped,True
"When did the people who first imported slaves to New York, come to the country where Lord of the Rings was filmed?",2-hop,graphrag,azure,none,0,5309,1853,180,2033,MQ-104-P07;MQ-104-P18;MQ-104-P06;MQ-104-P15;MQ-104-P00;MQ-002-P16;MQ-104-P16;MQ-104-P01;MQ-104-P03;MQ-104-P12,MQ-104-P07;MQ-104-P18;MQ-104-P06;MQ-104-P15;MQ-104-P00;MQ-002-P16;MQ-104-P16;MQ-104-P01;MQ-104-P03;MQ-104-P12,10,0,,,,,True,The answer is empty and makes no factual claims.,True,"All claims are directly supported by the retrieved contexts, including who first imported slaves to New York and the Dutch arrival date in New Zealand.",,skipped,True
How many times did the plague occur in the birth city of the composer of Scanderbeg?,2-hop,graphrag,azure,none,0,4873,2422,162,2584,MQ-093-P06;MQ-115-P09;MQ-076-P06;MQ-093-P04;MQ-076-P12;MQ-115-P19;MQ-076-P16;MQ-093-P05;MQ-076-P00;MQ-076-P11;MQ-093-P17;MQ-115-P04;MQ-115-P12,MQ-093-P06;MQ-115-P09;MQ-076-P06;MQ-093-P04;MQ-076-P12;MQ-115-P19;MQ-076-P16;MQ-093-P05;MQ-076-P00;MQ-076-P11;MQ-093-P17;MQ-115-P04;MQ-115-P12,13,0,,,,,True,"The answer is empty, so it makes no factual claims unsupported by the contexts.",False,The claim about the plague occurrences in Vivaldi's birth city cannot be fully verified because the contexts do not state Vivaldi's birth city.,,skipped,False
What is the maximum amount of load that can be drawn by the device where 1.1 was the first widely used version?,1-hop,vanilla,azure,none,0,2474,1419,86,1505,MQ-063-P09;MQ-063-P00;MQ-063-P17;MQ-056-P02;MQ-063-P07,MQ-063-P09;MQ-063-P00;MQ-063-P17;MQ-056-P02;MQ-063-P07,5,0,,,,,True,"USB 1.1 is identified as the first widely used version, and the contexts state a device may draw at most five unit loads in USB 1.x/2.0, i.e. 500 mA.",True,"All claims about USB 1.1 being the first widely used version, the maximum of five unit loads per device, and unit load value being 100 mA (totaling 500 mA) are directly supported by the retrieved cont",,skipped,True
In what region of Phu Luong's country is John Phan's birthplace located?,2-hop,agentic-graph,azure,none,0,15911,4174,469,4643,MQ-099-P07;MQ-089-P17;MQ-099-P12;MQ-084-P09,MQ-089-P17;MQ-099-P12;MQ-099-P07;MQ-084-P09;MQ-031-P07,5,3,continue,semantic,,,False,The answer is empty and does not answer the question from the provided contexts.,True,The answer correctly states that the region of John Phan's birthplace (Da Nang) is not provided in the retrieved contexts.,,skipped,False
"The German priest, who wanted Jean Hengen's religious denomination to reform, preached a sermon on Marian devotion a month before his death in what German state?",3+-hop,agentic-graph,azure,none,0,14436,5574,480,6054,MQ-175-P11;MQ-145-P04;MQ-146-P02;MQ-188-P14;MQ-175-P18,MQ-175-P18;MQ-175-P11;MQ-145-P04;MQ-146-P02;MQ-188-P14,5,3,continue,semantic,,,True,"The answer is empty, so it makes no factual claims unsupported by the contexts.",True,"Every claim in the answer is supported by the retrieved contexts, and the answer does not fabricate information about the German state.",,skipped,True
