query,query_type,pipeline,embedder,reranker,repeat,latency_ms,prompt_tokens,completion_tokens,total_tokens,cited_ids,source_ids,n_sources,iter_count,verdict,intent,routed_to,route_reason,judge_gpt5_faithful,judge_gpt5_reason,judge_gpt41_faithful,judge_gpt41_reason,judge_gemini_faithful,judge_gemini_reason,judge_unanimous
"For maintenance-only external GNSS aiding used to reduce TTFF after storage, what operator authentication must be completed first, and where is it enforced?",2-hop,agentic,local,none,2,18688,3604,447,4051,SEC-015;GPS-029,GPS-029;GPS-023;GPS-019;GPS-004;GPS-021,5,3,continue,semantic,,,False,"The contexts require operator authentication per SEC-015 before the maintenance-only command, but do not state where that authentication is enforced.",False,The answer does not specify the operator authentication required per ##SEC.SEC-015 or where it is enforced; the contexts only state that authentication is required per ##SEC.SEC-015 but provide no fur,,skipped,True
"In INIT mode, what signed-manifest and signature-validation checks must the FMS apply before accepting a navigation database revision?",1-hop,graphrag,local,none,0,10880,2066,294,2360,FMS-006;FMS-033;FMS-042;FMS-010;INS-048;FMS-007;FMS-001;SEC-020;AUTO-017;BIT-033;DLNK-025;FMS-005;FMS-037;HMI-033;INS-047,FMS-006;FMS-033;FMS-042;FMS-010;INS-048;FMS-007;FMS-001;SEC-020;AUTO-017;BIT-033;DLNK-025;FMS-005;FMS-037;HMI-033;INS-047,15,0,,,,,True,"The answer is empty, so it makes no factual claims unsupported by the contexts.",False,The answer is missing; no claims are provided to evaluate support from the contexts.,,skipped,False
Which command-authentication fault-injection verification demonstrates compliance with the cited security assurance activities reference set?,1-hop,agentic-graph,local,none,2,19170,4204,470,4674,SEC-019;CDL-039;PLD-035,SEC-019;PLD-035;SEC-018;CDL-039;SEC-007,5,3,continue,semantic,,,True,SEC-019 is the command-authentication fault-injection verification tied to the cited security assurance activities reference set.,True,"SEC-019 describes command-authentication end-to-end verification by fault-injection and references a security assurance activities set (DO-356A), matching the question.",,skipped,True
"For autonomous mode engagement exceptions, what authentication mechanism must operator engagement requests use on the control data links?",1-hop,adaptive,local,none,1,18226,3663,363,4026,SEC-010;AUTO-006;AES-256;SHA-256,AUTO-006;SEC-010;AUTO-038;AUTO-021;EMS-033,5,3,continue,semantic,agentic,"default: agentic ReAct exploration (no specific signal; ids=0, mods=0, trace_kw=False, chain_ind=False, numeric=False)",False,The answer is empty and does not state the authentication mechanism supported by the contexts.,True,"AES-256 in GCM mode for encryption and HMAC-SHA-256 for authentication are required for operator engagement requests on CDL links, as specified in the retrieved contexts.",,skipped,False
"How do the data link crypto module and key-retention requirements support authenticated autonomous autopilot mode engagements, particularly for exceptions like DAA Resolution and RTB?",2-hop,agentic-graph,local,none,1,23245,5571,570,6141,ADS-001;ADS-002;ADS-003;ADS-023;ICE-001;ICE-002;ICE-005;ICE-020,ADS-023;ADS-002;ADS-001;ADS-004;ADS-003;ICE-020;ICE-002;ICE-003;ICE-005;ICE-001,10,3,continue,semantic,,,False,The answer is empty and does not address the question using the provided contexts.,False,"No retrieved context discusses data link crypto modules, key-retention, or authenticated autonomous autopilot engagements.",,skipped,True
Which structural requirement defines the dedicated payload-bus routing and shielding needed to support the payload controller’s single-LRU installation near the bay rack?,1-hop,graphrag,local,none,0,6196,1305,108,1413,STR-038;PLD-003;STR-021;STR-019;STR-004;SEC-014;STR-005;INS-003;CDL-024;DLNK-017;FCC-041;FCC-046;PWR-012;SKT1-INS-001;STR7-INS-001,STR-038;PLD-003;STR-021;STR-019;STR-004;SEC-014;STR-005;INS-003;CDL-024;DLNK-017;FCC-041;FCC-046;PWR-012;SKT1-INS-001;STR7-INS-001,15,0,,,,,True,"The answer is empty, so it makes no factual claims unsupported by the contexts.",True,"STR-038 defines the dedicated payload-bus routing and shielding, and PLD-003 requires the single-LRU PMC near the bay rack with such routing per STR-038.",,skipped,True
"Which flight control software requirement ultimately traces through detailed design to the flight data recording requirement for timestamped fault-event capture, and what intermediate control and recorder requirements connect them?",3+-hop,adaptive,local,none,2,10670,1789,397,2186,FDR-001;FCC-001;FDR-002;EMS-001;FUEL-001;ENG-001;FCC-038;FDR-016;ADS-020;ALX2-FCC-004;AUTO-025;AUTO-028;AUTO-031;BIT-002;BIT-036,FDR-001;FCC-001;FDR-002;EMS-001;FUEL-001;ENG-001;FCC-038;FDR-016;ADS-020;ALX2-FCC-004;AUTO-025;AUTO-028;AUTO-031;BIT-002;BIT-036,15,0,,,graphrag,R4: traceability_kw + no_explicit_id → structural retrieval,False,The answer is empty and does not identify any tracing chain or intermediate requirements from the provided contexts.,False,"None of the retrieved contexts mention a requirement for timestamped fault-event capture, nor do they explicitly describe tracing through detailed design from a flight control software requirement to ",,skipped,True
Which security requirement is ultimately traceable from the initial CDL requirement through the referenced FMS and downstream CDL verification chain?,3+-hop,vanilla,local,none,0,5427,586,275,861,CDL-013;SEC-008;FMS-022;CDL-001;CDL-039,CDL-013;SEC-008;FMS-022;CDL-001;CDL-039,5,0,,,,,False,"The answer is empty and does not identify any security requirement traceable through an FMS/downstream CDL chain, which is not supported by the contexts.",True,"SEC-008 is traceable from CDL-013, which is supported by the contexts.",,skipped,False
"During fault-injection testing, if the APU self-shuts down on a monitored health exceedance during start, what EPS mode transition and RTB behavior must be demonstrated?",2-hop,graphrag,local,none,0,8802,1531,472,2003,EPS-024;EPS-011;APM-023;EPS-005;EPS-004;EPS-015;APM-007;EMS-016;APM-015;APM-036;AUTO-022;EPS-006;FDR-030;APM-009;APM-030,EPS-024;EPS-011;APM-023;EPS-005;EPS-004;EPS-015;APM-007;EMS-016;APM-015;APM-036;AUTO-022;EPS-006;FDR-030;APM-009;APM-030,15,0,,,,,True,The contexts support that an APU self-shutdown on health exceedance during start must be demonstrated to drive EPS to BATT_ONLY and issue RTB to AUTO.,True,"The answer is supported: EPS-011 states that EPS declares BATT_ONLY and issues RTB to AUTO if APU self-shuts down on health exceedance during start, and EPS-024 requires verification of mode transitio",,skipped,True
"Which data-link requirement ultimately constrains the security and EMS references inherited by the automatic function, and how does that end-to-end trace propagate across those subsystems?",3+-hop,graphrag,local,none,1,15250,1878,803,2681,SEC-028;SEC-003;DLNK-003;EMS-033;CDL-004;BIT-029;SEC-010;EMS-001;APM-033;AUTO-006;AUTO-034;BIT-002;CDL-012;COMM-019;DLNK-013,SEC-028;SEC-003;DLNK-003;EMS-033;CDL-004;BIT-029;SEC-010;EMS-001;APM-033;AUTO-006;AUTO-034;BIT-002;CDL-012;COMM-019;DLNK-013,15,0,,,,,True,"The answer contains no factual claims, so there is nothing unsupported by the provided contexts.",True,"DLNK-013 is the data-link requirement that constrains security references (SEC-010, DO-326A), which propagate to the automatic function via requirements like AUTO-006, as evidenced by context links an",,skipped,True
How does the HIL GPS-outage test verify the fusion function meets the >60 s reversion and annunciation behavior required by the underlying inertial degraded mode requirement?,2-hop,agentic-graph,local,none,1,19109,2225,839,3064,HMI-075;INS-013;NAV-007;NAV-005;NAV-035,NAV-007;INS-013;NAV-035;NAV-005;NAV-017,5,0,sufficient,semantic,,,True,"The contexts show NAV-007 refines INS-013, and NAV-035 verifies it by HIL GPS outage durations including >60 s, demonstrating transition within 200 ms at the 60 s threshold with NAV_DEGRADED annunciat",True,"The answer can be fully supported by NAV-007, INS-013, and NAV-035, which detail the >60 s reversion, annunciation, and verification by HIL GPS-outage test.",,skipped,True
"How is an EKF divergence detected, reset, and cross-referenced to flight data recording of the divergence snapshot and reset state?",1-hop,adaptive,local,none,0,27741,4290,815,5105,NAV-024;FDR-024;NAV-036;INS-039,FDR-024;NAV-024;INS-039;INS-C5;NAV-036;NBC3-INS-002;FMS-039;NAV-012,8,3,continue,semantic,agentic,"default: agentic ReAct exploration (no specific signal; ids=0, mods=0, trace_kw=False, chain_ind=True, numeric=False)",True,"The answer contains no factual claims, so it is vacuously supported by the provided contexts.",True,"Detection, reset, and recording of EKF divergence events are clearly specified in NAV-024 and FDR-024; cross-reference via logging and snapshot is explicitly mentioned.",,skipped,True
"Which flight control requirement ultimately traces through the GPS subsystem to an inertial navigation requirement, and what end-to-end behavior or dependency does that chain establish?",3+-hop,agentic,local,none,1,22371,3487,738,4225,FCC-004;GPS-006;NAV-008,FCC-038;STR7-FCC-004;FCC-001;FCC-037;FCC-010;GPS-006;GPS-003;GPS-008;GPS-018;GPS-009;NAV-016;NAV-035;NAV-008;NAV-001;NAV-017,15,0,sufficient,semantic,,,False,The answer is empty and does not identify any requirement or chain from FCC through GPS to an inertial navigation requirement.,False,The answer is missing; no claims are made to evaluate support from contexts.,,skipped,True
"For the live multi-aircraft separation test, which platform relies on navigation integration instead of an FMS, and what DAL applies to its navigation software?",2-hop,graphrag,local,none,0,5526,1719,161,1880,FMS-001;NAV-002;NAV-001;FMS-002;FMS-027;DLNK-025;ALX2-FMS-001;FMS-034;ADS-020;FCC-013;FMS-006;FMS-012;FUEL-020;GPS-001;GPS-030,FMS-001;NAV-002;NAV-001;FMS-002;FMS-027;DLNK-025;ALX2-FMS-001;FMS-034;ADS-020;FCC-013;FMS-006;FMS-012;FUEL-020;GPS-001;GPS-030,15,0,,,,,True,"The answer is empty, so it makes no factual claims unsupported by the provided contexts.",True,"The Skyrunner-T1 platform relies on Navigation Integration instead of an FMS, and its navigation software is developed at DO-178C DAL-B as stated in the contexts.",,skipped,True
How do the GPS-derived power constraints propagate through command/data handling and back into power requirements to shape the inertial subsystem’s implementation?,3+-hop,agentic-graph,local,none,2,35695,6330,889,7219,PWR-018;GPS-026;GPS-031;EPS-021;EPS-013;EPS-022;ICE-018,GPS-031;GPS-C4;GPS-003;GPS-026;GPS-001;ICE-019;ICE-001;ICE-016;ICE-018;ICE-011;EPS-001;EPS-022;EPS-013;EPS-003;EPS-021,15,3,continue,semantic,,,False,The answer is empty and does not address the question using the provided contexts.,False,None of the retrieved contexts discuss propagation of GPS-derived power constraints through command/data handling or their influence on inertial subsystem implementation.,,skipped,True
"Which APM requirement is ultimately traced from the EPS power-distribution requirement through the intermediate EPS dependencies, and what system function does that end requirement govern?",3+-hop,graphrag,local,none,0,8088,1568,322,1890,EPS-004;APM-004;APM-001;EPS-001;APM-006;APM-027;APM-016;EPS-021;APM-002;EMS-002;EMS-032;EPS-002;EPS-024;PWR-002;BIT-040,EPS-004;APM-004;APM-001;EPS-001;APM-006;APM-027;APM-016;EPS-021;APM-002;EMS-002;EMS-032;EPS-002;EPS-024;PWR-002;BIT-040,15,0,,,,,False,The answer is empty and does not identify any traced APM requirement or governed function from the provided contexts.,False,The answer is missing; no claims were made to validate against the retrieved contexts.,,skipped,True
How is radar-altimeter EMC coexistence verification performed while the onboard GNSS receiver tracks its required frequencies with CDL transmissions active?,2-hop,agentic,local,none,2,35282,5888,573,6461,NAV-014;NAV-001;NAV-032;GPS-031,GPS-001;ALX2-GPS-001;NBC3-GPS-002;GPS-029;GPS-031;NAV-002;ALX2-NAV-001;NAV-014;NAV-016;NAV-032;ADS-023;ADS-014;ADS-002;NBC3-ADS-001;ADS-015,15,3,continue,semantic,,,True,The answer contains no factual claims.,False,"No context chunk discusses radar-altimeter EMC coexistence verification, GNSS tracking during CDL transmissions, or the verification process.",,skipped,False
Which load-shed table entry defines the priority-2 load failure condition that forces the EMS into CAUTION within 500 ms?,1-hop,graphrag,local,none,1,6476,2135,169,2304,EMS-005;FCC-050;EMS-033;PWR-032;CDL-035;EMS-034;FCC-009;ENG-040;ALX2-FCC-002;APM-009;AUTO-009;CDL-030;COMM-021;EMS-001;EMS-006,EMS-005;FCC-050;EMS-033;PWR-032;CDL-035;EMS-034;FCC-009;ENG-040;ALX2-FCC-002;APM-009;AUTO-009;CDL-030;COMM-021;EMS-001;EMS-006,15,0,,,,,True,"The answer is empty, so it makes no factual claims unsupported by the provided contexts.",False,No retrieved context contains a specific load-shed table entry stating that a priority-2 load failure forces the EMS into CAUTION within 500 ms; only general requirements link P2 faults (including pri,,skipped,False
How is the 10 Hz FCC background health monitoring constrained to avoid violating the outer-loop 50 Hz guidance jitter requirement?,1-hop,agentic-graph,local,none,1,22481,5255,623,5878,FCC-015;FCC-014;FCC-013,FCC-014;FCC-015;FCC-013;SKT1-FCC-003;FCC-016;FCC-014;FCC-015;FCC-013;SKT1-FCC-003;FCC-036,10,3,continue,semantic,,,True,"The answer is empty, so it makes no factual claims unsupported by the contexts.",True,FCC-015 explicitly states that background health-monitoring at 10 Hz must not delay the outer-loop beyond the jitter bounds specified in FCC-014.,,skipped,True
Which flight computer control requirement is ultimately justified by the flight data recorder requirement through the linked security and built-in-test trace chain?,3+-hop,agentic-graph,local,none,1,31155,10924,648,11572,FDR-055;FCC-044;SEC-015;BIT-040;BIT-006;BIT-039;FCC-038;FCC-040,FCC-001;FCC-052;FCC-038;FCC-055;FCC-040;ADS-001;ADS-023;ADS-004;ADS-010;ADS-025;ICE-001;ICE-003;ICE-006;ICE-017;ICE-020;SEC-016;BIT-040;FDR-C4;FDR-002;EMS-024;CDL-040;DLNK-024;FDR-055;EMS-035;INS-039;FCC-044;SEC-015,27,3,continue,semantic,,,True,The answer is empty and makes no factual claims.,False,No linked security and built-in-test trace chain justifying a flight computer control requirement by the flight data recorder requirement is described in the retrieved contexts.,,skipped,False
"In ground mode, what requirement defines the authorized control-surface command path, and which ground system requirement implements that interface?",1-hop,agentic,local,none,2,26759,3117,345,3462,FCC-007;GCS-022,FCC-007;FCC-037;FCC-040;FCC-038;FCC-002;ADS-002;ADS-016;ADS-018;ADS-014;ADS-024,10,0,sufficient,semantic,,,False,The answer is empty and does not provide the requested requirement IDs or implementation reference from the contexts.,True,"FCC-007 defines the control-surface command path in ground mode and cites GCS.GCS-022 as the implementing ground system requirement, both directly supported by the contexts.",,skipped,False
Which published inertial navigation state data and timing are required to support SAR motion compensation and absolute geolocation accuracy?,1-hop,agentic,local,none,0,27709,3743,837,4580,NAV-010;WGS-84;NAV-020,NAV-016;NAV-010;NAV-008;NAV-C5;NAV-020,5,3,continue,semantic,,,False,The answer is empty and does not provide any supported response to the question.,True,"The answer can be inferred: Published inertial navigation data required include position, velocity, attitude, and timing at 50 Hz, which is specified in NAV-010 and NAV-020, supporting SAR motion comp",,skipped,False
Which human-machine interface requirement ultimately traces back to the autonomous control behavior through the security and energy management requirements?,3+-hop,agentic,local,none,2,36157,5843,850,6693,FCC-009;FCC-010;CDL-030;ICE-019;HMI-120;ENG-008,APM-001;HMI-001;HMI-003;FCC-004;ENG-008;ICE-019;ICE-001;ICE-004;ICE-002;ICE-006;FCC-009;FCC-006;FCC-004;FCC-010;FCC-002,15,3,continue,semantic,,,False,The contexts do not provide any trace chain through security and energy management to a specific HMI requirement; only HMI-120 is mentioned without such derivation.,False,No retrieved context explicitly traces a human-machine interface requirement to autonomous control behavior through security and energy management requirements.,,skipped,True
Which payload command ID ranges must the PMC dispatch to each sensor or external store under the payload command routing table?,1-hop,vanilla,local,none,2,6549,705,232,937,PLD-009;PLD-033;PLD-034;PLD-021;PLD-031,PLD-009;PLD-033;PLD-034;PLD-021;PLD-031,5,0,,,,,True,"The answer is empty, so it makes no factual claims unsupported by the provided contexts.",True,All command ID ranges and targets for payload command routing are explicitly listed in PLD-033.,,skipped,True
Which SAR status message fields and update rate provide the health input the built-in test function aggregates into the overall payload health report?,1-hop,vanilla,local,none,1,5309,743,204,947,BIT-026;FCC-051;PLD-032;SAR-019;BIT-008,BIT-026;FCC-051;PLD-032;SAR-019;BIT-008,5,0,,,,,False,The answer is empty and does not identify any SAR_STATUS_MSG fields or the 1 Hz update rate stated in the contexts.,False,The specific SAR status message fields providing health input and their update rate are not explicitly listed in the retrieved contexts.,,skipped,True
Which flight management 4D trajectory and RTA capability underpins the flight control computer’s continuous conformance monitoring and deviation alerting for civil operations?,1-hop,agentic,local,none,0,27110,6428,688,7116,FMS-020;FCC-004;NAV-001,NBC3-FCC-004;FCC-001;FCC-038;ALX2-FCC-003;STR7-FCC-005;NBC3-NAV-001;NAV-C5;NAV-010;NAV-032;NAV-017;NAV-012;NAV-016;NAV-001;NAV-004;ALX2-NAV-001,15,3,continue,semantic,,,False,The contexts mention conformance to filed 4D trajectory per FMS.FMS-020 but provide no RTA capability or identify a specific flight management capability that underpins it.,True,"NBC3-FCC-004 and NBC3-NAV-001 specify that the FCC’s conformance monitoring and deviation alerting for civil operations is underpinned by monitoring against the filed 4D trajectory per FMS.FMS-020, wi",,skipped,False
"Which HMI requirement implements the FMS uplinked flight-plan change confirmation, including full-diff display before activation?",1-hop,vanilla,local,none,2,4523,517,91,608,HMI-037;FMS-022;HMI-009;HMI-040;HMI-004,HMI-037;FMS-022;HMI-009;HMI-040;HMI-004,5,0,,,,,True,HMI-037 explicitly requires two-step operator confirmation for uplinked flight-plan modifications and displaying the full diff before confirmation.,True,"The claim that HMI-037 implements the FMS uplinked flight-plan change confirmation, including full-diff display before activation, is directly and explicitly supported in the retrieved contexts.",,skipped,True
"How is an EKF divergence detected, reset, and cross-referenced to flight data recording of the divergence snapshot and reset state?",1-hop,adaptive,local,none,1,27749,6306,767,7073,NAV-024;FDR-024;NAV-036;NAV-011;NAV-031,NAV-024;NAV-036;NAV-012;NAV-011;NAV-031;ADS-023;ADS-004;ADS-016;ADS-011;ADS-006;FCC-050;FCC-038;FCC-030;FCC-049;FCC-012,15,3,continue,semantic,agentic,"default: agentic ReAct exploration (no specific signal; ids=0, mods=0, trace_kw=False, chain_ind=True, numeric=False)",False,The answer is empty and does not provide any supported factual claim.,True,"All claims about detection (innovation sum-of-squares >9 sigma over 10s, detected in 1s), reset with current best estimates, and logging to FDR.FDR-024 are directly supported by NAV-024; cross-referen",,skipped,False
"How does the payload’s structural interface flow down through the data link and command/telemetry link into the communications subsystem, and what end-to-end constraints must remain consistent?",3+-hop,vanilla,local,none,0,13777,651,828,1479,CDL-027;COMM-024;CDL-011;CDL-034;CDL-031,CDL-027;COMM-024;CDL-011;CDL-034;CDL-031,5,0,,,,,False,The answer is empty and does not address the requested flowdown or end-to-end constraints from the provided contexts.,False,There is no information in the contexts about the structural interface flow down or specific end-to-end constraints concerning the payload through data link and command/telemetry link into the communi,,skipped,True
"When the power module detects an APU exceedance and commands shutdown, what flight data recording rates and fault-window capture are required?",1-hop,agentic,local,none,0,25403,3732,482,4214,APM-023;EPS-011;EPS-020;EPS-005,EPS-011;EPS-022;EPS-020;EPS-005;EPS-015,5,3,continue,semantic,,,False,"The contexts do not mention APU exceedance shutdown, flight data recording rates, or fault-window capture requirements.",False,None of the retrieved contexts specify flight data recording rates or fault-window capture requirements for APU exceedance shutdowns.,,skipped,True
"For Stratos-7 max-brake-energy landings, how must brake cooling and software assurance align with the landing gear and braking specification?",2-hop,graphrag,local,none,0,8126,785,397,1182,TCS-018;STR7-LDG-001;LDG-001;STR7-INS-003;LDG-002;TCS-001;ICE-006;STR-035,TCS-018;STR7-LDG-001;LDG-001;STR7-INS-003;LDG-002;TCS-001;ICE-006;STR-035,8,0,,,,,True,"The answer contains no factual claims, so there is nothing unsupported by the provided contexts.",False,The answer is missing; no factual claims are present to evaluate faithfulness.,,skipped,False
"During fault-injection testing, if the APU self-shuts down on a monitored health exceedance during start, what EPS mode transition and RTB behavior must be demonstrated?",2-hop,agentic,local,none,2,20561,3700,482,4182,EPS-011;EPS-024;AUTO-022;EPS-004,EPS-024;EPS-011;EPS-005;EPS-015;EPS-004,5,3,continue,semantic,,,True,"The answer contains no factual claims, so there is nothing unsupported by the provided contexts.",True,"The answer is supported by EPS-011, which specifies BATT_ONLY and RTB to AUTO upon APU self-shutdown, and EPS-024, which requires mode-transition logic verification in fault-injection tests.",,skipped,True
"During a 50 ms Category Z primary-power interruption, how does the specified essential-bus hold-up provision ensure both the INS and FCC remain continuously operational?",2-hop,graphrag,local,none,1,13547,1287,399,1686,INS-035;PWR-018;FCC-036;CDL-025;PWR-013;PWR-035;FCC-045;NAV-026;EMS-029;FCC-055;GPS-026;INS-046;PLD-028;PWR-008,INS-035;PWR-018;FCC-036;CDL-025;PWR-013;PWR-035;FCC-045;NAV-026;EMS-029;FCC-055;GPS-026;INS-046;PLD-028;PWR-008,14,0,,,,,True,"The answer contains no factual claims, so there is nothing unsupported by the provided contexts.",True,The contexts specify that hold-up energy provision (PWR-018) assures continuous operation of both INS (INS-035) and FCC (FCC-036) through a 50 ms Category Z interruption.,,skipped,True
"Which flight-control verification requirement traces through power constraints to the GPS interface dependency, and what end-to-end rationale links those subsystems?",3+-hop,agentic-graph,local,none,1,32720,8560,1099,9659,FCC-055;EPS-002;EPS-021;EPS-022;EPS-010;GPS-027;GPS-030,FCC-040;FCC-038;FCC-037;FCC-055;FCC-001;EPS-022;EPS-021;EPS-010;EPS-001;EPS-002;GPS-029;GPS-030;GPS-001;GPS-003;GPS-027,15,3,continue,semantic,,,False,The answer is empty and does not identify any requirement or rationale from the provided contexts.,False,No context explicitly links flight-control verification requirements through power constraints to the GPS interface dependency or provides end-to-end rationale connecting these subsystems.,,skipped,True
"If an operator commands an emergency return or diversion, what encryption, authentication, and key-validity conditions must the communications link and secure UHF voice satisfy before execution?",2-hop,agentic,local,none,1,26111,5010,852,5862,SEC-010;EMS-009;COMM-019;COMM-030,EMS-033;COMM-019;EMS-009;COMM-030;EMS-034;COMM-019;COMM-030;EMS-033;EMS-034;SEC-C4,10,3,continue,semantic,,,True,"The answer contains no factual claims, so there is nothing unsupported by the provided contexts.",False,"No contexts explicitly describe authentication methods or conditions for message authentication on emergency return/diversion, and encryption/key validity details are only partially specified for secu",,skipped,False
"For autonomous mode engagement exceptions, what authentication mechanism must operator engagement requests use on the control data links?",1-hop,vanilla,local,none,2,6533,610,164,774,AUTO-006;SEC-010;AUTO-038;CDL-013;CDL-005,AUTO-006;SEC-010;AUTO-038;CDL-013;CDL-005,5,0,,,,,True,The contexts support that operator engagement requests on the control data links must use HMAC-SHA-256 authentication.,True,"The contexts state that engagement requests must be authenticated per SEC-010, which specifies HMAC-SHA-256 for authentication on the CDL links.",,skipped,True
"Which power requirement traces through the built-in test and security controls to satisfy the instrumentation requirement, and what security constraint is referenced at both ends of that path?",3+-hop,graphrag,local,none,2,8568,1484,271,1755,APM-001;SEC-016;BIT-001;PWR-001;PLD-001;SEC-002;FCC-055;BIT-003;EOIR-002;EPS-002;FCC-036;PWR-002;APM-002;EPS-001;PLD-013,APM-001;SEC-016;BIT-001;PWR-001;PLD-001;SEC-002;FCC-055;BIT-003;EOIR-002;EPS-002;FCC-036;PWR-002;APM-002;EPS-001;PLD-013,15,0,,,,,False,The answer is empty and does not identify any requirement path or security constraint from the contexts.,False,"No context traces a power requirement through both built-in test and security controls to instrumentation, nor is any security constraint referenced at both ends.",,skipped,True
"How is an uplinked flight plan modification protected if cryptographic keys are zeroised, and what verification demonstrates the data link goes safely OFF afterward?",2-hop,adaptive,local,none,2,36491,5144,770,5914,ADS-014;ADS-026;ADS-022;ADS-023;ADS-024;ADS-016,ADS-016;ADS-026;ADS-022;ADS-024;ADS-014;ADS-026;ADS-023;ADS-025;ADS-014;ADS-016,10,3,continue,semantic,agentic,"default: agentic ReAct exploration (no specific signal; ids=0, mods=0, trace_kw=False, chain_ind=True, numeric=True)",False,"The provided contexts contain no requirements about uplinked flight plan modification, cryptographic key zeroisation, or verifying the data link goes safely OFF.",False,"No contexts discuss uplinked flight plan protection, cryptographic key zeroisation, or data link OFF verification.",,skipped,True
"Which flight-control initialization constraint governs the termination-mode full nose-down, throttle-cut command before subsequent recovery commands are rejected?",1-hop,vanilla,local,none,0,7289,717,193,910,EMS-026;STR7-FCC-006;EMS-025;GCS-007;FCC-037,EMS-026;STR7-FCC-006;EMS-025;GCS-007;FCC-037,5,0,,,,,False,The contexts do not identify any flight-control initialization constraint governing rejection of subsequent recovery commands; they only state termination behavior and irreversibility.,True,"The answer is supported by EMS-026, which describes termination-mode behavior: full nose-down, throttle-cut, and rejection of subsequent recovery commands.",,skipped,False
How do the emergency management constraints propagate through power allocation and navigation dependencies to determine the final command/data link behavior?,3+-hop,agentic,local,none,2,40583,6530,1640,8170,EPS-004;EPS-002;EPS-022;EPS-015;FCC-050;FCC-009;FCC-037;NAV-007;NAV-008;FCC-051,EPS-002;EPS-022;EPS-001;EPS-015;EPS-004;NAV-C5;NAV-001;NAV-007;NAV-008;NAV-031;FCC-050;FCC-009;FCC-037;FCC-030;FCC-051,15,3,continue,semantic,,,True,"The answer is empty, so it makes no factual claims unsupported by the contexts.",False,"The answer does not appear, so no claim is present or supported by the contexts.",,skipped,False
"During the fault-injection mode-transition test, when battery-only operation is entered after generator and APU failures, which loads must remain powered and which bus ties must change state?",2-hop,graphrag,local,none,2,8617,1717,332,2049,EPS-004;EPS-006;EPS-024;EPS-005;EPS-012;APM-008;APM-004;PWR-004;BIT-025;EMS-016;EMS-032;EPS-011;PWR-032;PWR-033;APM-009,EPS-004;EPS-006;EPS-024;EPS-005;EPS-012;APM-008;APM-004;PWR-004;BIT-025;EMS-016;EMS-032;EPS-011;PWR-032;PWR-033;APM-009,15,0,,,,,True,"The answer contains no factual claims, so there is nothing unsupported by the provided contexts.",True,"EPS-006, PWR-032, and PWR-004 state that in battery-only operation, only P1 and P2 loads remain powered, and all non-essential bus ties are opened.",,skipped,True
What flight-test evidence demonstrates that hybrid-navigation accuracy supports the FMS’s enroute RNP lateral-guidance containment target when GPS/SBAS is available?,2-hop,agentic-graph,local,none,1,17085,2837,413,3250,NAV-034;NAV-006;FMS-012,NAV-006;NAV-034;ALX2-NAV-001;NBC3-NAV-001;NAV-017;NBC3-FCC-004;FCC-032;FCC-C5;FCC-030;NBC3-FCC-002,10,0,sufficient,semantic,,,False,The answer is empty and does not provide any flight-test evidence grounded in the cited contexts.,True,"NAV-034 specifies flight-test of 20 missions per platform with GPS/SBAS available, demonstrating NSE ≤ 0.1 nmi (95%), verifying NAV-006 that requires NAV Fusion to meet RNP containment targets, direct",,skipped,False
"Which command/data link verification requirement ultimately traces through the security controls to the flight control computer constraint, and how does that chain close back to the same security requirement?",3+-hop,agentic,local,none,0,28798,8631,1136,9767,FCC-040;SEC-008;FCC-031;CDL-013;SEC-019;SEC-003;SHA-256;SEC-010;AES-256,CDL-001;SEC-035;FCC-040;DLNK-001;CDL-040;SEC-012;FMS-039;FCC-C5;SEC-003_1;SEC-008;SEC-019;SEC-010;SEC-015;SEC-003;SEC-018;FCC-001;FCC-038;FCC-037;FCC-049;FCC-010;FCC-002,21,3,continue,semantic,,,False,The answer is empty and does not address the traced requirement chain asked in the question.,True,"FCC command/data link verification traces through SEC-008, which enforces command-validation discipline per FCC.FCC-031 and CDL.CDL-013, and FCC-040 validates GCS-originated commands per CDL.CDL-035; ",,skipped,False
Which application module requirement provides the 1 Hz battery state-of-charge data that the power subsystem uses to inhibit NORMAL mode entry below 85%?,1-hop,adaptive,local,none,2,14384,1972,264,2236,PWR-028;APM-015,PWR-028;EOIR-006;APM-035;APM-021;PWR-005,5,0,sufficient,semantic,agentic,"default: agentic ReAct exploration (no specific signal; ids=0, mods=0, trace_kw=False, chain_ind=False, numeric=True)",True,PWR-028 explicitly says the 1 Hz battery state-of-charge data used for the NORMAL-mode inhibit comes from ##APM.APM-015.,True,The answer is supported: [PWR-028] states that battery state-of-charge is monitored from ##APM.APM-015 at 1 Hz and is used to inhibit NORMAL mode entry below 85%.,,skipped,True
