query,pipeline,repeat,query_type,judged_on,gpt41_faithful,gpt41_reason,gpt41_tokens
"Which film was released earlier, Samundi or Babilonia?",graphrag,1,1-hop,2026-08-20,True,Both film release years are explicitly stated in the retrieved contexts.,2054
Do director of film Trouble In The Glen and director of film Hennessy (Film) have the same nationality?,graphrag,1,3+-hop,2026-08-20,True,Both directors are stated to have British nationality in the provided contexts.,1224
"Who was born earlier, Denis Rogers or Zelma Wilson?",graphrag,1,1-hop,2026-08-20,True,Both birth dates are supported by the retrieved contexts with requirement IDs properly cited.,976
"Which film has the director born first, Escape From The Dark or Bulundi?",graphrag,1,3+-hop,2026-08-20,True,All claims about directors and their birth dates are directly supported by the provided contexts.,2026
"Which film has the director who died later, The Heart Of Nora Flynn or A Vanished World?",graphrag,1,3+-hop,2026-08-20,True,All director names and death dates are explicitly stated in the retrieved contexts.,2834
Are Trenton Aerodrome and Mackenzie Airport both located in the same country?,graphrag,1,1-hop,2026-08-20,True,Both contexts explicitly state the locations as being in Canada.,576
"Which film has the director born first, Free Hand For A Tough Cop or Man'S Favorite Sport??",graphrag,1,3+-hop,2026-08-20,True,All factual claims about directors and their birth dates are directly supported by the retrieved contexts.,2465
What is the place of birth of Lupe Rumazo's father?,graphrag,1,2-hop,2026-08-20,True,The claim that Alfonso Rumazo González is Lupe Rumazo's father and his place of birth is Latacunga is supported by contexts [2W-095-P00] and [2W-095-P01].,3569
Are Mount Queen Mary and Curia Mountain located in the same country?,graphrag,1,1-hop,2026-08-20,True,"Both Mount Queen Mary and Curia Mountain are stated to be in Canada, as supported by the provided contexts.",918
"Which film was released earlier, Robotech: The Movie or Lakeeran?",graphrag,1,1-hop,2026-08-20,True,Both release years for Robotech: The Movie (1986) and Lakeeran (2016) are explicitly stated in the contexts.,731
"Who is younger, R. Nagarajan or Agneta Engström?",graphrag,1,1-hop,2026-08-20,True,Both birth dates are explicitly given in the retrieved contexts.,966
"Which film has the director who died earlier, Up In The World or Gioventù Alla Sbarra?",graphrag,1,3+-hop,2026-08-20,False,The answer makes a comparative claim about directors’ death dates but the death date for John Paddy Carstairs is not present in the contexts.,1936
Where did the composer of film Kilippattu (Film) die?,graphrag,1,2-hop,2026-08-20,True,"The answer directly quotes that M. B. Sreenivasan died in the Lakshadweep islands, which is stated in the retrieved context.",2640
Where did the composer of film Before Sunset study?,graphrag,1,2-hop,2026-08-20,True,The answer only discusses details supported by the retrieved contexts and does not add unsupported claims.,928
"Which film has the director who died later, Farewell, My Beautiful Lady or Night 'N' Gales?",graphrag,1,3+-hop,2026-08-20,True,All claims about the directors and their death dates are present and supported by the retrieved contexts.,1649
Does Éric Ruf have the same nationality as Jean Léonard Marie Poiseuille?,graphrag,1,1-hop,2026-08-20,True,Both contexts explicitly state Éric Ruf and Jean Léonard Marie Poiseuille are French.,838
Where was the founder of university Vermont Studio Center born?,graphrag,1,2-hop,2026-08-20,True,The answer correctly states that the retrieved contexts do not contain the birthplace of the Vermont Studio Center founder.,1606
Are Marib Airport and Lee County Airport (Virginia) both located in the same country?,graphrag,1,1-hop,2026-08-20,True,The answer accurately states the countries for Marib Airport and Lee County Airport (Virginia) as provided in the contexts.,752
What is the place of birth of the performer of song Heaven (Namie Amuro Song)?,graphrag,1,2-hop,2026-08-20,True,"The answer that Namie Amuro is the performer and was born in Naha, Okinawa, Japan is fully supported by the retrieved contexts [2W-106-P05] and [2W-106-P03].",1852
Where did Shivaji Ii's father die?,graphrag,1,2-hop,2026-08-20,True,The retrieved contexts confirm Rajaram I was Shivaji II's father and state he died in Sinhagad.,1028
Where did Paulding Farnham's wife die?,graphrag,1,2-hop,2026-08-20,True,The answer accurately states that the retrieved contexts do not specify where Paulding Farnham's wife died and does not add unsupported detail.,1568
What is the place of birth of Oliver Penrose's father?,graphrag,1,2-hop,2026-08-20,True,The answer correctly states that the place of birth is not given in the retrieved contexts.,1564
"Who is younger, Adam Morawski or Matt Kilcullen?",graphrag,1,1-hop,2026-08-20,True,Both birth dates for Adam Morawski and Matt Kilcullen are explicitly stated in the retrieved contexts.,726
Which award the director of film Solstice (Film) received?,graphrag,1,2-hop,2026-08-20,True,The answer accurately presents information in the retrieved contexts about Daniel Myrick's role and award.,2456
"Are director of film The Case Is Closed, Forget It and director of film Le Signorine Dello 04 from the same country?",graphrag,1,3+-hop,2026-08-20,True,Both directors are explicitly identified as Italian in the provided contexts.,2029
Who is the father of the director of film Dino Ki Dulhaniya?,graphrag,1,2-hop,2026-08-20,True,"The answer cites Mehreen Jabbar as director and Javed Jabbar as her father, both statements supported by the provided context.",3186
Are both directors of films Dead Man Running and Night Alone from the same country?,graphrag,1,3+-hop,2026-08-20,True,Both directors are explicitly identified as British in the contexts.,1495
Do director of film Brain Damage (Film) and director of film The Hole In The Ground (Film) have the same nationality?,graphrag,1,3+-hop,2026-08-20,True,All claims about the directors' nationalities are directly supported by the retrieved contexts.,2149
"Which film has the director who was born later, L'Eclisse or A Matter Of Morals?",graphrag,1,3+-hop,2026-08-20,True,"All claims about directors, their films, and birthdates are directly supported by the contexts.",2373
"Who was born later, Jay T. Harris or Amie Casey?",graphrag,1,1-hop,2026-08-20,True,Both birth dates are directly stated in the retrieved contexts.,1192
Where was the director of film Chopsticks (Film) born?,graphrag,1,2-hop,2026-08-20,True,The answer only references information present in the context and does not make unsupported claims.,3398
"Which film whose director was born first, Flesh And The Spur or Memories Of A Mexican?",graphrag,1,3+-hop,2026-08-20,True,All factual claims in the answer are directly supported by the retrieved contexts.,1700
Who is the father of Alexios Iii Angelos?,graphrag,1,2-hop,2026-08-20,True,The answer correctly states that the retrieved contexts do not provide information about Alexios III Angelos's father.,1702
"Which magazine came out first, Family Herald or Books For Keeps?",graphrag,1,1-hop,2026-08-20,True,All claims about the launch years of Family Herald (1842) and Books for Keeps (1980) are directly supported by the retrieved contexts.,1028
"Which film has the director born earlier, Trail To Vengeance or Sally'S Irish Rogue?",graphrag,1,3+-hop,2026-08-20,True,All facts about directors and birth dates are directly supported by the retrieved contexts.,1646
Where was the composer of film Billy Elliot born?,graphrag,1,2-hop,2026-08-20,True,"The answer directly cites context stating Stephen Warbeck was the composer of Billy Elliot and that he was born in Southampton, Hampshire.",1334
"Which film has the director who is older than the other, Velli Vizha or A Year Ago In Winter? ",graphrag,1,3+-hop,2026-08-20,True,All claims regarding directors and birth dates are directly supported by the retrieved contexts.,2037
"Which film came out earlier, Kalyana Mandapam or Lucrèce Borgia?",graphrag,1,1-hop,2026-08-20,True,All factual claims about film titles and their release years are directly supported by the retrieved contexts.,2961
"Which film was released more recently, Bhanwarey or Harlem Nights?",graphrag,1,1-hop,2026-08-20,True,Both release dates are explicitly stated in the retrieved contexts.,2831
"Which film has the director who was born first, Valley Of The Redwoods or The Law Of Men?",graphrag,1,3+-hop,2026-08-20,True,All claims about directors and their birth dates are directly supported by the contexts.,2388
"Which film has the director who was born earlier, The Blackmailers or Re-Animator?",graphrag,1,3+-hop,2026-08-20,True,"All director names, film associations, and birth years are directly and accurately supported by the retrieved contexts.",2819
Are Graduate University Of Advanced Technology and Fruita Schoolhouse located in the same country?,graphrag,1,1-hop,2026-08-20,True,The locations of both institutions are explicitly stated in the retrieved contexts.,862
Who is Paolo Ii Vitelli's maternal grandfather?,graphrag,1,2-hop,2026-08-20,True,All claims about Paolo II Vitelli's maternal lineage and grandfather are directly supported by the retrieved contexts.,1369
Do both films: Blockade (1938 Film) and Woman In The River have the directors from the same country?,graphrag,1,3+-hop,2026-08-20,True,Both directors are described as German in the contexts provided.,2940
"Which film has the director died later, Mexican Spitfire'S Elephant or Revenge (1918 Film)?",graphrag,1,3+-hop,2026-08-20,True,"All claims regarding directors, their films, and their dates of death are supported by the retrieved contexts.",1467
What is the place of birth of the director of film Walerjan Wrobel'S Homesickness?,graphrag,1,2-hop,2026-08-20,True,Both claims are directly supported by the retrieved contexts.,2793
Do both films September Affair and A Gathering Of Eagles have the directors that share the same nationality?,graphrag,1,3+-hop,2026-08-20,True,The answer correctly uses only information from the contexts and does not assume Delbert Mann's nationality.,3094
"Which film has the director died earlier, Hôtel Du Nord or Down In 'Arkansaw'?",graphrag,1,3+-hop,2026-08-20,True,"The answer correctly states that the death date for Marcel Carné is provided and Nick Grinde's is not, drawing only on the available contexts without unsupported claims.",1791
Who is Adolf Ernst Of Limburg Stirum's paternal grandfather?,graphrag,1,2-hop,2026-08-20,False,"The retrieved context [2W-136-P08] states that Hermann Otto I is the son of Jobst of Limburg Stirum, identifying Adolf Ernst’s paternal grandfather.",1251
When did Harald Sigtryggsson's father die?,graphrag,1,2-hop,2026-08-20,True,Both claims (about the identity of Harald's father and his death date) are directly supported by the provided contexts.,2988
Where did Richard Altham's father study?,graphrag,1,2-hop,2026-08-20,True,"The contexts state Harry Altham was educated at Repton School and Trinity College, Oxford.",990
"Which film has the director who is older than the other, Zwemplaats Voor Jongelingen Te Amsterdam or Client 9: The Rise And Fall Of Eliot Spitzer? ",graphrag,1,3+-hop,2026-08-20,True,"All claimed birth dates, director names, and the comparison of ages are directly supported by the retrieved contexts.",3240
Where was the editor of magazine Argentus born?,graphrag,1,2-hop,2026-08-20,True,"Both claims about Steven H. Silver editing Argentus and his birthplace in Hinsdale, Illinois are directly supported by the retrieved contexts.",2063
"Which song was released more recently, Go Ahead And Break My Heart or Knee Deep In My Heart?",graphrag,1,1-hop,2026-08-20,True,Both song release dates are explicitly supported by the retrieved contexts.,1473
Where was the place of burial of the director of film Loose Ankles?,graphrag,1,2-hop,2026-08-20,True,Both the director of Loose Ankles and his place of burial are explicitly supported by the provided contexts.,3083
"Which film has the director who died later, The House Behind The Cedars or First Case, Second Case?",graphrag,1,3+-hop,2026-08-20,True,The directors and their respective death dates are explicitly stated and correctly matched to each film in the contexts.,2897
Where did the performer of song Girlfriend (Alicia Keys Song) study?,graphrag,1,2-hop,2026-08-20,True,"The answer states that the contexts do not provide information about where Alicia Keys studied, which matches the content of the retrieved contexts.",2322
Does Devorah Rose have the same nationality as Jay Hambidge?,graphrag,1,1-hop,2026-08-20,True,Both Devorah Rose and Jay Hambidge are described as American in the retrieved contexts.,1253
Where did Princess Catherine Of Schleswig-Holstein-Sonderburg-Beck's father die?,graphrag,1,2-hop,2026-08-20,True,Both claims about Princess Catherine’s father and his place of death are directly supported by the contexts.,1573
"Which film whose director is younger, The Jazz Cinderella or The Battle Of Jangsari?",graphrag,1,3+-hop,2026-08-20,False,"The context does not state Kim Tae-hoon's birthdate or age, but the answer assumes only Kwak Kyung-taek as the comparator, which goes beyond the context supporting that both co-directors are considere",1264
Who is the paternal grandmother of King Kang Of Zhou?,graphrag,1,2-hop,2026-08-20,False,"The context does state that King Cheng’s mother is Queen Yi Jiang, so she is supported as the paternal grandmother of King Kang of Zhou.",1791
"Who is Hans Albrecht, Hereditary Prince Of Schleswig-Holstein's maternal grandmother?",graphrag,1,2-hop,2026-08-20,True,All claims in the answer are directly supported by the retrieved contexts.,1611
Who is Al-Nu'Man Vi Ibn Al-Mundhir's paternal grandfather?,graphrag,1,2-hop,2026-08-20,True,All claims about the paternal lineage are explicitly supported by the retrieved contexts [2W-150-P00] and [2W-150-P04].,1781
Where was the place of burial of Mariamne I's husband?,graphrag,1,2-hop,2026-08-20,True,The answer only summarizes what is supported in the contexts and expressly notes the burial place is not given.,1581
Who is the child of the director of film Kathputli (1971 Film)?,graphrag,1,2-hop,2026-08-20,True,"All claims about Brij Sadanah, his children, and his connection to Kathputli (1971 film) are directly supported by the retrieved contexts.",2888
Which country the director of film Batman: The Dark Knight Returns (Film) is from?,graphrag,1,2-hop,2026-08-20,True,"The answer cites Jay Oliva as director per the contexts, and that he is Filipino-American, which supports he is from the Philippines and the United States.",2989
What nationality is Margaret Of Hereford's mother?,graphrag,1,2-hop,2026-08-20,True,"All claims in the answer are directly supported by the retrieved contexts, citing Sibyl de Neufmarché as a Cambro-Norman heiress/noblewoman.",1739
"Which film came out first, Festival In Cannes or Petria'S Wreath?",graphrag,1,1-hop,2026-08-20,True,Both film release years are directly supported by the retrieved contexts.,1726
Do director of film D'Annunzio (Film) and director of film Così Parlò Bellavista have the same nationality?,graphrag,1,3+-hop,2026-08-20,True,The answer correctly identifies the directors and notes that their nationalities are not explicitly stated in the contexts.,1966
"Which film has the director who died first, Big Happiness or Border Romance?",graphrag,1,3+-hop,2026-08-20,True,"All claims are supported by the contexts, including director names and death dates.",2395
"Where did George Tryon, 1St Baron Tryon's father die?",graphrag,1,2-hop,2026-08-20,True,All claims are directly supported by the retrieved contexts.,1682
Who is the paternal grandmother of Bianca Maria Sforza?,graphrag,1,2-hop,2026-08-20,True,"All claims are directly supported by the given contexts, which specify Bianca Maria Sforza's father and grandmother.",1509
"Which film whose director was born first, Meri Jung or La Fille Du Torrent?",graphrag,1,3+-hop,2026-08-20,True,All factual claims about the directors' birthdates and attributions are directly supported by the retrieved contexts.,1911
Where was the place of burial of Sultan Cem's father?,graphrag,1,2-hop,2026-08-20,True,The answer correctly identifies Mehmed II as Cem's father and accurately states that the place of burial is not in the retrieved contexts.,1244
"Which film was released first, Sarah Prefers To Run or Tears Of April?",graphrag,1,1-hop,2026-08-20,True,The release years for both films are directly stated in the provided contexts.,1020
"Which film has the director born later, Kaalapani or Strictly Modern?",graphrag,1,3+-hop,2026-08-20,False,The answer makes an inference about William A. Seiter’s birth date that is not supported by the retrieved contexts.,3435
"Which film has the director who died first, The Admiral Was A Lady or The Whales Of August?",graphrag,1,3+-hop,2026-08-20,True,"All claimed director names, death dates, and reasoning are directly supported by the retrieved contexts.",2631
"Which film whose director was born first, El Lazarillo De Tormes or Balyasakhi?",graphrag,1,3+-hop,2026-08-20,True,The birth dates and director information for both films are directly supported by the retrieved contexts.,2098
Are Ding Yaping and Johann Christian Gustav Lucae of the same nationality?,graphrag,1,1-hop,2026-08-20,False,"The claim that Ding Yaping is both Chinese and German is supported, but claiming they are not of the same nationality because Ding Yaping is both and Lucae only German adds information about exclusivi",1906
"Are both Chak 26/11-L, Chichawatni and Chah-E Ali Kapari located in the same country?",graphrag,1,1-hop,2026-08-20,True,All claims about locations are directly supported by the retrieved contexts.,1028
"Who was born first, Enzo Corigliano or Song Dong-Hwan?",graphrag,1,1-hop,2026-08-20,False,"The answer correctly gives the birth dates, but adds commentary about DOORS and requirement IDs not present in the contexts.",1374
What is the date of death of the director of film Honest Raj?,graphrag,1,2-hop,2026-08-20,True,"The answer correctly identifies K. S. Ravi as the director and 6 September 2010 as his date of death, both supported in the retrieved contexts.",2358
Who is the spouse of the director of film You Talkin' To Me? (Film)?,graphrag,1,2-hop,2026-08-20,True,Both claims about the director and his spouse are explicitly stated in the retrieved contexts.,1849
Where was the wife of Ned Manning born?,graphrag,1,2-hop,2026-08-20,True,"The context explicitly states that Bronwyn Bancroft, who was Ned Manning's wife, was born in Tenterfield, New South Wales.",1479
What is the place of birth of the director of film The United States Of America (Film)?,graphrag,1,2-hop,2026-08-20,True,The answer only uses facts present in the contexts and correctly notes the missing place of birth information.,2148
Who is Humphrey Of Montfort's paternal grandmother?,graphrag,1,2-hop,2026-08-20,True,The claim that Humphrey of Montfort's paternal grandmother is Helvis of Ibelin is directly supported by the retrieved contexts.,2237
"Are both villages, Rogozikha and Turbaza ""Katun"", located in the same country?",graphrag,1,1-hop,2026-08-20,True,Both villages are stated to be located in Russia in the retrieved contexts.,705
What nationality is the composer of film Dhilluku Dhuddu 2?,graphrag,1,2-hop,2026-08-20,True,Both claims about Shabir composing for Dhilluku Dhuddu 2 and being from Singapore are directly supported by the retrieved contexts.,2816
What is the place of birth of the director of film K-9: P.I.?,graphrag,1,2-hop,2026-08-20,True,Both the director and his place of birth are directly supported by the retrieved contexts.,2488
"Which film has the director who died earlier, The Right Person or The Curtain Falls?",graphrag,1,3+-hop,2026-08-20,False,"The context [2W-177-P06] refers to a 1939 German film 'The Curtain Falls' directed by Georg Jacoby, but the earlier context [2W-177-P02] indicates a 1934 film 'The Curtain Falls' directed by Charles L",1637
Who is the mother-in-law of Princess Clotilde Of Saxe-Coburg And Gotha?,graphrag,1,2-hop,2026-08-20,False,"The answer provides the mother-in-law's name by inference, but the contexts do not explicitly state Duchess Maria Dorothea of Württemberg is Clotilde's mother-in-law.",1634
"Which film has the director who died later, Elle Boit Pas, Elle Fume Pas, Elle Drague Pas, Mais... Elle Cause ! or The Very Eye Of Night?",graphrag,1,3+-hop,2026-08-20,True,"All claims about the directors, their associated films, and dates of death are directly supported by the retrieved contexts.",2232
Did Neil Hopkins and Lenore E. Walker share the same nationality?,graphrag,1,1-hop,2026-08-20,True,Both individuals are stated to be American in the retrieved contexts.,1261
"Which film has the director born earlier, Meera (1945 Film) or Old Mother Riley'S Ghosts?",graphrag,1,3+-hop,2026-08-20,True,All director names and birth dates are supported in the retrieved contexts.,1557
"Which film has the director who died later, Suyetchai Mla or Brilliant Lies?",graphrag,1,3+-hop,2026-08-20,True,All facts about the directors and their dates of death are supported in the contexts.,2400
"Which film came out earlier, Locked In (Film) or Angel'S Rage?",graphrag,1,1-hop,2026-08-20,True,The answer's claims match the dates provided in the retrieved contexts for both films.,1811
"Which film was released first, Sankaranum Mohananum or Cold Blade?",graphrag,1,1-hop,2026-08-20,True,Both release years are directly supported by the retrieved contexts.,2634
"Which film has the director who was born earlier, Ruler Of The Road or Carson City Cyclone?",graphrag,1,3+-hop,2026-08-20,True,The answer only uses information from the retrieved contexts and correctly states that birth years for the directors are not provided.,2923
"Which film whose director was born first, The Liberace Of Baghdad or Wild Heather?",graphrag,1,3+-hop,2026-08-20,True,"The answer accurately reflects that Sean McAllister's birthdate is given but Cecil Hepworth's is not, so a comparison cannot be made based on the retrieved context.",2679
"Which film whose director was born first, The Adjuster or Hajen Som Visste För Mycket?",graphrag,1,3+-hop,2026-08-20,True,"All claims about directors' names, birth dates, and their respective films are directly supported by the provided contexts.",2289
Do director of film La Neve Nel Bicchiere and director of film Lucia'S Grace have the same nationality?,graphrag,1,3+-hop,2026-08-20,True,"The answer correctly notes that Gianni Zanasi is stated as Italian, but Florestano Vancini's nationality is not explicitly given in the retrieved contexts.",1893
"Which album was released earlier, Years Past Matter or Digital Smoke?",graphrag,1,1-hop,2026-08-20,True,All claims about release dates are directly supported by the retrieved contexts.,1374
"Which film has the director died first, The Girl In The Red Velvet Swing or Ghosts Of Port Arthur?",graphrag,1,3+-hop,2026-08-20,True,"All claims about directors, films, and their dates of death are directly supported by the retrieved contexts.",1849
Who is Empress Xu (Ming Dynasty)'s father-in-law?,graphrag,1,2-hop,2026-08-20,True,All claims regarding Empress Xu's husband and his father are directly supported by the provided contexts.,2066
Do both directors of films Bullet For Stefano and Annabella'S Adventure share the same nationality?,graphrag,1,3+-hop,2026-08-20,False,"The contexts confirm both films are Italian and name the directors, but do not explicitly state the nationalities of Duilio Coletti or Leo Menardi.",1928
Where did Johan Ludvig Heiberg (Poet)'s father die?,graphrag,1,2-hop,2026-08-20,True,"All claims are fully supported by the retrieved contexts, which specify Heiberg settled in Paris and lived there until his death, but do not have an explicit death-place statement.",2183
Where was the place of burial of the director of film High Lane (Film)?,graphrag,1,2-hop,2026-08-20,True,The answer accurately summarizes the information available in the retrieved contexts without adding unsupported details.,2574
Do both films Homecoming (1984 Film) and Hello Cheyenne have the directors that share the same nationality?,graphrag,1,3+-hop,2026-08-20,True,All claims about director names and nationalities are directly supported by the retrieved contexts.,2857
"Who is Beatrice Of Burgundy, Lady Of Bourbon's mother-in-law?",graphrag,1,2-hop,2026-08-20,True,"All claims are explicitly supported by the retrieved contexts, specifically [2W-196-P04] and [2W-196-P07].",1710
Where was the director of film Katka'S Reinette Apples born?,graphrag,1,2-hop,2026-08-20,True,The context states directly that Fridrikh Ermler was born in Rēzekne.,2708
"Which film whose director is younger, Told In The Hills or Goodnight, Sweet Marilyn?",graphrag,1,3+-hop,2026-08-20,True,"All factual claims are directly supported by the retrieved contexts, including directors and their birth years.",2314
"Which film has the director who was born first, Legend Of The Mountain or Three Men To Kill?",graphrag,1,3+-hop,2026-08-20,True,All claims about directors and their birth dates are directly supported by the provided contexts.,1606
"Who lived longer, Jean-Baptiste-Denis Despré or Lucien Bonaparte Webster?",graphrag,2,1-hop,2026-08-20,True,All factual claims about lifespans and dates are directly supported by the provided contexts.,1596
"Who died later, Pieter Corneliszoon Hooft or Rudi Carrell?",graphrag,2,1-hop,2026-08-20,True,All dates of death and the conclusion are explicitly supported by the retrieved contexts.,1586
"Which film came out first, Defendor or Njanum Ente Familiyum?",graphrag,2,1-hop,2026-08-20,True,The answer's release years for both films and the conclusion are supported by the retrieved contexts.,2723
"Which film came out first, What Women Love or Ramudu Kadu Krishnudu?",graphrag,2,1-hop,2026-08-20,True,"The answer uses only dates from the contexts, accurately stating What Women Love (1920) and Ramudu Kadu Krishnudu (1983).",981
Does Eddie Murray (Rugby League) have the same nationality as Henry Talbot (Photographer)?,graphrag,2,1-hop,2026-08-20,True,"The answer accurately references the contexts which state Eddie Murray is Australian and Henry Talbot is German-Australian, showing they do not have the same nationality.",1413
Do Jan Christiaan Lindeman and Jermano Lo Fo Sang have the same nationality?,graphrag,2,1-hop,2026-08-20,True,Both are explicitly described as Dutch in the provided contexts.,1544
Are both directors of films Tarzan And The Slave Girl and Sweet Crude from the same country?,graphrag,2,3+-hop,2026-08-20,True,The answer accurately reflects that the contexts do not provide explicit country information for both directors and relies only on what is stated.,1745
"Who was born first, Heo Keon or Ljiljana Nanušević?",graphrag,2,1-hop,2026-08-20,True,All birth dates and conclusion are fully supported by the provided contexts.,960
Who was born first out of Kazimierz Cichowski and Ellen Margrethe Løj?,graphrag,2,1-hop,2026-08-20,True,Both dates are directly stated in the retrieved contexts.,2362
"Where did Catherine Of Taranto, Countess Of Copertino's mother die?",graphrag,2,2-hop,2026-08-20,True,The answer only states what is found in the contexts and correctly notes that the place of death is not specified.,1359
Who is Princess Caroline Napoléon's maternal grandmother?,graphrag,2,2-hop,2026-08-20,True,"The context [2W-010-P00] states that Princess Béatrice's mother is Chantal de Chevron-Villette, supporting the answer's claim.",1312
Where was the father of Alina Fernández born?,graphrag,2,2-hop,2026-08-20,True,Both claims are directly supported by the retrieved contexts.,1900
"Who died later, Adam Purple or Chyskillz?",graphrag,2,1-hop,2026-08-20,True,Both death dates for Adam Purple and Chyskillz are explicitly supported in the provided contexts.,1473
"Which film whose director was born first, Lions For Lambs or Nowhere In Africa?",graphrag,2,3+-hop,2026-08-20,False,"The answer claims Nowhere in Africa was directed by Caroline Link and Lions for Lambs was directed by Robert Redford (supported), and that Caroline Link was born in 1964 (supported) and Redford in 193",1939
"Which film came out earlier, Where Are You? I'M Here or Patnam Vachina Pativrathalu?",graphrag,2,1-hop,2026-08-20,True,Both films' release years (1982 and 1993) are directly given in the retrieved contexts.,880
"Where was the place of death of Crato, Count Of Nassau-Saarbrücken's father?",graphrag,2,2-hop,2026-08-20,True,The contexts state William Louis was Crato's father and that he died in Metz.,1696
"Which film has the director who was born later, Young Buffalo Bill or The Lacquered Box?",graphrag,2,3+-hop,2026-08-20,True,"All claims about director names, birth dates, and film associations are directly supported by the retrieved contexts.",1112
"Do Kim Darby and John Birdsall (Politician, Born 1840) have the same nationality?",graphrag,2,1-hop,2026-08-20,True,Both are described as American in the retrieved contexts.,1099
"Which film whose director was born first, Sin'S Pay Day or Gunaah (1993 Film)?",graphrag,2,3+-hop,2026-08-20,True,All claims about directors and their birth dates are directly supported by the retrieved contexts.,3299
Who was the teacher of the composer of film The Cousin From Nowhere (1953 Film)?,graphrag,2,2-hop,2026-08-20,True,"The answer correctly identifies Max Bruch as Eduard Künneke's teacher, as supported by the retrieved context [2W-019-P04].",1674
"Who is older, Arnold Carl Johansen or Walter Lafferty?",graphrag,2,1-hop,2026-08-20,True,All birth dates and age comparison claims are directly supported by the retrieved contexts.,1411
"Who was born first, Cornelis Gijsbert Gerrit Jan Van Steenis or Tarsem King, Baron King Of West Bromwich?",graphrag,2,1-hop,2026-08-20,True,Both birth dates are directly supported by the retrieved contexts.,1413
"Did the movies Mille Bolle Blu and La Moglie Vergine, originate from the same country?",graphrag,2,1-hop,2026-08-20,True,Both films are identified as Italian in the retrieved contexts.,1230
"Who is older, Daniel David Moses or Stanislas Batchi?",graphrag,2,1-hop,2026-08-20,True,All factual claims about birth dates and relative age are supported by the retrieved contexts.,1131
"Which film came out first, Blood And Diamonds or Opened By Mistake?",graphrag,2,1-hop,2026-08-20,True,The contexts explicitly state Opened by Mistake is a 1940 film and Blood and Diamonds is a 1978 film.,982
When was Richard Bootle-Wilbraham's father born?,graphrag,2,2-hop,2026-08-20,True,Both the identity and birth date of Richard Bootle-Wilbraham’s father are directly supported by the retrieved contexts.,1679
"Which film has the producer who is older, Dweepa or Kalank?",graphrag,2,3+-hop,2026-08-20,True,"The answer correctly states that the producer identity/age for Dweepa is missing, and for Kalank only one producer's age is provided, matching the retrieved contexts.",3318
Who was born first out of Gerda Weissensteiner and Stasys Šaparnis?,graphrag,2,1-hop,2026-08-20,True,Both birth dates and the conclusion are directly supported by the retrieved contexts.,1466
Who is the paternal grandfather of George Tupou V?,graphrag,2,2-hop,2026-08-20,True,All stated familial relationships are directly supported by the retrieved contexts.,991
"Which film has the director who is older than the other, Odd Job (Film) or Everything'S Ducky? ",graphrag,2,3+-hop,2026-08-20,True,All factual claims about the directors and their birth dates are directly supported by the retrieved contexts.,2285
When did Mary Basset's father die?,graphrag,2,2-hop,2026-08-20,True,Both claims are explicitly supported by the retrieved contexts.,2773
"Which film has the director who was born earlier, The Forbidden Trail or A Weaver Of Dreams?",graphrag,2,3+-hop,2026-08-20,False,"The answer incorrectly claims John H. Collins was born earlier than Robert N. Bradbury, but the contexts show Bradbury (1886) was born earlier than Collins (1889).",2078
"Which film has the director died later, The Wax Model or Khoon Ka Karz?",graphrag,2,3+-hop,2026-08-20,True,All factual claims about directors and their dates of death are directly supported by the contexts.,3266
"Are the movies The Urethra Chronicles and Starter For 10 (Film), from the same country?",graphrag,2,1-hop,2026-08-20,True,The answer correctly identifies 'The Urethra Chronicles' as American and 'Starter for 10' as British based on the retrieved contexts.,1314
"Which film has the director who was born earlier, Angélique, Marquise Des Anges or That Man George?",graphrag,2,3+-hop,2026-08-20,True,All claims about the directors' names and birth dates are directly supported by the retrieved contexts.,1959
"Who lived longer, George F. Sowers or Henrietta Amelia Leeson?",graphrag,2,1-hop,2026-08-20,True,The answer uses only data from the contexts and cautiously infers that Leeson likely lived slightly longer but without making stronger claims than warranted by the provided information.,2281
Did Mitch Brian and Harry Kent (Cyclist) share the same nationality?,graphrag,2,1-hop,2026-08-20,True,The nationalities of both Mitch Brian and Harry Kent (cyclist) are directly supported by the contexts.,1151
"Which film has the director who died later, Waiting For The Hearse or The Seventh Sword?",graphrag,2,3+-hop,2026-08-20,True,All claims and death dates for the directors are directly supported by the retrieved contexts.,1760
Who is Princess Elizabeth Of Greece And Denmark's maternal grandfather?,graphrag,2,2-hop,2026-08-20,True,Every claim about Princess Elizabeth's lineage is directly supported by the retrieved contexts.,1345
What is the place of birth of Dianne Bentley's husband?,graphrag,2,2-hop,2026-08-20,True,Both the identity of Dianne Bentley's husband and his place of birth are directly supported by the provided contexts.,2204
What nationality is Sukhumala Marasri's father?,graphrag,2,2-hop,2026-08-20,True,"The answer correctly uses the context to identify King Mongkut as Sukhumala Marasri's father and states he was monarch of Siam (Thailand), thereby justifying that he was Siamese/Thai.",1333
"Which magazine was founded first, Racing Toward Diversity or Lo Scolaro?",graphrag,2,1-hop,2026-08-20,True,Both founding years are explicitly stated in the retrieved contexts.,1526
"Which film was released earlier, Smiles Of A Summer Night or Two Idiots In Hollywood?",graphrag,2,1-hop,2026-08-20,True,Both release years are explicitly stated in the retrieved contexts.,1187
