query,query_type,pipeline,embedder,reranker,repeat,latency_ms,prompt_tokens,completion_tokens,total_tokens,cited_ids,source_ids,n_sources,iter_count,verdict,intent,routed_to,route_reason,answer,judge_gpt5_faithful,judge_gpt5_reason,judge_gpt41_faithful,judge_gpt41_reason,judge_gemini_faithful,judge_gemini_reason,judge_unanimous
"Which flight control computer requirement, referenced by the command/data link specification and tracing onward to the automation subsystem, governs this end-to-end interface behavior?",3+-hop,agentic-graph,local,none,2,21858,5834,653,6487,FCC-040;CDL-035;SEC-008;CDL-011,CDL-011;FCC-001;CDL-035;FCC-038;SEC-003_1;CDL-001;FCC-040;ENG-037;COMM-023;FCC-051,10,2,sufficient,semantic,,,"The governing FCC requirement in the provided context is **[FCC-040]**.

Why:
- The **CDL** interface explicitly says rejected non-conforming commands return an error code **per [CDL-035]**, and **[FCC-040]** in turn requires the FCC to validate GCS-originated commands and reject any non-conforming command with an error code returned per **[CDL-035]**.
- **[FCC-040]** defines the FCC-side end-to-end command interface behavior for GCS-originated inputs: field validity, rate limits, and sequence/authentication checks on incoming commands.
- It also traces onward via **“Satisfies: ##SEC.SEC-008”** in the requirement text of **[FCC-040]**, which is the onward trace available in the retrieved context. [FCC-040] [CDL-035]

Relevant wording:
- “The FCC shall validate GCS-originated commands against the Command_Validation table and reject any non-conforming command with an error code returned per ##CDL.CDL-035.” [FCC-040]

Related interacting requirements:
- **[CDL-011]** adds the transport-level end-to-end latency/staleness constraints for GCS-to-FCC delivery.
- **[SEC-003_1]** adds authenticated-command discipline and monotonic per-command sequence numbers for FCC commands, aligning with the sequence checks shown in **[FCC-040]**. [CDL-011] [SEC-003_1] [FCC-040]

I do **not** see a retrieved requirement explicitly tracing **[FCC-040]** onward to an **automation subsystem** requirement by ID, so I can’t name that onward automation requirement from the provided context.",False,"The answer adds unsupported claims about an automation-subsystem trace and alignment with SEC-003_1, which are not shown in the retrieved contexts.",True,[FCC-040]'s factual claims and relationship to CDL-035 and SEC-003_1 are directly supported; the answer correctly notes the absence of an explicit trace to an automation subsystem requirement in the c,,skipped,False
Will the GNSS receiver maintain operation and preserve sensor state and pointing through a 50 ms Category Z power interruption using essential-bus hold-up energy?,2-hop,agentic,local,none,0,23441,4564,703,5267,EPS-009;EPS-005;EPS-013;GPS-024;GPS-013;GPS-019;GPS-031;GPS-029,GPS-024;GPS-013;GPS-019;GPS-031;GPS-029;EPS-009;EPS-014;EPS-012;EPS-005;EPS-013,10,3,continue,semantic,,,"The retrieved requirements do not state that the GNSS receiver will maintain operation, preserve internal sensor state, or preserve pointing through a 50 ms power interruption.

What the context does say:

- The EPS allows a maximum break time of 50 ms on essential buses during make-before-break source transitions [EPS-009].
- In APU backup transitions, the essential-bus tie action occurs within 100 ms of APU ready, with generator tie opened accordingly [EPS-005].
- EPS also detects stuck contactors if commanded and measured position disagree within 200 ms, then logs/reroutes/notifies as applicable [EPS-013].

For the GNSS receiver, the available requirements cover:
- cold boot within 12 min [GPS-024],
- PVT output rates of 10 Hz and 1 Hz [GPS-013],
- fix re-acquisition within 30 s after a 60 s total satellite outage [GPS-019],
- validity flags [GPS-031],
- external aiding via maintenance command [GPS-029].

None of these requirements specify:
- input power hold-up time,
- ride-through of a 50 ms interruption,
- retention of receiver state across power loss,
- preservation of antenna/sensor pointing,
- or behavior on a “Category Z” interruption.

So based on the retrieved context, this cannot be confirmed. The only supported statement is that the essential bus may experience up to 50 ms interruption during source transfer [EPS-009], but no GNSS ride-through requirement is provided.",False,"The answer adds unsupported details such as 'Category Z,' input power hold-up energy/ride-through framing, and preservation of antenna/sensor pointing not stated in the retrieved contexts.",True,"All claims in the answer are supported by the retrieved contexts, which do not mention GNSS ride-through or hold-up requirements.",,skipped,False
Do the payload-bay mounting rails and bus routing provide enough EMC shielding for coexistence with the selectable-power VHF transceiver under the CDL’s DO-160G Category Y requirement?,2-hop,graphrag,local,none,2,11002,1679,403,2082,STR-038;RADAR-024;COMM-029;COMM-018;RADAR-009;CDL-035;CDL-024;DLNK-017;CDL-005;CDL-030;COMM-005;FCC-040;GPS-009;PLD-003;PLD-027,STR-038;RADAR-024;COMM-029;COMM-018;RADAR-009;CDL-035;CDL-024;DLNK-017;CDL-005;CDL-030;COMM-005;FCC-040;GPS-009;PLD-003;PLD-027,15,0,,,,,"Partially answered by the retrieved requirements.

Yes for the payload-bus path shielding relative to CDL/DLNK coexistence: the structure requirement states the payload-bay mounting rails and bus routing “shall provide the dedicated payload-bus path” with “EMC shielding adequate to meet ##DLNK.DLNK-017 and ##CDL.CDL-024 coexistence requirements” [STR-038]. Those referenced coexistence requirements require DO-160G §20 Category Y EMC for CDL and DLNK operation without mutual interference [CDL-024] [DLNK-017].

However, the retrieved context does not show a direct requirement tying the payload-bay rails/bus shielding to the selectable-power VHF transceiver specifically. The VHF transceiver power requirement only states selectable transmit power between 5 W and 25 W nominal, with ICAO Annex 10 Volume III EIRP compliance [COMM-005]. The broader COMM EMC requirement says the COMM subsystem shall enforce DO-160G §20 Category Y EMC and coexist with CDL, GPS, and radar altimeter without mutual interference [COMM-018], verified with all transceivers active at maximum duty cycle [COMM-029].

So:
- The structure is explicitly required to provide shielding sufficient for CDL/DLNK Category Y coexistence [STR-038] [CDL-024] [DLNK-017].
- The VHF transceiver is required to meet subsystem-level EMC coexistence as part of COMM [COMM-018] [COMM-029].
- But the retrieved requirements do not explicitly allocate that VHF coexistence burden to the payload-bay mounting rails/bus routing, nor do they state that the rails/routing alone are sufficient for the 5–25 W VHF case [COMM-005].

Therefore, based on the retrieved context, I cannot conclusively say the payload-bay mounting rails and bus routing provide enough shielding for coexistence with the selectable-power VHF transceiver specifically.",False,The answer adds unsupported details by treating COMM-005 as a VHF transceiver and tying COMM EMC coexistence specifically to that selectable-power transceiver.,True,Every claim in the answer is supported by the retrieved requirements or directly references them without adding unsupported detail.,,skipped,False
Which HIL lost-link test demonstrates verification that the autopilot enters RTB within one second and tracks to the rally point?,1-hop,graphrag,local,none,1,5522,1260,124,1384,AUTO-039;AUTO-022;EMS-011;AUTO-038;AUTO-037;CDL-006;EMS-034;EMS-015;APM-009;AUTO-006;AUTO-012;AUTO-020;EMS-006;EPS-011;FDR-050,AUTO-039;AUTO-022;EMS-011;AUTO-038;AUTO-037;CDL-006;EMS-034;EMS-015;APM-009;AUTO-006;AUTO-012;AUTO-020;EMS-006;EPS-011;FDR-050,15,0,,,,,"The HIL lost-link test is [AUTO-039].

It verifies [AUTO-022] by suspending CDL for 10 s, 30 s, and 60 s, and checking engagement at the configured timeout per [CDL-006] and correct track to the rally point per [EMS-015] [AUTO-039].

The underlying RTB timing requirement is that, after loss of CDL for more than the lost-link timeout, the Autopilot shall autonomously engage RTB mode within 1 s and command lateral track to the operator-defined rally point [AUTO-022].",False,"It incorrectly says AUTO-039 checks timeout per CDL-006, while the context says per CDL-050, and CDL-006 is not cited there.",True,"Every claim in the answer is directly supported by [AUTO-039], [AUTO-022], [CDL-006], and [EMS-015] in the retrieved contexts.",,skipped,False
"Which communications requirement, linked through the security constraint referenced by the fuel requirement, ultimately traces to the EMS requirement, and what end-to-end dependency does that establish?",3+-hop,agentic,local,none,0,22581,5272,809,6081,EMS-017;FMS-018;FUEL-014;EMS-033;FCC-050;GCS-035,EMS-017;EMS-033;FCC-050;EMS-006;GCS-035;ENG-040;EMS-014;FUEL-003;FMS-039;EMS-034,10,3,continue,semantic,,,"I cannot answer that from the retrieved context alone.

What I can ground is:

- The EMS requirement is [EMS-017]: EMS detects `CRITICAL_FUEL` and commands immediate divert, respecting `##FMS.FMS-018 reserve` [EMS-017].
- [EMS-017] says it satisfies `##FUEL.FUEL-014` [EMS-017].
- Your question refers to “the security constraint referenced by the fuel requirement” and asks for a communications requirement linked through that constraint, but the retrieved set does not include:
  - `FUEL.FUEL-014`
  - any referenced security constraint
  - any communications/CDL/CCDL requirement explicitly linked from that security constraint

The only communication-related items present are:
- EMS priority handling for `CDL lost` [EMS-033]
- FCC recovery for `F_CCDL_DIS` [FCC-050]
- GCS audio alert for `CDL lost` [GCS-035]

But none of these are shown as tracing from `FUEL.FUEL-014` or from a security constraint in the provided context, so I should not infer that linkage.

From the available evidence, the furthest defensible dependency chain is only:

`EMS-017 -> FUEL.FUEL-014` [EMS-017]

No communications requirement can be identified as “ultimately tracing” to the EMS requirement from the provided requirements set. If you provide `FUEL.FUEL-014` and the cited security constraint, I can trace the chain precisely.",True,The answer accurately states that the requested trace cannot be established from the provided contexts and only cites linkages explicitly shown there.,True,Every claim in the answer is careful to only assert what is directly supported in the retrieved contexts and does not fabricate any linkages not present.,,skipped,True
"During the 60-minute HIL verification, how should you confirm the flight recorder captures the emergency management system status information at the required cadence with valid timestamps?",2-hop,vanilla,local,none,0,6350,547,276,823,EMS-034;FDR-070;INS-039;FCC-052;EMS-018,EMS-034;FDR-070;INS-039;FCC-052;EMS-018,5,0,,,,,"Use the 60-minute HIL extraction method from [FDR-070]: run the mission, extract the recorder data, and confirm the required parameter is present at or above its specified rate with valid timestamps [FDR-070].

For the specific EMS status cadence, the retrieved context does not contain a flight-recorder requirement that explicitly names “EMS status information” or gives its required recording rate. So I cannot state the exact recorder cadence from the provided requirements.

What the context does support is:

- If EMS status is one of the mandatory recorded parameters in FDR-016, then during the 60-minute HIL verification you must confirm:
  - the EMS status parameter is present in the extracted recorder data,
  - it is recorded at or above the rate specified in FDR-016,
  - and its timestamps are valid [FDR-070].

Related EMS timing requirements in the context are about system behavior, not recorder cadence:
- emergency-mode transition within 50 ms of trigger and operator annunciation within 500 ms, verified by HIL fault injection [EMS-034];
- emergency SATCOM telemetry broadcast at 1 Hz with 200 B frames independent of CDL availability [EMS-018].

Those EMS requirements may define observable EMS behavior during the HIL run, but they do not by themselves define the flight-recorder capture rate.",True,All claims are supported by the retrieved contexts or are explicit limitations about missing EMS-specific recorder cadence details.,True,"All claims are supported by FDR-070 and other provided contexts, and the answer correctly notes lack of explicit EMS status parameter cadence in the given contexts.",,skipped,True
"If the GCS sends a COMM tuning/PTT command over the datalink, what command range, bus, and maximum dispatch rate govern its routing through the CDL?",2-hop,graphrag,local,none,1,9293,1733,397,2130,CDL-030;GCS-006;CDL-035;CDL-011;COMM-006;CDL-019;CDL-027;CDL-009;AUTO-006;AUTO-033;CDL-038;COMM-023;COMM-027;ENG-021;FCC-031,CDL-030;GCS-006;CDL-035;CDL-011;COMM-006;CDL-019;CDL-027;CDL-009;AUTO-006;AUTO-033;CDL-038;COMM-023;COMM-027;ENG-021;FCC-031,15,0,,,,,"For a COMM tuning/PTT command, the retrieved requirements do **not explicitly assign COMM its own `target_module` row** in the CDL routing table, so the exact command range/bus/max rate for COMM is **not directly stated** in the provided context.

What we can say from the requirements:

- COMM is remotely controlled from the GCS **via the CDL** and accepts frequency-set, transceiver-mode, SELCAL-code, and PTT commands [COMM-023].
- The CDL routing table only defines these target modules and limits:
  - **FCC:** `0x0100 - 0x01FF`, `1553B RT 5 / ARINC 429`, `20 Hz` [CDL-035]
  - **FMS:** `0x0200 - 0x02FF`, `same`, `5 Hz` [CDL-035]
  - **AUTO:** `0x0300 - 0x03FF`, `same`, `20 Hz` [CDL-035]
  - **PLD:** `0x0400 - 0x04FF`, `payload bus`, `10 Hz` [CDL-035]
  - **EMS:** `0x0500 - 0x05FF`, `direct`, `5 Hz` [CDL-035]
  - **SEC:** `0x0600 - 0x06FF`, `secure partition`, `2 Hz` [CDL-035]
  - Unknown `target_module` values must be rejected with `E_TARGET_INVALID` [CDL-035].

So, based on the retrieved context, **a COMM tuning/PTT command is known to go via the CDL [COMM-023], but its CDL routing entry (command range, dispatch bus, max dispatch rate) is not provided**. If COMM uses one of the listed target modules indirectly, that mapping is not shown here.",True,The answer accurately states that no COMM routing row or indirect mapping is provided in the retrieved contexts.,True,All claims are directly tied to the retrieved contexts without introducing unsupported assumptions or details.,,skipped,True
How does the FCC’s 1 Hz BIT status reporting drive both FDR health-record storage and the BIT subsystem’s consolidated health-status publication?,2-hop,agentic-graph,local,none,1,27367,3601,994,4595,FDR-005;FCC-047;BIT-008;BIT-036;BIT-037;FCC-015;FCC-051,FCC-047;FCC-015;FCC-051;FCC-029;FCC-043;FCC-051;FCC-015;FCC-047;FCC-042;FCC-043;BIT-008;BIT-036;BIT-028;BIT-037;BIT-002,15,0,sufficient,semantic,,,"The flow is defined explicitly and bidirectionally through the FCC and BIT requirements:

- The FCC reports BIT-detected failures via `FCC_BIT_STATUS_MSG` at `1 Hz` to the Vehicle Management Computer, and also records them at the nominal FDR recording rate per `##FDR.FDR-005` [FCC-047].
- The BIT subsystem is required to aggregate FCC BIT reports specifically “per `##FCC.FCC-047`” at `1 Hz` and publish consolidated health status to the GCS and FDR [BIT-008].

So the driving chain is:

1. **FCC generates source BIT failure data** in `FCC_BIT_STATUS_MSG` at `1 Hz` [FCC-047].  
2. **That same FCC output feeds two downstream paths**:
   - **FDR path:** FCC sends the BIT-detected failures for recording at the nominal FDR rate [FCC-047].
   - **BIT aggregation path:** BIT consumes the FCC reports at `1 Hz` and consolidates them [BIT-008].
3. **BIT then publishes the consolidated health product**:
   - as consolidated health status to the **GCS and FDR** [BIT-008],
   - and as `BIT_STATUS_MSG` at `1 Hz` on the primary avionics bus [BIT-036], with fields including `system_health`, `per_lru_health`, `active_faults_count`, `most_recent_fault`, `most_recent_timestamp`, and `mbit_in_progress` [BIT-037].

Related interaction:
- FCC background health-monitoring and BIT tasks run at `10 Hz`, which supports generation of BIT information, but the required external FCC BIT reporting interface is still `1 Hz` [FCC-015], [FCC-047].
- Separately, the FCC also publishes a compact `FCC_HEALTH_WORD` at `10 Hz` with status bits such as `ADS_OK`, `INS_OK`, `GPS_OK`, and `LAST_FAULT` on the primary avionics bus [FCC-051]. However, the retrieved requirements do **not** state that `FCC_HEALTH_WORD` is the input used by the BIT subsystem for the `1 Hz` consolidation; the explicit BIT input linkage is to `FCC_BIT_STATUS_MSG` via [FCC-047] and [BIT-008].

What is **not stated** in the retrieved context:
- The exact FDR message/content mapping for the FCC’s direct recording versus the BIT subsystem’s consolidated publication is not provided.
- The exact transport/interface from the Vehicle Management Computer to GCS is not provided.",False,The answer adds unsupported claims such as a bidirectional definition and that FCC background BIT tasks support generation of the 1 Hz reporting.,True,"All factual claims regarding the FCC’s 1 Hz BIT reporting, its flow to both FDR and BIT subsystem, and the BIT consolidation/publication at 1 Hz are grounded directly in the retrieved requirements.",,skipped,False
"For authenticated in-flight mode changes, how do the message authentication methods and key-rotation policy align with the Link 16 terminal’s approved crypto module and 30-day key storage?",2-hop,vanilla,local,none,1,9759,777,449,1226,CDL-012;DLNK-013;SEC-010;SEC-009;FMS-033,CDL-012;DLNK-013;SEC-010;SEC-009;FMS-033,5,0,,,,,"The retrieved requirements only partially answer this.

For CDL-protected links, the message protection method is explicitly AES-256 in GCM mode with HMAC-SHA-256 authentication, and session keys rotate every 24 h of flight time or every 10 GB of traffic, whichever comes first [SEC-010] [CDL-012]. The cadence is reaffirmed in the security policy requirement [SEC-009].

For the Link 16 terminal, the requirements do not specify HMAC-SHA-256 or AES-GCM for in-flight mode-change messages. Instead, they require a NATO-approved Type 1 crypto module (or equivalent national-approved module) with TSEC and MSEC key slots sufficient for at least 30 days of operation [DLNK-013]. The associated key-rotation requirement states daily rotation of MSEC within that 30-day keyload [SEC-009].

So the alignment is:

- CDL messages: AES-256 GCM + HMAC-SHA-256, rotate at 24 h or 10 GB [SEC-010] [CDL-012] [SEC-009].
- Link 16 messages: protected by the approved Type 1 crypto module, with daily MSEC rotation and enough stored keys for 30 days [DLNK-013] [SEC-009].

What is not in the retrieved context:
- No requirement states that authenticated in-flight mode-change messages are carried over Link 16 versus CDL.
- No requirement maps the FMS mode-transition or guidance messages to a specific crypto/authentication mechanism [FMS-033].
- No requirement defines how Link 16 message authentication semantics “align” technically with the CDL HMAC/AES-GCM scheme beyond both satisfying the same security objective [SEC-010] [DLNK-013].

Therefore, based on the retrieved requirements, the only defensible conclusion is that CDL uses explicit AES-256 GCM plus HMAC-SHA-256 with frequent session-key rotation, while Link 16 relies on its approved Type 1 crypto implementation with daily MSEC rotation and 30-day onboard key storage [SEC-010] [CDL-012] [DLNK-013] [SEC-009].",False,"The answer adds unsupported statements about daily Link 16 MSEC rotation and claims the Link 16 requirements do not specify AES-GCM or HMAC for messages, which is not established by the provided conte",True,"All claims are supported, including encryption modes, authentication methods, key-rotation policies, crypto module references, and explicit acknowledgment of what is and is not stated in the retrieved",,skipped,False
"Which security requirement referenced by the autonomy control requirement is satisfied by the same control requirement and, through that linkage, points to the downstream autonomy interface requirement?",3+-hop,agentic,local,none,0,17167,4605,391,4996,AUTO-006;SEC-010,AUTO-006;SEC-001;SEC-012;FCC-004;SEC-003;STR-038;SEC-015;AUTO-008;DLNK-017;SEC-008,10,3,continue,semantic,,,"The autonomy control requirement is [AUTO-006]. It explicitly says engagement requests “shall be authenticated per ##SEC.SEC-010” and its trace shows “Satisfies: ##SEC.SEC-010” [AUTO-006].

So the security requirement referenced and satisfied by that same autonomy control requirement is **[SEC-010]** via [AUTO-006].

However, **[SEC-010] itself is not present in the retrieved context**, so I cannot confirm from the provided requirements what “downstream autonomy interface requirement” it points to. The only grounded statement available is that [AUTO-006] references and satisfies **##SEC.SEC-010** [AUTO-006].",True,"All claims are supported by AUTO-006, including that SEC-010 is referenced and satisfied there, and that SEC-010 itself is absent from the retrieved contexts.",True,"Every claim in the answer is directly supported by the retrieved contexts, especially the linkage between AUTO-006 and SEC.SEC-010; lack of SEC-010 in contexts is accurately noted.",,skipped,True
"For AeroLynx-X2, how is single-engine-out detection and asymmetric-thrust compensation validated from injected N1 loss through FCC response and operator notification timing?",2-hop,adaptive,local,none,1,31531,6286,967,7253,FCC-003;HMI-020,ALX2-FCC-003;FCC-053;FCC-040;FCC-050;FCC-017;ICE-020;ICE-012;ICE-011;ICE-017;ICE-001;ADS-023;ADS-026;ADS-014;ADS-016;ADS-002,15,3,continue,semantic,agentic,"default: agentic ReAct exploration (no specific signal; ids=0, mods=1, trace_kw=False, chain_ind=True, numeric=False)","For AeroLynx-X2, the retrieved requirements define the validation at the FCC level as a test requirement:

- The FCC must detect single-engine-out within **500 ms** of **N1 falling below 40 %** on either engine [ALX2-FCC-003].
- After detection, the FCC must command **automatic rudder trim within 1 s** to counter asymmetric thrust [ALX2-FCC-003].
- The FCC must also **notify the operator** per **##HMI.HMI-020** [ALX2-FCC-003].

So the validation sequence, as stated in the requirements, is:

1. Inject or induce an engine condition where either engine’s **N1 drops below 40 %** [ALX2-FCC-003].  
2. Verify the FCC declares **single-engine-out within 500 ms** of that threshold crossing [ALX2-FCC-003].  
3. Verify the FCC commands **automatic rudder trim within 1 s** to compensate asymmetric thrust [ALX2-FCC-003].  
4. Verify the operator is notified per **##HMI.HMI-020** [ALX2-FCC-003].

The retrieved context does **not** provide additional detail on the exact test method for the N1-loss injection, the notification latency budget beyond the general “notify the operator” obligation, or the HMI message content/timing from **##HMI.HMI-020**. Therefore I cannot state those details from the provided requirements.",True,All claims are supported by ALX2-FCC-003 or explicitly note missing details from the retrieved context.,True,"All claims about validation sequence, detection timing, compensation, and notification are supported by the context [ALX2-FCC-003], and limitations are acknowledged.",,skipped,True
What upstream navigation timing service requirement justifies the payload computer’s UTC sensor timestamping accuracy and source-selection behavior?,1-hop,adaptive,local,none,2,12041,1826,358,2184,NAV-027;NAV-022,NAV-027;NAV-022;NAV-C5;NAV-001;ALX2-NAV-001,5,0,sufficient,semantic,agentic,"default: agentic ReAct exploration (no specific signal; ids=0, mods=0, trace_kw=False, chain_ind=True, numeric=True)","The upstream NAV timing-service requirement is **[NAV-027]**:

- NAV Fusion shall expose a **time-synchronisation service at 1 Hz**.
- The service shall provide **≤ 10 µs accuracy**.
- It is provided to **all consumer modules via the avionics bus**.
- The time base shall be **derived from GPS time when valid** and from the **on-board OCXO otherwise** [NAV-027].

This directly justifies the payload computer’s:
- **UTC sensor timestamping accuracy** expectation, because the exported timing service accuracy is **≤ 10 µs** [NAV-027].
- **Source-selection behavior**, because the upstream source is explicitly **GPS when valid**, with fallback to **OCXO otherwise** [NAV-027].

A related continuity requirement is **[NAV-022]**, which requires NAV Fusion to **handle GPS-week rollover and leap-second insertions without loss of NAV output**, **interpolating UTC time across the event** [NAV-022]. That supports stable UTC timestamping behavior through time-reference discontinuities, but the primary timing-service requirement is **[NAV-027]**.",True,"All factual claims are supported by NAV-027 and NAV-022, with no added unsupported details.",True,All claims about NAV-027 and NAV-022 are directly supported by the retrieved contexts.,,skipped,True
How is the EOIR geolocation accuracy flight test tied to the navigation solution’s WGS-84 position output and synchronized MGRS display representation?,2-hop,agentic,local,none,1,2507,160,119,279,WGS-84,,0,0,sufficient,id_lookup,,,"I can’t tie that flight test to specific requirements from the provided context, because no requirements were retrieved.

Based on the question, the relationship would need requirements that explicitly define at least:
- the EOIR geolocation accuracy flight test,
- the navigation solution’s WGS-84 position output,
- the synchronized MGRS display representation,
- and any timing/interface linkage between those functions.

Without those retrieved requirements, I can’t state how they are tied or cite the governing IDs. If you provide the relevant requirement text, I can map the interaction and cite it inline.",True,The answer only states that no requirements were retrieved and does not make unsupported factual claims about the system.,True,The answer acknowledges that no claims can be made because no contexts were retrieved.,,skipped,True
"How is the power subsystem’s APU load-transfer command sequence validated across sea-level and 44,000‑ft conditions to ensure timely ready acknowledgement before transfer?",2-hop,agentic,local,none,2,24680,3876,894,4770,EPS-002;EPS-024;EPS-004;EPS-022,EPS-015;EPS-022;EPS-002;EPS-004;EPS-024,5,3,continue,semantic,,,"The retrieved EPS requirements do not contain a requirement about:

- sea-level versus 44,000‑ft validation,
- an APU load-transfer command sequence with “ready acknowledgement before transfer,” or
- any altitude-conditioned timing requirement for that sequence.

What the retrieved set does say is:

- EPS includes automatic switching between primary power, APU, and battery sources [EPS-002].
- The EPS supports an `APU_BACKUP` mode, with automatic mode transitions per EPS-024 [EPS-004].
- Mode-transition logic is validated by fault-injection test on the power rig, including generator failure, APU failure, APU start failure, and battery depletion, demonstrating correct mode and contactor state transitions [EPS-024].
- Contactor command-versus-feedback checks are enforced with specific transfer times and feedback delays, including:
  - `APU-Ess Tie`: `Transfer Time 50 ms`, `Feedback Delay ≤ 200 ms` [EPS-022].

So, from the retrieved requirements, the closest validation evidence is that the APU-related transition behavior is verified on the power rig through fault-injection testing [EPS-024], and the `APU-Ess Tie` contactor must meet `50 ms` transfer time with `≤ 200 ms` feedback delay [EPS-022]. However, there is no requirement here stating that this validation is performed at sea level and `44,000 ft`, nor one requiring a “ready acknowledgement” prior to transfer.",True,All claims accurately reflect the retrieved contexts and explicitly note missing altitude and ready-acknowledgement requirements.,True,All claims in the answer are directly supported by the retrieved contexts and correctly highlight the absence of altitude or acknowledgement requirements.,,skipped,True
"How does in-field LRU firmware updating ensure only signed loads are accepted, and during INIT how is an expired navigation database revision rejected?",2-hop,vanilla,local,none,1,7754,597,320,917,FMS-006;BIT-033;INS-013;INS-002;SEC-020,FMS-006;BIT-033;INS-013;INS-002;SEC-020,5,0,,,,,"In-field LRU firmware updating is constrained by the BIT subsystem: it “shall support in-field firmware update for individual LRUs via the MBIT interface, with digital-signature verification per ##SEC.SEC-020 and rollback capability on failed update” [BIT-033]. The signing policy is defined at system level: the system “shall verify digital signatures on all loadable data and software using an asymmetric public-key scheme (RSA-3072 or ECDSA-P256 minimum), rejecting any load whose signature is invalid, expired, or revoked” [SEC-020].  
So, only firmware loads with a valid, non-expired, non-revoked signature are accepted during in-field update; otherwise the load is rejected [BIT-033] [SEC-020].

During INIT, the FMS handles the navigation database revision. It “shall load the active Navigation Database revision, verify its CRC against the signed manifest (##SEC.SEC-020), and reject any database whose AIRAC cycle has expired more than 56 days ago” [FMS-006].  
So the rejection condition for an expired database is explicit: if the active Navigation Database revision is more than 56 days past its AIRAC cycle, the FMS rejects it during INIT [FMS-006]. The signed-manifest linkage means integrity/authenticity of the database package is checked in conjunction with the signature-verification policy of [SEC-020], while freshness is enforced by the “expired more than 56 days ago” AIRAC rule [FMS-006] [SEC-020].",True,"All claims are supported by BIT-033, SEC-020, and FMS-006, with only light inference about acceptance versus rejection.",True,"All claims about digital signature verification, update policy, and navigation database rejection during INIT are directly supported by the retrieved requirement contexts.",,skipped,True
How is the landing weight-on-wheels dual-sensor/voting architecture verified to ensure correct discrete output under a single-sensor fault?,1-hop,adaptive,local,none,1,17324,2827,561,3388,LDG-031;LDG-015;FCC-048,LDG-031;LDG-015;FCC-048;ENG-044;FCC-040,5,1,sufficient,semantic,agentic,"default: agentic ReAct exploration (no specific signal; ids=0, mods=0, trace_kw=False, chain_ind=True, numeric=False)","The verification is defined explicitly in [LDG-031]. On DAL-A platforms, the WoW dual-sensor agreement architecture in [LDG-015] is verified by:

- fault injection of a single-sensor disagreement, and
- confirmation of 2-out-of-3 voting behavior,

with the test demonstrating correct WoW output despite the single-sensor fault [LDG-031].

The underlying architecture being verified is that the LDG subsystem publishes WoW discretes for each strut—NLG, MLG-left, and MLG-right—with dual-redundant sensors per strut, using 2-out-of-3 voting where feasible [LDG-015]. This interfaces to the FCC, which consumes the WoW discrete input from each main landing-gear strut with a debounce period of 100 ms, also using 2-out-of-3 voting across redundant sensors where provided [FCC-048].

So, in requirement terms, assurance comes from injecting a single-sensor fault and showing that the voting logic still yields the correct WoW discrete output, with FCC-side consumption occurring subject to a 100 ms debounce [LDG-031] [LDG-015] [FCC-048].",True,"All factual claims are supported by LDG-031, LDG-015, and FCC-048.",True,"All claims regarding verification, architecture, sensor/voting logic, and FCC interface are supported by the provided contexts.",,skipped,True
"Which interface power requirement defines the 50 ms ride-through capability, and which general requirement establishes the DO-160G Category Z interruption profile?",1-hop,adaptive,local,none,2,14195,2468,387,2855,EPS-009;DO-160;EPS-017,EPS-009;EPS-014;EPS-012;EPS-022;EPS-010;EPS-017;EPS-003;EPS-008;EPS-020;EPS-016,10,0,sufficient,semantic,agentic,"default: agentic ReAct exploration (no specific signal; ids=0, mods=0, trace_kw=False, chain_ind=True, numeric=True)","From the retrieved EPS context, the **50 ms ride-through capability** is defined by the make-before-break transfer requirement on essential buses:

- **[EPS-009]**: “The EPS shall ensure make-before-break transitions between sources whenever possible, with a **maximum break time of 50 ms on essential buses**.” [EPS-009]

For the **DO-160G Category Z interruption profile**, I do **not** see a requirement in the provided context that establishes that profile. The only DO-160-related environmental requirement retrieved is:

- **[EPS-017]**: “The EPS shall operate across DO-160G §4 Category A2 environmental envelope and endure DO-160G §22 lightning transients per Category A3 without loss of function.” [EPS-017]

So, based on the retrieved requirements:
- **50 ms ride-through:** **[EPS-009]**
- **DO-160G Category Z interruption profile:** **not present in the provided context**.",True,"All claims are supported by the retrieved contexts, including EPS-009 and the absence of any DO-160G Category Z requirement.",True,"All claims in the answer are directly supported by the retrieved contexts, with correct citations and accurate description of present and absent requirements.",,skipped,True
