query,query_type,pipeline,embedder,reranker,repeat,latency_ms,prompt_tokens,completion_tokens,total_tokens,cited_ids,source_ids,n_sources,iter_count,verdict,intent,routed_to,route_reason,answer,judge_gpt5_faithful,judge_gpt5_reason,judge_gpt41_faithful,judge_gpt41_reason,judge_gemini_faithful,judge_gemini_reason,judge_unanimous
What test evidence shows linked-mode pilot commands meet the ground-station latency requirement while being received and routed by the command data link?,2-hop,vanilla,azure,none,1,3388,523,228,751,,GCS-006;CDL-038;ENG-041;CDL-011;COMM-027,5,0,,,,,"Test evidence for ground-station latency in LINKED mode (≤ 50 ms at 95% confidence [GCS-006]) is not directly covered in the CDL verification (CDL-038), which verifies forward-link latency (≤ 100 ms at 90% per [CDL-011]) from GCS command entry to FCC ingest, including GCS and aircraft hardware.

[GCS-006] covers GCS-side latency from operator to CDL ingress, but none of the retrieved requirements define a test of GCS-side operator-to-CDL ingress latency. Thus, while CDL-038 provides evidence for end-to-end (GCS → CDL → FCC) latency within the CDL, test evidence for specifically the GCS-side dispatch latency is not present in the retrieved requirements.

**Conclusion:**  
The retrieved requirements do not contain test evidence specifically verifying the GCS-side latency requirement for LINKED mode (≤ 50 ms at 95% confidence) during pilot command dispatch to CDL ingress. Only CDL forward-link latency (including GCS hardware, but not isolating GCS-side latency) is verified by CDL-038.",True,The answer correctly states that the contexts include only CDL end-to-end latency test evidence and no specific test verifying the GCS-side ≤50 ms LINKED-mode dispatch latency.,True,"Every claim in the answer is supported by the retrieved contexts, with no additional details or contradictions.",,skipped,True
"What end-to-end requirement flow links the security constraint to the final auto-function behavior, and how do the flight-control and data-link provisions propagate that constraint across subsystems?",3+-hop,graphrag,azure,none,1,10877,1459,696,2155,,SEC-014;SEC-012;AUTO-004;FCC-001;CDL-001;SEC-035;CDL-003;FCC-004;CDL-028;COMM-002;DLNK-002;ENG-037;GCS-031;NBC3-NAV-001;SKT1-INS-002,15,0,,,,,"The end-to-end requirements flow linking a security constraint to the final auto-function behavior proceeds as follows:

1. **Security Constraint Origin:**  
   - [SEC-014] mandates ""defence-in-depth between CDL (internet-facing for BLOS) and internal avionics buses,"" enforced by a security-partition guard that applies RBAC and flight-phase constraints to allowed command types. This establishes the initial security posture at the boundary between external command inputs (via CDL) and critical avionics—including flight control functions.

2. **Data Link Enforcement:**  
   - [CDL-001] defines the CDL as the enforced boundary: CDL must implement DO-326A/DO-356A-based cyber assurance at DAL-B, ensuring external data is processed with appropriate integrity and security controls.
   - [CDL-003] requires the command uplink path (from ground to aircraft) to be encrypted, authenticated, and integrity-protected, ensuring that only authorized and unaltered commands reach the avionics network.

3. **Command Partitioning:**  
   - [CDL-028] specifies which level of STANAG 4586 control may be exercised through the CDL (Level IV on certain platforms), bounded by the security provisions above. This prevents unauthorized elevation of control based on platform configuration and operational role.

4. **Avionics/FCC Propagation:**  
   - [FCC-001] describes the FCC as the software/hardware module responsible for flight control, implemented at DAL-A/B and subject to the same documented security reference set (including DO-326A for security partitions) [FCC-004].
   - The FCC receives only commands that have traversed the enforced security and integrity path, and are allowed per RBAC and flight-phase (originating in [SEC-014]). Internal FCC functions are thus inherently filtered in terms of acceptable external influences/commands.

5. **Auto-Function Behavior:**  
   - The final auto-function—such as following 4D trajectory ([NBC3-NAV-001])—is executed only when commands conforming to all of the above security and path-integrity checks are delivered. Only commands authorized per current role and flight phase reach the flight-control logic, and only after filtering by the CDL guard and partitioning.

**Propagation Overview:**  
- **Constraint Imposition:** [SEC-014] → enforced at CDL boundary ([CDL-001], [CDL-003]) → only allowed command types/roles/flight-phases propagate.
- **Assurance:** DAL mapping ([FCC-001], [CDL-001]) and references ([FCC-004], [AUTO-004]) unify standards for both security and function.
- **Auto-Behavior Activation:** Commands that control auto-functions (e.g., trajectory/auto-pilot) are filtered per this chain, ensuring only valid, secure, and authenticated instructions impact flight behavior.

**Summary Table:**  

| Security Requirement   | Path to Auto-Function                             | Cited Requirements        |
|------------------------|---------------------------------------------------|---------------------------|
| Defence-in-depth/RBAC  | SEC→CDL guard→CDL integrity→FCC interface→Function| [SEC-014], [CDL-001], [CDL-003], [FCC-001], [FCC-004], [NBC3-NAV-001] |

If further decomposition by auto-function or cross-subsystem path is required, please specify the behavior of interest.",False,The answer adds unsupported links to auto-function behavior and command filtering through FCC/NAV functions that are not stated in the retrieved requirements.,True,"All claims directly reference and summarize or synthesize retrieved requirements, without adding unsupported details or citing non-contextual IDs.",,skipped,False
"Which display-level operator need ultimately traces through SAR processing and payload design to both EO/IR and radar sensing constraints, and what subsystem dependencies drive that allocation?",3+-hop,graphrag,azure,none,1,9901,1489,802,2291,,SAR-017;EOIR-004;SAR-002;PLD-010;PLD-011;SAR-001;RADAR-002;SAR-014;ALX2-PLD-001;CDL-024;CDL-030;CDL-031;EOIR-015;EOIR-016;EOIR-020,15,0,,,,,"The display-level operator needs that trace through both SAR processing and payload design to EO/IR and radar sensing constraints are: 

**1. Command and Control of Sensor Modes/Parameters:**  
Operators must be able to select and control SAR imaging parameters (mode, resolution, swath, ROI) and EOIR pointing (azimuth, elevation, zoom). The PMC (Payload Manager Controller) acts as the intermediary, accepting operator or GCS commands at up to 10 Hz and forwarding them to both SAR and EOIR sensor LRUs [PLD-010]. This ensures responsiveness for real-time sensor control.

**2. Telemetry Aggregation for Situational Awareness:**  
Operators receive processed sensor data (imagery, video, telemetry) aggregated by the PMC at native sensor rates, then multiplexed for payload return and further downlinked via the CDL [PLD-011]. This is essential for fused display or situational overlays.

**3. Image Processing and Processing Chain Requirements:**  
SAR image processing includes azimuth compression, motion compensation, and ambiguity-free PRF selection [SAR-002], [SAR-014]. These steps are necessary to provide reliable, artifact-free radar imagery to the operator display.

**4. Special EOIR Display Modes and Video Constraints:**  
The operator interface must support multi-mode EOIR video (LIVE_EO, LIVE_IR, COMBINED, SCAN, TRACK, etc.) [EOIR-004]. For applications like DAA (Detect and Avoid), a forward-hemisphere EOIR video feed must maintain at least 30 Hz frame rate and < 100 ms end-to-end latency [EOIR-015].

**Subsystem Dependencies Driving Allocation:**  
- The PMC mediates operator commands and telemetry for both EOIR and SAR, ensuring synchronized sensor control and data routing [PLD-010], [PLD-011].
- The CDL (Common Data Link) aggregates payload and avionics telemetry and transmits at 20 Hz, setting a system-level cap for telemetry update rate to the operator [CDL-031].
- SAR and EOIR must interact with the payload manager for command and data, conforming to required update thresholds and processing constraints [SAR-002], [EOIR-020].
- Electromagnetic compatibility and sensor coexistence (e.g., SAR, radar altimeter, and CDL EMC requirements) constrain system allocation and integration [SAR-017], [CDL-024].

**Summary Table:**

| Operator Need                   | Allocated via              | Sensors Impacted      | Requirement References             |
|----------------------------------|----------------------------|-----------------------|-------------------------------------|
| Sensor mode/parameter control    | PMC command interface      | EOIR, SAR             | [PLD-010], [EOIR-020]               |
| Telemetry/data display           | PMC telemetry aggregation  | EOIR, SAR             | [PLD-011]                           |
| Display video/frame-rate         | EOIR processing chain      | EOIR                  | [EOIR-015], [EOIR-004]              |
| Image processing, ambiguity-free | SAR processing chain       | SAR                   | [SAR-002], [SAR-014]                |
| EMC and sensor coexistence       | System integration         | CDL, SAR, Radar Alt   | [SAR-017], [CDL-024]                |

**Conclusion:**  
The operator’s display-level needs are allocated by system architecture through the PMC, which tightly couples SAR and EOIR command/telemetry with awareness of radar and CDL constraints. The interaction of high-rate command/telemetry, sensor-specific processing, and EMC coexistence drive subsystem dependencies and allocation.  
(Cited: [PLD-010], [PLD-011], [EOIR-004], [EOIR-015], [EOIR-020], [SAR-002], [SAR-014], [SAR-017], [CDL-024], [CDL-031])",False,"The answer adds unsupported display-level allocations and claims like situational overlays, operator/GCS origin, artifact-free imagery, end-to-end/system-level caps, and a summary interpretation not s",True,"All claims in the answer regarding operator needs, sensor command and telemetry flow, EOIR and SAR processing, telemetry aggregation, video requirements, and subsystem dependencies are explicitly supp",,skipped,False
"How does the payload’s structural interface flow down through the data link and command/telemetry link into the communications subsystem, and what end-to-end constraints must remain consistent?",3+-hop,graphrag,azure,none,1,8848,1652,806,2458,,CDL-003;CDL-027;CDL-010;CDL-031;CDL-011;CDL-001;GCS-034;CDL-009;CDL-015;CDL-033;CDL-034;CDL-038;COMM-002;COMM-006;DLNK-002,15,0,,,,,"Based on the retrieved requirements, the payload’s **structural interface** is not explicitly referenced in the context provided. However, the requirements do detail the **data/telemetry and command link interfaces** between the payload, avionics, and communications subsystem (CDL), which can be interpreted as ""data interfaces"" associated with the payload’s integration. Here is the summary:

### 1. Payload Data Flowthrough the CDL

- **Aggregation & Transmission:**  
  The CDL must accept telemetry data from the payload subsystem alongside data from other avionics buses (NAV, FCC, engine, fuel) at their native rates, aggregate them, and transmit them on the return link at 20 Hz [CDL-031].
- **Frame Structure:**  
  The telemetry data, including payload information, is encapsulated in the `CDL_Telemetry_Frame` which includes fields for frame sequencing, timestamp, and a compressed TLV-encoded payload (up to 60 kB per frame) [CDL-034].
- **Bandwidth Constraint:**  
  The minimum return-link bandwidth for telemetry and mission-payload streams—depending on platform—is specified, e.g., a minimum of 2 Mbps for telemetry and 10 Mbps for encrypted video on Stratos-7 and AeroLynx-X2, with a BER ≤ 10^-6 on telemetry [CDL-010].
- **Error Protection:**  
  FEC (Forward-Error-Correction), via a convolutional code rate 1/2 or LDPC equivalent, is applied to ensure the required BER is satisfied [CDL-015].

### 2. Command Link

- **Command Reception:**  
  Commands from the GCS, potentially targeting the payload, are formatted in `CDL_Command_Frame` (including a `target_module` field that can be set to PLD for payload) [CDL-033].  
- **Integrity and Security:**  
  The command link is encrypted, authenticated, and integrity-protected, with command-uplink integrity being safety-critical [CDL-003].  
- **Latency Constraints:**  
  The end-to-end command latency (GCS to payload via FCC and CDL) is not to exceed 100 ms at 90% confidence, and commands arriving after 250 ms must be flagged as stale [CDL-011].

### 3. Communications Subsystem/End-to-End Consistency

- **Interface Allocation:**  
  The CDL explicitly excludes functions handled by other comm subsystems (e.g., voice relay via COMM), but acts as the data conduit for payload command and telemetry [CDL-001, COMM-002].
- **Consistency Requirements:**  
  - Data interface definition and aggregation rate (20 Hz telemetry transmission) [CDL-031].
  - Minimum bandwidth and BER constraints must be ensured end-to-end for all payload data traversing the CDL [CDL-010, CDL-015].
  - Latency and freshness requirements for command/telemetry paths must remain consistent from GCS through the CDL to the payload and vice versa [CDL-011].

### Summary

While “structural interface” in an aerospace context often refers to physical mounts and connectors, the retrieved requirements address only data interfaces. The data (electrical/logical) interface for payload-to-CDL-to-comm flow is defined by the aggregation of payload telemetry onto the CDL return link at 20 Hz [CDL-031], encapsulated in a standard telemetry frame [CDL-034], transmitted within specified bandwidth/BER/FEC constraints [CDL-010, CDL-015], and with operator (GCS) commands routed to the payload via the CDL command frame format [CDL-033] under strict latency and integrity requirements [CDL-003, CDL-011]. All end-to-end performance and interface parameters must be verified and remain consistent per these requirements.

**Structural (physical/mechanical) interface constraints are not described in the provided requirements.**",False,"The answer adds unsupported claims about structural interfaces, payload command latency to the payload, telemetry freshness, and CDL acting as the payload’s conduit into COMM despite COMM excluding th",True,"Every claim is supported or logically inferred from requirements relating to data interfaces, aggregation, frame structure, bandwidth, error protection, command formatting, integrity, latency, and sub",,skipped,False
"During standby-to-coarse-align motion rejection, what operator alignment-status indication is required on the HMI?",1-hop,graphrag,azure,none,1,1729,1280,160,1440,,INS-006;HMI-070;HMI-120;GCS-007;PLD-006;HMI-050;HMI-060;EPS-013;AUTO-010;AUTO-022;AUTO-031;EMS-009;ENG-008;INS-005;SAR-005,15,0,,,,,"When the INS rejects the transition from STANDBY to COARSE_ALIGN due to detected motion (aircraft attitude rates above 0.5 °/s for 10 s), the status ""MOTION_DETECTED"" must be annunciated to the operator on the HMI per [INS-006]. 

Additionally, the HMI alignment-status display shall include the INS mode, alignment percent-complete, and time-to-ready estimate per [HMI-070] and [INS-005]. 

Thus, during motion rejection, the HMI must indicate:
- The current INS mode,
- ""MOTION_DETECTED"" status,
- Alignment percent-complete,
- Time-to-ready estimate.

Cited: [INS-006], [HMI-070], [INS-005]",False,It adds unsupported specifics that MOTION_DETECTED is part of the alignment-status indication and that percent-complete/time-to-ready are required during the rejection state.,False,"The contexts do not state that alignment percent-complete and time-to-ready estimate are displayed during motion rejection, only that the HMI displays them per INS-005; this is not confirmed specific ",,skipped,True
"For the Skyrunner-T1 test configuration, how is the FCC’s duplex single-LRU architecture derived from the platform-dependent independent-lane requirement?",1-hop,vanilla,azure,none,1,3303,572,405,977,,SKT1-FCC-001;SKT1-CDL-001;ALX2-FCC-001;STR7-FCC-001;PWR-020,5,0,,,,,"For Skyrunner-T1, the FCC is implemented as a duplex-redundant architecture with two lanes contained within a single LRU, and a common power feed from the essential bus [SKT1-FCC-001]. This design is stated to be ""derived from"" FCC-003, which is referenced as the source requirement. While FCC-003’s exact text is not retrieved, the term ""duplex-redundant"" indicates an architecture with two independent processing lanes. However, on Skyrunner-T1, these lanes are not physically separated (i.e., they are within a single LRU), and share a common power feed, unlike other platforms:

- AeroLynx-X2: Implements duplex-redundancy but achieves lane independence via physical separation in two chassis and distinct power feeds [ALX2-FCC-001].
- Stratos-7: Implements triplex-redundancy with three independent lanes in three chassis, each with distinct power feeds and dissimilar toolchains for additional independence [STR7-FCC-001].

Therefore, for Skyrunner-T1, FCC-003’s requirement for independent lanes is addressed by logical separation (duplex lanes), but the platform-specific implementation in a single LRU (and shared power) reflects constraints or tailoring. This is less independent than the other platforms, but is described as a valid derivation of FCC-003 for Skyrunner-T1 [SKT1-FCC-001]. There is no evidence in retrieved requirements that platform-dependent tradeoffs for physical or power separation are explicitly discussed, so the answer is confined to the direct derivation relationship.

**Summary:** On Skyrunner-T1, FCC-003’s ""independent lanes"" requirement is derived by implementing two logically separated, duplex lanes in a single LRU with a single essential bus power feed, as specified in [SKT1-FCC-001]. Full physical and power independence, as achieved in other platforms, is not implemented here.",False,"The answer adds unsupported claims about FCC-003 requiring independent lanes, logical separation, validity of tailoring, and distinct power feeds for AeroLynx-X2.",False,"The answer adds interpretation that FCC-003 requires independent lanes and discusses platform-dependent tradeoffs, but FCC-003's content and these tradeoff discussions are not present in the retrieved",,skipped,True
"If a condition escalates to WARNING, how quickly must the ground station annunciate it, and what audio cue and repeat behavior are required?",2-hop,vanilla,azure,none,1,1411,519,160,679,,EMS-012;GCS-016;HMI-010;GPS-017;EMS-005,5,0,,,,,"If a condition escalates to WARNING:

1. The EMS must issue an EMS_WARNING annunciation to the GCS within 500 ms [EMS-012].
2. The GCS must generate an audio alert for this safety-critical condition. The audio cue must be distinctive per the Audio_Alert_Table (GCS-035). Requirement [GCS-016] mandates the use of specific cues but does not specify repeat behavior in the retrieved context.
3. The repeat behavior (i.e., whether and how often audio is repeated) is not defined in the given requirements.

Summary:
- Ground station must annunciate within 500 ms [EMS-012], with a distinctive audio cue per GCS-035 [GCS-016].
- Repeat behavior is not specified in retrieved requirements.",True,All claims are supported by the provided requirements or explicitly note that repeat behavior is not specified in the retrieved context.,True,"All claims are supported: 500 ms timing and distinctive audio cue are specified, and the absence of repeat behavior details is correctly noted.",,skipped,True
"If the GCS sends a COMM tuning/PTT command over the datalink, what command range, bus, and maximum dispatch rate govern its routing through the CDL?",2-hop,vanilla,azure,none,1,2747,863,171,1034,,CDL-030;CDL-027;GCS-006;CDL-035;COMM-023,5,0,,,,,"The requirements set does **not** define a specific command range, bus, or dispatch rate for COMM commands within the CDL dispatch table ([CDL-035]); only FCC, FMS, AUTO, PLD, EMS, and SEC modules are listed, each with their respective ranges, buses, and frequencies. COMM commands are described in [COMM-023] as being passed from the GCS to COMM via the CDL, and [COMM-023] references CDL command routing via ##CDL.CDL-030. However, [CDL-035] does not include a COMM target_module entry.

**Conclusion:**  
The retrieved requirements do not specify command range, bus, or dispatch rate for COMM commands in the CDL dispatch table. Without a corresponding routing entry in [CDL-035], this information is indeterminate from the provided context.",True,"The answer correctly states that the provided contexts define COMM control via CDL but do not specify a COMM routing-table entry with range, bus, or dispatch rate.",True,The answer accurately states that COMM commands are not specified in [CDL-035] and are indeterminate from the retrieved contexts.,,skipped,True
"Which communications capability document is explicitly excluded from the tactical Link‑16 terminal scope, and what assurance levels govern it?",1-hop,graphrag,azure,none,1,965,1378,70,1448,,DLNK-002;DLNK-003;DLNK-004;CDL-003;CDL-028;DLNK-015;TCS-008;BIT-035;CDL-001;COMM-001;DLNK-020;FCC-004;GCS-032;STR7-CDL-002;CDL-002,15,0,,,,,"The tactical Link-16 terminal scope explicitly excludes the primary CDL capability document [DLNK-002]. The CDL is governed by assurance levels of DO-178C DAL-B for software, DO-254 Level B for RF hardware, and cyber-security assurance per DO-326A/DO-356A at DAL-B [CDL-001].",True,It correctly identifies CDL as excluded by DLNK-002 and states assurance levels exactly as given in CDL-001.,True,"DLNK-002 explicitly excludes the CDL, and CDL-001 specifies the assurance levels for CDL.",,skipped,True
Which built-in test function traces through flight control computer requirements to the EMS requirement ultimately supported by the referenced downstream control logic?,3+-hop,vanilla,azure,none,1,2616,554,209,763,,SEC-035;FMS-041;BIT-001;NBC3-NAV-001;FCC-052,5,0,,,,,"The retrieved context does not explicitly identify a specific built-in test (BIT) function that traces through flight control computer (FCC) requirements to an EMS (Engine Management System) requirement and is ultimately supported by downstream control logic. 

However, some potentially relevant information exists:
- [BIT-001] establishes that the BIT software is developed to DO-178C DAL-B, with DAL-A portions where BIT feeds DAL-A safety functions, but it does not trace to a specific EMS requirement nor detail the FCC interactions.
- [SEC-035] describes configuration verification at power-on for flight-critical LRUs, mentioning FADEC/ECU (which are EMS components), and also references verification against a baseline, but does not directly mention FCC or BIT.
- [FCC-052] describes test verification methods for FCC loop timing requirements, but does not mention BIT or EMS.

No explicit requirement trace meeting your criteria is present in the provided context. If detailed traceability between BIT → FCC → EMS/control logic is needed, further requirements context is required.",True,The answer only states that no explicit BIT→FCC→EMS trace is present and accurately summarizes the provided contexts.,True,"All summary claims accurately reflect the lack of explicit requirement traceability in the provided contexts, without adding unsupported details.",,skipped,True
"When emergency inner-loop conditions assert, how must the autopilot mode logic support the EMS emergency transition and FCC coordination?",1-hop,vanilla,azure,none,1,2444,621,275,896,,AUTO-009;EMS-006;FCC-009;FCC-010;EMS-004,5,0,,,,,"When emergency inner-loop conditions are asserted (as specified in ##FCC.FCC-009), the autopilot mode logic must:

1. **Disengage all active modes within 50 ms.**
2. **Revert to published neutral guidance targets.**
3. **Inhibit re-engagement of autopilot modes until EMERGENCY clears.**

This is required by [AUTO-009], which explicitly ties the autopilot’s response to EMS emergency mode assertion. The EMS transition to EMERGENCY is triggered by the same conditions and the EMS coordinates FCC EMERGENCY mode entry per FCC-010, as required by [EMS-006].

**Interaction:**  
- The EMS transition to EMERGENCY is based on inner-loop conditions from the FCC ([EMS-006], [FCC-009]).
- The autopilot must support this by rapidly disengaging and inhibiting its modes, aligning with system-wide EMERGENCY state ([AUTO-009]).
- FCC, in EMERGENCY, commands specific flight attitudes ([FCC-010]), which the autopilot’s neutral guidance targets must not interfere with.

**Summary:**  
Autopilot mode logic must disengage and inhibit re-engagement within 50 ms, ensuring EMS and FCC emergency mode coordination and avoiding guidance conflicts [AUTO-009], [EMS-006], [FCC-009], [FCC-010].",False,The answer adds unsupported claims that AUTO-009 is tied to EMS emergency mode assertion and that neutral guidance targets avoid interfering with FCC-commanded attitudes.,False,The claim that autopilot neutral guidance targets must not interfere with FCC commanded attitudes is not directly supported in the contexts.,,skipped,True
What verification evidence demonstrates the navigation solution’s 5 ms end-to-end publish-latency requirement at 200 Hz is met?,1-hop,vanilla,azure,none,1,2828,544,178,722,,INS-053;ENG-041;NAV-010;GCS-037;CDL-038,5,0,,,,,"The retrieved requirements do not specify a navigation solution end-to-end publish-latency requirement of 5 ms at 200 Hz. The closest relevant requirement is:

- [NAV-010]: The NAV Fusion function shall publish the aircraft-state bundle at 50 Hz with transport latency not exceeding 15 ms from the underlying sensor measurement.

None of the provided requirements mention a 5 ms latency or a 200 Hz publish rate for navigation. Additionally, the provided test verification for latency ([INS-053], [ENG-041], [GCS-037], [CDL-038]) addresses other functions and thresholds.

**Conclusion:**  
There is no verification evidence in the retrieved requirements demonstrating that a navigation solution’s 5 ms end-to-end publish-latency requirement at 200 Hz is met. The available requirement [NAV-010] specifies 15 ms at 50 Hz.",True,The answer correctly states that no retrieved context provides verification evidence for a navigation 5 ms at 200 Hz requirement and accurately cites NAV-010 as the closest item.,True,The answer accurately reflects that none of the retrieved contexts specify a 5 ms publish-latency at 200 Hz for navigation and identifies the closest related requirement.,,skipped,True
Which command-authentication fault-injection verification demonstrates compliance with the cited security assurance activities reference set?,1-hop,vanilla,azure,none,1,1763,510,152,662,,SEC-019;PLD-035;CDL-039;SEC-016;EMS-035,5,0,,,,,"[SEC-019] meets the cited security assurance activities reference set (DO-356A). It specifies end-to-end command-authentication verification by fault-injection of malformed HMAC, replayed sequence numbers, stale timestamps, and wrong-key messages, requiring 100% rejection across 1,000 injections [SEC-019]. DO-356A is listed as its reference, indicating compliance demonstration.

[PLD-035] also requires fault-injection-based command-authentication verification (malformed, replayed, stale commands) per DO-326A [PLD-035], which is a related but distinct standard.

Therefore, [SEC-019] specifically demonstrates compliance with the DO-356A security assurance activities reference set cited in the context.",True,"All factual claims are supported by the retrieved contexts, including that SEC-019 is the DO-356A-referenced fault-injection verification and PLD-035 is instead tied to DO-326A.",True,"[SEC-019] content, the fault-injection details, rejection requirement, and DO-356A reference are all directly supported by the retrieved contexts.",,skipped,True
Which endurance-capacity requirement is referenced by the laboratory discharge verification for the 30-minute RTB load profile?,1-hop,graphrag,azure,none,1,1923,1342,152,1494,,APM-037;APM-009;CDL-025;DLNK-016;PWR-035;PWR-018;FCC-055;COMM-016;AUTO-022;EMS-029;FCC-036;GPS-026;INS-035;NAV-026;PLD-028,15,0,,,,,"The laboratory discharge verification for the 30-minute RTB load profile ([APM-037]) references the main battery endurance-capacity requirement specified in [APM-009]. Specifically, [APM-037] states that the test ""shall be verified by a laboratory discharge test at the RTB-load profile over 30 min, demonstrating terminal voltage remains above cutoff and DoD does not exceed 70 %,"" which is a direct verification of [APM-009]: ""The main battery capacity shall be sized to sustain the essential-bus and emergency-bus load ... for at least 30 min at 70 % DoD, supporting the return-to-base profile per ##AUTO.AUTO-022.""

**Referenced requirement:** [APM-009]",True,"APM-037 explicitly verifies APM-009, which is the endurance-capacity requirement for the 30-minute RTB load profile.",True,All claims about [APM-037] verifying [APM-009] for the 30-minute RTB load profile are directly supported by the retrieved contexts.,,skipped,True
"For autonomous mode engagement exceptions, what authentication mechanism must operator engagement requests use on the control data links?",1-hop,graphrag,azure,none,1,3596,1280,219,1499,,AUTO-006;GCS-008;ICE-019;EMS-024;FCC-011;SEC-015;HMI-050;EPS-018;APM-029;AUTO-010;AUTO-020;AUTO-022;BIT-020;BIT-031;CDL-030,15,0,,,,,"For autonomous mode engagement exceptions (i.e., any mode other than DAA RESOLUTION and RTB, which may be engaged autonomously per AUTO-020 and AUTO-022), operator engagement requests must be authenticated per SEC-010 [AUTO-006]. This applies to commands sent over the control data link (CDL), which is referenced as requiring authentication in both ICE-019 and FCC-011.

- AUTO-006: “Engagement requests shall be authenticated per ##SEC.SEC-010.”
- FCC-011: “…shall accept external mode-change requests only if they are cryptographically authenticated per ##SEC.SEC-010…”
- ICE-019: “…shall accept operator commands (mode change, manual override) from the GCS per ##CDL.CDL-030 with authentication.”
- SEC-010 (referenced) mandates the use of cryptographic authentication.

**Summary:** Operator engagement requests for mode changes (except those autonomously triggered) on the control data links must use cryptographic authentication per SEC-010 [AUTO-006, FCC-011, ICE-019].",False,"The answer adds that SEC-010 mandates cryptographic authentication, but SEC-010 is not provided in the contexts.",False,The claim that SEC-010 'mandates the use of cryptographic authentication' is not literally supported; the contents of SEC-010 are not provided in the contexts.,,skipped,True
"Which radar altimeter mode requirement supports terrain-avoidance advisory coupling, and which autopilot requirement governs autonomous DAA resolution engagement?",1-hop,graphrag,azure,none,1,1379,1533,169,1702,,RADAR-017;AUTO-020;AUTO-006;RADAR-025;RADAR-005;RADAR-009;STR-015;RADAR-007;AUTO-022;AUTO-027;AUTO-035;AUTO-038;CDL-005;CDL-024;CDL-030,15,0,,,,,"The radar altimeter mode requirement that supports terrain-avoidance advisory coupling is **[RADAR-017]**, which states:  
> ""The Radar Altimeter shall support DAA resolution advisory integration via coupling with the EOIR/DAA computer..., providing AGL validation for terrain-avoidance resolution manoeuvres..."" [RADAR-017].

The autopilot requirement that governs autonomous DAA resolution engagement is **[AUTO-020]**, which specifies:  
> ""On receipt of a validated DAA resolution advisory from ##RADAR.RADAR-025, the Autopilot shall autonomously engage DAA RESOLUTION mode within 200 ms, executing the commanded vertical or lateral manoeuvre at rates specified in the DAA_Resolution_Rates table (AUTO-035) until the conflict is resolved."" [AUTO-020].",True,All factual claims and cited requirement IDs are directly supported by the provided contexts.,True,Both cited requirements and quoted content are explicitly present in the retrieved contexts.,,skipped,True
What authentication and access conditions must be met to use the INS maintenance port for firmware updates during ground fault-injection testing commanded by BIT?,2-hop,vanilla,azure,none,1,2142,534,207,741,,SEC-015;BIT-020;PWR-027;BIT-040;BIT-010,5,0,,,,,"To use the INS maintenance port for firmware updates during ground fault-injection testing commanded by BIT, the following authentication and access conditions must be met:

1. **Operator Authentication:** Multi-factor authentication is required for all maintenance-mode operations, software updates, and configuration changes across the INS maintenance port. This authentication process must comply with the specifications in ##GCS.GCS-008 [SEC-015].

2. **Maintenance Authorization:** Access is permitted only during ground maintenance activities and must be authenticated as above [SEC-015], [BIT-020].

3. **BIT Command Authorization:** Fault-injection testing, specifically for non-destructive tests during ground maintenance, may be triggered by BIT, but only after authentication via the INS maintenance port per the security requirement [SEC-015], [BIT-020].

In summary: Multi-factor operator authentication must be performed for access to the INS maintenance port for firmware updates during fault-injection testing, regardless of whether commands are issued via BIT or directly [SEC-015], [BIT-020].",False,The answer adds unsupported details about INS-port-based BIT command authorization and direct command paths not stated in the contexts.,True,"All claims about multi-factor authentication, maintenance-mode access, and BIT command authorization for the INS maintenance port are directly supported by SEC-015 and BIT-020.",,skipped,False
"In INIT mode, what signed-manifest and signature-validation checks must the FMS apply before accepting a navigation database revision?",1-hop,vanilla,azure,none,1,4929,557,146,703,,FMS-006;SEC-020;FMS-010;SEC-022;HMI-037,5,0,,,,,"In INIT mode, before accepting a navigation database revision, the FMS must:

1. Load the active Navigation Database revision.
2. Verify the CRC of the database against the signed manifest per SEC-020 [FMS-006].
3. Verify the digital signature on the manifest using an asymmetric public-key scheme (RSA-3072 or ECDSA-P256 minimum) [SEC-020].
4. Reject any load whose signature is invalid, expired, or revoked [SEC-020].
5. Reject any database whose AIRAC cycle has expired more than 56 days ago [FMS-006].

These checks ensure both data integrity and authenticity as specified in [FMS-006] and [SEC-020].",True,"All claims are supported by FMS-006 and SEC-020, with only light inference that the signed manifest's signature must be verified.",False,"The requirement to verify the CRC against the signed manifest is supported, but verifying the digital signature specifically 'on the manifest' is not in the contexts; SEC-020 refers to loadable data a",,skipped,False
