query,query_type,pipeline,embedder,reranker,repeat,latency_ms,prompt_tokens,completion_tokens,total_tokens,cited_ids,source_ids,n_sources,iter_count,verdict,intent,routed_to,route_reason,citation_precision,citation_recall,citation_f1,retrieval_recall,context_precision,n_cited,n_gold,hop_count,stratum,is_cross_module
"According to Pew, in 2010, what percent of Nigeria's population practiced the religion dominant in the countries surrounding Armenia?",1-hop,agentic-graph,azure,none,0,12856,4733,364,5097,MQ-057-P07,MQ-057-P07;MQ-057-P12;MQ-068-P09;MQ-057-P01;MQ-068-P07,5,3,continue,semantic,,,1.0,0.5,0.6667,0.5,0.2,1,2,1,1-hop,False
From where do buses leave the city CKIS-FM serves?,1-hop,vanilla,azure,none,0,2459,634,53,687,MQ-058-P10,MQ-058-P10;MQ-087-P04;MQ-058-P15;MQ-195-P09;MQ-058-P08,5,0,,,,,1.0,0.5,0.6667,0.5,0.2,1,2,1,1-hop,False
From where do buses leave the city CKIS-FM serves?,1-hop,graphrag,azure,none,0,4483,1110,117,1227,MQ-058-P10;MQ-058-P00,MQ-058-P10;MQ-087-P04;MQ-058-P15;MQ-195-P09;MQ-058-P08;MQ-087-P02;MQ-096-P07;MQ-112-P14;MQ-058-P00,9,0,,,,,1.0,1.0,1.0,1.0,0.2222,2,2,1,1-hop,False
From where do buses leave the city CKIS-FM serves?,1-hop,agentic-graph,azure,none,0,12772,4257,295,4552,MQ-058-P10;MQ-096-P15;MQ-110-P13;MQ-112-P08;MQ-080-P09,MQ-058-P10;MQ-096-P15;MQ-110-P13;MQ-112-P08;MQ-080-P09,5,3,continue,semantic,,,0.2,0.5,0.2857,0.5,0.2,5,2,1,1-hop,False
Who is the child of Sigrid Eskilsdotter's child?,1-hop,vanilla,azure,none,0,4016,712,82,794,MQ-059-P15,MQ-059-P15;MQ-059-P04;MQ-037-P06;MQ-103-P08;MQ-005-P16,5,0,,,,,1.0,0.5,0.6667,1.0,0.4,1,2,1,1-hop,False
Who is the child of Sigrid Eskilsdotter's child?,1-hop,graphrag,azure,none,0,3093,968,48,1016,MQ-059-P15,MQ-059-P15;MQ-059-P04;MQ-037-P06;MQ-103-P08;MQ-005-P16;MQ-132-P14;MQ-040-P16;MQ-016-P08,8,0,,,,,1.0,0.5,0.6667,1.0,0.25,1,2,1,1-hop,False
Who is the child of Sigrid Eskilsdotter's child?,1-hop,agentic-graph,azure,none,0,8604,2281,235,2516,,,0,3,continue,semantic,,,0.0,0.0,0.0,0.0,0.0,0,2,1,1-hop,False
This is an instance of who was named commander in chief of texas forces by the new national government of texas National Forest?,1-hop,vanilla,azure,none,0,2530,906,84,990,MQ-060-P00,MQ-060-P07;MQ-060-P02;MQ-060-P09;MQ-060-P19;MQ-060-P00,5,0,,,,,1.0,0.5,0.6667,1.0,0.4,1,2,1,1-hop,False
This is an instance of who was named commander in chief of texas forces by the new national government of texas National Forest?,1-hop,graphrag,azure,none,0,4157,1231,135,1366,MQ-060-P00,MQ-060-P07;MQ-060-P02;MQ-060-P09;MQ-060-P19;MQ-060-P00;MQ-060-P17;MQ-033-P04;MQ-015-P06,8,0,,,,,1.0,0.5,0.6667,1.0,0.25,1,2,1,1-hop,False
This is an instance of who was named commander in chief of texas forces by the new national government of texas National Forest?,1-hop,agentic-graph,azure,none,0,14953,4566,456,5022,MQ-060-P00,MQ-060-P00;MQ-060-P02;MQ-060-P19;MQ-033-P04;MQ-060-P09,5,3,continue,semantic,,,1.0,0.5,0.6667,0.5,0.2,1,2,1,1-hop,False
Who is a cast member of the show that contains the character Michael Knight?,1-hop,vanilla,azure,none,0,1970,648,29,677,MQ-061-P11,MQ-061-P11;MQ-061-P14;MQ-061-P00;MQ-061-P17;MQ-085-P03,5,0,,,,,1.0,0.5,0.6667,1.0,0.4,1,2,1,1-hop,False
Who is a cast member of the show that contains the character Michael Knight?,1-hop,graphrag,azure,none,0,3494,1227,51,1278,MQ-061-P11;MQ-061-P00,MQ-061-P11;MQ-061-P14;MQ-061-P00;MQ-061-P17;MQ-085-P03;MQ-085-P10;MQ-087-P05;MQ-061-P02;MQ-087-P10;MQ-087-P15,10,0,,,,,0.5,0.5,0.5,1.0,0.2,2,2,1,1-hop,False
Who is a cast member of the show that contains the character Michael Knight?,1-hop,agentic-graph,azure,none,0,12264,4110,206,4316,MQ-061-P11,MQ-061-P11;MQ-061-P00;MQ-061-P14;MQ-061-P17;MQ-085-P03,5,3,continue,semantic,,,1.0,0.5,0.6667,1.0,0.4,1,2,1,1-hop,False
Who was the first black student admitted to where Robert Khayat was educated?,1-hop,vanilla,azure,none,0,2241,855,47,902,MQ-062-P18;MQ-062-P16,MQ-062-P18;MQ-062-P16;MQ-105-P04;MQ-069-P13;MQ-097-P14,5,0,,,,,1.0,1.0,1.0,1.0,0.4,2,2,1,1-hop,False
Who was the first black student admitted to where Robert Khayat was educated?,1-hop,graphrag,azure,none,0,3941,1208,82,1290,MQ-062-P18;MQ-062-P16,MQ-062-P18;MQ-062-P16;MQ-105-P04;MQ-069-P13;MQ-097-P14;MQ-062-P03;MQ-062-P08;MQ-062-P09,8,0,,,,,1.0,1.0,1.0,1.0,0.25,2,2,1,1-hop,False
Who was the first black student admitted to where Robert Khayat was educated?,1-hop,agentic-graph,azure,none,0,5713,2157,124,2281,,,0,3,continue,semantic,,,0.0,0.0,0.0,0.0,0.0,0,2,1,1-hop,False
What is the maximum amount of load that can be drawn by the device where 1.1 was the first widely used version?,1-hop,vanilla,azure,none,0,2474,1419,86,1505,MQ-063-P17;MQ-063-P09,MQ-063-P09;MQ-063-P00;MQ-063-P17;MQ-056-P02;MQ-063-P07,5,0,,,,,1.0,1.0,1.0,1.0,0.4,2,2,1,1-hop,False
What is the maximum amount of load that can be drawn by the device where 1.1 was the first widely used version?,1-hop,graphrag,azure,none,0,3997,2030,93,2123,MQ-063-P17;MQ-063-P09,MQ-063-P09;MQ-063-P00;MQ-063-P17;MQ-056-P02;MQ-063-P07;MQ-056-P11;MQ-063-P15;MQ-063-P12,8,0,,,,,1.0,1.0,1.0,1.0,0.25,2,2,1,1-hop,False
What is the maximum amount of load that can be drawn by the device where 1.1 was the first widely used version?,1-hop,agentic-graph,azure,none,0,11705,4685,266,4951,MQ-063-P17;MQ-063-P09,MQ-063-P09;MQ-063-P00;MQ-063-P17;MQ-063-P15;MQ-063-P07,5,3,continue,semantic,,,1.0,1.0,1.0,1.0,0.4,2,2,1,1-hop,False
"Who employs the author of ""Ravenswood: The Steelworkers' Victory and the Revival of American Labor""?",1-hop,vanilla,azure,none,0,2558,557,82,639,MQ-064-P12;MQ-064-P07,MQ-064-P12;MQ-064-P10;MQ-064-P11;MQ-064-P07;MQ-008-P06,5,0,,,,,1.0,1.0,1.0,1.0,0.4,2,2,1,1-hop,False
"Who employs the author of ""Ravenswood: The Steelworkers' Victory and the Revival of American Labor""?",1-hop,graphrag,azure,none,0,3067,900,51,951,MQ-064-P12;MQ-064-P07,MQ-064-P12;MQ-064-P10;MQ-064-P11;MQ-064-P07;MQ-008-P06;MQ-095-P06;MQ-006-P14;MQ-013-P06,8,0,,,,,1.0,1.0,1.0,1.0,0.25,2,2,1,1-hop,False
"Who employs the author of ""Ravenswood: The Steelworkers' Victory and the Revival of American Labor""?",1-hop,agentic-graph,azure,none,0,12119,3928,318,4246,MQ-064-P07;MQ-064-P12,MQ-064-P12;MQ-064-P11;MQ-064-P10;MQ-006-P14;MQ-064-P07,5,3,continue,semantic,,,1.0,1.0,1.0,1.0,0.4,2,2,1,1-hop,False
"Why was Common Sense, by the same author as Rights of Man, an important work?",1-hop,vanilla,azure,none,0,4173,874,199,1073,MQ-065-P05;MQ-065-P00,MQ-065-P05;MQ-065-P15;MQ-065-P00;MQ-065-P13;MQ-143-P08,5,0,,,,,0.5,0.5,0.5,1.0,0.4,2,2,1,1-hop,False
"Why was Common Sense, by the same author as Rights of Man, an important work?",1-hop,graphrag,azure,none,0,5669,1634,235,1869,MQ-065-P05;MQ-065-P00,MQ-065-P05;MQ-065-P15;MQ-065-P00;MQ-065-P13;MQ-143-P08;MQ-008-P07;MQ-008-P14;MQ-065-P04;MQ-008-P17,9,0,,,,,0.5,0.5,0.5,1.0,0.2222,2,2,1,1-hop,False
"Why was Common Sense, by the same author as Rights of Man, an important work?",1-hop,agentic-graph,azure,none,0,10098,2451,368,2819,,,0,3,continue,semantic,,,0.0,0.0,0.0,0.0,0.0,0,2,1,1-hop,False
Who was the spouse of the person the Bible says was the first king of Israel?,1-hop,vanilla,azure,none,0,2484,750,70,820,MQ-066-P15;MQ-066-P05,MQ-066-P17;MQ-066-P15;MQ-066-P05;MQ-066-P08;MQ-066-P12,5,0,,,,,1.0,1.0,1.0,1.0,0.4,2,2,1,1-hop,False
Who was the spouse of the person the Bible says was the first king of Israel?,1-hop,graphrag,azure,none,0,3473,1142,82,1224,MQ-066-P15;MQ-066-P05,MQ-066-P17;MQ-066-P15;MQ-066-P05;MQ-066-P08;MQ-066-P12;MQ-066-P18;MQ-066-P16;MQ-000-P15,8,0,,,,,1.0,1.0,1.0,1.0,0.25,2,2,1,1-hop,False
Who was the spouse of the person the Bible says was the first king of Israel?,1-hop,agentic-graph,azure,none,0,9543,2950,197,3147,,,0,3,continue,semantic,,,0.0,0.0,0.0,0.0,0.0,0,2,1,1-hop,False
The native country of emu birds started conscription. This occurred during the war depicted in The Things They Carried. What year did the draft start?,2-hop,vanilla,azure,none,0,2470,819,80,899,MQ-067-P12;MQ-067-P16,MQ-067-P12;MQ-067-P11;MQ-067-P17;MQ-067-P16;MQ-147-P10,5,0,,,,,1.0,0.6667,0.8,0.6667,0.4,2,3,2,2-hop,False
The native country of emu birds started conscription. This occurred during the war depicted in The Things They Carried. What year did the draft start?,2-hop,graphrag,azure,none,0,3414,1422,78,1500,MQ-067-P18;MQ-067-P12;MQ-067-P16,MQ-067-P12;MQ-067-P11;MQ-067-P17;MQ-067-P16;MQ-147-P10;MQ-152-P15;MQ-067-P01;MQ-045-P15;MQ-067-P18,9,0,,,,,1.0,1.0,1.0,1.0,0.3333,3,3,2,2-hop,False
The native country of emu birds started conscription. This occurred during the war depicted in The Things They Carried. What year did the draft start?,2-hop,agentic-graph,azure,none,0,6818,2249,174,2423,,,0,3,continue,semantic,,,0.0,0.0,0.0,0.0,0.0,0,3,2,2-hop,False
In the Arabic dictionary what is the meaning of the word that also refers to the majority religion in India when the country containing the Neolithic graveyards was created?,2-hop,vanilla,azure,none,0,4174,1480,175,1655,MQ-057-P01;MQ-068-P07;MQ-068-P09;MQ-068-P01,MQ-057-P01;MQ-068-P07;MQ-068-P09;MQ-068-P01;MQ-068-P16,5,0,,,,,0.25,0.3333,0.2857,0.3333,0.2,4,3,2,2-hop,False
In the Arabic dictionary what is the meaning of the word that also refers to the majority religion in India when the country containing the Neolithic graveyards was created?,2-hop,graphrag,azure,none,0,4919,2303,178,2481,MQ-057-P01;MQ-068-P07;MQ-068-P09;MQ-068-P01;MQ-068-P14;MQ-068-P17,MQ-057-P01;MQ-068-P07;MQ-068-P09;MQ-068-P01;MQ-068-P16;MQ-145-P14;MQ-068-P02;MQ-068-P14;MQ-068-P17,9,0,,,,,0.5,1.0,0.6667,1.0,0.3333,6,3,2,2-hop,False
In the Arabic dictionary what is the meaning of the word that also refers to the majority religion in India when the country containing the Neolithic graveyards was created?,2-hop,agentic-graph,azure,none,0,17882,5523,712,6235,MQ-057-P01;MQ-068-P07;MQ-068-P09;MQ-068-P01,MQ-057-P01;MQ-068-P07;MQ-068-P09;MQ-068-P01;MQ-068-P16,5,3,continue,semantic,,,0.25,0.3333,0.2857,0.3333,0.2,4,3,2,2-hop,False
"When did the party that had majorities in Congress prior to the 1954 elections, take control of the organization that determines the rules of the US house and US senate?",2-hop,vanilla,azure,none,0,3396,961,155,1116,MQ-069-P14;MQ-081-P01;MQ-070-P02;MQ-105-P14;MQ-081-P18,MQ-069-P14;MQ-081-P01;MQ-070-P02;MQ-105-P14;MQ-081-P18,5,0,,,,,0.0,0.0,0.0,0.0,0.0,5,3,2,2-hop,False
"When did the party that had majorities in Congress prior to the 1954 elections, take control of the organization that determines the rules of the US house and US senate?",2-hop,graphrag,azure,none,0,5905,1618,260,1878,MQ-105-P13;MQ-070-P00;MQ-105-P19,MQ-069-P14;MQ-081-P01;MQ-070-P02;MQ-105-P14;MQ-081-P18;MQ-105-P13;MQ-105-P11;MQ-070-P01;MQ-070-P00;MQ-070-P07;MQ-105-P19,11,0,,,,,0.0,0.0,0.0,0.0,0.0,3,3,2,2-hop,False
"When did the party that had majorities in Congress prior to the 1954 elections, take control of the organization that determines the rules of the US house and US senate?",2-hop,agentic-graph,azure,none,0,17281,4892,553,5445,MQ-069-P14;MQ-081-P01;MQ-070-P02;MQ-105-P14;MQ-081-P18,MQ-069-P14;MQ-081-P01;MQ-070-P02;MQ-105-P14;MQ-081-P18,5,3,continue,semantic,,,0.0,0.0,0.0,0.0,0.0,5,3,2,2-hop,False
When did the party holding the majority in the House of Representatives take control of the determiner of rules of the House and Senate?,2-hop,vanilla,azure,none,0,4696,783,225,1008,MQ-069-P14;MQ-081-P01;MQ-070-P02;MQ-105-P14,MQ-069-P14;MQ-081-P01;MQ-070-P02;MQ-105-P14;MQ-070-P08,5,0,,,,,0.0,0.0,0.0,0.0,0.0,4,3,2,2-hop,False
When did the party holding the majority in the House of Representatives take control of the determiner of rules of the House and Senate?,2-hop,graphrag,azure,none,0,4706,1228,149,1377,MQ-069-P14;MQ-081-P01;MQ-070-P08;MQ-081-P13;MQ-081-P14,MQ-069-P14;MQ-081-P01;MQ-070-P02;MQ-105-P14;MQ-070-P08;MQ-081-P18;MQ-081-P13;MQ-081-P14,8,0,,,,,0.0,0.0,0.0,0.0,0.0,5,3,2,2-hop,False
When did the party holding the majority in the House of Representatives take control of the determiner of rules of the House and Senate?,2-hop,agentic-graph,azure,none,0,15796,2708,660,3368,,,0,3,continue,semantic,,,0.0,0.0,0.0,0.0,0.0,0,3,2,2-hop,False
When was the death penalty reinstated in the state that contains the county where Howard Mill is located?,2-hop,vanilla,azure,none,0,2592,754,89,843,MQ-071-P02;MQ-071-P00,MQ-033-P18;MQ-071-P00;MQ-071-P02;MQ-033-P12;MQ-042-P19,5,0,,,,,1.0,0.6667,0.8,0.6667,0.4,2,3,2,2-hop,False
When was the death penalty reinstated in the state that contains the county where Howard Mill is located?,2-hop,graphrag,azure,none,0,3430,1638,52,1690,MQ-071-P02,MQ-033-P18;MQ-071-P00;MQ-071-P02;MQ-033-P12;MQ-042-P19;MQ-195-P02;MQ-040-P17;MQ-071-P09;MQ-071-P05;MQ-195-P01;MQ-195-P18;MQ-195-P00,12,0,,,,,1.0,0.3333,0.5,1.0,0.25,1,3,2,2-hop,False
When was the death penalty reinstated in the state that contains the county where Howard Mill is located?,2-hop,agentic-graph,azure,none,0,13324,4365,401,4766,MQ-071-P02;MQ-071-P00,MQ-033-P18;MQ-033-P12;MQ-071-P00;MQ-071-P02;MQ-042-P19,5,3,continue,semantic,,,1.0,0.6667,0.8,0.6667,0.4,2,3,2,2-hop,False
What does SEAL stand for in the military group that is part of the branch that operates the USS Askari?,2-hop,vanilla,azure,none,0,2684,769,75,844,MQ-072-P01;MQ-098-P03;MQ-113-P14;MQ-072-P08,MQ-072-P08;MQ-072-P01;MQ-098-P03;MQ-113-P14;MQ-072-P09,5,0,,,,,0.5,0.6667,0.5714,0.6667,0.4,4,3,2,2-hop,False
What does SEAL stand for in the military group that is part of the branch that operates the USS Askari?,2-hop,graphrag,azure,none,0,3598,1696,91,1787,MQ-072-P01;MQ-098-P03;MQ-113-P14;MQ-072-P08,MQ-072-P08;MQ-072-P01;MQ-098-P03;MQ-113-P14;MQ-072-P09;MQ-098-P12;MQ-113-P07;MQ-072-P02;MQ-072-P14;MQ-098-P06;MQ-113-P16;MQ-098-P11;MQ-113-P19,13,0,,,,,0.5,0.6667,0.5714,1.0,0.2308,4,3,2,2-hop,False
What does SEAL stand for in the military group that is part of the branch that operates the USS Askari?,2-hop,agentic-graph,azure,none,0,12944,4400,306,4706,MQ-072-P01;MQ-098-P03;MQ-113-P14,MQ-072-P01;MQ-098-P03;MQ-113-P14;MQ-072-P09;MQ-098-P12,5,3,continue,semantic,,,0.3333,0.3333,0.3333,0.3333,0.2,3,3,2,2-hop,False
"Who was the first elected president of the country where, along with the nation where Ágnes Konkoly is from, many expelled French Jews relocated to?",2-hop,vanilla,azure,none,0,4407,806,170,976,MQ-073-P17;MQ-073-P18;MQ-143-P07;MQ-035-P01,MQ-073-P18;MQ-143-P07;MQ-073-P17;MQ-035-P01;MQ-055-P08,5,0,,,,,0.25,0.3333,0.2857,0.3333,0.2,4,3,2,2-hop,False
"Who was the first elected president of the country where, along with the nation where Ágnes Konkoly is from, many expelled French Jews relocated to?",2-hop,graphrag,azure,none,0,4140,2524,122,2646,MQ-073-P17;MQ-150-P00;MQ-073-P07;MQ-143-P12;MQ-073-P08,MQ-073-P18;MQ-143-P07;MQ-073-P17;MQ-035-P01;MQ-055-P08;MQ-150-P00;MQ-073-P07;MQ-143-P12;MQ-073-P08;MQ-143-P10;MQ-143-P13;MQ-150-P08;MQ-143-P14;MQ-150-P13,14,0,,,,,0.6,1.0,0.75,1.0,0.2143,5,3,2,2-hop,False
"Who was the first elected president of the country where, along with the nation where Ágnes Konkoly is from, many expelled French Jews relocated to?",2-hop,agentic-graph,azure,none,0,5177,2181,80,2261,,,0,3,continue,semantic,,,0.0,0.0,0.0,0.0,0.0,0,3,2,2-hop,False
What was Nintendo's limit on games per developer per year on the platform of Nightshade?,2-hop,vanilla,azure,none,0,3032,1193,81,1274,MQ-074-P11;MQ-074-P00;MQ-074-P19,MQ-074-P00;MQ-187-P06;MQ-074-P19;MQ-187-P12;MQ-074-P11,5,0,,,,,0.6667,0.6667,0.6667,0.6667,0.4,3,3,2,2-hop,False
What was Nintendo's limit on games per developer per year on the platform of Nightshade?,2-hop,graphrag,azure,none,0,3308,2436,44,2480,MQ-074-P11;MQ-074-P00,MQ-074-P00;MQ-187-P06;MQ-074-P19;MQ-187-P12;MQ-074-P11;MQ-074-P09;MQ-187-P19;MQ-074-P06;MQ-074-P01;MQ-187-P05;MQ-187-P02,11,0,,,,,0.5,0.3333,0.4,1.0,0.2727,2,3,2,2-hop,False
What was Nintendo's limit on games per developer per year on the platform of Nightshade?,2-hop,agentic-graph,azure,none,0,6664,2284,213,2497,,,0,3,continue,semantic,,,0.0,0.0,0.0,0.0,0.0,0,3,2,2-hop,False
The population of the country that worked with the outfit behind Man in Space Soonest numbers how much?,2-hop,vanilla,azure,none,0,3259,887,140,1027,MQ-075-P17;MQ-075-P01,MQ-075-P17;MQ-075-P01;MQ-199-P15;MQ-184-P17;MQ-038-P02,5,0,,,,,0.5,0.3333,0.4,0.3333,0.2,2,3,2,2-hop,False
The population of the country that worked with the outfit behind Man in Space Soonest numbers how much?,2-hop,graphrag,azure,none,0,4214,1703,131,1834,MQ-075-P17;MQ-075-P09;MQ-075-P07,MQ-075-P17;MQ-075-P01;MQ-199-P15;MQ-184-P17;MQ-038-P02;MQ-118-P17;MQ-048-P18;MQ-192-P12;MQ-075-P09;MQ-075-P07,10,0,,,,,1.0,1.0,1.0,1.0,0.3,3,3,2,2-hop,False
The population of the country that worked with the outfit behind Man in Space Soonest numbers how much?,2-hop,agentic-graph,azure,none,0,13021,4282,356,4638,MQ-075-P17;MQ-075-P01,MQ-075-P17;MQ-038-P02;MQ-075-P01;MQ-032-P19;MQ-192-P12,5,3,continue,semantic,,,0.5,0.3333,0.4,0.3333,0.2,2,3,2,2-hop,False
How many times did the plague occur in the city where the painter of The Bacchanal of the Andrians died?,2-hop,vanilla,azure,none,0,3101,1194,126,1320,MQ-076-P00;MQ-115-P09,MQ-076-P00;MQ-115-P09;MQ-076-P06;MQ-093-P04;MQ-076-P15,5,0,,,,,0.5,0.3333,0.4,0.6667,0.4,2,3,2,2-hop,False
How many times did the plague occur in the city where the painter of The Bacchanal of the Andrians died?,2-hop,graphrag,azure,none,0,3938,2276,103,2379,MQ-076-P00;MQ-115-P09,MQ-076-P00;MQ-115-P09;MQ-076-P06;MQ-093-P04;MQ-076-P15;MQ-076-P16;MQ-093-P05;MQ-115-P15;MQ-076-P11;MQ-093-P06;MQ-115-P04;MQ-115-P12;MQ-093-P17,13,0,,,,,0.5,0.3333,0.4,1.0,0.2308,2,3,2,2-hop,False
How many times did the plague occur in the city where the painter of The Bacchanal of the Andrians died?,2-hop,agentic-graph,azure,none,0,7359,2296,164,2460,,,0,3,continue,semantic,,,0.0,0.0,0.0,0.0,0.0,0,3,2,2-hop,False
"What UK label was bought by the broadcast company that, along with ABC and the original network of Undercovers, is one of the major broadcasters based in New York?",2-hop,vanilla,azure,none,0,2963,648,96,744,MQ-077-P17;MQ-077-P01;MQ-087-P10;MQ-077-P10,MQ-077-P17;MQ-077-P01;MQ-087-P10;MQ-077-P10;MQ-077-P14,5,0,,,,,0.75,1.0,0.8571,1.0,0.6,4,3,2,2-hop,False
"What UK label was bought by the broadcast company that, along with ABC and the original network of Undercovers, is one of the major broadcasters based in New York?",2-hop,graphrag,azure,none,0,3950,1370,82,1452,MQ-077-P17;MQ-077-P01;MQ-087-P10;MQ-077-P10,MQ-077-P17;MQ-077-P01;MQ-087-P10;MQ-077-P10;MQ-077-P14;MQ-077-P11;MQ-087-P08;MQ-024-P08;MQ-087-P05;MQ-087-P15,10,0,,,,,0.75,1.0,0.8571,1.0,0.3,4,3,2,2-hop,False
"What UK label was bought by the broadcast company that, along with ABC and the original network of Undercovers, is one of the major broadcasters based in New York?",2-hop,agentic-graph,azure,none,0,8114,2338,215,2553,,,0,3,continue,semantic,,,0.0,0.0,0.0,0.0,0.0,0,3,2,2-hop,False
What time do alcohol sales begin in the largest state of the region where the fictional Gilead is located in The Handmaid's Tale?,2-hop,vanilla,azure,none,0,3702,727,139,866,MQ-078-P03;MQ-078-P15;MQ-078-P14;MQ-078-P13,MQ-078-P03;MQ-078-P13;MQ-078-P15;MQ-078-P14;MQ-078-P05,5,0,,,,,0.5,0.6667,0.5714,0.6667,0.4,4,3,2,2-hop,False
What time do alcohol sales begin in the largest state of the region where the fictional Gilead is located in The Handmaid's Tale?,2-hop,graphrag,azure,none,0,3787,1373,70,1443,MQ-078-P15;MQ-078-P14;MQ-078-P16;MQ-078-P13,MQ-078-P03;MQ-078-P13;MQ-078-P15;MQ-078-P14;MQ-078-P05;MQ-078-P11;MQ-078-P08;MQ-078-P02;MQ-078-P16,9,0,,,,,0.75,1.0,0.8571,1.0,0.3333,4,3,2,2-hop,False
What time do alcohol sales begin in the largest state of the region where the fictional Gilead is located in The Handmaid's Tale?,2-hop,agentic-graph,azure,none,0,6918,2268,172,2440,,,0,3,continue,semantic,,,0.0,0.0,0.0,0.0,0.0,0,3,2,2-hop,False
How many people live in the largest state of the region where The Family Stone takes place?,2-hop,vanilla,azure,none,0,3059,714,67,781,MQ-079-P03,MQ-079-P03;MQ-198-P14;MQ-181-P00;MQ-079-P16;MQ-154-P05,5,0,,,,,1.0,0.3333,0.5,0.3333,0.2,1,3,2,2-hop,False
How many people live in the largest state of the region where The Family Stone takes place?,2-hop,graphrag,azure,none,0,3629,2193,65,2258,MQ-079-P03;MQ-079-P07;MQ-079-P02,MQ-079-P03;MQ-198-P14;MQ-181-P00;MQ-079-P16;MQ-154-P05;MQ-194-P04;MQ-057-P15;MQ-198-P03;MQ-079-P02;MQ-079-P07;MQ-154-P00;MQ-154-P11;MQ-194-P03;MQ-194-P10;MQ-154-P16,15,0,,,,,1.0,1.0,1.0,1.0,0.2,3,3,2,2-hop,False
How many people live in the largest state of the region where The Family Stone takes place?,2-hop,agentic-graph,azure,none,0,13489,4195,365,4560,MQ-079-P03;MQ-144-P05;MQ-166-P15;MQ-198-P01;MQ-194-P04,MQ-079-P03;MQ-144-P05;MQ-166-P15;MQ-198-P01;MQ-194-P04,5,3,continue,semantic,,,0.2,0.3333,0.25,0.3333,0.2,5,3,2,2-hop,False
"Where do greyhound buses depart from, in the city where the performer of Sleep Is the Enemy was formed?",2-hop,vanilla,azure,none,0,2839,952,85,1037,MQ-096-P09;MQ-112-P10;MQ-058-P05;MQ-080-P18;MQ-110-P04,MQ-096-P09;MQ-112-P10;MQ-058-P05;MQ-080-P18;MQ-110-P04,5,0,,,,,0.0,0.0,0.0,0.0,0.0,5,3,2,2-hop,False
"Where do greyhound buses depart from, in the city where the performer of Sleep Is the Enemy was formed?",2-hop,graphrag,azure,none,0,4613,1891,80,1971,MQ-096-P10;MQ-112-P09;MQ-058-P00,MQ-096-P09;MQ-112-P10;MQ-058-P05;MQ-080-P18;MQ-110-P04;MQ-096-P10;MQ-112-P09;MQ-058-P00;MQ-058-P10;MQ-096-P06;MQ-112-P02;MQ-096-P03;MQ-112-P00,13,0,,,,,0.0,0.0,0.0,0.0,0.0,3,3,2,2-hop,False
"Where do greyhound buses depart from, in the city where the performer of Sleep Is the Enemy was formed?",2-hop,agentic-graph,azure,none,0,15017,4494,459,4953,MQ-080-P08,MQ-080-P08;MQ-046-P14;MQ-128-P11;MQ-110-P09;MQ-141-P08,5,3,continue,semantic,,,1.0,0.3333,0.5,0.3333,0.2,1,3,2,2-hop,False
When did the majority party of the branch of government that the President calls to support appointments to the USAF gain control in the House?,2-hop,vanilla,azure,none,0,3937,953,181,1134,MQ-105-P14;MQ-069-P14;MQ-081-P01;MQ-070-P02,MQ-105-P14;MQ-069-P14;MQ-081-P01;MQ-070-P02;MQ-081-P18,5,0,,,,,0.0,0.0,0.0,0.0,0.0,4,3,2,2-hop,False
When did the majority party of the branch of government that the President calls to support appointments to the USAF gain control in the House?,2-hop,graphrag,azure,none,0,5183,1773,194,1967,MQ-081-P10;MQ-069-P14,MQ-105-P14;MQ-069-P14;MQ-081-P01;MQ-070-P02;MQ-081-P18;MQ-081-P10;MQ-081-P05;MQ-105-P13;MQ-081-P16;MQ-105-P11;MQ-105-P19,11,0,,,,,0.5,0.3333,0.4,1.0,0.2727,2,3,2,2-hop,False
When did the majority party of the branch of government that the President calls to support appointments to the USAF gain control in the House?,2-hop,agentic-graph,azure,none,0,15578,4402,552,4954,MQ-069-P16;MQ-081-P10;MQ-105-P14;MQ-070-P02,MQ-081-P10;MQ-081-P14;MQ-069-P16;MQ-105-P14;MQ-070-P02,5,3,continue,semantic,,,0.25,0.3333,0.2857,0.3333,0.2,4,3,2,2-hop,False
"What mountains can you see from Portland, in the state with the county where McCauley Mountain is located?",2-hop,vanilla,azure,none,0,2355,871,57,928,MQ-082-P15;MQ-082-P09,MQ-082-P09;MQ-082-P15;MQ-071-P05;MQ-154-P04;MQ-178-P05,5,0,,,,,1.0,0.6667,0.8,0.6667,0.4,2,3,2,2-hop,False
"What mountains can you see from Portland, in the state with the county where McCauley Mountain is located?",2-hop,graphrag,azure,none,0,4809,1461,156,1617,MQ-082-P09;MQ-082-P15,MQ-082-P09;MQ-082-P15;MQ-071-P05;MQ-154-P04;MQ-178-P05;MQ-019-P15;MQ-156-P03;MQ-082-P12;MQ-071-P02;MQ-082-P10;MQ-071-P00,11,0,,,,,1.0,0.6667,0.8,1.0,0.2727,2,3,2,2-hop,False
"What mountains can you see from Portland, in the state with the county where McCauley Mountain is located?",2-hop,agentic-graph,azure,none,0,14672,4373,399,4772,MQ-082-P09,MQ-082-P09;MQ-178-P05;MQ-195-P18;MQ-019-P15;MQ-173-P05,5,3,continue,semantic,,,1.0,0.3333,0.5,0.3333,0.2,1,3,2,2-hop,False
