query,query_type,pipeline,embedder,reranker,repeat,latency_ms,prompt_tokens,completion_tokens,total_tokens,cited_ids,source_ids,n_sources,iter_count,verdict,intent,routed_to,route_reason,judge_gpt5_faithful,judge_gpt5_reason,judge_gpt41_faithful,judge_gpt41_reason,judge_gemini_faithful,judge_gemini_reason,judge_unanimous
"In INIT mode, what signed-manifest and signature-validation checks must the FMS apply before accepting a navigation database revision?",1-hop,graphrag,azure,none,0,5464,1495,245,1740,FMS-006;SEC-020;FMS-010;SEC-022;HMI-037;NBC3-NAV-001;FMS-042;FMS-022;BIT-033;CDL-030;CDL-040;FCC-004;FDR-012;FMS-020;FMS-033,FMS-006;SEC-020;FMS-010;SEC-022;HMI-037;NBC3-NAV-001;FMS-042;FMS-022;BIT-033;CDL-030;CDL-040;FCC-004;FDR-012;FMS-020;FMS-033,15,0,,,,,True,The answer is empty and therefore makes no factual claims unsupported by the provided contexts.,True,All claims required for CRC verification against signed manifest and digital signature validation are directly stated in the retrieved contexts.,,skipped,True
How is the flight control computer’s 50 ms power-interruption continuity requirement shown compliant through the power hold-up provision and its Category Z verification testing?,2-hop,agentic-graph,azure,none,1,19563,2809,674,3483,PWR-018;FCC-036;FCC-055;FCC-045,FCC-055;FCC-036;FCC-045;FCC-053;FCC-006;EPS-025;EPS-023;EPS-024;EPS-006;EPS-017,10,0,sufficient,semantic,,,True,The answer is empty and therefore makes no factual claims unsupported by the contexts.,True,"The compliance is shown by verification testing (DO-160G §16 Category Z test at 10, 25, 50, 75 ms) per FCC-055, riding through 50 ms using hold-up energy per FCC-036, both directly described in the re",,skipped,True
"For autonomous mode engagement exceptions, what authentication mechanism must operator engagement requests use on the control data links?",1-hop,adaptive,azure,none,1,13097,3531,274,3805,ADS-014;ADS-026;ADS-017;ADS-021;ADS-004,ADS-017;ADS-026;ADS-004;ADS-014;ADS-021,5,3,continue,semantic,agentic,"default: agentic ReAct exploration (no specific signal; ids=0, mods=0, trace_kw=False, chain_ind=False, numeric=False)",False,The contexts do not mention autonomous mode engagement exceptions or any authentication mechanism for operator engagement requests on control data links.,False,No retrieved context mentions authentication mechanisms or operator engagement requests for autonomous mode exceptions.,,skipped,True
Can the flight data recorder capture fuel-state updates at a rate sufficient to support the flight management system’s top-of-climb and top-of-descent recalculation needs?,2-hop,agentic-graph,azure,none,1,20044,6331,597,6928,FCC-012;ICE-017;ICE-016;EPS-016;EPS-020,FCC-008;FCC-017;FCC-012;FCC-016;STR7-FCC-003;ICE-017;ICE-016;ICE-012;ICE-002;ICE-020;EPS-016;EPS-001;EPS-020;EPS-024;EPS-011,15,3,continue,semantic,,,True,"The answer is empty, so it makes no factual claims unsupported by the contexts.",False,No retrieved context discusses flight data recorder fuel-state update rates or FMS recalculation support.,,skipped,False
Which structural requirement defines the dedicated payload-bus routing and shielding needed to support the payload controller’s single-LRU installation near the bay rack?,1-hop,graphrag,azure,none,0,3777,1351,121,1472,STR-038;PLD-003;STR-021;SEC-014;STR-004;PWR-012;FCC-044;CDL-032;ADS-003;ALX2-FCC-001;BIT-031;CDL-024;DLNK-017;FCC-041;FCC-046,STR-038;PLD-003;STR-021;SEC-014;STR-004;PWR-012;FCC-044;CDL-032;ADS-003;ALX2-FCC-001;BIT-031;CDL-024;DLNK-017;FCC-041;FCC-046,15,0,,,,,True,STR-038 explicitly defines the dedicated payload-bus routing and EMC shielding for the payload controller’s single-LRU installation near the bay rack via PLD-003.,True,"STR-038 defines the dedicated payload-bus routing and shielding needed to support the payload controller’s single-LRU installation near the bay rack, as confirmed by its text and linkage to PLD-003.",,skipped,True
"Which flight control software requirement ultimately traces through detailed design to the flight data recording requirement for timestamped fault-event capture, and what intermediate control and recorder requirements connect them?",3+-hop,adaptive,azure,none,2,8398,1354,379,1733,FDR-001;FDR-002;FDR-022;FDR-018;FDR-008;FCC-001;FDR-015;FDR-012;AUTO-010;BIT-002;FCC-012;FMS-022;GCS-018;INS-015;NBC3-GPS-002,FDR-001;FDR-002;FDR-022;FDR-018;FDR-008;FCC-001;FDR-015;FDR-012;AUTO-010;BIT-002;FCC-012;FMS-022;GCS-018;INS-015;NBC3-GPS-002,15,0,,,graphrag,R4: traceability_kw + no_explicit_id → structural retrieval,True,"The answer is empty, so it makes no factual claims beyond the provided contexts.",False,No flight control software requirement is shown to ultimately trace through detailed design to the flight data recording requirement for timestamped fault-event capture; intermediate control and recor,,skipped,False
"When coalition sensor handover control arrives over the tactical datalink, what operator-authenticated engagement constraints apply before the autopilot can enter a commanded mode?",2-hop,vanilla,azure,none,0,5115,541,213,754,AUTO-006;PLD-015;AUTO-009;AUTO-010;AUTO-021,AUTO-006;PLD-015;AUTO-009;AUTO-010;AUTO-021,5,0,,,,,False,The contexts support only that non-DAA/RTB autopilot modes need explicit operator engagement authenticated per SEC-010; they do not mention coalition sensor handover imposing any additional constraint,False,"The contexts specify that explicit operator engagement and authentication are required for mode entry after coalition sensor handover, but do not enumerate any other 'engagement constraints' or detail",,skipped,True
"During fault-injection testing, if the APU self-shuts down on a monitored health exceedance during start, what EPS mode transition and RTB behavior must be demonstrated?",2-hop,graphrag,azure,none,0,5293,1671,225,1896,EPS-024;EPS-011;EPS-005;EPS-015;APM-023;EPS-004;EPS-006;APM-008;APM-036;AUTO-022;BIT-025;EMS-016;FDR-030;PWR-032;APM-009,EPS-024;EPS-011;EPS-005;EPS-015;APM-023;EPS-004;EPS-006;APM-008;APM-036;AUTO-022;BIT-025;EMS-016;FDR-030;PWR-032;APM-009,15,0,,,,,True,"The answer is empty, so it makes no factual claims beyond the provided contexts.",True,"EPS-011 states that on APU self-shutdown, EPS shall declare BATT_ONLY and issue RTB to AUTO, which is also verified by EPS-024 through fault-injection testing.",,skipped,True
"Which data-link requirement ultimately constrains the security and EMS references inherited by the automatic function, and how does that end-to-end trace propagate across those subsystems?",3+-hop,graphrag,azure,none,1,10032,1482,566,2048,CDL-003;SEC-028;BIT-029;DLNK-003;SEC-014;FCC-004;EMS-030;DLNK-015;CDL-028;EMS-019;EMS-021;EMS-033;FCC-011;GPS-022;GPS-023,CDL-003;SEC-028;BIT-029;DLNK-003;SEC-014;FCC-004;EMS-030;DLNK-015;CDL-028;EMS-019;EMS-021;EMS-033;FCC-011;GPS-022;GPS-023,15,0,,,,,False,The answer is empty and does not address the question using the provided requirements.,False,No context explicitly states which data-link requirement constrains security and EMS references or describes the end-to-end trace propagation across subsystems.,,skipped,True
What test evidence shows linked-mode pilot commands meet the ground-station latency requirement while being received and routed by the command data link?,2-hop,agentic-graph,azure,none,1,17853,6305,634,6939,ICE-019;FCC-007,ADS-026;ADS-017;ADS-014;ADS-005;STR7-ADS-001;FCC-006;FCC-012;FCC-053;FCC-007;ALX2-FCC-003;ICE-012;ICE-019;ICE-008;ICE-018;ICE-001,15,3,continue,semantic,,,False,"The contexts contain nothing about linked-mode pilot commands, ground-station latency, command data link routing, or test evidence for that requirement.",False,No contexts describe test evidence for linked-mode pilot command latency through the ground-station command data link.,,skipped,True
"How is an EKF divergence detected, reset, and cross-referenced to flight data recording of the divergence snapshot and reset state?",1-hop,adaptive,azure,none,0,20579,5657,833,6490,NAV-024;FDR-024;NAV-036,NAV-024;NAV-036;NAV-016;NAV-011;NAV-028;ADS-014;ADS-016;ADS-008;ADS-026;ADS-005;FCC-012;FCC-017;FCC-009;STR7-FCC-006;NBC3-FCC-004,15,3,continue,semantic,agentic,"default: agentic ReAct exploration (no specific signal; ids=0, mods=0, trace_kw=False, chain_ind=True, numeric=False)",False,The answer is empty and does not answer the question from the provided context.,True,"All claims in the answer can be directly traced to NAV-024: divergence detection by innovation sum-of-squares, reset with best estimates, and logging of the event to flight data recording.",,skipped,False
Which power requirement provides the continuously available hold-up energy the CDL relies on to ride through a 50 ms Category Z interruption?,1-hop,agentic,azure,none,2,17838,3570,495,4065,EPS-009;EPS-012,EPS-025;EPS-009;EPS-007;EPS-012;EPS-015,5,3,continue,semantic,,,False,"The answer is empty and does not identify any power requirement, so it does not answer the question from the provided contexts.",False,No context states which power requirement provides continuously available hold-up energy for the CDL during a 50 ms Category Z interruption.,,skipped,True
"For the live multi-aircraft separation test, which platform relies on navigation integration instead of an FMS, and what DAL applies to its navigation software?",2-hop,graphrag,azure,none,0,4111,1729,136,1865,NAV-001;FMS-001;DLNK-025;NAV-002;ALX2-FMS-001;ALX2-NAV-001;NBC3-NAV-001;SKT1-NAV-001;ADS-020;FCC-004;FMS-006;FMS-012;FMS-020;GPS-030;INS-001,NAV-001;FMS-001;DLNK-025;NAV-002;ALX2-FMS-001;ALX2-NAV-001;NBC3-NAV-001;SKT1-NAV-001;ADS-020;FCC-004;FMS-006;FMS-012;FMS-020;GPS-030;INS-001,15,0,,,,,False,"The contexts identify Skyrunner-T1 as using navigation integration instead of an FMS and its navigation software as DAL-B, but they do not tie Skyrunner-T1 to the live multi-aircraft separation test.",True,"The Skyrunner-T1 platform relies on navigation integration instead of an FMS (per FMS-001), and its navigation software (Navigation Integration function/NAV Fusion) is developed at DO-178C DAL-B (per ",,skipped,False
How do the GPS-derived power constraints propagate through command/data handling and back into power requirements to shape the inertial subsystem’s implementation?,3+-hop,agentic-graph,azure,none,2,23856,6168,1017,7185,PWR-018;GPS-026;INS-030;GPS-020;INS-037;FCC-034;GPS-028;SEC-015;GPS-029,GPS-026;GPS-029;GPS-020;GPS-028;GPS-002;ICE-014;ICE-008;ICE-015;ICE-018;ICE-020;EPS-001;EPS-007;EPS-008;EPS-011;EPS-015,15,3,continue,semantic,,,False,"The answer is missing, so no factual claims can be verified against the provided contexts.",False,No retrieved context discusses propagation of GPS-derived power constraints through command/data handling or how these affect inertial subsystem implementation.,,skipped,True
"Which APM requirement is ultimately traced from the EPS power-distribution requirement through the intermediate EPS dependencies, and what system function does that end requirement govern?",3+-hop,graphrag,azure,none,0,6935,1540,258,1798,EPS-008;EPS-004;EPS-017;EPS-015;EPS-010;EPS-006;EPS-005;APM-001;EMS-016;EPS-002;EPS-024;EPS-025;PWR-002;PWR-032;APM-002,EPS-008;EPS-004;EPS-017;EPS-015;EPS-010;EPS-006;EPS-005;APM-001;EMS-016;EPS-002;EPS-024;EPS-025;PWR-002;PWR-032;APM-002,15,0,,,,,False,The answer is empty and does not answer the question.,False,No EPS power-distribution requirement is explicitly traced to a specific APM requirement and its system function in the retrieved contexts.,,skipped,True
Which payload command ID ranges must the PMC dispatch to each sensor or external store under the payload command routing table?,1-hop,agentic,azure,none,2,15860,3615,501,4116,PLD-033;PLD-009,PLD-033;PLD-009;PLD-021;PLD-016;PLD-017,5,3,continue,semantic,,,True,The answer’s routing ranges are fully supported by the Payload_Command_Routing table in PLD-033.,True,All payload command ID ranges and their targets are listed explicitly in the retrieved Payload_Command_Routing table.,,skipped,True
Which load-shed table entry defines the priority-2 load failure condition that forces the EMS into CAUTION within 500 ms?,1-hop,graphrag,azure,none,1,5562,1699,183,1882,EMS-005;PWR-032;EMS-020;EMS-033;EMS-012;EMS-010;EMS-004;FCC-009;APM-009;AUTO-009;CDL-031;COMM-021;EMS-001;EMS-006;EPS-006,EMS-005;PWR-032;EMS-020;EMS-033;EMS-012;EMS-010;EMS-004;FCC-009;APM-009;AUTO-009;CDL-031;COMM-021;EMS-001;EMS-006;EPS-006,15,0,,,,,True,"The answer is empty, so it makes no factual claims unsupported by the contexts.",True,"EMS-005 specifies that a P2 fault (##PWR.PWR-032 priority 2 load failure) forces the EMS into CAUTION within 500 ms, directly matching the question.",,skipped,True
What published payload status data must the flight data recorder timestamp and log for sensor and external-store events?,1-hop,agentic-graph,azure,none,1,14676,4242,415,4657,FDR-040;PLD-021,FDR-002;INS-039;FDR-040;PLD-021;GCS-010,5,3,continue,semantic,,,False,The answer is empty and does not state any supported payload status data.,True,"FDR-040 specifies that the FDR must log PLD sensor and external-store events with timestamp, command, operator-ID, and outcome, which covers the published payload status data to be timestamped and log",,skipped,False
Which flight computer control requirement is ultimately justified by the flight data recorder requirement through the linked security and built-in-test trace chain?,3+-hop,agentic-graph,azure,none,1,16994,5119,600,5719,FDR-008;FCC-012;SEC-035;SEC-014;SEC-028;BIT-040,SEC-035;SEC-014;FDR-001;SEC-028;FDR-012;BIT-040;COMM-018;FDR-015;FDR-060;FDR-008,10,3,continue,semantic,,,True,"The answer contains no factual claims, so there is nothing unsupported by the provided contexts.",False,The retrieved contexts do not establish a trace chain linking the flight data recorder requirement to any specific flight computer control requirement via security and built-in-test requirements.,,skipped,False
Which flight control requirement ultimately depends on the upstream control architecture baseline through an intermediate derived requirement and successive referenced guidance constraints?,3+-hop,agentic,azure,none,1,20955,4663,504,5167,FCC-032;FCC-005;AUTO-010;FMS-030,FCC-001;FCC-004;FCC-032;FCC-007;FCC-C5;FCC-002;FCC-020;NBC3-FCC-004;FCC-038;FCC-003,10,3,continue,semantic,,,False,The answer is empty and does not identify any requirement chain from the provided contexts.,True,"FCC-032 references being derived from FCC-005, which indicates a dependence on the control architecture baseline via an intermediate derived requirement.",,skipped,False
Which published inertial navigation state data and timing are required to support SAR motion compensation and absolute geolocation accuracy?,1-hop,agentic,azure,none,0,21204,5004,760,5764,NAV-010;WGS-84;NAV-020;NAV-019;NAV-027,NAV-011;NAV-008;NAV-015;NAV-002;SKT1-NAV-001;NAV-019;NAV-010;NAV-020;NAV-018;NAV-016;NAV-027,11,3,continue,semantic,,,False,The answer is empty and does not state the required inertial navigation state data or timing from the contexts.,True,"The required inertial navigation state data (position, velocity, attitude, quality indicators) are published at 50 Hz with ≤15 ms latency (NAV-010), in WGS-84 coordinates (NAV-020), and a time-synchro",,skipped,False
Which built-in test requirement ultimately satisfies the security control referenced by the flight data recorder requirement through the flight control computer trace chain?,3+-hop,agentic,azure,none,2,17221,5634,558,6192,FDR-008;FCC-012;FCC-004,FCC-001;FCC-004;NBC3-FCC-002;FCC-012;STR7-FCC-003;ADS-004;ADS-005;ADS-016;ADS-001;ADS-017;STR7-FCC-001;FCC-055;FCC-054;FCC-056;FCC-052,15,3,continue,semantic,,,True,"The answer contains no factual claims, so there is nothing unsupported by the provided contexts.",False,"No context establishes a trace from the flight data recorder requirement to a security control or a built-in test requirement; thus, the answer is unsupported.",,skipped,False
"If primary aircraft power drops out for 50 ms, how do the FCC hold-up requirement, essential-bus energy provision, and GNSS ride-through capability align?",2-hop,vanilla,azure,none,2,6572,644,351,995,FCC-036;PWR-018;FCC-009;PWR-013;ENG-030,FCC-036;PWR-018;FCC-009;PWR-013;ENG-030,5,0,,,,,False,"The answer is missing, so no factual claims can be verified from the provided contexts.",False,The answer is missing; cannot assess claim support without an answer.,,skipped,True
"If the command link is lost long enough to trigger return-to-base, can the aircraft autonomously use the current operator-updated rally point without prior operator engagement?",2-hop,vanilla,azure,none,0,4412,499,208,707,EMS-015;EMS-011;AUTO-022;GCS-007;AUTO-021,EMS-015;EMS-011;AUTO-022;GCS-007;AUTO-021,5,0,,,,,True,"The contexts state that on lost-link timeout RTB engages autonomously to the operator-configured, in-flight updatable rally point without requiring prior operator engagement.",True,"Contexts confirm the aircraft will autonomously use the current operator-updated rally point as the RTB target upon command link loss, without requiring prior operator engagement.",,skipped,True
Which flight management 4D trajectory and RTA capability underpins the flight control computer’s continuous conformance monitoring and deviation alerting for civil operations?,1-hop,agentic,azure,none,0,21627,6378,819,7197,FMS-020;FCC-004;NAV-001;ADS-001,NBC3-FCC-004;NBC3-FCC-002;FCC-009;FCC-012;FCC-024;NBC3-NAV-001;NAV-017;NAV-035;NAV-012;NAV-006;ADS-010;NBC3-ADS-001;ADS-014;ADS-005;ADS-008,15,3,continue,semantic,,,False,The answer is empty and does not answer the question from the provided contexts.,True,The contexts show that continuous 4D trajectory conformance monitoring and deviation alerting by the FCC in civil ops is based on the FMS.FMS-020 4D trajectory and ±200 ft/±0.5 nmi conformance criteri,,skipped,False
Which payload-bus implementation and platform-specific bandwidths support the EOIR’s STANAG 4586 control/status and RTP/RTSP video interface to the mission computer?,1-hop,vanilla,azure,none,1,5523,552,237,789,EOIR-025;PLD-031;EOIR-017;SAR-021;CDL-010,EOIR-025;PLD-031;EOIR-017;SAR-021;CDL-010,5,0,,,,,True,The answer is empty and makes no factual claims beyond the provided contexts.,True,"The contexts specify that EOIR uses the payload bus via STANAG 4586 for control/status and RTP/RTSP for video, with bus bandwidths and implementations listed for platform types; all claims in the ques",,skipped,True
"How is an EKF divergence detected, reset, and cross-referenced to flight data recording of the divergence snapshot and reset state?",1-hop,adaptive,azure,none,1,18531,4327,838,5165,NAV-024;FDR-024;NAV-036,FDR-024;NAV-024;INS-039;NAV-036;FDR-018;INS-019;NAV-016;NAV-011,8,3,continue,semantic,agentic,"default: agentic ReAct exploration (no specific signal; ids=0, mods=0, trace_kw=False, chain_ind=True, numeric=False)",False,The answer is empty and does not answer the question using the provided requirements.,True,"All claims about EKF divergence detection, reset, and recording are directly supported by NAV-024 and FDR-024; cross-referencing to FDR events, state snapshots, and reset are explicitly stated.",,skipped,False
"On Stratos-7, how does the thrust-to-surface coordination logic at high N1 support compliance with the N1 reserve limit during takeoff and emergency power?",2-hop,vanilla,azure,none,0,7168,546,296,842,ENG-030;ENG-017;STR7-FCC-003;FUEL-013;EMS-014,ENG-030;ENG-017;STR7-FCC-003;FUEL-013;EMS-014,5,0,,,,,True,The answer is empty and therefore makes no factual claims beyond the provided contexts.,True,"The answer is supported: contexts specify that thrust-to-surface logic reduces pitch rate above N1 > 95% (ENG-017, STR7-FCC-003) and that N1 reserve limit (ENG-030) is enforced during takeoff and emer",,skipped,True
"When the power module detects an APU exceedance and commands shutdown, what flight data recording rates and fault-window capture are required?",1-hop,agentic,azure,none,0,17191,3699,574,4273,APM-023;EPS-011;EPS-005;EPS-024,EPS-005;EPS-011;EPS-015;EPS-004;EPS-024,5,3,continue,semantic,,,True,"The answer contains no factual claims, so nothing is unsupported.",False,No retrieved context mentions flight data recording rates or fault-window capture for APU exceedance or shutdown.,,skipped,False
"For Stratos-7 max-brake-energy landings, how must brake cooling and software assurance align with the landing gear and braking specification?",2-hop,graphrag,azure,none,0,6343,1292,243,1535,TCS-018;STR7-LDG-001;LDG-001;ICE-006;AUTO-029;STR-016;LDG-013;LDG-014;AUTO-040;LDG-011;LDG-032;RADAR-008;STR7-AUTO-002;FMS-029;NAV-030,TCS-018;STR7-LDG-001;LDG-001;ICE-006;AUTO-029;STR-016;LDG-013;LDG-014;AUTO-040;LDG-011;LDG-032;RADAR-008;STR7-AUTO-002;FMS-029;NAV-030,15,0,,,,,True,"The answer contains no factual claims, so nothing is unsupported.",True,"The contexts specify that brake-cooling airflow and software assurance (DO-178C DAL-A) are required for max-brake-energy landings, aligning with the landing gear and braking specification via requirem",,skipped,True
Which landing-gear weight-on-wheels discretes must the inertial system rely on to enable ZUPT while stationary on the ground?,1-hop,agentic,azure,none,1,14558,3709,374,4083,ICE-001;ICE-006;ICE-010;ICE-013;ICE-020,ICE-010;ICE-006;ICE-001;ICE-013;ICE-020,5,3,continue,semantic,,,True,"The answer contains no factual claims, so there is nothing unsupported by the provided contexts.",False,No retrieved contexts mention landing-gear weight-on-wheels discretes or ZUPT requirements for the inertial system.,,skipped,False
"During a 50 ms Category Z primary-power interruption, how does the specified essential-bus hold-up provision ensure both the INS and FCC remain continuously operational?",2-hop,graphrag,azure,none,1,10909,1344,477,1821,FCC-036;PWR-018;INS-035;PWR-013;CDL-025;PLD-028;ICE-018;FCC-045;EMS-029;FCC-055;GPS-026;INS-046;NAV-026;PWR-008;PWR-035,FCC-036;PWR-018;INS-035;PWR-013;CDL-025;PLD-028;ICE-018;FCC-045;EMS-029;FCC-055;GPS-026;INS-046;NAV-026;PWR-008;PWR-035,15,0,,,,,True,"The answer contains no factual claims, so there is nothing unsupported by the contexts.",True,"The contexts state that the INS and FCC draw hold-up energy from the essential-bus provision (PWR-018), which supplies ≥50 J, ensuring both remain continuously operational during a 50 ms Category Z in",,skipped,True
"On Stratos-7, how does the thrust-to-surface coordination logic at high N1 support compliance with the N1 reserve limit during takeoff and emergency power?",2-hop,agentic-graph,azure,none,2,22417,6706,769,7475,FCC-003;ICE-015,STR7-FCC-003;ALX2-FCC-003;FCC-010;FCC-021;FCC-006;ICE-015;ICE-018;ICE-010;ICE-007;ICE-006;ALX2-FCC-002;FCC-007;NBC3-FCC-003,13,3,continue,semantic,,,False,"The contexts only state Stratos-7 reduces commanded pitch rate to 70% above 95% N1 to prevent compressor stall, and do not mention thrust-to-surface coordination for N1 reserve limit, takeoff, or emer",False,The answer is missing; no claims were made to judge their faithfulness.,,skipped,True
"If an operator commands an emergency return or diversion, what encryption, authentication, and key-validity conditions must the communications link and secure UHF voice satisfy before execution?",2-hop,agentic,azure,none,1,19538,3537,715,4252,SEC-008;SEC-010;COMM-019;COMM-030;EMS-023;EMS-035,COMM-019;COMM-030;SEC-008;EMS-023;EMS-035;COMM-019;COMM-030;EMS-023;EMS-035;SEC-008,10,1,sufficient,semantic,,,True,"The answer is empty, so it makes no factual claims unsupported by the contexts.",False,No contexts specifically mention emergency return or diversion command encryption/authentication; coverage is only for UHF voice encryption and general command-validation/dual-authentication for fligh,,skipped,False
"Which flight-control capability traces through the security and ground-control requirements to ultimately satisfy the aircraft power-management requirement, and what intermediate constraints must be met end-to-end?",3+-hop,vanilla,azure,none,0,11459,507,540,1047,SEC-014;FCC-007;SEC-035;SEC-012;AUTO-025,SEC-014;FCC-007;SEC-035;SEC-012;AUTO-025,5,0,,,,,False,The answer is empty and does not identify any capability or constraints from the provided requirements.,False,The answer is missing; no claims are made or supported by the contexts.,,skipped,True
"Which power requirement traces through the built-in test and security controls to satisfy the instrumentation requirement, and what security constraint is referenced at both ends of that path?",3+-hop,graphrag,azure,none,2,6440,1308,305,1613,SEC-016;SEC-014;SEC-006;BIT-020;SEC-015;SEC-004;PLD-035;STR-021;APM-029;BIT-031;FCC-041;FCC-044;FCC-046;FDR-055;GCS-008,SEC-016;SEC-014;SEC-006;BIT-020;SEC-015;SEC-004;PLD-035;STR-021;APM-029;BIT-031;FCC-041;FCC-044;FCC-046;FDR-055;GCS-008,15,0,,,,,True,The answer is empty and makes no factual claims.,False,No contexts explicitly mention a power requirement tracing through built-in test and security controls to instrumentation; the referenced security constraint at both ends is insufficiently clear.,,skipped,False
"How is an uplinked flight plan modification protected if cryptographic keys are zeroised, and what verification demonstrates the data link goes safely OFF afterward?",2-hop,adaptive,azure,none,2,21395,4798,641,5439,FCC-011,ADS-026;STR7-ADS-001;ADS-017;ADS-003;ADS-016;FCC-011;FCC-012;FCC-006;STR7-FCC-006;STR7-FCC-004,10,3,continue,semantic,agentic,"default: agentic ReAct exploration (no specific signal; ids=0, mods=0, trace_kw=False, chain_ind=True, numeric=True)",False,The answer is empty and does not address the question using the provided contexts.,False,There is no information in the retrieved contexts about protection of uplinked flight plan modification when cryptographic keys are zeroised or specific data link OFF verification.,,skipped,True
"Which operational modes are defined for the INS, and what preconditions and timing govern transitions between them?",1-hop,vanilla,azure,none,1,5081,756,383,1139,INS-005;INS-040;INS-036;INS-013;FMS-005,INS-005;INS-040;INS-036;INS-013;FMS-005,5,0,,,,,False,"The answer is missing, so no factual claims about modes, preconditions, or timing can be verified from the provided contexts.",True,"All operational modes, preconditions, and timings for INS mode transitions are explicitly listed in the retrieved contexts.",,skipped,False
"Which radar altimeter mode requirement supports terrain-avoidance advisory coupling, and which autopilot requirement governs autonomous DAA resolution engagement?",1-hop,agentic,azure,none,2,17293,4679,524,5203,ADS-008;ADS-015;ADS-017;ADS-018;FCC-007;FCC-032;FCC-030;FCC-003,ADS-008;ADS-017;ADS-015;ADS-018;ADS-002;FCC-007;FCC-032;ALX2-FCC-003;FCC-004;FCC-030,10,3,continue,semantic,,,False,The answer is empty and does not identify any supporting radar-altimeter or autopilot requirements from the provided contexts.,False,"No retrieved context mentions radar altimeter mode requirements or terrain-avoidance advisory coupling, nor do the autopilot requirements specify DAA resolution engagement.",,skipped,True
"During the fault-injection mode-transition test, when battery-only operation is entered after generator and APU failures, which loads must remain powered and which bus ties must change state?",2-hop,graphrag,azure,none,2,7244,1727,350,2077,EPS-024;EPS-005;EPS-004;PWR-007;PWR-004;EPS-006;PWR-034;APM-004;APM-010;EMS-016;EMS-032;EPS-011;PWR-006;PWR-032;PWR-033,EPS-024;EPS-005;EPS-004;PWR-007;PWR-004;EPS-006;PWR-034;APM-004;APM-010;EMS-016;EMS-032;EPS-011;PWR-006;PWR-032;PWR-033,15,0,,,,,False,The answer is empty and does not answer the question from the provided contexts.,True,"Contexts specify that in BATT_ONLY, only P1+P2 loads remain (never or almost-never shed), all non-essential bus ties are opened, and the battery supplies essential and emergency buses; all claims in t",,skipped,False
Which flight control computer function ultimately fulfills the security-driven navigation requirement chain through GPS and inertial sensing dependencies?,3+-hop,agentic-graph,azure,none,0,18218,6191,780,6971,FCC-017;NAV-028;NAV-015;NAV-002;NAV-008;NAV-005,NAV-028;NAV-002;NAV-008;NAV-005;NAV-015;GPS-006;GPS-008;GPS-007;GPS-023;GPS-029;FCC-017;FCC-007;FCC-009;FCC-016;NBC3-FCC-004,15,3,continue,semantic,,,False,The answer is empty and does not identify any flight control computer function from the provided contexts.,True,"The contexts specify that NAV Fusion rejects spoofed GPS/INS inputs, fuses GPS and inertial sensing, and delivers outputs for FCC to fulfill security-driven navigation requirements.",,skipped,False
"If navigation flags spoofed GPS or INS inputs and deweights them, how is the resulting cyber incident prioritized by emergency management and what operator action follows?",2-hop,agentic,azure,none,1,24633,6298,757,7055,NAV-028;NAV-007,NAV-028;NAV-002;NAV-007;NAV-017;ALX2-NAV-001;ICE-019;ICE-015;ICE-018;ICE-017;ICE-016;NAV-016;ICE-004,12,3,continue,semantic,,,False,"The contexts support deweighting spoofed GPS/INS inputs and notifying the security monitor, but provide no emergency-management prioritization or resulting operator action.",False,No context describes how emergency management prioritizes cyber incidents or specifies operator actions after deweighting spoofed navigation inputs.,,skipped,True
Which application module requirement provides the 1 Hz battery state-of-charge data that the power subsystem uses to inhibit NORMAL mode entry below 85%?,1-hop,adaptive,azure,none,2,16532,4654,487,5141,EPS-007;EPS-012;EPS-014,EPS-007;EPS-006;EPS-015;EPS-014;EPS-012;ADS-027;ADS-018;ADS-023;ADS-005;NBC3-ADS-001,10,3,continue,semantic,agentic,"default: agentic ReAct exploration (no specific signal; ids=0, mods=0, trace_kw=False, chain_ind=False, numeric=True)",False,The contexts do not mention any application module requirement providing 1 Hz battery state-of-charge data or inhibiting NORMAL mode entry below 85%.,False,None of the retrieved contexts mention a requirement for 1 Hz battery state-of-charge data or an application module providing this data for power subsystem mode inhibition.,,skipped,True
"Which display-level operator need ultimately traces through SAR processing and payload design to both EO/IR and radar sensing constraints, and what subsystem dependencies drive that allocation?",3+-hop,agentic-graph,azure,none,0,19037,6271,591,6862,ADS-003;ADS-017;ADS-021;ADS-016;ADS-019;ICE-008;ICE-001;ICE-013;ICE-012,ADS-017;ADS-016;ADS-004;ADS-003;ADS-021;ICE-002;ICE-008;ICE-013;ICE-001;ICE-012,10,3,continue,semantic,,,False,The answer is empty and does not identify any display-level operator or subsystem dependency from the provided contexts.,False,"EO/IR and radar sensing constraints, as well as SAR processing, are not mentioned or traceable in the retrieved contexts.",,skipped,True
"What top-level built-in test objective ultimately traces through the software requirement and logic design into the command/data link implementation, and what downstream design obligation does it impose?",3+-hop,agentic,azure,none,1,19972,4865,806,5671,BIT-001;CDL-003;ICE-019,CDL-038;BIT-001;PLD-035;BIT-040;CDL-003;ICE-019;ICE-008;ICE-012;ICE-001;ICE-004,10,2,sufficient,semantic,,,False,The answer is empty and does not identify the traced BIT objective or the imposed downstream design obligation from the provided contexts.,False,"No retrieved context specifies a top-level built-in test objective that traces through software requirements or logic design into command/data link implementation, nor a downstream design obligation.",,skipped,True
