query,query_type,pipeline,embedder,reranker,repeat,latency_ms,prompt_tokens,completion_tokens,total_tokens,cited_ids,source_ids,n_sources,iter_count,verdict,intent,routed_to,route_reason,judge_gpt5_faithful,judge_gpt5_reason,judge_gpt41_faithful,judge_gpt41_reason,judge_gemini_faithful,judge_gemini_reason,judge_unanimous
Which INS state publication requirement satisfies the FCC need for 200 Hz inertial data delivery with no more than 5 ms end-to-end latency?,1-hop,graphrag,azure,none,1,4675,1657,148,1805,INS-020;FCC-016;FCC-043;FDR-020;INS-012;NAV-010;INS-053;BIT-010;ADS-002;AUTO-032;FCC-017;FDR-016;FMS-007;INS-015;INS-022,INS-020;FCC-016;FCC-043;FDR-020;INS-012;NAV-010;INS-053;BIT-010;ADS-002;AUTO-032;FCC-017;FDR-016;FMS-007;INS-015;INS-022,15,0,,,,,True,The answer is empty and makes no factual claims.,True,"INS-020 explicitly states the INS shall publish INS_STATE_MSG at 200 Hz with end-to-end latency not exceeding 5 ms, satisfying FCC.FCC-016.",,skipped,True
Which flight computer control requirement is ultimately justified by the flight data recorder requirement through the linked security and built-in-test trace chain?,3+-hop,agentic-graph,azure,none,1,16994,5119,600,5719,FDR-008;FCC-012;SEC-035;SEC-014;SEC-028;BIT-040,SEC-035;SEC-014;FDR-001;SEC-028;FDR-012;BIT-040;COMM-018;FDR-015;FDR-060;FDR-008,10,3,continue,semantic,,,True,"The answer contains no factual claims, so nothing is unsupported.",False,No context chain explicitly connects the flight data recorder requirement to a flight computer control requirement through security and built-in-test requirements.,,skipped,False
"How is operator-triggered MBIT maintenance on the FCC’s ground Ethernet port authenticated, and under what ground-only conditions is that port enabled?",2-hop,adaptive,azure,none,2,10952,2387,414,2801,RJ-45;LDG-020;FCC-044;SEC-015,FCC-044;FCC-006;FCC-036;FCC-055;FCC-015;ICE-008;ICE-019;ICE-018;ICE-004;ICE-017,10,0,sufficient,semantic,agentic,"default: agentic ReAct exploration (no specific signal; ids=0, mods=1, trace_kw=False, chain_ind=True, numeric=False)",False,The answer is empty and does not provide any supported information from the contexts.,True,"The answer can be verified: MBIT maintenance on the FCC's ground Ethernet port is authenticated based on FCC-044 requiring all maintenance traffic to be authenticated per SEC.SEC-015, and the port is ",,skipped,False
"Which flight control requirement ultimately drives the cockpit interface behavior referenced through the control-chain dependency, and how does that end-to-end traceability flow across avionics and HMI?",3+-hop,agentic,azure,none,0,25088,8334,1096,9430,GCS-022;AUTO-001;FCC-007;FCC-038;HMI-090;ADS-014;HMI-093;ADS-024;HMI-022;FCC-002;HMI-020;FCC-003;CDL-030;ICE-019,FCC-007;FCC-001;FCC-004;NBC3-FCC-002;FCC-038;ICE-019;ICE-006;ICE-008;ICE-002;ICE-003;ADS-004;ADS-014;ADS-020;STR7-ADS-001;ADS-024;ALX2-FCC-003;FCC-C5;SKT1-FCC-003;ICE-001;ICE-009;ADS-026;ADS-017,22,3,continue,semantic,,,False,The answer is empty and does not identify any flight-control requirement or traceability flow from the provided contexts.,False,No context directly identifies a flight control requirement driving cockpit interface behavior via a control-chain dependency or provides an end-to-end avionics-to-HMI traceability flow.,,skipped,True
"Which display-level operator need ultimately traces through SAR processing and payload design to both EO/IR and radar sensing constraints, and what subsystem dependencies drive that allocation?",3+-hop,vanilla,azure,none,0,13457,623,692,1315,SAR-017;EOIR-004;SAR-002;PLD-010;PLD-011,SAR-017;EOIR-004;SAR-002;PLD-010;PLD-011,5,0,,,,,False,The answer is empty and does not identify any operator need or subsystem dependencies from the provided contexts.,False,The answer is missing; no claims are present for evaluation.,,skipped,True
Which payload command ID ranges must the PMC dispatch to each sensor or external store under the payload command routing table?,1-hop,agentic,azure,none,1,14965,3603,506,4109,PLD-009;PLD-033,PLD-033;PLD-009;PLD-021;PLD-017;PLD-016,5,3,continue,semantic,,,True,The answer is empty and therefore makes no factual claims unsupported by the provided contexts.,True,"The answer can be directly supported from the Payload_Command_Routing table in PLD-033, which specifies command ID ranges and routing targets for each sensor or external store.",,skipped,True
Which SAR status message fields and update rate provide the health input the built-in test function aggregates into the overall payload health report?,1-hop,graphrag,azure,none,1,4808,1652,192,1844,BIT-026;SAR-019;COMM-020;FCC-051;APM-026;CDL-029;INS-020;BIT-027;AUTO-032;BIT-028;CDL-031;EOIR-024;FCC-016;FDR-016;GCS-005,BIT-026;SAR-019;COMM-020;FCC-051;APM-026;CDL-029;INS-020;BIT-027;AUTO-032;BIT-028;CDL-031;EOIR-024;FCC-016;FDR-016;GCS-005,15,0,,,,,True,"SAR-019 states the BIT-relevant SAR_STATUS_MSG fields are transmitter health, antenna pointing, and fault-word, and that the message is published at 1 Hz.",True,"SAR status message fields 'mode, swath centre coordinates, current PRF, transmitter health, antenna pointing, and fault-word' at an update rate of 1 Hz provide health input, as specified in the contex",,skipped,True
Which communications links must demonstrate DO-160G Category Y EMC coexistence without mutual interference with the radar altimeter and GPS?,1-hop,graphrag,azure,none,0,6139,1454,305,1759,RADAR-009;COMM-018;CDL-024;RADAR-024;COMM-029;DLNK-017;SAR-017;RADAR-020;AUTO-002;CDL-005;COMM-005;GPS-009;PLD-027;STR-038;EMS-032,RADAR-009;COMM-018;CDL-024;RADAR-024;COMM-029;DLNK-017;SAR-017;RADAR-020;AUTO-002;CDL-005;COMM-005;GPS-009;PLD-027;STR-038;EMS-032,15,0,,,,,False,"No candidate answer was provided, so there are no supported factual claims to assess.",True,"The contexts specify that COMM, CDL, DLNK, and SAR communications links must all enforce DO-160G §20 Category Y EMC and demonstrate coexistence without mutual interference with the radar altimeter and",,skipped,False
"When weight-on-wheels permits ground maintenance, what authentication must be enforced on the battery management unit’s service interface for firmware updates and calibration?",2-hop,adaptive,azure,none,0,16371,4693,574,5267,CDL-030;ICE-019,EPS-025;EPS-007;EPS-006;EPS-024;EPS-019;ICE-002;ICE-019;ICE-004;ICE-010;ICE-006,10,3,continue,semantic,agentic,"default: agentic ReAct exploration (no specific signal; ids=0, mods=0, trace_kw=False, chain_ind=False, numeric=False)",False,"The contexts do not mention weight-on-wheels ground maintenance, a battery management unit service interface, firmware updates, calibration, or any required authentication.",False,No retrieved context discusses authentication requirements for battery management unit service interface during ground maintenance.,,skipped,True
"Which flight-control capability traces through the security and ground-control requirements to ultimately satisfy the aircraft power-management requirement, and what intermediate constraints must be met end-to-end?",3+-hop,vanilla,azure,none,0,11459,507,540,1047,SEC-014;FCC-007;SEC-035;SEC-012;AUTO-025,SEC-014;FCC-007;SEC-035;SEC-012;AUTO-025,5,0,,,,,False,The answer is empty and does not identify any capability or constraints from the provided requirements.,False,"The answer is missing; therefore, no claims are supported by the contexts.",,skipped,True
"When coalition sensor handover control arrives over the tactical datalink, what operator-authenticated engagement constraints apply before the autopilot can enter a commanded mode?",2-hop,agentic-graph,azure,none,1,19500,4746,691,5437,AUTO-006;SEC-010;PLD-015;CDL-006;EMS-011,AUTO-006;PLD-015;AUTO-010;AUTO-009;AUTO-021;EMS-011;CDL-006;HMI-050,8,3,continue,semantic,,,True,"The answer makes no factual claims, so there is nothing unsupported by the provided contexts.",False,No context specifies operator-authenticated engagement constraints specifically tied to coalition sensor handover over the tactical datalink; only general mode engagement authentication is mentioned.,,skipped,False
"For authenticated in-flight mode changes, how do the message authentication methods and key-rotation policy align with the Link 16 terminal’s approved crypto module and 30-day key storage?",2-hop,agentic,azure,none,2,16416,5030,547,5577,SEC-010;FCC-011,FCC-011;FCC-012;FCC-037;FCC-005;FCC-009;NAV-035;NAV-026;NAV-036;NAV-027;NAV-004,10,3,continue,semantic,,,False,"The answer is empty and does not address the asked Link 16 crypto methods, key rotation, approved module, or 30-day key storage from the provided contexts.",False,"The contexts do not mention Link 16, its crypto modules, or a 30-day key storage policy, nor do they detail specific message authentication methods or key-rotation policies.",,skipped,True
"During EMC Category Y coexistence testing with CDL and GPS active, which CDL operational modes should the radar altimeter remain interference-free in while maintaining RA track and PVT output?",2-hop,agentic,azure,none,2,16136,3729,458,4187,RADAR-024;RADAR-009;CDL-024,RADAR-024;COMM-029;CDL-024;RADAR-009;COMM-018,5,3,continue,semantic,,,False,"The contexts mention CDL and GPS active with no RA track or PVT degradation, but do not specify any CDL operational modes.",False,The retrieved contexts do not specify which CDL operational modes are required—no CDL modes are mentioned.,,skipped,True
"For the live multi-aircraft separation test, which platform relies on navigation integration instead of an FMS, and what DAL applies to its navigation software?",2-hop,graphrag,azure,none,2,4178,1729,117,1846,NAV-001;FMS-001;DLNK-025;NAV-002;ALX2-FMS-001;ALX2-NAV-001;NBC3-NAV-001;SKT1-NAV-001;ADS-020;FCC-004;FMS-006;FMS-012;FMS-020;GPS-030;INS-001,NAV-001;FMS-001;DLNK-025;NAV-002;ALX2-FMS-001;ALX2-NAV-001;NBC3-NAV-001;SKT1-NAV-001;ADS-020;FCC-004;FMS-006;FMS-012;FMS-020;GPS-030;INS-001,15,0,,,,,False,"The answer text is missing, so its claims cannot be verified against the provided contexts.",True,The contexts state that Skyrunner-T1 relies on navigation integration instead of an FMS and its navigation software (NAV Fusion) is DAL-B.,,skipped,False
How are the inertial-measurement structural-notch filters validated using ground-vibration data and in-flight flutter testing to show adequate damping through the required flutter-clearance margin?,2-hop,agentic,azure,none,2,19538,3632,689,4321,FCC-027;STR-020;STR-026;FCC-056;STR-025,FCC-056;STR-020;STR-025;FCC-027;STR-026,5,3,continue,semantic,,,True,"The answer contains no factual claims, so there is nothing unsupported by the provided contexts.",True,All claims about validation of structural-notch filters using GVT modal data and in-flight flutter tests to demonstrate damping and flutter-clearance margin are directly supported by the contexts.,,skipped,True
"Which HMI requirement implements the FMS uplinked flight-plan change confirmation, including full-diff display before activation?",1-hop,agentic-graph,azure,none,0,13102,4258,342,4600,HMI-037;FMS-022,HMI-037;HMI-009;HMI-030;HMI-040;HMI-004,5,3,continue,semantic,,,True,"The answer is empty, so it makes no factual claims unsupported by the contexts.",True,"HMI-037 explicitly specifies a two-step operator confirmation for uplinked flight-plan changes including full diff display before confirmation, matching the question.",,skipped,True
Which flight data recorder requirement traces to the power subsystem’s 10 Hz real-time power-status telemetry publication to the recorder?,1-hop,adaptive,azure,none,1,7972,1522,112,1634,PWR-015;FDR-001;FDR-005;FDR-028;FDR-030;PWR-026;FDR-022;FDR-008;APM-023;APM-030;BIT-002;EPS-016;FCC-012;FCC-047;FDR-016,PWR-015;FDR-001;FDR-005;FDR-028;FDR-030;PWR-026;FDR-022;FDR-008;APM-023;APM-030;BIT-002;EPS-016;FCC-012;FCC-047;FDR-016,15,0,,,graphrag,R4: traceability_kw + no_explicit_id → structural retrieval,False,The answer is empty and does not identify the traced FDR requirement supported by the contexts.,True,"FDR-028 explicitly requires the FDR to record PWR_STATUS_MSG per PWR-015 at 10 Hz, directly tracing the power subsystem's 10 Hz real-time power-status telemetry publication to the recorder.",,skipped,False
What flight-test evidence demonstrates that hybrid-navigation accuracy supports the FMS’s enroute RNP lateral-guidance containment target when GPS/SBAS is available?,2-hop,agentic-graph,azure,none,1,19706,5425,631,6056,NAV-034;NAV-006;FMS-012,NAV-006;NAV-034;ALX2-NAV-001;NBC3-NAV-001;STR7-NAV-001;NBC3-FCC-004;NBC3-FCC-001;NBC3-FCC-002;FCC-032;ALX2-FCC-003,10,2,sufficient,semantic,,,True,The answer is empty and thus makes no factual claims unsupported by the contexts.,True,Flight-test evidence demonstrating horizontal NSE ≤ 0.1 nmi at 95% with GPS/SBAS available is specifically required to verify that hybrid-navigation accuracy supports the FMS's enroute RNP containment,,skipped,True
"What EPS status publication rate is required for the flight data recorder, and which endpoint requirement defines that interface?",1-hop,adaptive,azure,none,2,4192,622,146,768,FDR-001;EPS-020;EPS-016;FDR-055;FDR-028,FDR-001;EPS-020;EPS-016;FDR-055;FDR-028,5,0,,,vanilla,R5: numeric_hint + single_module (EPS) → top-K,False,The answer is empty and does not provide the required rate or endpoint requirement.,False,EPS status publication rate to the FDR is not stated; only the FDR recording rate (10 Hz per FDR-028) and EPS publication rate (5 Hz per EPS-016) are given.,,skipped,True
Which flight data recorder requirement traces to the power subsystem’s 10 Hz real-time power-status telemetry publication to the recorder?,1-hop,agentic,azure,none,0,15979,4591,554,5145,EPS-016;EPS-020;FDR-028,EPS-016;EPS-020;EPS-023;EPS-022;EPS-008;ICE-016;ICE-018;ICE-014;ICE-017;ICE-008,10,3,continue,semantic,,,False,The answer is empty and does not identify any flight data recorder requirement from the provided contexts.,False,No context states a 10 Hz real-time power-status telemetry publication to the recorder; only 5 Hz is mentioned.,,skipped,True
Which flight-control runaway-actuator fault response satisfies the emergency-management requirement for coordinated emergency mode entry?,1-hop,agentic-graph,azure,none,0,18670,6708,614,7322,FCC-023;EMS-006;FCC-009;FCC-010,EMS-006;FCC-010;EMS-004;AUTO-009;ENG-008;FCC-023;FCC-030;ALX2-FCC-003;FCC-019;SKT1-FCC-003;EMS-034;FCC-009,12,3,continue,semantic,,,False,The answer is empty and does not identify any flight-control runaway-actuator fault response from the provided contexts.,False,"No context explicitly describes a flight-control runaway-actuator fault response entering emergency mode via a coordinated mechanism; actuator runaway detection and mitigation (FCC-023) is given, but ",,skipped,True
"How do the automated control functions trace through security and emergency management constraints to the cockpit display behavior, and what end-to-end dependency does that imply?",3+-hop,graphrag,azure,none,2,13139,1265,708,1973,SEC-014;SEC-012;EMS-002;FMS-003;HMI-009;HMI-003;HMI-001;AUTO-004;EPS-001;GCS-033;HMI-030;STR-001;APM-002;PWR-002,SEC-014;SEC-012;EMS-002;FMS-003;HMI-009;HMI-003;HMI-001;AUTO-004;EPS-001;GCS-033;HMI-030;STR-001;APM-002;PWR-002,14,0,,,,,False,The answer is empty and does not address the question using the provided contexts.,False,The answer is missing; there are no claims to evaluate.,,skipped,True
"How do the data link crypto module and key-retention requirements support authenticated autonomous autopilot mode engagements, particularly for exceptions like DAA Resolution and RTB?",2-hop,agentic,azure,none,2,32620,5901,870,6771,FCC-011;FCC-009;FCC-012,FCC-011;FCC-009;ALX2-FCC-003;FCC-012;FCC-004;ADS-001;ADS-004;ADS-021;ADS-017;ADS-026;ICE-003;ICE-005;ICE-019;ICE-001;ICE-004,15,3,continue,semantic,,,False,The answer is empty and does not address the question using the provided contexts.,False,"No context mentions data link crypto module or key-retention requirements, nor links them to authenticated autonomous autopilot, DAA Resolution, or RTB exceptions.",,skipped,True
"For maintenance-only external GNSS aiding used to reduce TTFF after storage, what operator authentication must be completed first, and where is it enforced?",2-hop,graphrag,azure,none,2,6525,1489,253,1742,GPS-029;SEC-015;GCS-008;GPS-021;EMS-035;EMS-023;SEC-028;GPS-023;APM-029;BIT-020;BIT-031;EMS-021;EMS-033;FCC-006;FCC-044,GPS-029;SEC-015;GCS-008;GPS-021;EMS-035;EMS-023;SEC-028;GPS-023;APM-029;BIT-020;BIT-031;EMS-021;EMS-033;FCC-006;FCC-044,15,0,,,,,True,"The contexts support that multi-factor operator authentication must be completed first, enforced for maintenance-mode operations across the FCC, INS, APM, and MBIT maintenance interfaces per SEC-015.",True,"All claims regarding operator authentication requirement (multi-factor per SEC-015/GCS-008) and enforcement at the maintenance ports are directly supported by SEC-015, GCS-008, and GPS-029.",,skipped,True
"Which flight-control verification requirement traces through power constraints to the GPS interface dependency, and what end-to-end rationale links those subsystems?",3+-hop,agentic-graph,azure,none,1,28264,7837,1102,8939,FCC-055;FCC-036;PWR-018;GPS-026;GPS-028;FCC-009,FCC-009;FCC-007;FCC-055;FCC-006;FCC-052;EPS-001;EPS-006;EPS-018;EPS-010;EPS-002;GPS-029;GPS-026;GPS-028;GPS-008;GPS-023;FCC-036,16,3,continue,semantic,,,False,The answer is empty and does not identify any requirement or rationale requested by the question.,True,"FCC-036 traces flight-control verification through power constraints to the GPS interface via the shared 50 ms ride-through requirement per ##PWR.PWR-018, and this requirement is verified by FCC-055; ",,skipped,False
"Which power requirement traces through the built-in test and security controls to satisfy the instrumentation requirement, and what security constraint is referenced at both ends of that path?",3+-hop,graphrag,azure,none,2,6440,1308,305,1613,SEC-016;SEC-014;SEC-006;BIT-020;SEC-015;SEC-004;PLD-035;STR-021;APM-029;BIT-031;FCC-041;FCC-044;FCC-046;FDR-055;GCS-008,SEC-016;SEC-014;SEC-006;BIT-020;SEC-015;SEC-004;PLD-035;STR-021;APM-029;BIT-031;FCC-041;FCC-044;FCC-046;FDR-055;GCS-008,15,0,,,,,True,"The answer contains no factual claims, so there is nothing unsupported by the provided contexts.",False,No instrumentation requirement or referenced power requirement trace is present in the retrieved contexts.,,skipped,False
"When coalition sensor handover control arrives over the tactical datalink, what operator-authenticated engagement constraints apply before the autopilot can enter a commanded mode?",2-hop,agentic,azure,none,1,24845,5776,873,6649,FCC-011;ICE-019;SEC-010,ADS-017;ADS-014;STR7-ADS-001;ADS-026;ADS-004;FCC-011;FCC-006;FCC-009;FCC-007;FCC-030;ICE-019;ICE-004;ICE-005;ICE-008;ICE-012,15,3,continue,semantic,,,False,The answer is empty and does not address the question using the provided contexts.,False,No retrieved context describes operator-authenticated engagement constraints or prerequisites for commanded autopilot mode after coalition sensor handover control over the tactical datalink.,,skipped,True
How is the 10 Hz FCC background health monitoring constrained to avoid violating the outer-loop 50 Hz guidance jitter requirement?,1-hop,graphrag,azure,none,2,6356,1670,314,1984,FCC-015;FCC-014;FCC-013;FCC-025;AUTO-011;FCC-027;FCC-036;ENG-010;AUTO-002;AUTO-025;ENG-041;FCC-002;FCC-038;FCC-039;FCC-052,FCC-015;FCC-014;FCC-013;FCC-025;AUTO-011;FCC-027;FCC-036;ENG-010;AUTO-002;AUTO-025;ENG-041;FCC-002;FCC-038;FCC-039;FCC-052,15,0,,,,,True,"The answer contains no factual claims, so nothing is unsupported.",True,"FCC-015 explicitly requires background health-monitoring at 10 Hz to not delay outer-loop execution beyond the jitter bounds of FCC-014, directly addressing the constraint.",,skipped,True
How do the automated control requirements trace through the radar subsystem dependencies to justify the final referenced automation constraint across the full chain?,3+-hop,agentic-graph,azure,none,2,18976,4763,694,5457,AUTO-004;AUTO-020;RADAR-017;RADAR-025,FDR-015;COMM-018;RADAR-025;FCC-004;RADAR-017;SEC-035;AUTO-004;SEC-014,8,3,continue,semantic,,,False,"The answer is missing or empty, so no chain or final automation constraint is actually supported by the provided contexts.",False,No context describes the full dependency chain or justifies the automation constraint through radar subsystem dependencies.,,skipped,True
"How is an EKF divergence detected, reset, and cross-referenced to flight data recording of the divergence snapshot and reset state?",1-hop,adaptive,azure,none,1,18531,4327,838,5165,NAV-024;FDR-024;NAV-036,FDR-024;NAV-024;INS-039;NAV-036;FDR-018;INS-019;NAV-016;NAV-011,8,3,continue,semantic,agentic,"default: agentic ReAct exploration (no specific signal; ids=0, mods=0, trace_kw=False, chain_ind=True, numeric=False)",False,"The answer is empty and does not address the requested detection, reset, and FDR cross-reference details in the provided contexts.",True,"Detection, reset, and flight data recording of EKF divergence are clearly described in NAV-024 and FDR-024 and are directly referenced by the answer.",,skipped,False
"How is an uplinked flight plan modification protected if cryptographic keys are zeroised, and what verification demonstrates the data link goes safely OFF afterward?",2-hop,graphrag,azure,none,0,6661,1287,302,1589,DLNK-024;CDL-021;FMS-022;CDL-012;CDL-040;SEC-023;COMM-030;EMS-025;CDL-030;COMM-019;DLNK-014;FDR-012;GCS-011;HMI-037;SEC-009,DLNK-024;CDL-021;FMS-022;CDL-012;CDL-040;SEC-023;COMM-030;EMS-025;CDL-030;COMM-019;DLNK-014;FDR-012;GCS-011;HMI-037;SEC-009,15,0,,,,,True,"The answer contains no factual claims, so nothing is unsupported.",False,"No context supports how an uplinked flight plan modification is protected after cryptographic keys are zeroised, nor what verification demonstrates the data link goes safely OFF afterward.",,skipped,False
"How is autonomous or operator-requested autopilot mode engagement authenticated over the data link, and what terminal cryptographic capability must support that protection?",2-hop,graphrag,azure,none,1,13105,1618,588,2206,AUTO-006;FCC-011;CDL-012;DLNK-013;SEC-015;SEC-010;CDL-003;SEC-003_1;APM-029;APM-033;AUTO-020;AUTO-022;AUTO-034;BIT-020;BIT-031,AUTO-006;FCC-011;CDL-012;DLNK-013;SEC-015;SEC-010;CDL-003;SEC-003_1;APM-029;APM-033;AUTO-020;AUTO-022;AUTO-034;BIT-020;BIT-031,15,0,,,,,True,"The answer is empty, so it makes no factual claims unsupported by the contexts.",True,"All claims about authentication of autopilot engagement and required cryptographic capabilities are directly supported by the retrieved requirements, especially AUTO-006, FCC-011, SEC-010, AUTO-034, C",,skipped,True
Which endurance-capacity requirement is referenced by the laboratory discharge verification for the 30-minute RTB load profile?,1-hop,adaptive,azure,none,1,4220,1341,136,1477,APM-037;APM-009;CDL-025;DLNK-016;PWR-035;PWR-018;FCC-055;COMM-016;AUTO-022;EMS-029;FCC-036;GPS-026;INS-035;NAV-026;PLD-028,APM-037;APM-009;CDL-025;DLNK-016;PWR-035;PWR-018;FCC-055;COMM-016;AUTO-022;EMS-029;FCC-036;GPS-026;INS-035;NAV-026;PLD-028,15,0,,,graphrag,R4: traceability_kw + no_explicit_id → structural retrieval,False,"The answer is empty and does not provide the referenced requirement, which the contexts show is APM-009.",True,"The laboratory discharge verification for the 30-minute RTB load profile references the endurance-capacity requirement APM-009, explicitly stated in the retrieved contexts.",,skipped,False
Which structural requirement defines the dedicated payload-bus routing and shielding needed to support the payload controller’s single-LRU installation near the bay rack?,1-hop,vanilla,azure,none,1,3794,517,193,710,STR-038;PLD-003;STR-021;SEC-014;STR-004,STR-038;PLD-003;STR-021;SEC-014;STR-004,5,0,,,,,True,STR-038 explicitly defines the dedicated payload-bus routing and EMC shielding for the single-LRU payload controller installation near the bay rack via PLD-003.,True,"STR-038 defines the dedicated payload-bus routing and shielding to support the single-LRU controller near the bay rack, as referenced by PLD-003.",,skipped,True
"When flying an LPV or LNAV/VNAV approach, what SBAS processing and resulting GPS-aided NAV accuracy must be maintained, and what minima remain if SBAS is lost?",2-hop,agentic,azure,none,2,16099,3660,523,4183,NAV-007;NAV-008;NAV-009,NAV-016;NAV-009;NAV-007;NAV-008;NAV-017,5,3,continue,semantic,,,False,"The contexts do not mention LPV/LNAV/VNAV, SBAS processing, GPS-aided NAV accuracy, or remaining minima after SBAS loss.",False,"No context discusses SBAS processing, required NAV accuracy, or approach minima if SBAS is lost.",,skipped,True
"What flight control computer behavior, as referenced by cockpit display logic and lighting requirements, ultimately satisfies the applicable security requirement?",3+-hop,adaptive,azure,none,2,7479,1723,327,2050,SEC-014;LGT-008;LGT-003;LGT-001;LGT-004;LGT-014;HMI-003;SEC-035;CDL-030;ENG-037;AUTO-006;AUTO-033;CDL-035;COMM-023;ENG-021,SEC-014;LGT-008;LGT-003;LGT-001;LGT-004;LGT-014;HMI-003;SEC-035;CDL-030;ENG-037;AUTO-006;AUTO-033;CDL-035;COMM-023;ENG-021,15,0,,,graphrag,R4: traceability_kw + no_explicit_id → structural retrieval,True,The answer is empty and therefore makes no factual claims unsupported by the provided contexts.,False,"No context explicitly links flight control computer behavior, cockpit display logic, and lighting requirements to a security requirement; relevant requirements are mentioned individually but not conne",,skipped,False
"Which INS-published state elements support the flight data recorder’s mandatory attitude, position, and velocity parameter capture?",1-hop,graphrag,azure,none,0,7692,1633,460,2093,INS-020;INS-019;FCC-016;INS-039;FDR-020;INS-042;FDR-018;INS-012;AUTO-032;FCC-017;FDR-016;INS-015;INS-053;NAV-010;NAV-011,INS-020;INS-019;FCC-016;INS-039;FDR-020;INS-042;FDR-018;INS-012;AUTO-032;FCC-017;FDR-016;INS-015;INS-053;NAV-010;NAV-011,15,0,,,,,False,"The answer is empty and does not address the question, so it cannot be judged as a supported grounded answer.",False,The answer is missing; no factual claims are made to be checked against the contexts.,,skipped,True
"Which flight computer security requirement flows through the data link to satisfy the communication subsystem requirement, and what intermediate security rationale connects them?",3+-hop,adaptive,azure,none,1,10667,1574,461,2035,SEC-014;CDL-003;CDL-001;FDR-055;COMM-018;CDL-012;SEC-028;COMM-024;CDL-024;COMM-002;COMM-029;DLNK-002;EMS-021;EMS-033;FCC-044,SEC-014;CDL-003;CDL-001;FDR-055;COMM-018;CDL-012;SEC-028;COMM-024;CDL-024;COMM-002;COMM-029;DLNK-002;EMS-021;EMS-033;FCC-044,15,0,,,graphrag,R4: traceability_kw + no_explicit_id → structural retrieval,False,The answer is empty and does not identify any requirement or rationale asked for in the question.,False,No context explicitly links a flight computer security requirement through the data link to the communication subsystem requirement or describes an intermediate security rationale connecting them.,,skipped,True
"Which built-in test requirement is ultimately driven by the power requirement through the linked security and flight-control requirements, and what end-to-end rationale connects them?",3+-hop,adaptive,azure,none,0,27265,5905,1251,7156,BIT-001;EPS-018;SEC-014;SEC-012;SEC-035;SEC-010,SEC-035;SEC-014;BIT-001;STR-021;SEC-012;FCC-052;FCC-056;STR7-FCC-003;FCC-055;ALX2-FCC-003;EPS-006;EPS-005;EPS-004;EPS-018;EPS-015,15,3,continue,semantic,agentic,"default: agentic ReAct exploration (no specific signal; ids=0, mods=0, trace_kw=False, chain_ind=True, numeric=False)",False,The answer is empty and does not identify any built-in test requirement or rationale from the provided contexts.,False,The answer is missing; no factual claims were made to evaluate for faithfulness.,,skipped,True
"Which flight control software requirement ultimately traces through detailed design to the flight data recording requirement for timestamped fault-event capture, and what intermediate control and recorder requirements connect them?",3+-hop,adaptive,azure,none,2,8398,1354,379,1733,FDR-001;FDR-002;FDR-022;FDR-018;FDR-008;FCC-001;FDR-015;FDR-012;AUTO-010;BIT-002;FCC-012;FMS-022;GCS-018;INS-015;NBC3-GPS-002,FDR-001;FDR-002;FDR-022;FDR-018;FDR-008;FCC-001;FDR-015;FDR-012;AUTO-010;BIT-002;FCC-012;FMS-022;GCS-018;INS-015;NBC3-GPS-002,15,0,,,graphrag,R4: traceability_kw + no_explicit_id → structural retrieval,True,"The answer is empty, so it makes no factual claims beyond the provided contexts.",False,No flight control software requirement is explicitly traced through detailed design to the timestamped fault-event capture requirement in the retrieved contexts; only logging mode transitions and auto,,skipped,False
Which payload command ID ranges must the PMC dispatch to each sensor or external store under the payload command routing table?,1-hop,vanilla,azure,none,2,4402,582,237,819,PLD-009;PLD-033;PLD-021;PLD-003;PLD-016,PLD-009;PLD-033;PLD-021;PLD-003;PLD-016,5,0,,,,,True,"The answer contains no factual claims, so there is nothing unsupported by the provided contexts.",True,All claimed command ID ranges and their routing targets are explicitly listed in the Payload_Command_Routing table in the retrieved contexts.,,skipped,True
"How does the ground control requirement ultimately propagate through autonomy and energy management to the flight data recorder, and what recorder behavior is required as a result?",3+-hop,agentic,azure,none,0,21333,5597,990,6587,CDL-030;ICE-019;ICE-016;FDR-017;ICE-017;EPS-001;EPS-023;EPS-024;EPS-025;ICE-018,ADS-004;ADS-016;ADS-017;ADS-005;ADS-014;EPS-003;EPS-001;EPS-024;EPS-023;EPS-025;ICE-017;ICE-019;ICE-016;ICE-008;ICE-018,15,3,continue,semantic,,,True,"The answer contains no factual claims, so there is nothing unsupported by the provided contexts.",False,The contexts do not describe ground control requirements propagating through autonomy and energy management to the flight data recorder or specify resulting recorder behavior.,,skipped,False
"Which flight control requirement ultimately traces through the GPS subsystem to an inertial navigation requirement, and what end-to-end behavior or dependency does that chain establish?",3+-hop,agentic,azure,none,0,16025,3075,846,3921,FCC-017;NAV-015;NAV-002;GPS-006;GPS-012;GPS-011;FCC-016;INS-020,FCC-007;FCC-017;FCC-016;NBC3-FCC-004;FCC-024;GPS-003;GPS-006;GPS-012;GPS-009;GPS-011;NAV-015;NAV-008;NAV-002;NAV-028;NAV-007,15,0,sufficient,semantic,,,False,The answer is empty and does not address the requirement trace chain or behavior asked in the question.,True,"FCC-017 traces to NAV-015, which describes GPS-aided AHRS as a backup using GPS and IMU integration when INS fails, establishing an end-to-end dependency from FCC via NAV Fusion to inertial navigation",,skipped,False
