query,pipeline,repeat,query_type,gemini_judged_on,gemini_faithful,gemini_reason,gemini_tokens,gpt41_judged_on,gpt41_faithful,gpt41_reason,gpt41_tokens
"Which film was released first, Sarah Prefers To Run or Tears Of April?",graphrag,1,1-hop,2026-08-21,True,The answer accurately states the release years and order based on the provided contexts.,1242,2026-08-20,True,The release years for both films are directly stated in the provided contexts.,1020
"Which film has the director born later, Kaalapani or Strictly Modern?",graphrag,1,3+-hop,2026-08-21,True,"All facts, including the directors' names, birth details, and the inference based on film release dates, are fully supported by the retrieved contexts.",4201,2026-08-20,False,The answer makes an inference about William A. Seiter’s birth date that is not supported by the retrieved contexts.,3435
"Which film has the director who died first, The Admiral Was A Lady or The Whales Of August?",graphrag,1,3+-hop,2026-08-21,True,All claims regarding the directors of both films and their respective dates of death are fully supported by the retrieved contexts.,3222,2026-08-20,True,"All claimed director names, death dates, and reasoning are directly supported by the retrieved contexts.",2631
"Which film whose director was born first, El Lazarillo De Tormes or Balyasakhi?",graphrag,1,3+-hop,2026-08-21,True,"All factual claims, including the directors' identities and birth dates, are directly supported by the retrieved contexts.",2610,2026-08-20,True,The birth dates and director information for both films are directly supported by the retrieved contexts.,2098
Are Ding Yaping and Johann Christian Gustav Lucae of the same nationality?,graphrag,1,1-hop,2026-08-21,True,All factual claims made in the answer are directly supported by the retrieved contexts.,2297,2026-08-20,False,"The claim that Ding Yaping is both Chinese and German is supported, but claiming they are not of the same nationality because Ding Yaping is both and Lucae only German adds information about exclusivi",1906
"Are both Chak 26/11-L, Chichawatni and Chah-E Ali Kapari located in the same country?",graphrag,1,1-hop,2026-08-21,True,All facts and cited requirement IDs are directly supported by the retrieved contexts.,1345,2026-08-20,True,All claims about locations are directly supported by the retrieved contexts.,1028
"Who was born first, Enzo Corigliano or Song Dong-Hwan?",graphrag,1,1-hop,2026-08-21,True,"The birth dates of both Song Dong-hwan and Enzo Corigliano are accurately supported by the retrieved contexts, confirming Song Dong-hwan was born first.",1769,2026-08-20,False,"The answer correctly gives the birth dates, but adds commentary about DOORS and requirement IDs not present in the contexts.",1374
What is the date of death of the director of film Honest Raj?,graphrag,1,2-hop,2026-08-21,True,The answer accurately cites the director and his date of death based on the provided contexts.,2724,2026-08-20,True,"The answer correctly identifies K. S. Ravi as the director and 6 September 2010 as his date of death, both supported in the retrieved contexts.",2358
Who is the spouse of the director of film You Talkin' To Me? (Film)?,graphrag,1,2-hop,2026-08-21,True,All factual claims regarding the director of the film and his spouse are directly supported by the retrieved contexts.,2232,2026-08-20,True,Both claims about the director and his spouse are explicitly stated in the retrieved contexts.,1849
Where was the wife of Ned Manning born?,graphrag,1,2-hop,2026-08-21,True,"All claims regarding Ned Manning's past marriage to Bronwyn Bancroft and her birthplace in Tenterfield, New South Wales are directly supported by the retrieved contexts.",1860,2026-08-20,True,"The context explicitly states that Bronwyn Bancroft, who was Ned Manning's wife, was born in Tenterfield, New South Wales.",1479
What is the place of birth of the director of film The United States Of America (Film)?,graphrag,1,2-hop,2026-08-21,True,The answer accurately summarizes the retrieved context and correctly notes that an explicit place of birth is not stated.,2659,2026-08-20,True,The answer only uses facts present in the contexts and correctly notes the missing place of birth information.,2148
Who is Humphrey Of Montfort's paternal grandmother?,graphrag,1,2-hop,2026-08-21,True,"The answer is completely supported by the retrieved contexts, which establish that Humphrey is the son of Philip of Montfort and Philip is the son of Helvis of Ibelin.",2676,2026-08-20,True,The claim that Humphrey of Montfort's paternal grandmother is Helvis of Ibelin is directly supported by the retrieved contexts.,2237
"Are both villages, Rogozikha and Turbaza ""Katun"", located in the same country?",graphrag,1,1-hop,2026-08-21,True,"Both contexts explicitly confirm that Rogozikha and Turbaza ""Katun"" are located in Russia.",995,2026-08-20,True,Both villages are stated to be located in Russia in the retrieved contexts.,705
What nationality is the composer of film Dhilluku Dhuddu 2?,graphrag,1,2-hop,2026-08-21,True,The answer accurately states that Shabir composed the film's soundtrack and is from Singapore based on the provided contexts.,3098,2026-08-20,True,Both claims about Shabir composing for Dhilluku Dhuddu 2 and being from Singapore are directly supported by the retrieved contexts.,2816
What is the place of birth of the director of film K-9: P.I.?,graphrag,1,2-hop,2026-08-21,True,The answer accurately identifies the director and his birthplace directly from the provided contexts.,2851,2026-08-20,True,Both the director and his place of birth are directly supported by the retrieved contexts.,2488
"Which film has the director who died earlier, The Right Person or The Curtain Falls?",graphrag,1,3+-hop,2026-08-21,True,"All claims regarding the directors, their death dates, and the resulting comparison are fully supported by the retrieved contexts.",2065,2026-08-20,False,"The context [2W-177-P06] refers to a 1939 German film 'The Curtain Falls' directed by Georg Jacoby, but the earlier context [2W-177-P02] indicates a 1934 film 'The Curtain Falls' directed by Charles L",1637
Who is the mother-in-law of Princess Clotilde Of Saxe-Coburg And Gotha?,graphrag,1,2-hop,2026-08-21,True,All factual claims regarding Princess Clotilde's marriage and her mother-in-law Duchess Maria Dorothea of Württemberg are fully supported by the retrieved contexts.,2525,2026-08-20,False,"The answer provides the mother-in-law's name by inference, but the contexts do not explicitly state Duchess Maria Dorothea of Württemberg is Clotilde's mother-in-law.",1634
"Which film has the director who died later, Elle Boit Pas, Elle Fume Pas, Elle Drague Pas, Mais... Elle Cause ! or The Very Eye Of Night?",graphrag,1,3+-hop,2026-08-21,True,"All facts regarding the directors, their death dates, and the resulting film comparison are directly supported by the context.",2843,2026-08-20,True,"All claims about the directors, their associated films, and dates of death are directly supported by the retrieved contexts.",2232
Did Neil Hopkins and Lenore E. Walker share the same nationality?,graphrag,1,1-hop,2026-08-21,True,The answer accurately cites and directly derives its conclusion from the provided contexts.,1640,2026-08-20,True,Both individuals are stated to be American in the retrieved contexts.,1261
"Which film has the director born earlier, Meera (1945 Film) or Old Mother Riley'S Ghosts?",graphrag,1,3+-hop,2026-08-21,True,All facts including the directors of both films and their respective birth dates are fully supported by the context.,1866,2026-08-20,True,All director names and birth dates are supported in the retrieved contexts.,1557
"Which film has the director who died later, Suyetchai Mla or Brilliant Lies?",graphrag,1,3+-hop,2026-08-21,False,"The initial statement 'Brilliant Lies' contradicts the context, which shows that Guru Dhanapal (director of Suyetchai MLA) died in 2014, later than Richard Franklin in 2007.",3372,2026-08-20,True,All facts about the directors and their dates of death are supported in the contexts.,2400
"Which film came out earlier, Locked In (Film) or Angel'S Rage?",graphrag,1,1-hop,2026-08-21,True,The contexts confirm that Angel's Rage was released in 2006 and Locked In was released in 2010.,2167,2026-08-20,True,The answer's claims match the dates provided in the retrieved contexts for both films.,1811
"Which film was released first, Sankaranum Mohananum or Cold Blade?",graphrag,1,1-hop,2026-08-21,True,The contexts confirm that Cold Blade was released in 1970 and Sankaranum Mohananum was released in 2011.,3012,2026-08-20,True,Both release years are directly supported by the retrieved contexts.,2634
"Which film has the director who was born earlier, Ruler Of The Road or Carson City Cyclone?",graphrag,1,3+-hop,2026-08-21,True,"The answer accurately identifies the directors from the context and correctly states that their birth dates are missing, preventing a comparison.",3392,2026-08-20,True,The answer only uses information from the retrieved contexts and correctly states that birth years for the directors are not provided.,2923
"Which film whose director was born first, The Liberace Of Baghdad or Wild Heather?",graphrag,1,3+-hop,2026-08-21,False,"The claim naming Wild Heather is unsupported because the retrieved contexts do not provide the birth date of its director, Cecil Hepworth.",3290,2026-08-20,True,"The answer accurately reflects that Sean McAllister's birthdate is given but Cecil Hepworth's is not, so a comparison cannot be made based on the retrieved context.",2679
"Which film whose director was born first, The Adjuster or Hajen Som Visste För Mycket?",graphrag,1,3+-hop,2026-08-21,True,All facts and conclusions in the answer are directly supported by the retrieved contexts.,2832,2026-08-20,True,"All claims about directors' names, birth dates, and their respective films are directly supported by the provided contexts.",2289
Do director of film La Neve Nel Bicchiere and director of film Lucia'S Grace have the same nationality?,graphrag,1,3+-hop,2026-08-21,True,All factual claims regarding the films and directors are fully supported by the retrieved contexts.,2516,2026-08-20,True,"The answer correctly notes that Gianni Zanasi is stated as Italian, but Florestano Vancini's nationality is not explicitly given in the retrieved contexts.",1893
"Which album was released earlier, Years Past Matter or Digital Smoke?",graphrag,1,1-hop,2026-08-21,True,All release dates and the comparison are directly supported by the context chunks.,1723,2026-08-20,True,All claims about release dates are directly supported by the retrieved contexts.,1374
"Which film has the director died first, The Girl In The Red Velvet Swing or Ghosts Of Port Arthur?",graphrag,1,3+-hop,2026-08-21,True,"All claims about the films' directors, their death dates, and the resulting comparison are fully supported by the retrieved contexts.",2278,2026-08-20,True,"All claims about directors, films, and their dates of death are directly supported by the retrieved contexts.",1849
Who is Empress Xu (Ming Dynasty)'s father-in-law?,graphrag,1,2-hop,2026-08-21,True,The answer logically deduces Empress Xu's father-in-law using verified facts from the provided contexts.,2461,2026-08-20,True,All claims regarding Empress Xu's husband and his father are directly supported by the provided contexts.,2066
Do both directors of films Bullet For Stefano and Annabella'S Adventure share the same nationality?,graphrag,1,3+-hop,2026-08-21,False,The contexts identify the films as Italian but do not provide the nationalities of directors Duilio Coletti and Leo Menardi.,2622,2026-08-20,False,"The contexts confirm both films are Italian and name the directors, but do not explicitly state the nationalities of Duilio Coletti or Leo Menardi.",1928
Where did Johan Ludvig Heiberg (Poet)'s father die?,graphrag,1,2-hop,2026-08-21,True,"The answer accurately reflects the context, quoting the information about Peter Andreas Heiberg living in Paris until his death in 1841.",2566,2026-08-20,True,"All claims are fully supported by the retrieved contexts, which specify Heiberg settled in Paris and lived there until his death, but do not have an explicit death-place statement.",2183
Where was the place of burial of the director of film High Lane (Film)?,graphrag,1,2-hop,2026-08-21,True,The answer accurately reflects the information in the provided context and correctly notes that the place of burial is not mentioned.,2999,2026-08-20,True,The answer accurately summarizes the information available in the retrieved contexts without adding unsupported details.,2574
Do both films Homecoming (1984 Film) and Hello Cheyenne have the directors that share the same nationality?,graphrag,1,3+-hop,2026-08-21,True,All facts regarding the directors of both films and their respective nationalities are directly supported by the retrieved contexts.,3437,2026-08-20,True,All claims about director names and nationalities are directly supported by the retrieved contexts.,2857
"Who is Beatrice Of Burgundy, Lady Of Bourbon's mother-in-law?",graphrag,1,2-hop,2026-08-21,True,All facts in the answer are directly supported by the retrieved contexts.,2052,2026-08-20,True,"All claims are explicitly supported by the retrieved contexts, specifically [2W-196-P04] and [2W-196-P07].",1710
Where was the director of film Katka'S Reinette Apples born?,graphrag,1,2-hop,2026-08-21,True,The answer accurately states that Fridrikh Ermler directed the film and was born in Rēzekne based on the provided context.,3207,2026-08-20,True,The context states directly that Fridrikh Ermler was born in Rēzekne.,2708
"Which film whose director is younger, Told In The Hills or Goodnight, Sweet Marilyn?",graphrag,1,3+-hop,2026-08-21,True,All facts regarding the directors of the films and their respective birthdates are directly supported by the retrieved contexts.,2863,2026-08-20,True,"All factual claims are directly supported by the retrieved contexts, including directors and their birth years.",2314
"Which film has the director who was born first, Legend Of The Mountain or Three Men To Kill?",graphrag,1,3+-hop,2026-08-21,True,All facts regarding the directors of the films and their respective birth dates are fully supported by the retrieved contexts.,2057,2026-08-20,True,All claims about directors and their birth dates are directly supported by the provided contexts.,1606
"Who lived longer, Jean-Baptiste-Denis Despré or Lucien Bonaparte Webster?",graphrag,2,1-hop,2026-08-21,True,All facts and lifespan calculations are fully supported by the provided contexts.,2095,2026-08-20,True,All factual claims about lifespans and dates are directly supported by the provided contexts.,1596
"Who died later, Pieter Corneliszoon Hooft or Rudi Carrell?",graphrag,2,1-hop,2026-08-21,True,The answer accurately compares the death dates of Pieter Corneliszoon Hooft and Rudi Carrell using the provided contexts.,2077,2026-08-20,True,All dates of death and the conclusion are explicitly supported by the retrieved contexts.,1586
"Which film came out first, Defendor or Njanum Ente Familiyum?",graphrag,2,1-hop,2026-08-21,True,"The release dates for both Defendor and Njanum Ente Familiyum are accurately cited from the retrieved contexts, confirming Defendor came out first.",3174,2026-08-20,True,The answer's release years for both films and the conclusion are supported by the retrieved contexts.,2723
"Which film came out first, What Women Love or Ramudu Kadu Krishnudu?",graphrag,2,1-hop,2026-08-21,True,All claims in the answer are directly supported by the retrieved contexts.,1313,2026-08-20,True,"The answer uses only dates from the contexts, accurately stating What Women Love (1920) and Ramudu Kadu Krishnudu (1983).",981
Does Eddie Murray (Rugby League) have the same nationality as Henry Talbot (Photographer)?,graphrag,2,1-hop,2026-08-21,True,All statements and nationality details are directly supported by the retrieved contexts.,1900,2026-08-20,True,"The answer accurately references the contexts which state Eddie Murray is Australian and Henry Talbot is German-Australian, showing they do not have the same nationality.",1413
Do Jan Christiaan Lindeman and Jermano Lo Fo Sang have the same nationality?,graphrag,2,1-hop,2026-08-21,True,"Both individuals are explicitly identified as Dutch in the provided context, supporting the conclusion that they have the same nationality.",1910,2026-08-20,True,Both are explicitly described as Dutch in the provided contexts.,1544
Are both directors of films Tarzan And The Slave Girl and Sweet Crude from the same country?,graphrag,2,3+-hop,2026-08-21,True,All statements and requirement citations in the answer are fully supported by the retrieved contexts.,2269,2026-08-20,True,The answer accurately reflects that the contexts do not provide explicit country information for both directors and relies only on what is stated.,1745
"Who was born first, Heo Keon or Ljiljana Nanušević?",graphrag,2,1-hop,2026-08-21,False,The initial statement that Heo Keon was born first directly contradicts the retrieved contexts.,1396,2026-08-20,True,All birth dates and conclusion are fully supported by the provided contexts.,960
Who was born first out of Kazimierz Cichowski and Ellen Margrethe Løj?,graphrag,2,1-hop,2026-08-21,True,The answer accurately compares the birth dates of Kazimierz Cichowski and Ellen Margrethe Løj as supported by the retrieved contexts.,2802,2026-08-20,True,Both dates are directly stated in the retrieved contexts.,2362
"Where did Catherine Of Taranto, Countess Of Copertino's mother die?",graphrag,2,2-hop,2026-08-21,True,The answer accurately states that the death location of Catherine of Taranto's mother is not provided in the retrieved contexts while accurately referencing the available details.,1706,2026-08-20,True,The answer only states what is found in the contexts and correctly notes that the place of death is not specified.,1359
Who is Princess Caroline Napoléon's maternal grandmother?,graphrag,2,2-hop,2026-08-21,True,All claims and citations correctly deduce Princess Caroline Napoléon's maternal grandmother from the retrieved contexts.,1676,2026-08-20,True,"The context [2W-010-P00] states that Princess Béatrice's mother is Chantal de Chevron-Villette, supporting the answer's claim.",1312
Where was the father of Alina Fernández born?,graphrag,2,2-hop,2026-08-21,True,"The answer accurately cites the retrieved contexts to identify Fidel Castro as Alina Fernández's father and state his birthplace as Birán, Oriente.",2300,2026-08-20,True,Both claims are directly supported by the retrieved contexts.,1900
"Who died later, Adam Purple or Chyskillz?",graphrag,2,1-hop,2026-08-21,True,All facts and cited dates regarding Adam Purple and Chyskillz's deaths are fully supported by the retrieved contexts.,1779,2026-08-20,True,Both death dates for Adam Purple and Chyskillz are explicitly supported in the provided contexts.,1473
"Which film whose director was born first, Lions For Lambs or Nowhere In Africa?",graphrag,2,3+-hop,2026-08-21,False,"The answer begins by incorrectly naming Nowhere in Africa even though the context demonstrates that Robert Redford, the director of Lions for Lambs, was born first.",2556,2026-08-20,False,"The answer claims Nowhere in Africa was directed by Caroline Link and Lions for Lambs was directed by Robert Redford (supported), and that Caroline Link was born in 1964 (supported) and Redford in 193",1939
"Which film came out earlier, Where Are You? I'M Here or Patnam Vachina Pativrathalu?",graphrag,2,1-hop,2026-08-21,True,The answer correctly identifies release years from the provided contexts (1982 vs. 1993) and concludes Patnam Vachina Pativrathalu came out earlier.,1260,2026-08-20,True,Both films' release years (1982 and 1993) are directly given in the retrieved contexts.,880
"Where was the place of death of Crato, Count Of Nassau-Saarbrücken's father?",graphrag,2,2-hop,2026-08-21,True,All facts regarding Crato's father and his place of death in Metz are fully supported by the provided context chunks.,2154,2026-08-20,True,The contexts state William Louis was Crato's father and that he died in Metz.,1696
"Which film has the director who was born later, Young Buffalo Bill or The Lacquered Box?",graphrag,2,3+-hop,2026-08-21,True,All facts and conclusions are fully supported by the retrieved contexts.,1558,2026-08-20,True,"All claims about director names, birth dates, and film associations are directly supported by the retrieved contexts.",1112
"Do Kim Darby and John Birdsall (Politician, Born 1840) have the same nationality?",graphrag,2,1-hop,2026-08-21,True,All claims regarding the American nationality of both Kim Darby and John Birdsall are directly supported by the retrieved contexts.,1594,2026-08-20,True,Both are described as American in the retrieved contexts.,1099
"Which film whose director was born first, Sin'S Pay Day or Gunaah (1993 Film)?",graphrag,2,3+-hop,2026-08-21,True,All facts regarding the directors of both films and their birth dates are completely supported by the provided contexts.,3837,2026-08-20,True,All claims about directors and their birth dates are directly supported by the retrieved contexts.,3299
Who was the teacher of the composer of film The Cousin From Nowhere (1953 Film)?,graphrag,2,2-hop,2026-08-21,True,"All claims in the answer regarding the film's composer and his teacher, Max Bruch, are directly supported by the retrieved contexts.",1980,2026-08-20,True,"The answer correctly identifies Max Bruch as Eduard Künneke's teacher, as supported by the retrieved context [2W-019-P04].",1674
"Who is older, Arnold Carl Johansen or Walter Lafferty?",graphrag,2,1-hop,2026-08-21,True,All birth dates and the resulting age comparison are fully supported by the retrieved contexts.,1896,2026-08-20,True,All birth dates and age comparison claims are directly supported by the retrieved contexts.,1411
"Who was born first, Cornelis Gijsbert Gerrit Jan Van Steenis or Tarsem King, Baron King Of West Bromwich?",graphrag,2,1-hop,2026-08-21,True,The answer accurately states the birth dates and correctly determines who was born first based on the provided contexts.,1847,2026-08-20,True,Both birth dates are directly supported by the retrieved contexts.,1413
"Did the movies Mille Bolle Blu and La Moglie Vergine, originate from the same country?",graphrag,2,1-hop,2026-08-21,True,All claims are accurately supported by the retrieved contexts.,1579,2026-08-20,True,Both films are identified as Italian in the retrieved contexts.,1230
"Who is older, Daniel David Moses or Stanislas Batchi?",graphrag,2,1-hop,2026-08-21,True,All claims regarding the birth dates and relative ages of Stanislas Batchi and Daniel David Moses are directly supported by the context.,1567,2026-08-20,True,All factual claims about birth dates and relative age are supported by the retrieved contexts.,1131
"Which film came out first, Blood And Diamonds or Opened By Mistake?",graphrag,2,1-hop,2026-08-21,True,The answer accurately compares the release years of both films based directly on the provided contexts.,1258,2026-08-20,True,The contexts explicitly state Opened by Mistake is a 1940 film and Blood and Diamonds is a 1978 film.,982
When was Richard Bootle-Wilbraham's father born?,graphrag,2,2-hop,2026-08-21,True,"The contexts confirm that Richard Bootle-Wilbraham's father was Edward Bootle-Wilbraham, 1st Baron Skelmersdale, who was born on 7 March 1771.",2138,2026-08-20,True,Both the identity and birth date of Richard Bootle-Wilbraham’s father are directly supported by the retrieved contexts.,1679
"Which film has the producer who is older, Dweepa or Kalank?",graphrag,2,3+-hop,2026-08-21,False,"The context explicitly states in [2W-026-P00] that Soundarya was the producer for Dweepa, contradicting the answer's claim that Dweepa's producer is not mentioned.",3968,2026-08-20,True,"The answer correctly states that the producer identity/age for Dweepa is missing, and for Kalank only one producer's age is provided, matching the retrieved contexts.",3318
Who was born first out of Gerda Weissensteiner and Stasys Šaparnis?,graphrag,2,1-hop,2026-08-21,True,The contexts directly confirm that Stasys Šaparnis was born on 2 October 1939 and Gerda Weissensteiner was born on 3 January 1969.,1923,2026-08-20,True,Both birth dates and the conclusion are directly supported by the retrieved contexts.,1466
Who is the paternal grandfather of George Tupou V?,graphrag,2,2-hop,2026-08-21,True,All facts and relationships stated in the answer are directly supported by contexts 2W-028-P09 and 2W-028-P07.,1528,2026-08-20,True,All stated familial relationships are directly supported by the retrieved contexts.,991
"Which film has the director who is older than the other, Odd Job (Film) or Everything'S Ducky? ",graphrag,2,3+-hop,2026-08-21,True,All facts regarding the directors and their birth dates are directly supported by the retrieved contexts.,2801,2026-08-20,True,All factual claims about the directors and their birth dates are directly supported by the retrieved contexts.,2285
When did Mary Basset's father die?,graphrag,2,2-hop,2026-08-21,True,Every claim in the answer is directly supported by the retrieved contexts.,3251,2026-08-20,True,Both claims are explicitly supported by the retrieved contexts.,2773
"Which film has the director who was born earlier, The Forbidden Trail or A Weaver Of Dreams?",graphrag,2,3+-hop,2026-08-21,False,"The answer falsely claims in its opening sentence that A Weaver of Dreams has the earlier-born director, which contradicts the retrieved context showing Robert N. Bradbury was born earlier than John H",2854,2026-08-20,False,"The answer incorrectly claims John H. Collins was born earlier than Robert N. Bradbury, but the contexts show Bradbury (1886) was born earlier than Collins (1889).",2078
"Which film has the director died later, The Wax Model or Khoon Ka Karz?",graphrag,2,3+-hop,2026-08-21,True,All facts regarding the directors of the films and their dates of death are directly supported by the context.,3701,2026-08-20,True,All factual claims about directors and their dates of death are directly supported by the contexts.,3266
"Are the movies The Urethra Chronicles and Starter For 10 (Film), from the same country?",graphrag,2,1-hop,2026-08-21,True,The answer is supported by the contexts through direct statements and light inference.,2257,2026-08-20,True,The answer correctly identifies 'The Urethra Chronicles' as American and 'Starter for 10' as British based on the retrieved contexts.,1314
"Which film has the director who was born earlier, Angélique, Marquise Des Anges or That Man George?",graphrag,2,3+-hop,2026-08-21,True,"All directors, their birth dates, and the resulting comparison are fully supported by the provided contexts.",2583,2026-08-20,True,All claims about the directors' names and birth dates are directly supported by the retrieved contexts.,1959
"Who lived longer, George F. Sowers or Henrietta Amelia Leeson?",graphrag,2,1-hop,2026-08-21,False,"The context does not provide Henrietta Amelia Leeson's exact birth date, making the claim that she lived longer than George F. Sowers unverifiable.",3392,2026-08-20,True,The answer uses only data from the contexts and cautiously infers that Leeson likely lived slightly longer but without making stronger claims than warranted by the provided information.,2281
Did Mitch Brian and Harry Kent (Cyclist) share the same nationality?,graphrag,2,1-hop,2026-08-21,True,All factual claims regarding the nationalities of Mitch Brian and Harry Kent are accurately supported by the provided context chunks.,1498,2026-08-20,True,The nationalities of both Mitch Brian and Harry Kent (cyclist) are directly supported by the contexts.,1151
"Which film has the director who died later, Waiting For The Hearse or The Seventh Sword?",graphrag,2,3+-hop,2026-08-21,True,All facts regarding the directors of the films and their dates of death are directly supported by the retrieved context.,2255,2026-08-20,True,All claims and death dates for the directors are directly supported by the retrieved contexts.,1760
Who is Princess Elizabeth Of Greece And Denmark's maternal grandfather?,graphrag,2,2-hop,2026-08-21,True,Every claim in the answer is fully supported by chunks [2W-038-P04] and [2W-038-P02].,1690,2026-08-20,True,Every claim about Princess Elizabeth's lineage is directly supported by the retrieved contexts.,1345
What is the place of birth of Dianne Bentley's husband?,graphrag,2,2-hop,2026-08-21,True,The answer accurately states the identity and place of birth of Dianne Bentley's husband using the provided contexts.,2593,2026-08-20,True,Both the identity of Dianne Bentley's husband and his place of birth are directly supported by the provided contexts.,2204
What nationality is Sukhumala Marasri's father?,graphrag,2,2-hop,2026-08-21,True,All claims regarding Sukhumala Marasri's father and his nationality/monarchy of Siam (Thailand) are directly supported by the retrieved contexts.,1604,2026-08-20,True,"The answer correctly uses the context to identify King Mongkut as Sukhumala Marasri's father and states he was monarch of Siam (Thailand), thereby justifying that he was Siamese/Thai.",1333
"Which magazine was founded first, Racing Toward Diversity or Lo Scolaro?",graphrag,2,1-hop,2026-08-21,True,All claims are accurately supported by the provided context chunks.,1940,2026-08-20,True,Both founding years are explicitly stated in the retrieved contexts.,1526
"Which film was released earlier, Smiles Of A Summer Night or Two Idiots In Hollywood?",graphrag,2,1-hop,2026-08-21,True,The answer accurately compares the release years of both films based directly on the provided contexts.,1544,2026-08-20,True,Both release years are explicitly stated in the retrieved contexts.,1187
Did Charles Robinson (Raf Airman) and Terri Hooley share the same nationality?,graphrag,2,1-hop,2026-08-21,True,"The answer accurately reflects the context, correctly noting that Charles Robinson is British while Terri Hooley's nationality is not explicitly stated.",1701,2026-08-20,True,"The answer accurately reflects the retrieved contexts, noting Charles Robinson is British while Terri Hooley's nationality is not explicitly stated.",1278
Do both films All Souls (Film) and Atomised (Film) have the directors from the same country?,graphrag,2,3+-hop,2026-08-21,True,All facts and citations are fully supported by the retrieved contexts.,2720,2026-08-20,True,"Both directors, Erik Lund and Oskar Roehler, are identified as German in the contexts.",2281
Where was the director of film Death Of A Friend born?,graphrag,2,2-hop,2026-08-21,True,The answer accurately cites the retrieved contexts confirming Franco Rossi directed Death of a Friend and was born in Florence.,2993,2026-08-20,True,"Every claim in the answer is directly supported by the retrieved contexts, specifically [2W-045-P04] and [2W-045-P02].",2646
Who is the spouse of the director of film Fire-Eater (Film)?,graphrag,2,2-hop,2026-08-21,True,All statements in the answer are directly supported by the retrieved contexts.,2385,2026-08-20,True,All information about the director and her partner is directly supported by the retrieved contexts.,1961
"Which film has the director born later, No Dough Boys or The Punch And Judy Man?",graphrag,2,3+-hop,2026-08-21,True,All facts and comparisons are accurately supported by the provided context chunks.,2809,2026-08-20,True,All birth dates and directorship information are directly supported by the retrieved contexts.,2263
Are Saks Fifth Avenue and Warburg Pincus located in the same country?,graphrag,2,1-hop,2026-08-21,True,All claims regarding the locations of Saks Fifth Avenue and Warburg Pincus in the United States are supported by the retrieved contexts.,1525,2026-08-20,True,"The contexts state that both Warburg Pincus and Saks Fifth Avenue are based in New York, USA.",1171
Are the directors of films Jaco (Film) and Half A Bride both from the same country?,graphrag,2,3+-hop,2026-08-21,True,All factual claims made in the answer are accurately supported by the provided context chunks.,2597,2026-08-20,False,"The answer claims the directors are not from the same country, but the contexts show both identified directors are American.",1985
"Which film has the director who died earlier, My Husband'S Other Wife or ¡Que Viene Mi Marido!?",graphrag,2,3+-hop,2026-08-21,True,"All claims regarding the directors, their death dates, and the resulting comparison are fully supported by the retrieved contexts.",1976,2026-08-20,True,"All claims about the directors, their films, and their death dates are directly supported by the retrieved contexts.",1444
Are Vivicca Whitsett and Pepa (Rapper) from the same country?,graphrag,2,1-hop,2026-08-21,True,All claims regarding Vivicca Whitsett being American and Pepa being Jamaican-American are directly supported by the retrieved contexts.,1693,2026-08-20,True,The answer's claims about both individuals' nationalities are directly supported by the provided contexts.,1340
"Which film came out first, Je L'Ai Été Trois Fois or Tamala 2010: A Punk Cat In Space?",graphrag,2,1-hop,2026-08-21,False,The release year for Tamala 2010: A Punk Cat in Space is not provided in the retrieved context.,2345,2026-08-20,False,"The answer claims that Tamala 2010: A Punk Cat in Space was released in 2002, but the retrieved context does not state any release year for Tamala 2010.",1468
"Which film came out first, The Happy Life or King Arthur Was A Gentleman?",graphrag,2,1-hop,2026-08-21,True,Both release years and the conclusion that King Arthur Was a Gentleman came out first are directly supported by the retrieved contexts.,1237,2026-08-20,True,Both films' release years are supported directly by the provided contexts.,872
"Which film has the director who was born earlier, Time For Loving or Un'Altra Vita?",graphrag,2,3+-hop,2026-08-21,True,"All facts regarding the directors of the films, their birth dates, and the resulting comparison are directly supported by the retrieved contexts.",2948,2026-08-20,True,All factual claims about directors and their birth years are directly supported by the retrieved contexts.,2344
"Which film has the director born later, Monsieur Taxi or A Yiddish World Remembered?",graphrag,2,3+-hop,2026-08-21,True,All factual claims regarding the directors of the films and their respective birth dates are fully supported by the provided contexts.,1467,2026-08-20,True,All factual claims about the directors and their birth dates are directly supported by the retrieved contexts.,1122
"Which film has the director who died first, The Squaw Man'S Son or Till We Meet Again (1936 Film)?",graphrag,2,3+-hop,2026-08-21,True,All facts regarding the directors and their death dates are accurately supported by the retrieved contexts.,2079,2026-08-20,True,All director names and death dates are supported by the retrieved contexts.,1564
What is the place of birth of Marie Tomášová's husband?,graphrag,2,2-hop,2026-08-21,True,All facts and cited requirement IDs are directly supported by the retrieved contexts.,2167,2026-08-20,True,The answer correctly identifies Otomar Krejča as Marie Tomášová’s husband and uses the retrieved context to specify his place of birth.,1853
Where did Eduardo Notari's mother die?,graphrag,2,2-hop,2026-08-21,True,"The context confirms that Eduardo Notari's mother, Elvira Notari, died in Cava de' Tirreni.",2377,2026-08-20,True,The context [2W-058-P00] states that Elvira Notari died in Cava de' Tirreni.,2023
"Who is younger, Empress Xiaoshurui or Goran Veselinovski?",graphrag,2,1-hop,2026-08-21,True,All facts regarding the birth dates and the resulting comparison are fully supported by the retrieved contexts.,1981,2026-08-20,False,"The answer contains details and references about birthdates and ages that are not aerospace requirements, and cites requirement IDs that are not aerospace requirements.",1683
