query,pipeline,repeat,query_type,judged_on,gemini_faithful,gemini_reason,gemini_tokens,gpt41_faithful,gpt41_reason,gpt41_tokens
Which power requirement provides the FCC’s hold-up energy basis for maintaining uninterrupted inner-loop operation through a 50 ms primary power interruption?,graphrag-ppr,0,1-hop,2026-08-20,True,All statements and requirement citations are fully supported by the provided retrieved contexts.,2197,True,"Every claim in the answer about PWR-018, FCC-036, and PWR-013 is directly supported by the contexts and consistent with their content.",1421
Which tactical datalink verification requirement demonstrates coordinated flight-plan separation compliance for coalition multi-aircraft FMS operation?,graphrag-ppr,0,1-hop,2026-08-20,True,The answer accurately identifies requirement DLNK-025 and directly reflects the verification details and relationship with ALX2-FMS-001 from the context.,2155,True,"All claims, including requirement IDs and their descriptions, are explicitly supported by the retrieved contexts.",1495
"What message definition table governs the 1 Hz primary-bus APM status broadcast, and what fields must that status message contain?",graphrag-ppr,0,1-hop,2026-08-20,True,All statements regarding the governing table APM_Status_Msg and its required fields are directly supported by APM-032 and APM-034.,4278,True,All claims about governing table and required fields are explicitly supported by APM-032 and APM-034.,3027
What verification evidence demonstrates the navigation solution’s 5 ms end-to-end publish-latency requirement at 200 Hz is met?,graphrag-ppr,0,1-hop,2026-08-20,True,All claims regarding the INS and NAV latency requirements and their verification evidence are directly supported by the retrieved contexts.,2373,True,"All factual claims in the answer are strictly supported by INS-020, INS-053, and NAV-010 from the retrieved contexts.",1603
"For high-altitude operation to 44,000 ft, what GPS-aided NAV position accuracy limit must the INS still meet?",graphrag-ppr,0,1-hop,2026-08-20,True,All statements and requirement references are directly supported by STR7-INS-002 and INS-022.,1924,True,All claims are directly supported by STR7-INS-002 and INS-022.,1388
Which flight data recorder requirement traces to the power subsystem’s 10 Hz real-time power-status telemetry publication to the recorder?,graphrag-ppr,0,1-hop,2026-08-20,True,"All claims regarding FDR-028, PWR-015, and PWR-026 are fully supported by the retrieved contexts.",2455,True,All claims are directly supported and cite only information from the provided contexts.,1634
What autopilot DAA advisory behavior must be available for presentation as traffic on the navigation display?,graphrag-ppr,0,1-hop,2026-08-20,True,All statements and requirement citations in the answer are directly supported by the retrieved contexts.,2459,True,"All claims regarding DAA RESOLUTION engagement, display of DAA advisories, and presentation of DAA traffic from AUTO-020 on the Navigation Display are directly supported by the cited requirements, wit",1806
How must the FCC’s 10 Hz background BIT scheduling preserve compliance with the inner-loop 200 Hz jitter requirement?,graphrag-ppr,0,1-hop,2026-08-20,True,All statements and requirement references are completely supported by the retrieved contexts.,2318,True,"All claims about scheduling, jitter limits, CPU load, and compliance are explicitly supported by FCC-015, FCC-013, and BIT-007 in the contexts.",1575
What published payload status data must the flight data recorder timestamp and log for sensor and external-store events?,graphrag-ppr,0,1-hop,2026-08-20,True,"All claims regarding PLD_STATUS_MSG fields, publication rates, and FDR event logging requirements are directly supported by the retrieved contexts.",2419,True,"All claims about FDR logging of sensor and external-store events, PLD_STATUS_MSG fields, and their frequencies are supported by the retrieved contexts.",1719
Which flight data recorder requirement captures APM battery/APU data around fault transitions to support the APU health exceedance shutdown logging requirement?,graphrag-ppr,0,1-hop,2026-08-20,True,All statements and requirement citations in the answer are directly supported by the retrieved contexts [FDR-030] and [APM-023].,1825,True,All claims are directly supported by FDR-030 and APM-023 in the retrieved contexts.,1350
How is the 10 Hz FCC background health monitoring constrained to avoid violating the outer-loop 50 Hz guidance jitter requirement?,graphrag-ppr,0,1-hop,2026-08-20,True,All statements and requirement citations in the answer are directly supported by the retrieved contexts.,2541,True,"All claims about task rates, jitter bounds, non-interference constraints, and verification methods are directly supported by the retrieved contexts.",1698
Does the primary essential bus power specification satisfy the flight control computer’s 28 VDC interface and undervoltage requirements?,graphrag-ppr,0,1-hop,2026-08-20,True,"All factual claims, numerical values, and requirement citations are fully supported by the retrieved contexts.",2800,True,"Every claim about voltages, timing, and discrepancies between FCC-045 and PWR-008 is explicitly supported by the retrieved contexts.",1955
What verification demonstrates the autoland centreline touchdown accuracy required for AUTOLAND-certified Stratos-7 operations?,graphrag-ppr,0,1-hop,2026-08-20,True,All factual claims and requirement references in the answer are directly supported by the provided retrieved contexts.,2184,True,All claims about the required touchdown accuracy and the verification method (simulated approaches and accuracy threshold) are directly supported by the retrieved contexts.,1518
Which INIT-mode navigation database loading requirement fulfills the security requirement for signed load authentication and rejection of invalid or expired data?,graphrag-ppr,0,1-hop,2026-08-20,True,All statements and requirement references in the answer are directly supported by FMS-006 and SEC-020 in the retrieved contexts.,2147,True,"All claims about FMS-006 satisfying SEC-020, the processes described, and satisfaction links are explicitly supported by the provided contexts.",1540
What landing-gear weight-on-wheels discretes support the taxi-light ground-only inhibit and maintenance override behavior?,graphrag-ppr,0,1-hop,2026-08-20,True,"All claims regarding the weight-on-wheels discretes, taxi-light ground operation, and maintenance override logic are directly supported by the retrieved requirements.",2784,True,"All claims are directly supported by the contexts regarding WoW discretes, taxi-light inhibit, override behavior, and main gear logic; no extra details were introduced.",1717
Which inertial-system QoS input does navigation fusion reference when deriving the operator-displayed 2 Hz 0–100 quality score?,graphrag-ppr,0,1-hop,2026-08-20,True,All claims are accurately derived from and directly supported by requirements NAV-021 and INS-038.,2030,True,"All claims regarding the referenced INS QoS input, its definition, frequency, and its use in NAV Fusion are supported by NAV-021 and INS-038.",1502
How does the Skyrunner-T1 hybrid-mode test requirement refine the higher-level navigation-mode accuracy and output requirement?,graphrag-ppr,0,1-hop,2026-08-20,True,All claims about the parent requirement NAV-006 and its refinement SKT1-NAV-001 are directly supported by the retrieved contexts.,2716,True,"All claims about requirement refinement, platform-specific implementation, accuracy verification, and limitations are explicitly supported by the retrieved contexts.",1802
"Which verification requirement demonstrates, by negative UHF secure-mode testing, compliance with the no-valid-key transmit-inhibit voice-encryption requirement?",graphrag-ppr,0,1-hop,2026-08-20,True,All statements and requirement IDs in the answer are directly supported by COMM-030 and COMM-019.,2039,True,[COMM-030] directly describes the negative UHF secure-mode transmit-inhibit test and references compliance with [COMM-019].,1455
Which test evidence verifies the flight control computer’s 200 Hz inner-loop timing and jitter compliance under nominal and full-payload conditions?,graphrag-ppr,0,1-hop,2026-08-20,True,All statements and requirement references in the answer are directly supported by the retrieved contexts.,2354,True,All claims about test evidence for FCC-013 are directly supported by FCC-052 and FCC-015 in the retrieved contexts.,1629
Which flight-control test requirement verifies the payload-jettison general requirement’s preconfigured transient attitude compensation and its 100 ms execution timing?,graphrag-ppr,0,1-hop,2026-08-20,True,All claims regarding test requirement NBC3-FCC-003 and general requirement PLD-030 are fully supported by the retrieved contexts.,2301,True,"All claims regarding test requirement identification, verification of transient attitude compensation values, timing, and references to relevant requirements are directly supported by the retrieved co",1552
"Under what aircraft conditions may the FCC maintenance Ethernet port be used, and what multifactor operator authentication must be completed before any maintenance commands are accepted?",graphrag-ppr,0,2-hop,2026-08-20,True,"All factual statements in the answer are directly supported by requirements FCC-044, LDG-020, and SEC-015.",2495,True,"All claims about aircraft conditions for FCC Ethernet port use and multi-factor authentication are directly supported by the retrieved contexts, specifically FCC-044, LDG-020, and SEC-015.",1601
"During the 60-minute HIL verification, how should you confirm the flight recorder captures the emergency management system status information at the required cadence with valid timestamps?",graphrag-ppr,0,2-hop,2026-08-20,True,"All claims are strictly supported by FDR-070, FDR-016, and EMS-031.",2703,True,"All claims are strictly grounded in FDR-070, FDR-016, and EMS-031, and caution is explicitly stated regarding unsupported continuous 2 Hz capture.",1863
"At what rate must the recorder log the communications data link health/status word, given mandatory-parameter native-rate recording and the health word’s own update requirement?",graphrag-ppr,0,2-hop,2026-08-20,True,"All facts, requirement citations, rates, and the noted inconsistency between CDL-029 and FDR-016 are fully supported by the provided context.",2517,True,"All claims are explicitly supported by CDL-029, FDR-004, and FDR-016 regarding rates and requirements mismatch.",1873
"Does the selected VHF transceiver transmit power remain compliant with EMC coexistence expectations for the CDL, GPS, and radar altimeter under DO-160G Category Y?",graphrag-ppr,0,2-hop,2026-08-20,True,All factual statements and requirement citations are fully supported by the provided context.,2612,True,"All claims about VHF transceiver power, EMC requirements, testing, and coexistence are directly supported by the retrieved contexts.",1678
"If the primary INS attitude stream degrades below required rate or validity, how quickly must the FCC switch to the backup GPS-aided AHRS to maintain flight-control attitude input?",graphrag-ppr,0,2-hop,2026-08-20,True,"All claims regarding the 100 ms switchover time and relevant conditions are fully supported by FCC-017, FCC-016, INS-020, and NAV-015.",2295,True,"All claims about required switchover timing, conditions, rationale, and supporting requirements are directly supported by the retrieved contexts.",1529
"If an operator commands an emergency return or diversion, what encryption, authentication, and key-validity conditions must the communications link and secure UHF voice satisfy before execution?",graphrag-ppr,0,2-hop,2026-08-20,True,"All claims regarding CDL encryption, authentication, command validation, key validity for UHF voice, and confirmation requirements are fully supported by the retrieved contexts.",2767,True,"All claims about encryption, authentication, and key-validity for CDL and secure UHF voice are directly supported by the requirements in the retrieved contexts.",1930
"For ground-maintenance fault-injection on the power subsystem via the BIT maintenance interface, what operator authentication is required before BPCU commands are accepted?",graphrag-ppr,0,2-hop,2026-08-20,True,"All claims regarding operator authentication requirements and the trace chain across PWR-027, BIT-020, SEC-015, and GCS-008 are directly supported by the retrieved contexts.",2234,True,All claims regarding required multi-factor operator authentication and requirement chain are explicitly supported by the provided contexts.,1634
"During high-power takeoff, how does the FCC’s reserve N1 limiting affect pitch-rate reduction logic and the engine-status data published to downstream systems?",graphrag-ppr,0,2-hop,2026-08-20,True,"All claims are accurately supported by ENG-030, STR7-FCC-003, ENG-011, and ENG-020, and properly identifies limitations in the context.",2531,True,"All claims are supported by context, including the N1 reserve limit, pitch-rate reduction logic, and limitation of engine-status publication details.",1803
What test evidence shows linked-mode pilot commands meet the ground-station latency requirement while being received and routed by the command data link?,graphrag-ppr,0,2-hop,2026-08-20,True,All claims and requirement citations in the answer are directly supported by the retrieved contexts.,2738,True,"All claims about requirements, test methods, confidence levels, and requirement IDs are directly supported by the retrieved contexts.",1743
"If the ground station sends FCC-directed commands at 20 Hz, how are invalid ranges, rates, sequence numbers, and unknown targets handled before reaching control laws?",graphrag-ppr,0,2-hop,2026-08-20,True,All claims are fully supported by the provided requirements and limits of the context are correctly identified.,2512,True,"All claims are supported, and omission of handling for unknown targets is correctly noted as not covered by the retrieved contexts.",1842
How does the HIL GPS-outage test verify the fusion function meets the >60 s reversion and annunciation behavior required by the underlying inertial degraded mode requirement?,graphrag-ppr,0,2-hop,2026-08-20,True,"All claims regarding the HIL test parameters, transition thresholds, annunciation requirements, and requirement trace links are fully supported by the retrieved contexts.",2744,True,"All claims about requirements, test coverage, and linkage among NAV-035, NAV-007, and INS-013 are directly supported by the retrieved contexts.",1803
"When a validated DAA advisory arrives, how quickly must the GCS alert the crew, and what manoeuvre rates can the autopilot command in resolution mode?",graphrag-ppr,0,2-hop,2026-08-20,True,"All claims regarding GCS display latency, autopilot engagement time, and manoeuvre rates are accurately supported by the provided contexts.",2284,True,"All claims (alert time, manoeuvre rates, system sequence) are directly supported by the retrieved contexts.",1612
"For secure UHF voice operation, what encryption/authentication scheme and key-rotation policy apply, and what happens if no valid key is loaded?",graphrag-ppr,0,2-hop,2026-08-20,True,All statements and references accurately reflect the provided requirements.,2486,True,"All claims regarding encryption/authentication scheme, key-rotation policy ambiguity, and transmit inhibit with alert are explicitly stated or directly inferred from the provided contexts.",1707
"If the GCS sends a COMM tuning/PTT command over the datalink, what command range, bus, and maximum dispatch rate govern its routing through the CDL?",graphrag-ppr,0,2-hop,2026-08-20,True,All statements and requirement citations are accurate and fully supported by the retrieved contexts.,3577,True,"Every claim in the answer is directly supported by the retrieved contexts, especially regarding the absence of a specific COMM command routing in CDL requirements.",2443
How is radar-altimeter EMC coexistence verification performed while the onboard GNSS receiver tracks its required frequencies with CDL transmissions active?,graphrag-ppr,0,2-hop,2026-08-20,True,All claims and requirement citations in the answer are directly supported by the retrieved contexts.,2873,True,"All claims in the answer are present in or directly inferable from RADAR-024, RADAR-009, CDL-024, and GPS-009, and the answer correctly identifies and notes the limits of the retrieved context regardi",1861
"If the GNSS receiver suspects jamming but can still track some satellites, how should NAV fusion treat GPS measurements and what security-monitor coordination is required?",graphrag-ppr,0,2-hop,2026-08-20,True,All factual claims made in the answer are directly supported by the provided requirements.,2231,True,"All factual claims regarding GPS jamming detection, PVT output, NAV fusion deweighting policies, security monitor notification, and absence of explicit deweight-on-jam requirements are supported by th",1722
"For Stratos-7 max-brake-energy landings, how must brake cooling and software assurance align with the landing gear and braking specification?",graphrag-ppr,0,2-hop,2026-08-20,True,All statements regarding brake cooling specifications and software assurance levels for Stratos-7 are fully supported by the retrieved contexts.,2006,True,All claims and requirement IDs are directly supported by the retrieved contexts with no added details.,1519
"If a condition escalates to WARNING, how quickly must the ground station annunciate it, and what audio cue and repeat behavior are required?",graphrag-ppr,0,2-hop,2026-08-20,True,"All claims regarding timing, audio cues, and repeat behavior are directly supported by the retrieved contexts.",2645,True,"All timing, audio cue, and repeat claims are directly supported by EMS-012, GCS-016, and GCS-035; no unsupported details are introduced.",1908
How does the ground-vibration test’s identified modal model determine the notch-filter frequencies and widths applied to inertial measurements before inner-loop control?,graphrag-ppr,0,2-hop,2026-08-20,True,Every claim in the answer is directly supported by the retrieved requirement chunks.,2833,True,"All claims are directly supported by the retrieved contexts, with appropriate citations and no unsupported details.",1992
"When flying an LPV or LNAV/VNAV approach, what SBAS processing and resulting GPS-aided NAV accuracy must be maintained, and what minima remain if SBAS is lost?",graphrag-ppr,0,2-hop,2026-08-20,True,All statements in the answer are directly supported by the retrieved contexts.,2804,True,All details in the answer are directly supported by the retrieved requirements without unsupported additions.,1816
"How does the two-aircraft live-network separation test demonstrate the coordinated-flight function is supported by guidance accuracy sufficient to meet enroute, terminal, and approach TSE limits?",graphrag-ppr,0,2-hop,2026-08-20,True,All claims and requirement citations are fully supported by the provided contexts.,2989,True,"All claims in the answer are directly supported by the retrieved contexts, including requirement relations and test allocation; the answer correctly limits the demonstration scope of the live-network ",2183
"If spoofing is suspected, how are GPS updates and aircraft control affected, and which monitoring and incident-response actions must follow?",graphrag-ppr,0,2-hop,2026-08-20,True,All statements and requirement references are directly supported by the retrieved contexts.,1795,True,"All factual claims are supported by the retrieved requirements, with no added or contradicted details.",1267
"How does in-field LRU firmware updating ensure only signed loads are accepted, and during INIT how is an expired navigation database revision rejected?",graphrag-ppr,0,2-hop,2026-08-20,True,All claims are accurately supported by the retrieved contexts.,2578,True,"All claims are directly supported by the cited requirements regarding signed firmware loads, signature verification, rollback, CRC check, AIRAC expiry, FAULT transition, and direct-to operation.",1662
How is the EOIR geolocation accuracy flight test tied to the navigation solution’s WGS-84 position output and synchronized MGRS display representation?,graphrag-ppr,0,2-hop,2026-08-20,True,"All factual statements, requirement references, and relationship descriptions are fully supported by the retrieved contexts.",2593,True,"Every claim about the use of WGS-84 platform position in EOIR geolocation, the role of NAV-020, the flight test verification via EOIR-029, and the observed lack of stated MGRS verification is accurate",1746
How are authenticated operator mode-change commands from the ground station routed through the data link to engage autopilot modes requiring explicit operator authorization?,graphrag-ppr,0,2-hop,2026-08-20,True,"All claims regarding CDL routing, cryptographic authentication, message formatting, FCC constraints, and autopilot engagement modes are directly supported by the retrieved contexts.",3364,True,"All claims about routing, authentication, message content, required operator engagement, acceptance constraints, and supported modes are explicitly stated or directly supported by the retrieved contex",2346
"In battery-only flight, what SoC data path and update rate support critical-battery RTB, and how does the power subsystem’s SoC monitoring relate to mode-entry constraints?",graphrag-ppr,0,2-hop,2026-08-20,True,"All statements regarding the SoC data path, update rate, mode entry constraints, and load shedding behavior are accurately supported by the retrieved contexts.",2900,True,All claims in the answer are traceable to the retrieved contexts without introducing unsupported details.,1833
"During a 50 ms Category Z primary-power interruption, what essential-bus hold-up energy provision ensures both navigation output continuity and uninterrupted FCC inner-loop execution?",graphrag-ppr,0,2-hop,2026-08-20,True,All factual claims and requirement cross-references in the answer are fully supported by the provided contexts.,2120,True,All claims are directly supported by the retrieved requirement contexts and accurately cite requirement IDs from the contexts.,1316
Do the payload-bay mounting rails and bus routing provide enough EMC shielding for coexistence with the selectable-power VHF transceiver under the CDL’s DO-160G Category Y requirement?,graphrag-ppr,0,2-hop,2026-08-20,True,All factual statements and inferences in the answer are fully supported by the retrieved contexts.,2464,True,"All claims about requirements and their contents are accurately cited or characterized from the retrieved contexts, with no unsupported additions.",1738
"How is autonomous or operator-requested autopilot mode engagement authenticated over the data link, and what terminal cryptographic capability must support that protection?",graphrag-ppr,0,2-hop,2026-08-20,True,"All claims regarding autopilot engagement authentication, CDL encryption/authentication parameters, FCC sequence number verification, and terminal cryptographic capabilities (CDL and DLNK Type 1 modul",3347,True,"All claims regarding authentication mechanisms, cryptographic algorithms, sequence numbers, and terminal crypto modules are directly supported by the retrieved requirements.",2005
"When weight-on-wheels permits ground maintenance, what authentication must be enforced on the battery management unit’s service interface for firmware updates and calibration?",graphrag-ppr,0,2-hop,2026-08-20,True,All claims regarding operator multi-factor authentication on the APM maintenance interface are fully supported by APM-029 and SEC-015.,2030,True,All claims about requiring multi-factor operator authentication per SEC-015 for firmware updates and calibration on the APM/BMU maintenance interface are directly supported by APM-029 and SEC-015.,1475
"If the command link is lost long enough to trigger return-to-base, can the aircraft autonomously use the current operator-updated rally point without prior operator engagement?",graphrag-ppr,0,2-hop,2026-08-20,True,"All claims are accurately supported by requirements AUTO-022, EMS-015, EMS-011, and CDL-006.",2187,True,"All claims about autonomous RTB engagement to the in-flight-updated rally point after lost-link timer expiry are directly supported by EMS-015, AUTO-022, EMS-011, and CDL-006.",1501
What authentication and access conditions must be met to use the INS maintenance port for firmware updates during ground fault-injection testing commanded by BIT?,graphrag-ppr,0,2-hop,2026-08-20,True,All claims are accurately supported by and grounded in the retrieved requirements.,2522,True,All claims in the answer are directly supported or synthetically summarized from the retrieved requirements without adding unsupported details.,1723
How is the flight control computer’s 50 ms power-interruption continuity requirement shown compliant through the power hold-up provision and its Category Z verification testing?,graphrag-ppr,0,2-hop,2026-08-20,True,All claims and requirement citations in the answer are fully supported by the retrieved contexts.,2420,True,"Every claim is directly supported in the retrieved requirements contexts, including all requirement IDs and test procedures.",1623
"Can the control station’s 2 Hz engine telemetry support validating waypoint fuel-flow prediction accuracy, given the engine status message content and rate published for downstream flight management use?",graphrag-ppr,0,2-hop,2026-08-20,True,"Every claim in the answer accurately reflects the provided requirements, correctly identifying that a 2 Hz control station engine telemetry interface is not present in the context.",2875,True,Every claim in the answer cites only details explicitly found in the retrieved contexts and avoids unsupported assertions about GCS 2 Hz telemetry.,2095
"During takeoff-to-climb transition, when may the FCC enable the inner-loop climb schedule given sustained climb rate, both main-gear WoW indications, sensor voting, and input debounce?",graphrag-ppr,0,2-hop,2026-08-20,True,All statements and requirement citations are fully supported by the retrieved contexts.,3090,True,"All claims regarding climb schedule enable, WoW, debounce, voting, and timing are directly supported by the retrieved requirements.",1957
"How is operator-triggered MBIT maintenance on the FCC’s ground Ethernet port authenticated, and under what ground-only conditions is that port enabled?",graphrag-ppr,0,2-hop,2026-08-20,True,"All claims regarding authentication requirements, multi-factor methods, ground-only port conditions, and mode constraints are directly supported by the retrieved contexts.",2494,True,Every factual claim in the answer is explicitly stated or can be lightly inferred from the retrieved contexts.,1556
"When GPS is valid, can the navigation fusion timing service meet the flight control computer’s UTC alignment requirement through the GNSS time outputs?",graphrag-ppr,0,2-hop,2026-08-20,True,"All factual claims, accuracy numbers, requirement references, and reasoning steps in the answer are directly supported by the retrieved contexts.",2280,True,All claims about timing accuracy and interfaces are supported directly by the retrieved contexts.,1633
"What cryptographic authentication must the APM use when accepting autopilot mode engagement requests, and which autonomous modes are exempt from explicit operator engagement?",graphrag-ppr,0,2-hop,2026-08-20,True,All factual claims in the answer accurately reflect the provided contexts without introducing unsupported information.,2232,True,"All claims are directly supported by the retrieved requirements, specifically AUTO-006 and SEC-010.",1647
How does payload-bay thermal management need to accommodate the SAR’s platform-specific steady-state and transmit-pulse power loads while keeping sensor electronics within operating range?,graphrag-ppr,0,2-hop,2026-08-20,True,"All factual claims, numbers, platform limits, and cited requirement IDs are directly supported by the retrieved contexts.",2890,True,"All claims in the answer are directly supported by the retrieved contexts, including the specific platform power loads, duty cycles, cold-plate temperature limits, coordination requirements, and the ±",1886
"If the operator commands autonomous-flight mode engagement from the ground station, how must the command be routed, and which modes still require explicit authenticated engagement?",graphrag-ppr,0,2-hop,2026-08-20,True,"All claims regarding mode engagement, routing limitations, authentication requirements, and the specific list of engageable modes are fully supported by the retrieved contexts.",2800,True,All claims in the answer are directly supported or lightly inferred from the retrieved contexts without adding unsupported details.,1868
"When a flight-plan change is uplinked from the ground, how is it routed through the data link to the FMS, and what operator confirmation must the HMI enforce before activation?",graphrag-ppr,0,2-hop,2026-08-20,True,All factual statements and requirement citations in the answer are directly supported by the retrieved contexts.,2811,True,"All steps of routing, operator confirmation requirements, logging, and usability verification are described or directly supported by the retrieved contexts.",1796
Can the GCS uplink a flight plan change over the command data link while requiring operator confirmation before the FMS activates it?,graphrag-ppr,0,2-hop,2026-08-20,True,All claims made in the answer are directly supported by the retrieved context requirements.,2968,True,"All claims about uplink, confirmation, and logging are explicitly supported by the retrieved requirements.",1853
"During EMC Category Y coexistence testing with CDL and GPS active, which CDL operational modes should the radar altimeter remain interference-free in while maintaining RA track and PVT output?",graphrag-ppr,0,2-hop,2026-08-20,True,The answer accurately reflects the context by identifying that the specific CDL operational modes for the test are not defined beyond stating that CDL transmitters must be active.,2293,True,The answer only makes claims verifiable from the contexts and does not add unsupported specifics about CDL modes.,1723
"For an uplinked flight-plan modification, what operator-logged evidence is required before activation, and how does the referenced data-link verification demonstrate secure command handling?",graphrag-ppr,0,2-hop,2026-08-20,True,"All claims regarding operator confirmation, FDR logging, CDL security specifications, and the CDL-040 zeroise test are fully supported by the provided contexts.",2831,True,"Every claim about operator confirmation, logging, encryption, authentication, and CDL-040 test focus is directly supported in the retrieved contexts.",1658
"For ground maintenance fault injection through the power subsystem via the built-in test interface, what operator authentication is required and where must it be enforced?",graphrag-ppr,0,2-hop,2026-08-20,True,All factual statements and requirement citations are fully supported by the retrieved contexts.,2274,True,"All factual claims about authentication requirements, enforcement points, and details are directly supported by the retrieved contexts.",1512
"For the live multi-aircraft separation test, which platform relies on navigation integration instead of an FMS, and what DAL applies to its navigation software?",graphrag-ppr,0,2-hop,2026-08-20,True,All claims regarding Skyrunner-T1 relying on navigation integration at DAL-B and the live separation test platform context are supported by the provided text.,2259,True,"All claims about Skyrunner-T1 not hosting an FMS, being handled by Navigation Integration, and using DAL-B are directly supported by FMS-001 and NAV-001; test allocation for AeroLynx-X2 is correctly s",1645
Can the flight data recorder capture fuel-state updates at a rate sufficient to support the flight management system’s top-of-climb and top-of-descent recalculation needs?,graphrag-ppr,0,2-hop,2026-08-20,True,"All factual claims regarding the FMS recalculation intervals, FUEL publication rates, and FDR recording rates are accurately grounded in the provided requirements.",2646,True,"All claims about FMS recalculation intervals, FUEL→FMS interface rates, and FDR recording rates are directly supported by the cited requirements.",1835
"When coalition sensor handover control arrives over the tactical datalink, what operator-authenticated engagement constraints apply before the autopilot can enter a commanded mode?",graphrag-ppr,0,2-hop,2026-08-20,True,All factual claims made in the answer are directly supported by the retrieved requirements.,2492,True,All claims in the answer are directly supported or careful interpretations of the retrieved requirements without introducing new details.,1737
"During fault-injection testing, if the APU self-shuts down on a monitored health exceedance during start, what EPS mode transition and RTB behavior must be demonstrated?",graphrag-ppr,0,2-hop,2026-08-20,True,"All claims regarding the mode transition to BATT_ONLY, contactor/load switching, APU health shutdown, and issuing RTB to AUTO during fault injection testing are directly supported by the context.",2940,True,"All claims about EPS mode transitions, load behavior, and RTB issuance are explicitly supported by EPS-011, EPS-006, EPS-024, and APM-023 in the retrieved contexts.",1834
Will the flight control computer maintain uninterrupted inner-loop operation and preserve sensor state and pointing during a 50 ms Category Z power interruption using essential-bus hold-up energy?,graphrag-ppr,0,2-hop,2026-08-20,True,All claims in the answer are directly supported by the retrieved context requirements.,2474,True,"All factual claims in the answer are strictly supported by the retrieved contexts, including identifying that only the PMC, not the FCC, is required to preserve sensor state and pointing.",1461
"For loss of INS with no valid GPS/barometric fallback, what autonomous emergency transition and priority-tagged GCS mode-change notification are required?",graphrag-ppr,0,2-hop,2026-08-20,True,"All claims regarding the emergency transition conditions, timing, and priority-tagged GCS notifications are fully supported by FCC-009, EMS-010, and EMS-006.",2390,True,"All claims about FCC autonomous EMERGENCY transition, GCS notification within 200 ms, P1 tag, and requirement relationships are directly supported by FCC-009, EMS-010, and EMS-006.",1785
"How is a malformed GCS command screened against table-defined limits, sequence, and authentication before rejection and prevention of propagation into the control laws?",graphrag-ppr,0,2-hop,2026-08-20,True,"All factual claims, limits, requirement citations, and validation steps in the answer are directly supported by the retrieved contexts.",3497,True,"All claims regarding screening for HMAC, sequence, timestamp, range, rate, authentication, and rejection without propagation into control laws are directly supported by the retrieved contexts.",2220
How does the command path from the ground station to the flight control computer ensure invalid commands are rejected before reaching the control laws?,graphrag-ppr,0,2-hop,2026-08-20,True,"All claims regarding command validation, frame authentication, routing, rate/range checks, and rejection mechanisms are fully supported by the retrieved contexts.",3765,True,"Every claim about authentication, freshness, routing, semantic validation, rejection, command ranges, and architectural containment is supported by the retrieved contexts.",2530
"For the battery maintenance interface, what authentication must be enforced before any diagnostics, firmware updates, or calibration actions are permitted?",graphrag-ppr,0,2-hop,2026-08-20,True,"All claims are fully supported by the retrieved requirements APM-029, SEC-015, and GCS-008.",2193,True,"All claims about multi-factor operator authentication for battery maintenance actions are directly supported by SEC-015, APM-029, and GCS-008 in the contexts.",1469
Under what on-ground conditions is the recorder’s post-flight Ethernet retrieval interface available to maintenance personnel?,graphrag-ppr,0,2-hop,2026-08-20,True,"All stated conditions and requirements are fully supported by FDR-055, FCC-044, and SEC-015.",2102,True,"All claims regarding on-ground availability, required conditions (WoW, groundcrew-inhibit, authentication), and interface routing are directly supported in the retrieved contexts.",1417
How is compliance shown that 10 Hz health-monitoring tasks do not cause the 50 Hz outer-loop guidance law to exceed its 95%-of-cycles 2 ms jitter limit?,graphrag-ppr,0,2-hop,2026-08-20,True,All factual claims and requirement references in the answer are directly supported by the retrieved contexts.,2568,True,"Every factual claim in the answer is supported by the retrieved contexts, including requirements definitions, verification method, and non-interference constraint.",1803
How is the 30-minute battery discharge endurance test tied to the lost-link return-to-base mission profile and associated essential/emergency bus loads?,graphrag-ppr,0,2-hop,2026-08-20,True,"All claims regarding battery sizing, discharge test parameters, load shedding, and the lost-link RTB mission profile are fully supported by the retrieved requirements.",3211,True,"All factual claims are directly supported by the retrieved contexts, with correct citations and no extraneous details.",2002
"For payload telemetry forwarded for downlink, which fuel-control operator command path must the return-link interface also support, and under what authentication requirement?",graphrag-ppr,0,2-hop,2026-08-20,True,"All claims regarding fuel subsystem operator commands, the CDL-030 interface, and the SEC-010 authentication requirement are fully supported by FUEL-025, CDL-031, and CDL-003.",2496,False,"The authentication requirement is actually per SEC-010 per the context, but SEC-010 is not included in the retrieved contexts, so the claim is unsupported.",1732
"For AeroLynx-X2, how is single-engine-out detection and asymmetric-thrust compensation validated from injected N1 loss through FCC response and operator notification timing?",graphrag-ppr,0,2-hop,2026-08-20,True,"All claims regarding detection criteria, HIL validation, FCC response timings, and HMI operator notifications are fully supported by the retrieved contexts.",2995,True,All claims are directly supported by the retrieved contexts with traceable requirement IDs and language.,2092
"What APU health and battery data must the recorder capture, and at what rates during normal operation versus around an APM fault transition?",graphrag-ppr,0,2-hop,2026-08-20,True,All statements and requirement citations are accurately supported by the retrieved contexts.,2308,False,"Cell-level detail at 0.1 Hz is not specified as required for the FDR per FDR-030; only the APM reports it at 0.1 Hz, and including it for the FDR recording rate is unsupported.",1628
