query,pipeline,repeat,query_type,judged_on,gemini_faithful,gemini_reason,gemini_tokens
"How does the GPS requirement trace through inertial navigation to the downstream GPS dependency and back into INS, and what end-to-end dependency does that establish?",adaptive,0,3+-hop,2026-08-20,True,"All claims regarding INS GPS aiding, degraded mode transitions, and downstream NAV fusion interactions are directly supported by the retrieved contexts.",2613
"How does the flight control computer’s referenced requirement propagate through flight data recording and navigation logic to the underlying GPS requirement, and what end-to-end behavior is mandated?",vanilla,0,3+-hop,2026-08-20,True,The answer accurately characterizes the retrieved contexts and correctly identifies that the requested propagation chain cannot be established from the provided requirements.,1583
"How does the flight control computer’s referenced requirement propagate through flight data recording and navigation logic to the underlying GPS requirement, and what end-to-end behavior is mandated?",agentic,0,3+-hop,2026-08-20,True,All statements and requirement citations are fully supported by the retrieved contexts.,3432
"How does the flight control computer’s referenced requirement propagate through flight data recording and navigation logic to the underlying GPS requirement, and what end-to-end behavior is mandated?",graphrag,0,3+-hop,2026-08-20,True,All claims accurately reflect the retrieved requirements and correctly identify the lack of an explicit FCC-to-GPS trace in the provided context.,3171
"How does the flight control computer’s referenced requirement propagate through flight data recording and navigation logic to the underlying GPS requirement, and what end-to-end behavior is mandated?",agentic-graph,0,3+-hop,2026-08-20,True,All claims accurately reflect the retrieved contexts and correctly identify the missing links in the requirement trace.,2274
"How does the flight control computer’s referenced requirement propagate through flight data recording and navigation logic to the underlying GPS requirement, and what end-to-end behavior is mandated?",adaptive,0,3+-hop,2026-08-20,True,"All claims in the answer regarding requirement propagation, interface definitions, and timing synchronization are directly supported by the retrieved contexts.",3819
How do the navigation power allocation constraints propagate through the command/data link back into power management and ultimately affect the flight control computer interface requirements?,vanilla,0,3+-hop,2026-08-20,True,The answer accurately states that the retrieved context lacks power-allocation constraints and faithfully summarizes only the provided requirement details.,1693
How do the navigation power allocation constraints propagate through the command/data link back into power management and ultimately affect the flight control computer interface requirements?,agentic,0,3+-hop,2026-08-20,True,All claims accurately reflect the retrieved requirements and correctly identify the gaps where no explicit direct interface requirements exist.,3987
How do the navigation power allocation constraints propagate through the command/data link back into power management and ultimately affect the flight control computer interface requirements?,graphrag,0,3+-hop,2026-08-20,True,"All statements and limits are directly supported by the retrieved requirements, and the answer accurately identifies that navigation power allocation requirements are absent.",3786
How do the navigation power allocation constraints propagate through the command/data link back into power management and ultimately affect the flight control computer interface requirements?,agentic-graph,0,3+-hop,2026-08-20,True,The answer accurately states what is and is not supported by the provided contexts without introducing ungrounded claims.,3098
How do the navigation power allocation constraints propagate through the command/data link back into power management and ultimately affect the flight control computer interface requirements?,adaptive,0,3+-hop,2026-08-20,True,The answer accurately identifies that the retrieved context lacks the requested propagation chain while correctly summarizing the relevant supported interface requirements.,3043
Which flight control computer requirement ultimately traces the EMS command/data link interface constraint back to the originating EMS behavior requirement?,vanilla,0,3+-hop,2026-08-20,True,The answer accurately summarizes the retrieved requirements and correctly identifies that the specific trace linking the command/data link interface constraint is missing from the provided context.,1448
Which flight control computer requirement ultimately traces the EMS command/data link interface constraint back to the originating EMS behavior requirement?,agentic,0,3+-hop,2026-08-20,True,The answer accurately states that the retrieved contexts do not provide the necessary requirement and correctly summarizes the available information without hallucinating.,1720
Which flight control computer requirement ultimately traces the EMS command/data link interface constraint back to the originating EMS behavior requirement?,graphrag,0,3+-hop,2026-08-20,True,The answer accurately states that the provided contexts do not contain the requested FCC requirement tracing and faithfully summarizes the available related requirements.,2593
Which flight control computer requirement ultimately traces the EMS command/data link interface constraint back to the originating EMS behavior requirement?,agentic-graph,0,3+-hop,2026-08-20,True,The answer accurately summarizes the FCC requirements from the context and correctly identifies that the specific interface constraint trace is missing.,2015
Which flight control computer requirement ultimately traces the EMS command/data link interface constraint back to the originating EMS behavior requirement?,adaptive,0,3+-hop,2026-08-20,True,All claims accurately reflect the retrieved requirements and correctly acknowledge the missing requirement text.,2516
Which security requirement is ultimately traceable from the initial CDL requirement through the referenced FMS and downstream CDL verification chain?,vanilla,0,3+-hop,2026-08-20,True,All statements and requirement details mentioned in the answer are fully supported by the provided context.,1653
Which security requirement is ultimately traceable from the initial CDL requirement through the referenced FMS and downstream CDL verification chain?,agentic,0,3+-hop,2026-08-20,True,"All claims regarding FMS-022, CDL-013, and its satisfaction of SEC-008 are directly supported by the retrieved contexts.",1727
Which security requirement is ultimately traceable from the initial CDL requirement through the referenced FMS and downstream CDL verification chain?,graphrag,0,3+-hop,2026-08-20,True,"All claims regarding the traceability links, requirements, and cryptographic parameters are fully supported by the retrieved contexts.",3622
Which security requirement is ultimately traceable from the initial CDL requirement through the referenced FMS and downstream CDL verification chain?,agentic-graph,0,3+-hop,2026-08-20,True,All claims regarding the requirements and the gaps in the traceability chain are accurately supported by the retrieved contexts.,1561
Which security requirement is ultimately traceable from the initial CDL requirement through the referenced FMS and downstream CDL verification chain?,adaptive,0,3+-hop,2026-08-20,True,"All claims regarding the requirements, traceability links, and cryptographic specifications are accurately supported by the retrieved contexts.",2937
"Which structural requirement drives the payload allocation that ultimately traces to the downlink interface constraint, and how is that linkage justified across the structure, payload, and communications modules?",vanilla,0,3+-hop,2026-08-20,True,All statements and traced linkages across the modules are directly supported by the provided context chunks.,2026
"Which structural requirement drives the payload allocation that ultimately traces to the downlink interface constraint, and how is that linkage justified across the structure, payload, and communications modules?",agentic,0,3+-hop,2026-08-20,True,"All factual claims, requirement citations, and traceability links in the answer are directly supported by the retrieved contexts.",4111
"Which structural requirement drives the payload allocation that ultimately traces to the downlink interface constraint, and how is that linkage justified across the structure, payload, and communications modules?",graphrag,0,3+-hop,2026-08-20,True,All factual claims and requirement linkages are fully supported by the provided contexts.,3391
"Which structural requirement drives the payload allocation that ultimately traces to the downlink interface constraint, and how is that linkage justified across the structure, payload, and communications modules?",agentic-graph,0,3+-hop,2026-08-20,True,"All claims regarding the structural requirement STR-038, payload interfaces, and communications downlink modules are accurately supported by the provided contexts.",4742
"Which structural requirement drives the payload allocation that ultimately traces to the downlink interface constraint, and how is that linkage justified across the structure, payload, and communications modules?",adaptive,0,3+-hop,2026-08-20,True,"All claims are strictly supported by the retrieved contexts, with accurate citations and appropriate acknowledgement of unretrieved requirement texts.",3316
"How does the flight control requirement trace through the data link and flight management functions to the crew interface, and what flight management behavior closes the loop?",vanilla,0,3+-hop,2026-08-20,True,All facts and requirements cited in the answer are directly supported by the retrieved contexts.,1274
"How does the flight control requirement trace through the data link and flight management functions to the crew interface, and what flight management behavior closes the loop?",agentic,0,3+-hop,2026-08-20,True,All factual statements and requirement citations in the answer are accurately supported by the provided contexts.,2204
"How does the flight control requirement trace through the data link and flight management functions to the crew interface, and what flight management behavior closes the loop?",graphrag,0,3+-hop,2026-08-20,True,All claims are directly supported by the retrieved requirement contexts.,3396
"How does the flight control requirement trace through the data link and flight management functions to the crew interface, and what flight management behavior closes the loop?",agentic-graph,0,3+-hop,2026-08-20,True,All claims are strictly grounded in the provided contexts.,2130
"How does the flight control requirement trace through the data link and flight management functions to the crew interface, and what flight management behavior closes the loop?",adaptive,0,3+-hop,2026-08-20,True,"All factual statements, requirement IDs, and tracing descriptions in the answer are directly supported by the retrieved contexts.",3136
"Which flight-control requirement, via the pilot interface logic, ultimately traces to the navigation constraint on lateral guidance behavior?",vanilla,0,3+-hop,2026-08-20,True,All claims and cited requirements are fully supported by and accurately derived from the retrieved contexts.,1593
"Which flight-control requirement, via the pilot interface logic, ultimately traces to the navigation constraint on lateral guidance behavior?",agentic,0,3+-hop,2026-08-20,True,"All factual statements, requirement citations, and inferences in the answer are accurately grounded in the retrieved contexts.",2119
"Which flight-control requirement, via the pilot interface logic, ultimately traces to the navigation constraint on lateral guidance behavior?",graphrag,0,3+-hop,2026-08-20,True,All claims and cited requirement IDs are fully supported by the retrieved contexts.,2512
"Which flight-control requirement, via the pilot interface logic, ultimately traces to the navigation constraint on lateral guidance behavior?",agentic-graph,0,3+-hop,2026-08-20,True,All requirement IDs and traceability claims are grounded directly in the provided requirement contexts.,2848
"Which flight-control requirement, via the pilot interface logic, ultimately traces to the navigation constraint on lateral guidance behavior?",adaptive,0,3+-hop,2026-08-20,True,"All claims, requirement IDs, and relationships described in the answer are fully supported by the retrieved contexts.",2550
Which flight control requirement ultimately depends on the upstream control architecture baseline through an intermediate derived requirement and successive referenced guidance constraints?,vanilla,0,3+-hop,2026-08-20,True,All claims in the answer are directly supported by the text and metadata of requirement [FCC-007].,1509
Which flight control requirement ultimately depends on the upstream control architecture baseline through an intermediate derived requirement and successive referenced guidance constraints?,agentic,0,3+-hop,2026-08-20,True,The answer accurately reflects the contents of the retrieved requirements and correctly identifies missing upstream context without making unsupported claims.,2322
Which flight control requirement ultimately depends on the upstream control architecture baseline through an intermediate derived requirement and successive referenced guidance constraints?,graphrag,0,3+-hop,2026-08-20,True,"All claims in the answer regarding the requirements, their derivations, and limits are directly supported by the retrieved context.",2549
Which flight control requirement ultimately depends on the upstream control architecture baseline through an intermediate derived requirement and successive referenced guidance constraints?,agentic-graph,0,3+-hop,2026-08-20,True,"All claims accurately reflect the retrieved requirement contexts, clearly identifying the relationships present while noting terminology not found in the text.",3000
Which flight control requirement ultimately depends on the upstream control architecture baseline through an intermediate derived requirement and successive referenced guidance constraints?,adaptive,0,3+-hop,2026-08-20,True,All claims and requirement traces cited in the answer are directly supported by the retrieved contexts.,2744
How does the APM guidance requirement trace through security and built-in test constraints into flight-control behavior and ultimately the landing subsystem requirement?,vanilla,0,3+-hop,2026-08-20,True,"All statements are accurately grounded in the retrieved requirements, and missing elements are properly acknowledged.",1687
How does the APM guidance requirement trace through security and built-in test constraints into flight-control behavior and ultimately the landing subsystem requirement?,agentic,0,3+-hop,2026-08-20,True,The answer accurately states that the retrieved contexts lack the necessary requirements to trace the requested path and correctly references the few FCC requirements present.,1884
How does the APM guidance requirement trace through security and built-in test constraints into flight-control behavior and ultimately the landing subsystem requirement?,graphrag,0,3+-hop,2026-08-20,True,All factual statements in the answer are strictly supported by and accurately derived from the retrieved context.,3966
How does the APM guidance requirement trace through security and built-in test constraints into flight-control behavior and ultimately the landing subsystem requirement?,agentic-graph,0,3+-hop,2026-08-20,True,"The answer accurately states that the retrieved context lacks APM, security, and landing requirements, while correctly summarizing the relevant provided requirements.",2310
How does the APM guidance requirement trace through security and built-in test constraints into flight-control behavior and ultimately the landing subsystem requirement?,adaptive,0,3+-hop,2026-08-20,True,All claims in the answer are accurately grounded in the retrieved requirements and interface contexts.,4467
"Through the flight control and command/data link chain into autonomy, what security requirement ultimately constrains the referenced function, and how is that trace propagated end-to-end?",vanilla,0,3+-hop,2026-08-20,True,All claims are strictly grounded in and directly traceable to the provided context requirements.,1445
"Through the flight control and command/data link chain into autonomy, what security requirement ultimately constrains the referenced function, and how is that trace propagated end-to-end?",agentic,0,3+-hop,2026-08-20,True,All claims in the answer are supported by the provided requirement texts and accurately reflect the limitations of the retrieved context.,2373
"Through the flight control and command/data link chain into autonomy, what security requirement ultimately constrains the referenced function, and how is that trace propagated end-to-end?",graphrag,0,3+-hop,2026-08-20,True,"All claims regarding the security requirements, references, and trace relationships are fully supported by the retrieved contexts.",3071
"Through the flight control and command/data link chain into autonomy, what security requirement ultimately constrains the referenced function, and how is that trace propagated end-to-end?",agentic-graph,0,3+-hop,2026-08-20,True,All statements and requirement citations in the answer are strictly supported by the provided context chunks.,2748
"Through the flight control and command/data link chain into autonomy, what security requirement ultimately constrains the referenced function, and how is that trace propagated end-to-end?",adaptive,0,3+-hop,2026-08-20,True,"All claims, requirement linkages, and stated limitations are fully grounded in and accurate to the retrieved contexts.",2907
"Which display-level operator need ultimately traces through SAR processing and payload design to both EO/IR and radar sensing constraints, and what subsystem dependencies drive that allocation?",vanilla,0,3+-hop,2026-08-20,True,"All claims are strictly supported by the provided requirements, accurately noting that the specific top-level operator need is not present in the context.",1970
"Which display-level operator need ultimately traces through SAR processing and payload design to both EO/IR and radar sensing constraints, and what subsystem dependencies drive that allocation?",agentic,0,3+-hop,2026-08-20,True,The answer correctly identifies that the retrieved context lacks the necessary requirements to answer the question and all contextual summaries are fully supported.,2984
"Which display-level operator need ultimately traces through SAR processing and payload design to both EO/IR and radar sensing constraints, and what subsystem dependencies drive that allocation?",graphrag,0,3+-hop,2026-08-20,True,"All claims regarding the EOIR, SAR, PMC, CDL, and radar requirements and interfaces are accurately grounded in the retrieved contexts without introducing unsupported facts.",3999
"Which display-level operator need ultimately traces through SAR processing and payload design to both EO/IR and radar sensing constraints, and what subsystem dependencies drive that allocation?",agentic-graph,0,3+-hop,2026-08-20,True,"The answer accurately acknowledges that the retrieved contexts lack the necessary information to answer the question, and all summary points of the provided ADS and ICE requirements are fully supporte",1827
"Which display-level operator need ultimately traces through SAR processing and payload design to both EO/IR and radar sensing constraints, and what subsystem dependencies drive that allocation?",adaptive,0,3+-hop,2026-08-20,True,"The answer accurately summarizes the retrieved context, correctly cites the relevant requirement IDs, and truthfully notes that the specific originating display-level operator need requirement is abse",3011
"Which flight-control verification requirement traces through power constraints to the GPS interface dependency, and what end-to-end rationale links those subsystems?",vanilla,0,3+-hop,2026-08-20,True,"The answer accurately cites the retrieved requirements, correctly notes that the requested flight-control and power-constraint requirements are absent from the context, and does not assert ungrounded ",2068
"Which flight-control verification requirement traces through power constraints to the GPS interface dependency, and what end-to-end rationale links those subsystems?",agentic,0,3+-hop,2026-08-20,True,"All claims regarding FCC-055, EPS-023, GPS-026, GPS-028, and FCC-009 are accurately supported by the retrieved contexts.",3032
"Which flight-control verification requirement traces through power constraints to the GPS interface dependency, and what end-to-end rationale links those subsystems?",graphrag,0,3+-hop,2026-08-20,True,"All claims, requirement references, and reasoning steps are strictly supported by the provided contexts.",2486
"Which flight-control verification requirement traces through power constraints to the GPS interface dependency, and what end-to-end rationale links those subsystems?",agentic-graph,0,3+-hop,2026-08-20,True,"All claims regarding FCC-055, FCC-036, GPS-026, and GPS-028 and their shared connection to PWR.PWR-018 are accurately grounded in the retrieved contexts.",3265
"Which flight-control verification requirement traces through power constraints to the GPS interface dependency, and what end-to-end rationale links those subsystems?",adaptive,0,3+-hop,2026-08-20,True,"All claims, requirement references, and reasoning steps are accurately grounded in the retrieved requirements.",2712
"Which flight computer security requirement flows through the data link to satisfy the communication subsystem requirement, and what intermediate security rationale connects them?",vanilla,0,3+-hop,2026-08-20,True,The answer accurately reflects the retrieved contexts and correctly states that the specific flight computer security requirement ID is not provided in the text.,1588
"Which flight computer security requirement flows through the data link to satisfy the communication subsystem requirement, and what intermediate security rationale connects them?",agentic,0,3+-hop,2026-08-20,True,"All statements and requirement references connecting FCC-011, COMM-019, SEC-010, and CDL-003 are directly supported by the retrieved contexts.",4358
"Which flight computer security requirement flows through the data link to satisfy the communication subsystem requirement, and what intermediate security rationale connects them?",graphrag,0,3+-hop,2026-08-20,True,All claims in the answer are accurately supported by the provided context chunks and correctly reflect the absence of a direct FCC security requirement flowing to COMM.,3071
"Which flight computer security requirement flows through the data link to satisfy the communication subsystem requirement, and what intermediate security rationale connects them?",agentic-graph,0,3+-hop,2026-08-20,True,"All claims, requirement quotes, and requirement identifiers in the answer are fully supported by the retrieved contexts.",3873
"Which flight computer security requirement flows through the data link to satisfy the communication subsystem requirement, and what intermediate security rationale connects them?",adaptive,0,3+-hop,2026-08-20,True,The answer accurately states that the specific FCC requirement is not in the context and grounds all other claims in the provided excerpts.,2860
"Which flight management interface requirement traces through the security control to satisfy the top-level flight management requirement, and what end-to-end rationale links them?",vanilla,0,3+-hop,2026-08-20,True,The answer accurately reflects the retrieved contexts and explicitly acknowledges the absence of a formal trace link between HMI-030 and SEC-014.,1566
"Which flight management interface requirement traces through the security control to satisfy the top-level flight management requirement, and what end-to-end rationale links them?",agentic,0,3+-hop,2026-08-20,False,The context shows that SEC-022 satisfies FMS-035 rather than tracing to or linking with HMI-037 and FMS-022.,2051
"Which flight management interface requirement traces through the security control to satisfy the top-level flight management requirement, and what end-to-end rationale links them?",graphrag,0,3+-hop,2026-08-20,True,"All requirement IDs, descriptions, and rationales cited in the answer are strictly supported by the retrieved contexts.",3124
"Which flight management interface requirement traces through the security control to satisfy the top-level flight management requirement, and what end-to-end rationale links them?",agentic-graph,0,3+-hop,2026-08-20,True,"All claims, requirement references, and the acknowledgment of missing direct trace links are accurately grounded in the retrieved contexts.",2265
"Which flight management interface requirement traces through the security control to satisfy the top-level flight management requirement, and what end-to-end rationale links them?",adaptive,0,3+-hop,2026-08-20,True,"All claims, requirement relationships, and interface details are fully supported by the retrieved contexts.",2832
"What end-to-end requirement flow links the security constraint to the final auto-function behavior, and how do the flight-control and data-link provisions propagate that constraint across subsystems?",vanilla,0,3+-hop,2026-08-20,True,"All factual statements, requirement citations, and acknowledged limitations are accurately grounded in the retrieved contexts.",2247
"What end-to-end requirement flow links the security constraint to the final auto-function behavior, and how do the flight-control and data-link provisions propagate that constraint across subsystems?",agentic,0,3+-hop,2026-08-20,True,"All claims regarding security constraints, operator authentication, data-link command dispatching, flight-control propagation, and link-loss behavior are fully supported by the provided context chunks",3021
"What end-to-end requirement flow links the security constraint to the final auto-function behavior, and how do the flight-control and data-link provisions propagate that constraint across subsystems?",graphrag,0,3+-hop,2026-08-20,True,"All factual statements are well-supported by the retrieved requirements, and the answer accurately identifies that the downstream auto-function behavior requirements are missing from the context.",3197
"What end-to-end requirement flow links the security constraint to the final auto-function behavior, and how do the flight-control and data-link provisions propagate that constraint across subsystems?",agentic-graph,0,3+-hop,2026-08-20,True,"All factual claims made about the requirements are fully supported by the retrieved contexts, and missing details are accurately identified.",3075
"What end-to-end requirement flow links the security constraint to the final auto-function behavior, and how do the flight-control and data-link provisions propagate that constraint across subsystems?",adaptive,0,3+-hop,2026-08-20,True,"The answer accurately reflects the retrieved contexts, correctly citing requirement IDs and noting the absence of an explicit end-to-end security constraint trace.",3241
"How do the automated control functions trace through security and emergency management constraints to the cockpit display behavior, and what end-to-end dependency does that imply?",vanilla,0,3+-hop,2026-08-20,True,All factual statements and architectural dependencies described in the answer are directly supported by the provided requirement contexts.,1670
"How do the automated control functions trace through security and emergency management constraints to the cockpit display behavior, and what end-to-end dependency does that imply?",agentic,0,3+-hop,2026-08-20,True,"All claims are strictly supported by the retrieved contexts, accurately citing the relevant requirements and properly noting what information is missing.",2657
"How do the automated control functions trace through security and emergency management constraints to the cockpit display behavior, and what end-to-end dependency does that imply?",graphrag,0,3+-hop,2026-08-20,True,All claims and requirement citations are fully supported by the provided retrieved context.,2927
"How do the automated control functions trace through security and emergency management constraints to the cockpit display behavior, and what end-to-end dependency does that imply?",agentic-graph,0,3+-hop,2026-08-20,True,Every claim in the answer is directly supported by the retrieved requirements and accurately identifies the available links and missing downstream specifications.,3391
"How do the automated control functions trace through security and emergency management constraints to the cockpit display behavior, and what end-to-end dependency does that imply?",adaptive,0,3+-hop,2026-08-20,True,All factual statements and logical syntheses accurately reflect the retrieved requirements without introducing ungrounded claims.,3006
"Which flight management function, via the flight data recorder linkage, ultimately traces to the data link requirement, and how is that end-to-end dependency justified across subsystems?",vanilla,0,3+-hop,2026-08-20,True,The answer correctly identifies that the requested end-to-end trace is not present in the provided contexts and accurately reports the facts contained within the retrieved requirements.,1543
"Which flight management function, via the flight data recorder linkage, ultimately traces to the data link requirement, and how is that end-to-end dependency justified across subsystems?",agentic,0,3+-hop,2026-08-20,True,The answer accurately reflects the provided contexts and correctly identifies that the context lacks sufficient information to establish the requested end-to-end trace.,2588
"Which flight management function, via the flight data recorder linkage, ultimately traces to the data link requirement, and how is that end-to-end dependency justified across subsystems?",graphrag,0,3+-hop,2026-08-20,True,"All claims in the answer accurately reflect the provided contexts, correctly describing the FMS to LDG to FDR linkage and noting the absence of a link to datalink requirements.",2510
"Which flight management function, via the flight data recorder linkage, ultimately traces to the data link requirement, and how is that end-to-end dependency justified across subsystems?",agentic-graph,0,3+-hop,2026-08-20,True,"All claims are fully supported by the retrieved contexts, specifically FDR-012, FDR-002, FCC-012, and FDR-008.",2351
"Which flight management function, via the flight data recorder linkage, ultimately traces to the data link requirement, and how is that end-to-end dependency justified across subsystems?",adaptive,0,3+-hop,2026-08-20,True,The answer accurately summarizes the subsystem traces present in the context and correctly identifies that the link to a datalink requirement is unsupported by the retrieved text.,2417
Which flight control computer requirement is ultimately implicated by the flight data recorder verification path through navigation and GPS references?,vanilla,0,3+-hop,2026-08-20,True,The answer accurately acknowledges the lack of FCC requirements in the context and only cites information directly found in FDR-022 and NAV-002.,1252
Which flight control computer requirement is ultimately implicated by the flight data recorder verification path through navigation and GPS references?,agentic,0,3+-hop,2026-08-20,True,The answer accurately identifies FCC-012 as the only FCC requirement with an FDR verification reference and correctly explains the limitations of the provided contexts regarding NAV/GPS traceability.,2166
Which flight control computer requirement is ultimately implicated by the flight data recorder verification path through navigation and GPS references?,graphrag,0,3+-hop,2026-08-20,True,"The answer accurately reflects that the retrieved contexts do not provide an FCC requirement linked to the FDR verification path, and all cited requirements are correctly represented.",2461
Which flight control computer requirement is ultimately implicated by the flight data recorder verification path through navigation and GPS references?,agentic-graph,0,3+-hop,2026-08-20,True,All claims and requirement IDs cited in the answer are directly supported by the retrieved contexts.,2572
Which flight control computer requirement is ultimately implicated by the flight data recorder verification path through navigation and GPS references?,adaptive,0,3+-hop,2026-08-20,True,"All claims are strictly grounded in the provided contexts, correctly noting that no FCC requirement in the context links to the FDR-GPS/NAV path.",2580
"Which control law requirement, ultimately linked from the fuel system requirement through the payload design trace, is referenced by the same control document and then traced onward to the flight control computer?",vanilla,0,3+-hop,2026-08-20,True,The answer accurately states that the retrieved context does not contain the requested trace links or control law requirements.,1083
"Which control law requirement, ultimately linked from the fuel system requirement through the payload design trace, is referenced by the same control document and then traced onward to the flight control computer?",agentic,0,3+-hop,2026-08-20,True,The answer accurately reflects the contents of the retrieved contexts and correctly identifies that the requested trace cannot be completed from the provided information.,3269
"Which control law requirement, ultimately linked from the fuel system requirement through the payload design trace, is referenced by the same control document and then traced onward to the flight control computer?",graphrag,0,3+-hop,2026-08-20,True,The answer accurately summarizes the retrieved context and correctly states that the requested requirement and trace cannot be found.,2227
"Which control law requirement, ultimately linked from the fuel system requirement through the payload design trace, is referenced by the same control document and then traced onward to the flight control computer?",agentic-graph,0,3+-hop,2026-08-20,True,The answer accurately quotes FCC-020 from the context and correctly notes that the trace links mentioned in the prompt are not present in the provided text.,1845
"Which control law requirement, ultimately linked from the fuel system requirement through the payload design trace, is referenced by the same control document and then traced onward to the flight control computer?",adaptive,0,3+-hop,2026-08-20,True,The answer accurately states what is present in the context and correctly identifies that the requested trace is missing from the provided requirements.,2126
"How does the fuel-system requirement trace through data loading and flight-control software to the final data-loader constraint, and what end-to-end dependency does that establish?",vanilla,0,3+-hop,2026-08-20,True,The answer accurately summarizes the retrieved fuel requirements and correctly notes that the requested data loading and flight-control trace is missing from the context.,1319
"How does the fuel-system requirement trace through data loading and flight-control software to the final data-loader constraint, and what end-to-end dependency does that establish?",agentic,0,3+-hop,2026-08-20,True,The answer accurately states that the retrieved context lacks the necessary fuel and data-loading requirements while correctly citing the available information.,2302
"How does the fuel-system requirement trace through data loading and flight-control software to the final data-loader constraint, and what end-to-end dependency does that establish?",graphrag,0,3+-hop,2026-08-20,True,"The answer accurately states that data-loading requirements are absent from the context and all described fuel, FCC, and FMS relationships are fully supported by the provided requirement chunks.",2335
"How does the fuel-system requirement trace through data loading and flight-control software to the final data-loader constraint, and what end-to-end dependency does that establish?",agentic-graph,0,3+-hop,2026-08-20,True,The answer accurately states that the provided contexts lack information about fuel-system requirements and data-loader constraints.,2291
"How does the fuel-system requirement trace through data loading and flight-control software to the final data-loader constraint, and what end-to-end dependency does that establish?",adaptive,0,3+-hop,2026-08-20,True,The answer accurately explains the partial fuel-related dependency chain supported by the retrieved contexts while correctly identifying that data loading and data-loader constraints are not present i,2361
"Which flight control computer requirement is ultimately satisfied by the flight data recorder requirement through the navigation, GPS, and inertial navigation traceability chain?",vanilla,0,3+-hop,2026-08-20,True,The answer accurately summarizes the retrieved requirements and correctly identifies that the full traceability chain to an FCC requirement is not present in the context.,1727
"Which flight control computer requirement is ultimately satisfied by the flight data recorder requirement through the navigation, GPS, and inertial navigation traceability chain?",agentic,0,3+-hop,2026-08-20,True,"All statements accurately reflect the provided contexts, correctly identifying available references and acknowledging missing traceability links.",2303
"Which flight control computer requirement is ultimately satisfied by the flight data recorder requirement through the navigation, GPS, and inertial navigation traceability chain?",graphrag,0,3+-hop,2026-08-20,True,The answer accurately cites facts from the retrieved contexts and correctly states that the full traceability chain linking FDR-022 to an FCC requirement is not present in the context.,2414
"Which flight control computer requirement is ultimately satisfied by the flight data recorder requirement through the navigation, GPS, and inertial navigation traceability chain?",agentic-graph,0,3+-hop,2026-08-20,True,The answer accurately summarizes the relevant requirements present in the context and correctly states that the full traceability chain cannot be determined from the provided text.,3056
"Which flight control computer requirement is ultimately satisfied by the flight data recorder requirement through the navigation, GPS, and inertial navigation traceability chain?",adaptive,0,3+-hop,2026-08-20,True,The answer accurately reflects the provided requirements and correctly identifies that the full traceability chain to an FCC requirement cannot be completed from the retrieved contexts.,2530
"Which power requirement traces through the built-in test and security controls to satisfy the instrumentation requirement, and what security constraint is referenced at both ends of that path?",vanilla,0,3+-hop,2026-08-20,True,"All claims regarding PWR-027, BIT-020, SEC-015, and the referenced operator authentication constraint are directly supported by the context.",1422
"Which power requirement traces through the built-in test and security controls to satisfy the instrumentation requirement, and what security constraint is referenced at both ends of that path?",agentic,0,3+-hop,2026-08-20,True,"All claims regarding PWR.PWR-032, EPS-006, EPS-024, ICE-015, ICE-008, ADS-019, EPS-018, and ICE-019 are fully supported by the retrieved contexts.",3958
"Which power requirement traces through the built-in test and security controls to satisfy the instrumentation requirement, and what security constraint is referenced at both ends of that path?",graphrag,0,3+-hop,2026-08-20,True,"All factual claims regarding PWR-027, BIT-020, SEC-015, and GCS-008 are directly supported by the retrieved contexts.",2337
"Which power requirement traces through the built-in test and security controls to satisfy the instrumentation requirement, and what security constraint is referenced at both ends of that path?",agentic-graph,0,3+-hop,2026-08-20,False,"The answer incorrectly claims that SEC-019 references DO-326A, whereas SEC-019 references DO-356A in the retrieved context.",2619
"Which power requirement traces through the built-in test and security controls to satisfy the instrumentation requirement, and what security constraint is referenced at both ends of that path?",adaptive,0,3+-hop,2026-08-20,True,All statements and requirement traces mentioned in the answer are directly supported by the retrieved contexts.,2294
Which data link requirement is ultimately implicated by the flight control requirement that references a security control via an intermediate control requirement?,vanilla,0,3+-hop,2026-08-20,True,"All claims are accurately supported by SEC-014 and CDL-004, and the answer correctly notes the absence of the explicit tracing chain in the retrieved contexts.",1508
Which data link requirement is ultimately implicated by the flight control requirement that references a security control via an intermediate control requirement?,agentic,0,3+-hop,2026-08-20,True,"All facts and references in the answer are directly supported by the context, and it correctly notes the absence of the underlying security requirement text.",1721
Which data link requirement is ultimately implicated by the flight control requirement that references a security control via an intermediate control requirement?,graphrag,0,3+-hop,2026-08-20,False,"The answer fabricates a traceability link between the flight control requirements (FCC-041, FCC-046) and security requirement SEC-014 that is not present in the provided context.",2549
Which data link requirement is ultimately implicated by the flight control requirement that references a security control via an intermediate control requirement?,agentic-graph,0,3+-hop,2026-08-20,True,All claims in the answer accurately reflect the provided requirements and acknowledge the limitations of the retrieved context.,2479
Which data link requirement is ultimately implicated by the flight control requirement that references a security control via an intermediate control requirement?,adaptive,0,3+-hop,2026-08-20,True,All claims and requirement citations in the answer are accurate and fully supported by the retrieved contexts.,2697
"How does the power management requirement ultimately trace through autonomy and emergency management to the flight data recording obligation, and what end-to-end behavior must be captured?",vanilla,0,3+-hop,2026-08-20,True,The answer accurately acknowledges the absence of the requested requirements in the context and strictly quotes/synthesizes only facts supported by the provided requirements.,1568
