query,pipeline,repeat,query_type,judged_on,gemini_faithful,gemini_reason,gemini_tokens,gpt41_faithful,gpt41_reason,gpt41_tokens
Which power hold-up requirement ensures the EMS maintains state through a 50 ms essential-bus interruption?,adaptive,0,1-hop,2026-08-20,True,All factual claims and requirement citations are fully supported by the retrieved contexts.,1376,True,"All claims about EMS-029, PWR-018, and EPS-009 are supported and accurately quoted from the contexts.",763
Which power requirement provides the continuously available hold-up energy the CDL relies on to ride through a 50 ms Category Z interruption?,vanilla,0,1-hop,2026-08-20,True,All statements in the answer are directly supported by requirements CDL-025 and PWR-018.,1306,True,"All claims, including PWR-018 as the governing requirement and its support of the CDL for hold-up energy during a 50 ms interruption, are directly and literally supported by the provided contexts.",807
Which power requirement provides the continuously available hold-up energy the CDL relies on to ride through a 50 ms Category Z interruption?,agentic,0,1-hop,2026-08-20,True,The answer accurately acknowledges that the retrieved requirements do not mention CDL or hold-up energy while correctly citing the 50 ms essential bus break limit in EPS-009 and contactor timings in E,1337,True,The answer correctly identifies [EPS-009] as the only relevant requirement regarding power continuity and does not make unsupported claims about hold-up energy or the CDL.,792
Which power requirement provides the continuously available hold-up energy the CDL relies on to ride through a 50 ms Category Z interruption?,graphrag,0,1-hop,2026-08-20,True,All statements and requirement references in the answer are directly supported by the retrieved contexts PWR-018 and CDL-025.,1934,True,"Every claim is directly supported by the retrieved requirements, notably PWR-018 and CDL-025.",1216
Which power requirement provides the continuously available hold-up energy the CDL relies on to ride through a 50 ms Category Z interruption?,agentic-graph,0,1-hop,2026-08-20,True,The answer accurately acknowledges that the CDL and hold-up energy are not mentioned in the context and strictly quotes and references the provided EPS requirements.,1291,True,Every claim is either directly quoted from the contexts or is a reasonable paraphrase or negative inference supported by the provided content.,815
Which power requirement provides the continuously available hold-up energy the CDL relies on to ride through a 50 ms Category Z interruption?,adaptive,0,1-hop,2026-08-20,True,All claims in the answer are directly supported by the retrieved contexts CDL-025 and PWR-018.,1254,True,All specific references to hold-up energy and its requirement for the CDL are directly supported by the provided contexts.,785
"In approach mode, what guidance source must the flight control computer accept, and what deviation data must the FMS provide to support it?",vanilla,0,1-hop,2026-08-20,True,The answer accurately reflects the guidance source requirement from FCC-032 and correctly identifies that approach deviation data is not specified in the provided contexts.,1407,True,All claims about FCC guidance sources and the absence of explicit FMS deviation data for approach are supported by the retrieved contexts.,789
"In approach mode, what guidance source must the flight control computer accept, and what deviation data must the FMS provide to support it?",agentic,0,1-hop,2026-08-20,True,"Every claim in the answer is directly supported by the retrieved contexts, including the accurate observation that the required FMS deviation data is not specified in the text.",2222,True,"All claims are supported: the exclusive FMS guidance source and approach mode entry conditions are specified, and the absence of FMS deviation data requirements for approach is accurately noted.",1574
"In approach mode, what guidance source must the flight control computer accept, and what deviation data must the FMS provide to support it?",graphrag,0,1-hop,2026-08-20,True,All claims regarding the FCC guidance source in approach mode and FMS deviation signals are fully supported by the retrieved contexts.,2614,True,All claims are explicitly supported by the provided contexts regarding the FCC's source selection in APPROACH mode and the FMS's deviation data requirements.,1789
"In approach mode, what guidance source must the flight control computer accept, and what deviation data must the FMS provide to support it?",agentic-graph,0,1-hop,2026-08-20,True,"All statements are accurately grounded in the retrieved requirements, correctly identifying the guidance source and noting the absence of specific FMS deviation data requirements.",1722,True,All statements in the answer are directly supported by or limited to information contained within the retrieved contexts.,1315
"In approach mode, what guidance source must the flight control computer accept, and what deviation data must the FMS provide to support it?",adaptive,0,1-hop,2026-08-20,True,"All claims are fully supported by the provided requirement contexts, and the answer accurately notes the absence of deviation data requirements.",1172,True,The answer correctly cites FCC-032 to specify the guidance source and accurately states that no explicit deviation data requirement is in the provided contexts.,733
"During standby-to-coarse-align motion rejection, what operator alignment-status indication is required on the HMI?",vanilla,0,1-hop,2026-08-20,True,All factual statements in the answer are directly supported by requirements INS-006 and HMI-070.,1264,True,"All stated required indications (INS mode, alignment percent-complete, time-to-ready estimate, and MOTION_DETECTED annunciation) are directly supported by the retrieved contexts.",754
"During standby-to-coarse-align motion rejection, what operator alignment-status indication is required on the HMI?",agentic,0,1-hop,2026-08-20,True,The answer accurately reflects the contents of HMI-070 and correctly notes that details regarding standby-to-coarse-align motion rejection are absent from the provided context.,1054,True,All claims are supported; the answer accurately summarizes HMI-070 and correctly notes that the contexts do not specify motion rejection indication details.,658
"During standby-to-coarse-align motion rejection, what operator alignment-status indication is required on the HMI?",graphrag,0,1-hop,2026-08-20,True,"All statements and requirement references in the answer are fully supported by INS-006, HMI-070, and INS-005.",2062,True,All claims about required HMI indications (alignment status elements and MOTION_DETECTED annunciation) are explicitly grounded in the retrieved contexts.,1495
"During standby-to-coarse-align motion rejection, what operator alignment-status indication is required on the HMI?",agentic-graph,0,1-hop,2026-08-20,True,All claims regarding the MOTION_DETECTED annunciation and INS-alignment status details are directly supported by INS-006 and HMI-070.,1124,True,"All claims are explicitly supported by the retrieved requirements, which mandate MOTION_DETECTED annunciation on motion rejection and require the HMI to show mode, alignment percent-complete, and time",709
"During standby-to-coarse-align motion rejection, what operator alignment-status indication is required on the HMI?",adaptive,0,1-hop,2026-08-20,True,All claims regarding the MOTION_DETECTED annunciation and HMI alignment-status display elements are directly supported by the retrieved contexts.,1168,True,"All claims are supported by the retrieved contexts, including MOTION_DETECTED annunciation on motion rejection [INS-006] and required alignment-status indications [HMI-070].",701
Which asymmetric signature algorithms in the crypto selection table are mandated for verifying loadable software and data signatures?,vanilla,0,1-hop,2026-08-20,True,The answer accurately reflects the asymmetric signature algorithms specified in the crypto selection table and verification requirements from SEC-017 and SEC-020.,1436,True,Both RSA-3072 and ECDSA-P256 are listed in the crypto selection table and explicitly mandated in the requirements for verifying loadable software and data signatures.,945
Which asymmetric signature algorithms in the crypto selection table are mandated for verifying loadable software and data signatures?,agentic,0,1-hop,2026-08-20,True,The answer accurately states the asymmetric signature algorithms (RSA-3072 or ECDSA-P256) defined in the Crypto_Selections table and requirement SEC-020.,1523,True,RSA-3072 and ECDSA-P256 for digital signature (software/DB) are specified in both SEC-017 and SEC-020 for verifying loadable software and data signatures.,1088
Which asymmetric signature algorithms in the crypto selection table are mandated for verifying loadable software and data signatures?,graphrag,0,1-hop,2026-08-20,True,The answer accurately reflects the algorithms listed in the Crypto_Selections table in SEC-017 and the verification requirement in SEC-020.,2705,True,All claims about mandated asymmetric signature algorithms for software/data verification are directly supported by the Crypto_Selections table and SEC-020.,1951
Which asymmetric signature algorithms in the crypto selection table are mandated for verifying loadable software and data signatures?,agentic-graph,0,1-hop,2026-08-20,True,All claims in the answer are directly supported by SEC-017 and SEC-020.,1614,True,Both SEC-020 and the Crypto_Selections table in SEC-017 specify RSA-3072 or ECDSA-P256 as the mandated asymmetric signature algorithms for verifying loadable software and data signatures.,1105
Which asymmetric signature algorithms in the crypto selection table are mandated for verifying loadable software and data signatures?,adaptive,0,1-hop,2026-08-20,True,All factual claims regarding RSA-3072 or ECDSA-P256 are directly supported by SEC-017 and SEC-020.,2714,True,Both SEC-017 and SEC-020 explicitly specify RSA-3072 and ECDSA-P256 as the mandated asymmetric signature algorithms for loadable software and data signature verification.,1950
What upstream navigation timing service requirement justifies the payload computer’s UTC sensor timestamping accuracy and source-selection behavior?,vanilla,0,1-hop,2026-08-20,True,All claims accurately reflect the retrieved requirements and correctly acknowledge that NAV-027 is referenced in PLD-019 but its full text is not provided.,1739,False,"The answer cites [NAV.NAV-027] as justifying requirement and discusses source selection, but the actual text or details of [NAV.NAV-027] and any source-selection behavior details are not present in th",1113
What upstream navigation timing service requirement justifies the payload computer’s UTC sensor timestamping accuracy and source-selection behavior?,agentic,0,1-hop,2026-08-20,True,"All claims regarding the timing synchronization service, accuracy, source selection, and continuity are fully supported by NAV-027 and NAV-022.",1158,True,"All factual claims about time-synchronisation accuracy, UTC source-selection, and GPS-week rollover support are explicitly supported by NAV-027 and NAV-022 in the retrieved contexts.",721
What upstream navigation timing service requirement justifies the payload computer’s UTC sensor timestamping accuracy and source-selection behavior?,graphrag,0,1-hop,2026-08-20,True,"All claims in the answer are directly supported by requirements NAV-027, PLD-019, and GPS-010.",2492,True,"All claims about NAV-027 defining UTC accuracy and source selection, GPS as the upstream source, and the justification chain to PLD-019 are supported in the retrieved contexts.",1665
What upstream navigation timing service requirement justifies the payload computer’s UTC sensor timestamping accuracy and source-selection behavior?,agentic-graph,0,1-hop,2026-08-20,True,"All claims regarding navigation timing services, source selection, accuracy, and related timing continuity requirements are fully supported by NAV-027, NAV-022, and NAV-010.",1986,True,"All claims in the answer are directly supported by the retrieved contexts, matching details from NAV-027, NAV-022, and NAV-010.",1376
What upstream navigation timing service requirement justifies the payload computer’s UTC sensor timestamping accuracy and source-selection behavior?,adaptive,0,1-hop,2026-08-20,True,"All claims regarding navigation timing, accuracy, source selection, and requirement IDs are fully supported by the retrieved contexts.",1296,True,"All claims about timing accuracy, GPS/OCXO selection, and UTC continuity are directly supported by NAV-027 and NAV-022 in the retrieved contexts.",868
Which airframe general requirement references the FCC cross-channel data link timing and integrity requirement to justify dissimilar-redundant routing separation?,vanilla,0,1-hop,2026-08-20,True,"All statements in the answer, including the identification of STR-021 and the note on FCC-046, are fully supported by the retrieved contexts.",1376,False,The answer references CCDL requirement FCC-046 but that requirement is not included in the retrieved contexts so its details cannot be verified.,829
Which airframe general requirement references the FCC cross-channel data link timing and integrity requirement to justify dissimilar-redundant routing separation?,agentic,0,1-hop,2026-08-20,True,The answer accurately states that the retrieved context lacks the requested airframe requirement and correctly cites the only mention of the CCDL in FCC-003.,2117,True,The answer accurately states that no airframe general requirement referencing an FCC CCDL timing/integrity requirement is found in the retrieved contexts.,1529
Which airframe general requirement references the FCC cross-channel data link timing and integrity requirement to justify dissimilar-redundant routing separation?,graphrag,0,1-hop,2026-08-20,True,"All claims accurately reflect the retrieved text, including the references cited in requirement [STR-021] and the absence of requirement FCC-046 in the context.",2161,True,"Every claim is supported: STR-021 is the airframe general requirement, references FCC.FCC-046 for CCDL, but FCC.FCC-046's content is not present in the retrieved contexts.",1664
Which airframe general requirement references the FCC cross-channel data link timing and integrity requirement to justify dissimilar-redundant routing separation?,agentic-graph,0,1-hop,2026-08-20,True,The answer accurately states that the retrieved contexts do not contain the requested airframe requirement while correctly summarizing the contents of FCC-046.,1821,True,The answer correctly states that no retrieved requirement shows an airframe general requirement referencing the FCC requirement.,1376
Which airframe general requirement references the FCC cross-channel data link timing and integrity requirement to justify dissimilar-redundant routing separation?,adaptive,0,1-hop,2026-08-20,True,All factual claims are accurately supported by the provided context chunks.,2230,True,"Every claim is directly supported by the retrieved contexts, including the lack of explicit mention of an FCC cross-channel data link timing and integrity requirement and references made by STR-021.",1656
Which flight data recorder requirement is verified by the flight control computer’s obligation to log every mode transition for the last 50 flight hours?,vanilla,0,1-hop,2026-08-20,True,The answer correctly identifies FDR-008 as verified by FCC-012 and accurately cites the context details.,1224,True,"All claims are directly supported by the retrieved contexts, including the verification relationship between FCC-012 and FDR-008.",736
Which flight data recorder requirement is verified by the flight control computer’s obligation to log every mode transition for the last 50 flight hours?,agentic,0,1-hop,2026-08-20,True,The answer accurately identifies FDR-008 based directly on requirement FCC-012 in the retrieved context.,1415,True,"FCC-012 explicitly states the FCC logging verifies FDR-008, with the required retention of 50 flight hours.",1062
Which flight data recorder requirement is verified by the flight control computer’s obligation to log every mode transition for the last 50 flight hours?,graphrag,0,1-hop,2026-08-20,True,The answer accurately cites FCC-012 and FDR-008 from the contexts to show that FDR-008 is verified by the FCC obligation.,2045,True,"All claims are verbatim or directly cited from the retrieved contexts, especially linking FCC-012 to FDR-008.",1444
Which flight data recorder requirement is verified by the flight control computer’s obligation to log every mode transition for the last 50 flight hours?,agentic-graph,0,1-hop,2026-08-20,True,All statements in the answer regarding requirement IDs FCC-012 and FDR-008 and their verification relationship are directly supported by the retrieved contexts.,1774,True,All claims about FCC-012 verifying FDR-008 and the specific logging and retention requirements are supported by the contexts.,1252
Which flight data recorder requirement is verified by the flight control computer’s obligation to log every mode transition for the last 50 flight hours?,adaptive,0,1-hop,2026-08-20,True,All statements and requirement references are directly supported by contexts FCC-012 and FDR-008.,1968,True,"All claims about the requirements, their contents, and verification relation are directly supported by the retrieved contexts.",1409
Which structural requirement defines the dedicated payload-bus routing and shielding needed to support the payload controller’s single-LRU installation near the bay rack?,vanilla,0,1-hop,2026-08-20,True,All statements and requirement references in the answer are directly supported by the retrieved contexts.,1161,True,"All claims about requirements, routing, shielding, and references are directly supported by the provided contexts.",784
Which structural requirement defines the dedicated payload-bus routing and shielding needed to support the payload controller’s single-LRU installation near the bay rack?,agentic,0,1-hop,2026-08-20,True,All factual claims in the answer accurately reflect the retrieved requirements [STR-038] and [PLD-003].,1307,True,All claims and requirement IDs cited in the answer are directly supported by the retrieved contexts.,701
Which structural requirement defines the dedicated payload-bus routing and shielding needed to support the payload controller’s single-LRU installation near the bay rack?,graphrag,0,1-hop,2026-08-20,True,"All claims directly quote or accurately summarize the provided requirements [STR-038], [PLD-003], [DLNK-017], and [CDL-024].",2142,True,"All claims are directly supported by context, citing [STR-038], [PLD-003], and the referenced EMC coexistence requirements.",1546
Which structural requirement defines the dedicated payload-bus routing and shielding needed to support the payload controller’s single-LRU installation near the bay rack?,agentic-graph,0,1-hop,2026-08-20,True,All claims and requirement references in the answer are directly supported by the retrieved contexts STR-038 and PLD-003.,1177,True,Every quoted claim is directly supported by STR-038 and PLD-003 as given in the retrieved contexts.,700
Which structural requirement defines the dedicated payload-bus routing and shielding needed to support the payload controller’s single-LRU installation near the bay rack?,adaptive,0,1-hop,2026-08-20,True,All claims in the answer are directly supported by the retrieved requirement texts.,1079,True,"All claims are directly supported by the retrieved contexts, with accurate references and quotations from the relevant requirements.",704
"In NAV mode, does the inertial unit’s 200 Hz output to the flight control computer satisfy the computer’s inertial data input rate and latency requirement?",vanilla,0,1-hop,2026-08-20,True,All factual statements in the answer accurately reflect the provided contexts and correctly identify that the FCC requirement details are missing.,1502,True,Every claim in the answer is supported and accurately references only the contexts without adding unstated detail.,856
"In NAV mode, does the inertial unit’s 200 Hz output to the flight control computer satisfy the computer’s inertial data input rate and latency requirement?",agentic,0,1-hop,2026-08-20,True,All statements and requirement citations are accurately grounded in the retrieved context.,2136,True,"All claims are directly supported by the contexts: the 200 Hz rate and 5 ms latency requirement for the FCC are explicit, and the lack of direct evidence for latency is correctly noted.",1444
"In NAV mode, does the inertial unit’s 200 Hz output to the flight control computer satisfy the computer’s inertial data input rate and latency requirement?",graphrag,0,1-hop,2026-08-20,True,All claims regarding the rate and latency requirements from INS-012 and FCC-016 are fully supported by the retrieved contexts.,2508,True,"All claims in the answer are directly supported by INS-012 and FCC-016, which specify the 200 Hz rate and the FCC latency requirement without specifying the INS latency.",1899
"In NAV mode, does the inertial unit’s 200 Hz output to the flight control computer satisfy the computer’s inertial data input rate and latency requirement?",agentic-graph,0,1-hop,2026-08-20,True,"All claims regarding the FCC requirements, NAV Fusion inputs and outputs, rates, and latency limits are fully supported by the retrieved contexts.",2135,True,"All claims in the answer are directly supported by FCC-016, NAV-030, and NAV-010.",1432
"In NAV mode, does the inertial unit’s 200 Hz output to the flight control computer satisfy the computer’s inertial data input rate and latency requirement?",adaptive,0,1-hop,2026-08-20,True,"All factual claims regarding INS publication rates, FCC input requirements, and transport latency are directly supported by the retrieved contexts.",2711,True,All claims about rates and latency requirements are directly supported by INS-012 and FCC-016; the answer accurately notes that latency compliance is not fully demonstrated in the retrieved contexts.,1961
Which communications links must demonstrate DO-160G Category Y EMC coexistence without mutual interference with the radar altimeter and GPS?,vanilla,0,1-hop,2026-08-20,True,"All statements regarding the COMM subsystem, DLNK terminal, and radar altimeter requirements and test procedures are directly supported by the retrieved contexts.",1512,True,"Every claim is directly supported by the retrieved contexts, with requirement IDs and coexistence statements accurately cited.",848
Which communications links must demonstrate DO-160G Category Y EMC coexistence without mutual interference with the radar altimeter and GPS?,agentic,0,1-hop,2026-08-20,True,All factual statements and requirement citations are fully supported by the provided contexts.,1255,True,"All claims about the COMM subsystem and DLNK terminal are directly supported by the retrieved contexts, as are the verification details for the COMM subsystem.",823
Which communications links must demonstrate DO-160G Category Y EMC coexistence without mutual interference with the radar altimeter and GPS?,graphrag,0,1-hop,2026-08-20,True,"All listed subsystems, coexistence requirements, and verification details are directly supported by the retrieved contexts.",2691,True,"All listed communications subsystems (COMM, DLNK, CDL) and their coexistence requirements with radar altimeter and GPS are directly supported by the retrieved contexts.",1650
Which communications links must demonstrate DO-160G Category Y EMC coexistence without mutual interference with the radar altimeter and GPS?,agentic-graph,0,1-hop,2026-08-20,True,All factual claims made in the answer are directly supported by the retrieved contexts.,1256,True,All claims in the answer are directly supported by the provided requirements and do not add unsupported detail.,873
Which communications links must demonstrate DO-160G Category Y EMC coexistence without mutual interference with the radar altimeter and GPS?,adaptive,0,1-hop,2026-08-20,True,"All claims regarding COMM, DLNK, and Radar Altimeter EMC coexistence and verification are directly supported by the retrieved contexts.",1581,True,All claims about COMM and DLNK needing DO-160G Category Y EMC coexistence with radar altimeter and GPS are directly supported by the retrieved requirements.,837
What higher-level SAR mode requirement traces to the platform mandate for operator authorisation before leaving STANDBY for a transmitting state?,vanilla,0,1-hop,2026-08-20,True,All claims and requirement references in the answer are directly supported by SAR-005 and PLD-006 in the retrieved contexts.,1254,True,"[SAR-005] requires operator authorisation before leaving STANDBY, traces to [PLD-006], and both are present and described as in the answer.",838
What higher-level SAR mode requirement traces to the platform mandate for operator authorisation before leaving STANDBY for a transmitting state?,agentic,0,1-hop,2026-08-20,True,The answer accurately states that the retrieved context lacks the requested SAR requirements and correctly summarizes the provided ADS requirements.,853,True,"All statements are supported; the contexts do not mention SAR mode, operator authorisation, or transmit-state requirements.",625
What higher-level SAR mode requirement traces to the platform mandate for operator authorisation before leaving STANDBY for a transmitting state?,graphrag,0,1-hop,2026-08-20,True,The answer accurately identifies SAR-005 and PLD-006 and correctly quotes and interprets their tracing relationship directly from the context.,2115,True,"[SAR-005] requires operator authorisation per PLD-006 before transitioning from STANDBY to any transmitting mode, and PLD-006 is a platform-level mandate for operator authorisation before transitionin",1670
What higher-level SAR mode requirement traces to the platform mandate for operator authorisation before leaving STANDBY for a transmitting state?,agentic-graph,0,1-hop,2026-08-20,True,All claims and requirement citations in the answer are directly supported by SAR-005 and PLD-006.,1227,True,"All claims are directly supported by the contexts, specifically SAR-005 referencing PLD-006 for operator authorisation before transitioning from STANDBY to any transmitting mode.",751
What higher-level SAR mode requirement traces to the platform mandate for operator authorisation before leaving STANDBY for a transmitting state?,adaptive,0,1-hop,2026-08-20,True,"All statements and requirement citations are fully supported by SAR-005, PLD-006, and SAR-004 in the retrieved contexts.",2327,True,"All claims in the answer are directly supported by the retrieved contexts, including the trace from SAR-005 to PLD-006 and the SAR mode details from SAR-004.",1625
Does the ice-protection power budget and 0.5 Hz zone reporting comply with the electrical subsystem’s continuous essential-bus generator load limit?,vanilla,0,1-hop,2026-08-20,True,"All claims, quotes, requirement citations, and logical assessments are fully supported by the retrieved contexts.",1508,True,Every claim is directly supported or properly limited based on the retrieved contexts.,966
Does the ice-protection power budget and 0.5 Hz zone reporting comply with the electrical subsystem’s continuous essential-bus generator load limit?,agentic,0,1-hop,2026-08-20,True,All factual statements and requirement citations accurately reflect the provided contexts.,1738,True,"The answer correctly reflects that the 0.5 Hz reporting and ICE power limits are present, and that the continuous essential-bus generator load limit is not specified in the retrieved contexts.",1198
Does the ice-protection power budget and 0.5 Hz zone reporting comply with the electrical subsystem’s continuous essential-bus generator load limit?,graphrag,0,1-hop,2026-08-20,True,All factual claims and requirement citations in the answer are fully supported by the retrieved contexts.,2297,True,All claims in the answer are supported by retrieved requirements and any lack of direct compliance demonstration is correctly noted.,1649
Does the ice-protection power budget and 0.5 Hz zone reporting comply with the electrical subsystem’s continuous essential-bus generator load limit?,agentic-graph,0,1-hop,2026-08-20,True,All claims in the answer accurately reflect the retrieved requirements and correctly identify the missing information needed to confirm compliance.,1856,True,All claims in the answer are grounded in or accurately reflect the information and gaps present in the retrieved contexts.,1094
Does the ice-protection power budget and 0.5 Hz zone reporting comply with the electrical subsystem’s continuous essential-bus generator load limit?,adaptive,0,1-hop,2026-08-20,True,All claims in the answer are fully supported by the retrieved requirement contexts.,1797,True,The answer accurately states which claims are supported by the retrieved contexts and correctly notes the absence of the essential-bus generator load limit.,1200
What test demonstrates the receiver meets integrity alert timing for unresolved protection-level exceedances under simulated satellite-fault conditions?,vanilla,0,1-hop,2026-08-20,True,All claims in the answer are directly supported by requirements GPS-034 and GPS-017.,1372,False,"The answer references GPS-032 and its alert times, but GPS-032 is not included in the retrieved contexts.",806
What test demonstrates the receiver meets integrity alert timing for unresolved protection-level exceedances under simulated satellite-fault conditions?,agentic,0,1-hop,2026-08-20,True,"All statements regarding the test configuration, time-to-alert limits, and requirement verification are directly supported by the context.",1523,True,"All claims about the test method, step errors, timing thresholds, and requirement verification are directly supported by the retrieved contexts.",867
What test demonstrates the receiver meets integrity alert timing for unresolved protection-level exceedances under simulated satellite-fault conditions?,graphrag,0,1-hop,2026-08-20,True,"All claims, requirement IDs, and test parameters are fully supported by the retrieved contexts GPS-034 and GPS-017.",2158,True,"All claims about the test, error injection, alert timing, and protection-level exceedance are supported by GPS-034 and GPS-017.",1599
What test demonstrates the receiver meets integrity alert timing for unresolved protection-level exceedances under simulated satellite-fault conditions?,agentic-graph,0,1-hop,2026-08-20,True,"All claims in the answer are directly supported by requirements GPS-034, GPS-017, and GPS-032.",1679,True,All claims in the answer are directly supported or clearly inferred from the retrieved contexts.,983
What test demonstrates the receiver meets integrity alert timing for unresolved protection-level exceedances under simulated satellite-fault conditions?,adaptive,0,1-hop,2026-08-20,True,"All statements and requirement details are fully supported by the retrieved contexts GPS-034, GPS-032, and GPS-017.",2074,True,"All claims about the test, its inputs, alert timings, and the requirements it verifies are explicitly stated or directly referenced in the retrieved contexts (GPS-034, GPS-032, GPS-017).",1491
Which flight-control requirement provides the engine-out detection and automatic rudder-trim behavior referenced by the autopilot single-engine-out altitude-hold test?,vanilla,0,1-hop,2026-08-20,True,All claims regarding requirements ALX2-FCC-003 and ALX2-AUTO-003 are fully supported by the retrieved contexts.,1263,True,All claims about ALX2-FCC-003 and its behaviors are supported in the retrieved contexts.,702
Which flight-control requirement provides the engine-out detection and automatic rudder-trim behavior referenced by the autopilot single-engine-out altitude-hold test?,agentic,0,1-hop,2026-08-20,True,All claims regarding ALX2-FCC-003 and ALX2-FCC-002 are directly supported by the retrieved contexts.,1546,True,"Every claim in the answer is directly based on the retrieved contexts, with requirement IDs and behavior accurately quoted.",998
Which flight-control requirement provides the engine-out detection and automatic rudder-trim behavior referenced by the autopilot single-engine-out altitude-hold test?,graphrag,0,1-hop,2026-08-20,True,"All claims regarding requirements ALX2-FCC-003, ALX2-AUTO-003, and ENG-018 are accurately supported by the retrieved contexts.",2166,True,"All claims regarding requirement IDs, detection logic, automatic rudder trim timing, operator notification, autopilot coordination, and ENG-018's restatement are supported by literal or near-literal t",1516
Which flight-control requirement provides the engine-out detection and automatic rudder-trim behavior referenced by the autopilot single-engine-out altitude-hold test?,agentic-graph,0,1-hop,2026-08-20,True,"All claims regarding ALX2-FCC-003, ENG-018, and ENG-044 are fully supported by the retrieved contexts.",1857,True,"Every claim is directly supported by the retrieved contexts, including requirement IDs and specific behavior descriptions.",1220
Which flight-control requirement provides the engine-out detection and automatic rudder-trim behavior referenced by the autopilot single-engine-out altitude-hold test?,adaptive,0,1-hop,2026-08-20,True,"All claims regarding requirements ALX2-FCC-003, ALX2-AUTO-003, and ENG-018 are directly supported by the retrieved contexts.",1974,True,"All claims about ALX2-FCC-003, ALX2-AUTO-003, HMI-020, and ENG-018 are directly supported by the retrieved contexts.",1461
Which landing-gear weight-on-wheels discretes must the inertial system rely on to enable ZUPT while stationary on the ground?,vanilla,0,1-hop,2026-08-20,True,All claims in the answer are directly supported by context [INS-032].,1063,True,All claims are supported and directly reference the retrieved context INS-032 without adding unsupported details.,659
Which landing-gear weight-on-wheels discretes must the inertial system rely on to enable ZUPT while stationary on the ground?,agentic,0,1-hop,2026-08-20,True,The answer accurately reflects that the retrieved contexts pertain strictly to ice protection requirements and do not contain information regarding inertial system ZUPT or weight-on-wheels discretes.,928,True,"The answer correctly states that the retrieved contexts do not mention inertial system, weight-on-wheels, or ZUPT requirements.",659
Which landing-gear weight-on-wheels discretes must the inertial system rely on to enable ZUPT while stationary on the ground?,graphrag,0,1-hop,2026-08-20,True,All statements and requirement references are fully supported by INS-032 and LDG-015.,2113,True,All claims are directly supported: INS-032 specifies ZUPT requires WoW on both main gear; LDG-015 confirms MLG-left and MLG-right WoW discretes exist.,1454
Which landing-gear weight-on-wheels discretes must the inertial system rely on to enable ZUPT while stationary on the ground?,agentic-graph,0,1-hop,2026-08-20,True,The answer accurately states that the retrieved context lacks the necessary information to answer the question and correctly summarizes the provided requirement IDs.,859,True,"The answer accurately reflects that the retrieved contexts do not discuss inertial system, landing gear, weight-on-wheels, or ZUPT requirements.",655
Which landing-gear weight-on-wheels discretes must the inertial system rely on to enable ZUPT while stationary on the ground?,adaptive,0,1-hop,2026-08-20,True,"The answer accurately states that the retrieved contexts only cover ice protection systems and lack any requirements regarding inertial systems, weight-on-wheels discretes, or ZUPT.",911,True,"All claims in the answer are supported: the contexts do not mention inertial system, weight-on-wheels, ZUPT, or relevant discretes.",707
"Which flight-test verification demonstrates that EO/IR geolocation from line-of-sight, navigation, and ranging meets 10 m CEP out to 15 km?",vanilla,0,1-hop,2026-08-20,True,All claims in the answer are directly supported by context items [EOIR-029] and [EOIR-014].,1262,True,"All claims are supported by the contexts, citing EOIR-029 for flight-test verification and its relation to EOIR-014 for 10 m CEP out to 15 km using line-of-sight, navigation, and ranging.",834
"Which flight-test verification demonstrates that EO/IR geolocation from line-of-sight, navigation, and ranging meets 10 m CEP out to 15 km?",agentic,0,1-hop,2026-08-20,True,All facts and requirement citations in the answer are directly supported by requirements [EOIR-029] and [EOIR-014].,1682,True,All claims about EOIR-029 verifying EO/IR geolocation accuracy requirements and the test method are present in the retrieved contexts.,1202
"Which flight-test verification demonstrates that EO/IR geolocation from line-of-sight, navigation, and ranging meets 10 m CEP out to 15 km?",graphrag,0,1-hop,2026-08-20,True,All claims in the answer are directly supported by contexts EOIR-029 and EOIR-014.,2050,True,"All claims regarding flight-test verification, requirement IDs, methods, and accuracy are directly supported by EOIR-029 and EOIR-014 in the retrieved contexts.",1559
"Which flight-test verification demonstrates that EO/IR geolocation from line-of-sight, navigation, and ranging meets 10 m CEP out to 15 km?",agentic-graph,0,1-hop,2026-08-20,True,All statements are completely supported by requirements EOIR-029 and EOIR-014 in the retrieved context.,1392,True,"All claims are directly supported by the retrieved contexts, with requirement references and details matching the texts.",756
"Which flight-test verification demonstrates that EO/IR geolocation from line-of-sight, navigation, and ranging meets 10 m CEP out to 15 km?",adaptive,0,1-hop,2026-08-20,True,All statements and requirement references in the answer are directly supported by the retrieved contexts EOIR-029 and EOIR-014.,1112,True,All claims are directly supported by the retrieved contexts EOIR-029 and EOIR-014.,810
"Which communications capability document is explicitly excluded from the tactical Link‑16 terminal scope, and what assurance levels govern it?",vanilla,0,1-hop,2026-08-20,True,All facts regarding the excluded COMM-001 document and its DO-178C DAL-B and DO-326A assurance levels are fully supported by the contexts.,1362,True,All claims regarding the exclusion of COMM-001 and its assurance levels (DO-178C DAL-B and DO-326A) are directly supported by the retrieved contexts.,845
"Which communications capability document is explicitly excluded from the tactical Link‑16 terminal scope, and what assurance levels govern it?",agentic,0,1-hop,2026-08-20,True,All statements in the answer are strictly supported by the provided contexts.,1253,True,"All claims about the excluded document (voice comms, ##COMM.COMM-001) and applicable assurance levels are supported and limited by the provided contexts.",783
