query,pipeline,repeat,query_type,judged_on,gpt41_faithful,gpt41_reason,gpt41_tokens
How is the 30-minute battery discharge endurance test tied to the lost-link return-to-base mission profile and associated essential/emergency bus loads?,graphrag,0,2-hop,2026-08-16,True,"All factual claims are directly supported by the retrieved requirements, with at most minor light inference (such as mapping P1/P2 retention to RTB functionality), and any caveat is properly flagged.",2006
How is the 30-minute battery discharge endurance test tied to the lost-link return-to-base mission profile and associated essential/emergency bus loads?,agentic-graph,0,2-hop,2026-08-16,True,"All claims in the answer are supported by the retrieved contexts, with no details introduced about 30-minute endurance or lost-link profiles that are not in the contexts.",1834
How is the 30-minute battery discharge endurance test tied to the lost-link return-to-base mission profile and associated essential/emergency bus loads?,adaptive,0,2-hop,2026-08-16,True,"Every claim is supported or explicitly flagged as not present, with all provided facts traceable to the retrieved requirements.",1540
"For payload telemetry forwarded for downlink, which fuel-control operator command path must the return-link interface also support, and under what authentication requirement?",vanilla,0,2-hop,2026-08-16,True,"All claims about the operator command path, required commands, and authentication requirement are directly supported by FUEL-025 and CDL-031.",892
"For payload telemetry forwarded for downlink, which fuel-control operator command path must the return-link interface also support, and under what authentication requirement?",agentic,0,2-hop,2026-08-16,True,"The answer accurately reflects that the contexts do not specify any payload telemetry downlink, fuel-control command path, or their authentication requirements.",1719
"For payload telemetry forwarded for downlink, which fuel-control operator command path must the return-link interface also support, and under what authentication requirement?",graphrag,0,2-hop,2026-08-16,False,"The answer claims the FUEL operator commands must be authenticated per SEC-010, but SEC-010 is not in the retrieved contexts.",1808
"For payload telemetry forwarded for downlink, which fuel-control operator command path must the return-link interface also support, and under what authentication requirement?",agentic-graph,0,2-hop,2026-08-16,True,"All claims are explicitly supported or limited by the contents of the retrieved contexts, with no additional information or contradiction.",1656
"For payload telemetry forwarded for downlink, which fuel-control operator command path must the return-link interface also support, and under what authentication requirement?",adaptive,0,2-hop,2026-08-16,True,"The answer accurately reflects that only ICE operator command path and authentication is present in context, not fuel-control or payload telemetry requirements.",1567
"For AeroLynx-X2, how is single-engine-out detection and asymmetric-thrust compensation validated from injected N1 loss through FCC response and operator notification timing?",vanilla,0,2-hop,2026-08-16,True,All factual claims in the answer are directly referenced or accurately summarized from the retrieved requirement contexts.,996
"For AeroLynx-X2, how is single-engine-out detection and asymmetric-thrust compensation validated from injected N1 loss through FCC response and operator notification timing?",agentic,0,2-hop,2026-08-16,True,All factual claims in the answer are directly supported by the content of ALX2-FCC-003 and no unsupported details were introduced.,2091
"For AeroLynx-X2, how is single-engine-out detection and asymmetric-thrust compensation validated from injected N1 loss through FCC response and operator notification timing?",graphrag,0,2-hop,2026-08-16,True,"All claims about detection logic, HIL injection, FCC timing, asymmetric-thrust compensation initiation, operator notification content, and reference chains are directly supported by the retrieved cont",1771
"For AeroLynx-X2, how is single-engine-out detection and asymmetric-thrust compensation validated from injected N1 loss through FCC response and operator notification timing?",agentic-graph,0,2-hop,2026-08-16,True,"All answer claims about detection, trim, and notification timings are supported by ALX2-FCC-003; lack of additional context is correctly noted.",2167
"For AeroLynx-X2, how is single-engine-out detection and asymmetric-thrust compensation validated from injected N1 loss through FCC response and operator notification timing?",adaptive,0,2-hop,2026-08-16,True,"All stated claims (detection within 500 ms, rudder trim within 1 s, operator notification per ##HMI.HMI-020) are explicitly supported by ALX2-FCC-003; limitations noted are also correct per context.",2105
"What APU health and battery data must the recorder capture, and at what rates during normal operation versus around an APM fault transition?",vanilla,0,2-hop,2026-08-16,False,"Some claims about specific captured data elements (e.g., fault word, cell-imbalance) and cell-level detail at 0.1 Hz are not stated as recorded by the FDR, only as reported or monitored by the APM; th",1011
"What APU health and battery data must the recorder capture, and at what rates during normal operation versus around an APM fault transition?",agentic,0,2-hop,2026-08-16,False,The claim that cell-level battery detail is reported at 0.1 Hz and that APU health data is only logged to the FDR on exceedances is unsupported; FDR-030 requires FDR to record APM battery and APU data,1718
"What APU health and battery data must the recorder capture, and at what rates during normal operation versus around an APM fault transition?",graphrag,0,2-hop,2026-08-16,False,"The answer adds that cell-level detail is captured at 0.1 Hz and references logging APU health data at 5 Hz, which is not supported as FDR recording rates by the context; only 1 Hz nominal and 10 Hz a",1756
"What APU health and battery data must the recorder capture, and at what rates during normal operation versus around an APM fault transition?",agentic-graph,0,2-hop,2026-08-16,True,All claims about recorder content and rates are directly supported or carefully limited to the provided requirements.,1979
"What APU health and battery data must the recorder capture, and at what rates during normal operation versus around an APM fault transition?",adaptive,0,2-hop,2026-08-16,True,"All claims about captured data types and recording rates are directly supported by FDR-030, APM-030, and APM-023, without unsupported detail or extraneous requirement IDs.",892
"In approach mode, if a pilot override disconnects the autopilot, what guidance-source context and mode-transition details must the flight data recorder capture?",vanilla,0,2-hop,2026-08-16,True,"Every claim is directly supported by the retrieved requirements, with no extra detail or unsupported inference.",1109
"In approach mode, if a pilot override disconnects the autopilot, what guidance-source context and mode-transition details must the flight data recorder capture?",agentic,0,2-hop,2026-08-16,True,"All claims in the answer are traceable to the retrieved contexts, which specify only the AUTO_DISENGAGED event must be published to FDR and FMS-coupling in APP, without detailing additional capture re",987
"In approach mode, if a pilot override disconnects the autopilot, what guidance-source context and mode-transition details must the flight data recorder capture?",graphrag,0,2-hop,2026-08-16,True,"All claims in the answer are directly supported by or are light inferences from the retrieved contexts, without introducing new requirements or field names.",1851
"In approach mode, if a pilot override disconnects the autopilot, what guidance-source context and mode-transition details must the flight data recorder capture?",agentic-graph,0,2-hop,2026-08-16,True,"All statements are directly supported or appropriately limited by the retrieved contexts, with explicit references and no invented details.",1258
"In approach mode, if a pilot override disconnects the autopilot, what guidance-source context and mode-transition details must the flight data recorder capture?",adaptive,0,2-hop,2026-08-16,True,"All claims in the answer are directly supported or correctly inferred from the retrieved contexts, with clear distinction about what is and is not required or specified.",1633
"How is an uplinked flight plan modification protected if cryptographic keys are zeroised, and what verification demonstrates the data link goes safely OFF afterward?",vanilla,0,2-hop,2026-08-16,True,"All claims, including protection mechanism, link transition to OFF after zeroise, and verification methods, are explicitly supported by the retrieved contexts.",842
"How is an uplinked flight plan modification protected if cryptographic keys are zeroised, and what verification demonstrates the data link goes safely OFF afterward?",agentic,0,2-hop,2026-08-16,True,Every claim in the answer is supported by the absence of relevant requirements in the retrieved contexts.,1559
"How is an uplinked flight plan modification protected if cryptographic keys are zeroised, and what verification demonstrates the data link goes safely OFF afterward?",graphrag,0,2-hop,2026-08-16,True,"All claims about uplink protection, zeroise process, link transition to OFF, and verification by CDL-040 and SEC-023 are directly supported by the retrieved contexts.",1741
"How is an uplinked flight plan modification protected if cryptographic keys are zeroised, and what verification demonstrates the data link goes safely OFF afterward?",agentic-graph,0,2-hop,2026-08-16,True,"All claims regarding the protection of uplinked modifications, the effect of cryptographic zeroise, and specific verification steps are directly supported by context requirements FMS-022, CDL-013, CDL",1182
"How is an uplinked flight plan modification protected if cryptographic keys are zeroised, and what verification demonstrates the data link goes safely OFF afterward?",adaptive,0,2-hop,2026-08-16,True,"No claims are made beyond the provided contexts, which do not cover the QUESTION.",1523
Will the GNSS receiver maintain operation and preserve sensor state and pointing through a 50 ms Category Z power interruption using essential-bus hold-up energy?,vanilla,0,2-hop,2026-08-16,True,All claims about the absence of GNSS receiver requirements to maintain operation and preserve state/pointing through the 50 ms interruption are accurate per the retrieved contexts.,862
Will the GNSS receiver maintain operation and preserve sensor state and pointing through a 50 ms Category Z power interruption using essential-bus hold-up energy?,agentic,0,2-hop,2026-08-16,True,All statements in the answer are supported by the retrieved contexts and do not introduce unsupported details.,1233
Will the GNSS receiver maintain operation and preserve sensor state and pointing through a 50 ms Category Z power interruption using essential-bus hold-up energy?,graphrag,0,2-hop,2026-08-16,True,"All factual claims are directly supported by the retrieved requirements, with distinctions and requirement IDs correctly attributed.",1482
Will the GNSS receiver maintain operation and preserve sensor state and pointing through a 50 ms Category Z power interruption using essential-bus hold-up energy?,agentic-graph,0,2-hop,2026-08-16,True,All claims in the answer are directly supported by the retrieved contexts or are careful in stating the absence of the needed requirement information.,1239
Will the GNSS receiver maintain operation and preserve sensor state and pointing through a 50 ms Category Z power interruption using essential-bus hold-up energy?,adaptive,0,2-hop,2026-08-16,True,Every claim is supported or directly paraphrased from the provided contexts without adding unsupported details.,1238
Under what fine-align and GPS-fix conditions will the INS enter NAV so GNSS velocity can support the autopilot’s ±0.5° track-hold requirement?,vanilla,0,2-hop,2026-08-16,True,All claims about INS NAV entry conditions and autopilot track-hold requirements are directly supported by the provided contexts.,972
Under what fine-align and GPS-fix conditions will the INS enter NAV so GNSS velocity can support the autopilot’s ±0.5° track-hold requirement?,agentic,0,2-hop,2026-08-16,True,All claims are directly supported by the retrieved contexts without introducing unsupported detail or requirement IDs.,2579
Under what fine-align and GPS-fix conditions will the INS enter NAV so GNSS velocity can support the autopilot’s ±0.5° track-hold requirement?,graphrag,0,2-hop,2026-08-16,True,All claims regarding INS NAV entry conditions and GNSS velocity support for ±0.5° track-hold are directly supported by the retrieved contexts.,1992
Under what fine-align and GPS-fix conditions will the INS enter NAV so GNSS velocity can support the autopilot’s ±0.5° track-hold requirement?,agentic-graph,0,2-hop,2026-08-16,True,All factual claims in the answer are supported by the retrieved contexts and no unsupported details are added.,2280
Under what fine-align and GPS-fix conditions will the INS enter NAV so GNSS velocity can support the autopilot’s ±0.5° track-hold requirement?,adaptive,0,2-hop,2026-08-16,True,"Every claim in the answer is directly supported by the retrieved contexts, and unsupported claims are explicitly noted as absent from the contexts.",2580
"How is the power subsystem’s APU load-transfer command sequence validated across sea-level and 44,000‑ft conditions to ensure timely ready acknowledgement before transfer?",vanilla,0,2-hop,2026-08-16,True,"All claims in the answer are directly supported by the retrieved requirements, with no additional details or unsupported logic introduced.",1104
"How is the power subsystem’s APU load-transfer command sequence validated across sea-level and 44,000‑ft conditions to ensure timely ready acknowledgement before transfer?",agentic,0,2-hop,2026-08-16,True,"All claims in the answer are directly supported by the retrieved contexts, and it correctly notes what is and isn't specified.",980
"How is the power subsystem’s APU load-transfer command sequence validated across sea-level and 44,000‑ft conditions to ensure timely ready acknowledgement before transfer?",graphrag,0,2-hop,2026-08-16,True,All claims are directly supported or appropriately limited by the retrieved contexts without any added details.,2073
"How is the power subsystem’s APU load-transfer command sequence validated across sea-level and 44,000‑ft conditions to ensure timely ready acknowledgement before transfer?",agentic-graph,0,2-hop,2026-08-16,True,Every claim in the answer is directly supported or logically inferred from the retrieved requirements without introducing unsupported details.,1037
"How is the power subsystem’s APU load-transfer command sequence validated across sea-level and 44,000‑ft conditions to ensure timely ready acknowledgement before transfer?",adaptive,0,2-hop,2026-08-16,True,All claims are directly supported or reasonably inferred from the retrieved contexts without introducing unsupported details.,1241
"How does the command-validation discipline ensure unauthenticated, replayed, stale, or out-of-sequence ground commands are rejected before reaching the flight control laws?",vanilla,0,2-hop,2026-08-16,True,"All claims in the answer are supported by the retrieved contexts through requirement IDs, functional descriptions, and validation table details.",1192
"How does the command-validation discipline ensure unauthenticated, replayed, stale, or out-of-sequence ground commands are rejected before reaching the flight control laws?",agentic,0,2-hop,2026-08-16,True,"All claims are supported by the retrieved contexts with explicit requirement references, without introducing information not present in the contexts.",2583
"How does the command-validation discipline ensure unauthenticated, replayed, stale, or out-of-sequence ground commands are rejected before reaching the flight control laws?",graphrag,0,2-hop,2026-08-16,True,"All answer claims are supported by the contexts, including references to CDL HMAC authentication, sequence/freshness checks, FCC validation, and requirement IDs.",2264
"How does the command-validation discipline ensure unauthenticated, replayed, stale, or out-of-sequence ground commands are rejected before reaching the flight control laws?",agentic-graph,0,2-hop,2026-08-16,True,"All claims in the answer about command rejection mechanisms (range, rate, sequence, authentication for cmd_mode, error return, and non-propagation) are directly supported by retrieved requirements FCC",2539
"How does the command-validation discipline ensure unauthenticated, replayed, stale, or out-of-sequence ground commands are rejected before reaching the flight control laws?",adaptive,0,2-hop,2026-08-16,True,"All mechanisms (range, rate, sequence, authentication checks) for rejecting unauthenticated, replayed, stale, or out-of-sequence commands are accurately stated and supported by the retrieved requireme",2607
How are the notch filters on inertial measurements derived from validated ground-vibration modal data and then verified before flutter-clearance flight testing?,vanilla,0,2-hop,2026-08-16,True,All factual claims about the derivation and verification of notch filters are supported by the retrieved contexts.,890
How are the notch filters on inertial measurements derived from validated ground-vibration modal data and then verified before flutter-clearance flight testing?,agentic,0,2-hop,2026-08-16,True,"All claims about notch filter derivation from Structural_Notch_Filters, use per platform, and verification steps (frequency-response analysis vs ground data, then flight confirmation) are directly sup",1810
How are the notch filters on inertial measurements derived from validated ground-vibration modal data and then verified before flutter-clearance flight testing?,graphrag,0,2-hop,2026-08-16,True,Every factual claim in the answer is directly supported by the retrieved requirement contexts.,1375
How are the notch filters on inertial measurements derived from validated ground-vibration modal data and then verified before flutter-clearance flight testing?,agentic-graph,0,2-hop,2026-08-16,True,"All factual claims are either directly stated or lightly inferred from the retrieved requirements FCC-027, FCC-039, and FCC-056.",1711
How are the notch filters on inertial measurements derived from validated ground-vibration modal data and then verified before flutter-clearance flight testing?,adaptive,0,2-hop,2026-08-16,True,"All claims about derivation from GVT modal data, FCC filter implementation, and verification via frequency-response analysis and in-flight flutter testing are directly supported by the retrieved requi",1537
What flight-test evidence demonstrates that hybrid-navigation accuracy supports the FMS’s enroute RNP lateral-guidance containment target when GPS/SBAS is available?,vanilla,0,2-hop,2026-08-16,True,The answer accurately states what is and is not present in the retrieved contexts and does not add unsupported claims.,981
What flight-test evidence demonstrates that hybrid-navigation accuracy supports the FMS’s enroute RNP lateral-guidance containment target when GPS/SBAS is available?,agentic,0,2-hop,2026-08-16,True,All claims are directly supported by NAV-006 and NAV-034 in the contexts.,1479
What flight-test evidence demonstrates that hybrid-navigation accuracy supports the FMS’s enroute RNP lateral-guidance containment target when GPS/SBAS is available?,graphrag,0,2-hop,2026-08-16,True,"All claims are explicitly supported by the provided requirement contexts, with requirement IDs only from retrieved material.",1819
What flight-test evidence demonstrates that hybrid-navigation accuracy supports the FMS’s enroute RNP lateral-guidance containment target when GPS/SBAS is available?,agentic-graph,0,2-hop,2026-08-16,True,All claims about NAV-006's NSE requirement and NAV-034's flight-test verification are directly supported by the retrieved contexts.,1631
What flight-test evidence demonstrates that hybrid-navigation accuracy supports the FMS’s enroute RNP lateral-guidance containment target when GPS/SBAS is available?,adaptive,0,2-hop,2026-08-16,True,All claims are directly supported by NAV-006 and NAV-034 in the retrieved contexts.,1871
"During an MBIT firmware update, how should invalid or expired signature detection drive FMS mode transition and allowable navigation capability?",vanilla,0,2-hop,2026-08-16,True,Every claim in the answer is supported or directly inferred from the retrieved requirements.,1157
"During an MBIT firmware update, how should invalid or expired signature detection drive FMS mode transition and allowable navigation capability?",agentic,0,2-hop,2026-08-16,True,"The answer accurately reflects that the retrieved contexts do not contain requirements about MBIT firmware update, signature validation, or FMS behavior for those events, and only summarizes adjacent ",2228
"During an MBIT firmware update, how should invalid or expired signature detection drive FMS mode transition and allowable navigation capability?",graphrag,0,2-hop,2026-08-16,True,All claims are directly grounded in the retrieved requirements and make no unsupported inferences.,1921
"During an MBIT firmware update, how should invalid or expired signature detection drive FMS mode transition and allowable navigation capability?",agentic-graph,0,2-hop,2026-08-16,True,All summary claims and analogies are directly supported by cited requirements; the answer explicitly states no MBIT signature/FMS tie-in was found.,2251
"During an MBIT firmware update, how should invalid or expired signature detection drive FMS mode transition and allowable navigation capability?",adaptive,0,2-hop,2026-08-16,True,Every claim concerning FMS mode transition and allowable navigation is directly supported by the contexts; the answer accurately reflects requirements and notes unsubstantiated linkages.,1131
"Can payload sensor health and pointing data reach the GCS with mode-change telemetry within 200 ms, given return-link aggregation and payload status publication rates?",vanilla,0,2-hop,2026-08-16,True,"All claims are directly supported by the contexts, with accurate references to rates, prioritization, and absence of requirements for 200 ms payload status delivery.",979
"Can payload sensor health and pointing data reach the GCS with mode-change telemetry within 200 ms, given return-link aggregation and payload status publication rates?",agentic,0,2-hop,2026-08-16,True,The answer only restates what is and is not covered in the retrieved contexts and does not add unsupported claims.,2462
"Can payload sensor health and pointing data reach the GCS with mode-change telemetry within 200 ms, given return-link aggregation and payload status publication rates?",graphrag,0,2-hop,2026-08-16,True,"All claims directly reference rates and requirements supported in the retrieved contexts, without adding unsupported information.",1635
"Can payload sensor health and pointing data reach the GCS with mode-change telemetry within 200 ms, given return-link aggregation and payload status publication rates?",agentic-graph,0,2-hop,2026-08-16,True,All claims in the answer are directly supported by the retrieved requirements or correctly note missing information.,2304
"Can payload sensor health and pointing data reach the GCS with mode-change telemetry within 200 ms, given return-link aggregation and payload status publication rates?",adaptive,0,2-hop,2026-08-16,True,"All claims about update rates, latency requirements, and CDL configuration are directly supported by the provided requirements; no details or IDs are invented or contradicted.",887
"When the PMC is qualified to the specified DO-160G environment and EMC limits, what GNSS frequencies and constellations must remain operable without interference via DLNK coexistence?",vanilla,0,2-hop,2026-08-16,True,The answer correctly indicates that the specific GNSS frequencies and constellations operability cannot be determined from the provided requirements and provides only information available in the cont,841
"When the PMC is qualified to the specified DO-160G environment and EMC limits, what GNSS frequencies and constellations must remain operable without interference via DLNK coexistence?",agentic,0,2-hop,2026-08-16,True,The answer accurately reflects that only GPS is specified in the requirements and that no GNSS frequencies or constellations beyond GPS are mentioned in the provided contexts.,845
"When the PMC is qualified to the specified DO-160G environment and EMC limits, what GNSS frequencies and constellations must remain operable without interference via DLNK coexistence?",graphrag,0,2-hop,2026-08-16,True,"All factual claims about GNSS frequencies, constellations, and platforms are directly supported by GPS-009, and the statements about coexistence and EMC requirements are aligned with DLNK-017 and PLD-",1807
"When the PMC is qualified to the specified DO-160G environment and EMC limits, what GNSS frequencies and constellations must remain operable without interference via DLNK coexistence?",agentic-graph,0,2-hop,2026-08-16,True,The answer accurately reflects that the retrieved contexts only mention 'GPS' without detailing specific GNSS constellations or frequencies.,762
"When the PMC is qualified to the specified DO-160G environment and EMC limits, what GNSS frequencies and constellations must remain operable without interference via DLNK coexistence?",adaptive,0,2-hop,2026-08-16,True,The answer only uses details from the retrieved contexts and correctly notes the lack of information about GNSS frequencies and constellations.,834
"How is a suspected GPS spoofing event detected in the inertial filter, handled in navigation fusion, and propagated to security monitoring and logging?",vanilla,0,2-hop,2026-08-16,True,"All claims about detection method, handling in INS/NAV, propagation to security monitoring, and logging are directly supported by the retrieved contexts.",944
"How is a suspected GPS spoofing event detected in the inertial filter, handled in navigation fusion, and propagated to security monitoring and logging?",agentic,0,2-hop,2026-08-16,True,"All claims in the answer are directly supported by retrieved requirements INS-028, INS-029, NAV-028, SEC-007, and SEC-018.",1858
"How is a suspected GPS spoofing event detected in the inertial filter, handled in navigation fusion, and propagated to security monitoring and logging?",graphrag,0,2-hop,2026-08-16,True,"All claims are directly supported by the contexts, matching INS-028, INS-029, NAV-028, SEC-025, and SEC-028 requirements.",1819
"How is a suspected GPS spoofing event detected in the inertial filter, handled in navigation fusion, and propagated to security monitoring and logging?",agentic-graph,0,2-hop,2026-08-16,True,Every claim in the answer is explicitly supported or acknowledged as absent based on NAV-028 and the retrieved contexts.,1938
"How is a suspected GPS spoofing event detected in the inertial filter, handled in navigation fusion, and propagated to security monitoring and logging?",adaptive,0,2-hop,2026-08-16,True,"All claims in the answer are directly supported or explicitly limited by the retrieved contexts, with clear pointers to what is and is not specified.",2158
"During a 50 ms Category Z primary-power interruption, how does the specified essential-bus hold-up provision ensure both the INS and FCC remain continuously operational?",vanilla,0,2-hop,2026-08-16,True,"All claims are directly supported by the retrieved contexts regarding requirements for hold-up energy, operational continuity for INS and FCC, and the cited requirement IDs.",971
"During a 50 ms Category Z primary-power interruption, how does the specified essential-bus hold-up provision ensure both the INS and FCC remain continuously operational?",agentic,0,2-hop,2026-08-16,True,Every claim in the answer is directly supported or properly caveated by the retrieved contexts.,1601
"During a 50 ms Category Z primary-power interruption, how does the specified essential-bus hold-up provision ensure both the INS and FCC remain continuously operational?",graphrag,0,2-hop,2026-08-16,True,"All claims, including hold-up energy provision, ride-through requirements, LRU-specific requirements, use of PWR-018, nameplate power, and Category Z test verification, are directly supported by the r",1700
"During a 50 ms Category Z primary-power interruption, how does the specified essential-bus hold-up provision ensure both the INS and FCC remain continuously operational?",agentic-graph,0,2-hop,2026-08-16,True,"All claims are directly supported by the requirement references FCC-036, NAV-026, EPS-009, EPS-023, and no unsupported claims about the INS are made.",1564
"During a 50 ms Category Z primary-power interruption, how does the specified essential-bus hold-up provision ensure both the INS and FCC remain continuously operational?",adaptive,0,2-hop,2026-08-16,True,"All claims about hold-up provisions, duration, energy allocation, affected systems (INS/FCC), and verification are supported by the retrieved contexts.",1710
How is end-to-end DAA resolution coupling verified from intruder-profile injection through RA arming to autopilot engagement and correct rate-limited manoeuvre execution timing?,vanilla,0,2-hop,2026-08-16,True,"All claims about verification steps, test method, requirement flow, and rates are directly supported by the retrieved contexts.",1240
How is end-to-end DAA resolution coupling verified from intruder-profile injection through RA arming to autopilot engagement and correct rate-limited manoeuvre execution timing?,agentic,0,2-hop,2026-08-16,True,The answer correctly states that no DAA/RA/autopilot-coupling verification requirements are present in the retrieved contexts and only references supported FCC items.,2376
How is end-to-end DAA resolution coupling verified from intruder-profile injection through RA arming to autopilot engagement and correct rate-limited manoeuvre execution timing?,graphrag,0,2-hop,2026-08-16,True,"All claims and verification steps about intruder injection, RA arming, autopilot engagement, timing, and rate limits are directly supported by the retrieved contexts.",1952
How is end-to-end DAA resolution coupling verified from intruder-profile injection through RA arming to autopilot engagement and correct rate-limited manoeuvre execution timing?,agentic-graph,0,2-hop,2026-08-16,True,"The answer accurately states that the retrieved contexts do not specify DAA, RA arming, autopilot engagement, or end-to-end verification for those chains, and restricts itself to what is actually prov",2216
How is end-to-end DAA resolution coupling verified from intruder-profile injection through RA arming to autopilot engagement and correct rate-limited manoeuvre execution timing?,adaptive,0,2-hop,2026-08-16,True,"The answer faithfully reports that the retrieved contexts do not contain DAA/RA/autopilot requirements, summarizing only what is present.",2172
"If navigation flags spoofed GPS or INS inputs and deweights them, how is the resulting cyber incident prioritized by emergency management and what operator action follows?",vanilla,0,2-hop,2026-08-16,True,"All claims in the answer are explicitly supported or cautiously limited by the retrieved requirements, without unsupported extrapolation.",1035
"If navigation flags spoofed GPS or INS inputs and deweights them, how is the resulting cyber incident prioritized by emergency management and what operator action follows?",agentic,0,2-hop,2026-08-16,True,"All claims in the answer are directly supported by NAV-028, NAV-007, and NAV-017, and the answer correctly notes the lack of explicit emergency-management prioritization or operator action requirement",1147
"If navigation flags spoofed GPS or INS inputs and deweights them, how is the resulting cyber incident prioritized by emergency management and what operator action follows?",graphrag,0,2-hop,2026-08-16,True,"All claims are directly supported by retrieved contexts EMS-033, EMS-021, NAV-028, and SEC-028.",1730
"If navigation flags spoofed GPS or INS inputs and deweights them, how is the resulting cyber incident prioritized by emergency management and what operator action follows?",agentic-graph,0,2-hop,2026-08-16,True,The answer limits its claims to what is explicitly supported in the retrieved contexts and correctly identifies unavailable information.,1225
"If navigation flags spoofed GPS or INS inputs and deweights them, how is the resulting cyber incident prioritized by emergency management and what operator action follows?",adaptive,0,2-hop,2026-08-16,True,"All claims are directly supported by the retrieved contexts regarding cyber incident detection, escalation, prioritization, autonomous action, and operator role.",1772
"For maintenance-only external GNSS aiding used to reduce TTFF after storage, what operator authentication must be completed first, and where is it enforced?",vanilla,0,2-hop,2026-08-16,True,All claims about operator authentication and enforcement locations are directly supported by the retrieved contexts.,833
"For maintenance-only external GNSS aiding used to reduce TTFF after storage, what operator authentication must be completed first, and where is it enforced?",agentic,0,2-hop,2026-08-16,True,"All claims are directly supported by GPS-029, which specifies operator authentication per SEC-015 is required before external aiding is accepted via a maintenance-only command.",768
"For maintenance-only external GNSS aiding used to reduce TTFF after storage, what operator authentication must be completed first, and where is it enforced?",graphrag,0,2-hop,2026-08-16,True,"All claims about required operator authentication, the use of multi-factor authentication, accepted methods, and enforcement at various maintenance interfaces are directly supported or referenced in t",1588
"For maintenance-only external GNSS aiding used to reduce TTFF after storage, what operator authentication must be completed first, and where is it enforced?",agentic-graph,0,2-hop,2026-08-16,True,"All claims in the answer are directly supported: operator authentication (multi-factor per GCS.GCS-008) is required for maintenance operations per SEC-015 and GPS-029, and applies to the maintenance i",1361
"For maintenance-only external GNSS aiding used to reduce TTFF after storage, what operator authentication must be completed first, and where is it enforced?",adaptive,0,2-hop,2026-08-16,True,All claims are directly supported or explicitly limited by GPS-029 in the retrieved contexts.,1101
"If external GNSS aiding is invoked through maintenance, what authentication and which maintenance interface requirements govern using the APM ground-maintenance port?",vanilla,0,2-hop,2026-08-16,True,"All claims reference only the requirements and interfaces described in the retrieved contexts, including the authentication requirements and properties of the APM maintenance port.",900
"If external GNSS aiding is invoked through maintenance, what authentication and which maintenance interface requirements govern using the APM ground-maintenance port?",agentic,0,2-hop,2026-08-16,True,The answer confines its claims to details found in GPS-029 and correctly notes the absence of explicit APM ground-maintenance port interface requirements in the contexts.,1007
"If external GNSS aiding is invoked through maintenance, what authentication and which maintenance interface requirements govern using the APM ground-maintenance port?",graphrag,0,2-hop,2026-08-16,True,"All claims are supported: authentication per SEC-015 (MFA per GCS-008) applies to maintenance operations (including external GNSS aiding per GPS-029), and APM-029 specifies the APM ground-maintenance ",1580
"If external GNSS aiding is invoked through maintenance, what authentication and which maintenance interface requirements govern using the APM ground-maintenance port?",agentic-graph,0,2-hop,2026-08-16,True,"All claims are strictly supported: the authentication requirement is referenced by GPS-029, and the absence of explicit APM ground-maintenance port interface requirements is correctly identified.",1980
"If external GNSS aiding is invoked through maintenance, what authentication and which maintenance interface requirements govern using the APM ground-maintenance port?",adaptive,0,2-hop,2026-08-16,True,"All claims are directly supported by GPS-029, including authentication per ##SEC.SEC-015 and maintenance-only command, with explicit acknowledgment of missing context for the APM ground-maintenance po",1441
"If primary aircraft power drops out for 50 ms, how do the FCC hold-up requirement, essential-bus energy provision, and GNSS ride-through capability align?",vanilla,0,2-hop,2026-08-16,True,All claims in the answer are directly supported or are light inferences from the retrieved contexts.,1193
"If primary aircraft power drops out for 50 ms, how do the FCC hold-up requirement, essential-bus energy provision, and GNSS ride-through capability align?",agentic,0,2-hop,2026-08-16,True,Every factual claim in the answer is directly supported by the retrieved contexts without added details or contradictions.,1179
"If primary aircraft power drops out for 50 ms, how do the FCC hold-up requirement, essential-bus energy provision, and GNSS ride-through capability align?",graphrag,0,2-hop,2026-08-16,True,"Every claim is either directly quoted or logically derived from the retrieved contexts; GPS/GLS ride-through is correctly limited to PWR-018's allocation only, since no explicit GNSS ride-through requ",1964
"If primary aircraft power drops out for 50 ms, how do the FCC hold-up requirement, essential-bus energy provision, and GNSS ride-through capability align?",agentic-graph,0,2-hop,2026-08-16,True,"All factual claims are directly supported by the retrieved contexts, including the 50 ms interruption values for FCC, EPS, and GNSS, and requirements references.",1874
"If primary aircraft power drops out for 50 ms, how do the FCC hold-up requirement, essential-bus energy provision, and GNSS ride-through capability align?",adaptive,0,2-hop,2026-08-16,True,"All claims are supported by the retrieved contexts regarding the 50 ms ride-through requirements for FCC, essential-bus energy, and GPS; GNSS-specific wording is correctly caveated as not provided by ",1252
"When an uplinked flight-plan change is received, what operator-confirmation workflow and full-diff display are required before activation, and what record must be stored afterward?",vanilla,0,2-hop,2026-08-16,False,"The claim about GCS-side PIC confirmation is not fully supported by the contexts for the operator workflow, and the answer adds details about the CDL routing that the question did not ask for.",792
"When an uplinked flight-plan change is received, what operator-confirmation workflow and full-diff display are required before activation, and what record must be stored afterward?",agentic,0,2-hop,2026-08-16,True,"All claims about the explicit two-step confirmation, full diff display, and logging with timestamp/operator ID are directly supported by the retrieved contexts.",1096
